mouse adr,mouse aor,mouse bfat,mouse bst,mouse cer,mouse hea,mouse hyp,mouse lun,mouse mus,mouse wat,mouse kid,mouse liv
GO:0090278,GO:0010565,GO:0060043,GO:0001954,GO:0048593,GO:1901653,GO:0090304,GO:0002275,GO:0043372,GO:0000209,GO:0001889,GO:0007040
GO:0003014,GO:0019318,GO:0001569,GO:0007265,GO:0019932,GO:0071375,GO:1901566,GO:0055117,GO:0061036,GO:0046883,GO:0014910,GO:0045017
GO:0006457,GO:0030968,GO:0090312,GO:1902743,GO:0015849,GO:1903522,GO:0034248,GO:0001938,GO:0007569,GO:0009267,GO:0045017,GO:1901607
GO:0010675,GO:0032868,GO:0090208,GO:0048864,GO:0050767,GO:0048754,GO:0071705,GO:0005977,GO:0048008,GO:0008016,GO:1903828,GO:0009060
GO:0032368,GO:0044242,GO:0030947,GO:0008543,GO:0051960,GO:0050680,GO:0042886,GO:0006073,GO:0016202,GO:1903531,GO:0010660,GO:0007623
GO:0050709,GO:0072091,GO:0031116,GO:0010762,GO:0050768,GO:0035239,GO:0008610,GO:0044042,GO:0050856,GO:0030198,GO:0031333,GO:0080171
GO:0072593,GO:0045833,GO:0031063,GO:0097306,GO:0090276,GO:0062013,GO:0006325,GO:0031589,GO:1900274,GO:0045229,GO:0048284,GO:0008333
GO:0006575,GO:0120161,GO:0030511,GO:0032781,GO:0032368,GO:0030336,GO:0044257,GO:0045834,GO:0010518,GO:0043062,GO:0010634,GO:0006575
GO:0001885,GO:0055088,GO:1903846,GO:0045685,GO:0048592,GO:1903311,GO:0043604,GO:1902808,GO:0043536,GO:0051235,GO:0120034,GO:0046474
GO:0048634,GO:0045454,GO:0060740,GO:0048546,GO:0019216,GO:0090257,GO:0015833,GO:0002444,GO:0030325,GO:0031668,GO:0046395,GO:1901657
GO:0043297,GO:0010812,GO:0051153,GO:0120034,GO:0010721,GO:0042692,GO:0043603,GO:0001885,GO:0014823,GO:1901988,GO:0010632,GO:0008654
GO:1902305,GO:0051147,GO:0090207,GO:0010828,GO:0050770,GO:0003231,GO:0006886,GO:0045123,GO:0030888,GO:0045017,GO:0031123,GO:0042180
GO:0098840,GO:0062014,GO:0090181,GO:0051489,GO:0001505,GO:0034599,GO:0042326,GO:0010823,GO:0040018,GO:0043271,GO:0072329,GO:0033108
GO:0099118,GO:0045834,GO:0055017,GO:0070169,GO:0051048,GO:0061061,GO:0071702,GO:0051279,GO:0051491,GO:0010632,GO:0018107,GO:0006790
GO:0032890,GO:1903312,GO:0007519,GO:0048762,GO:0009725,GO:0048762,GO:0000226,GO:0019318,GO:0051148,GO:0019216,GO:0016358,GO:0043462
GO:0050796,GO:0002040,GO:0032007,GO:0014031,GO:0001558,GO:0120161,GO:0006259,GO:0032233,GO:0061037,GO:0043467,GO:0001666,GO:2000134
GO:0002028,GO:0071453,GO:0003151,GO:0014032,GO:0042063,GO:1901214,GO:0034622,GO:0043547,GO:0003044,GO:1903522,GO:1904951,GO:0070936
GO:0071375,GO:0006721,GO:0055021,GO:0001755,GO:0050708,GO:0051056,GO:0018193,GO:0030968,GO:2000106,GO:0043433,GO:0031647,GO:0050775
GO:0007179,GO:0070972,GO:0035051,GO:0050810,GO:0010975,GO:2000146,GO:0015031,GO:0034620,GO:0034110,GO:1903792,GO:1905039,GO:0051170
GO:0051955,GO:0034032,GO:1901861,GO:0032963,GO:0036293,GO:0045598,GO:0080135,GO:0046890,GO:0010837,GO:0010959,GO:1900182,GO:0062013
GO:0098732,GO:0033875,GO:0006942,GO:0110151,GO:0006066,GO:0060485,GO:0009057,GO:0032922,GO:0010758,GO:0060348,GO:0032869,GO:0016054
GO:0035601,GO:0033865,GO:0040036,GO:0038127,GO:0031344,GO:0000165,GO:0051603,GO:0002312,GO:0061035,GO:0030336,GO:0019229,GO:0048255
GO:0022904,GO:0048661,GO:0050994,GO:0007623,GO:0120035,GO:0014706,GO:0006820,GO:0110020,GO:0071526,GO:0043122,GO:0046474,GO:0009063
GO:0046470,GO:0046165,GO:0007517,GO:0060324,GO:1905952,GO:0072359,GO:0044085,GO:0032965,GO:2000403,GO:0045930,GO:0014066,GO:2000045
GO:0051591,GO:0071383,GO:0055008,GO:1903961,GO:0051962,GO:0007507,GO:0030335,GO:0090279,GO:0009409,GO:0071375,GO:0015711,GO:0044264
GO:0048146,GO:1905897,GO:0110110,GO:0060021,GO:0050807,GO:0009612,GO:0044255,GO:0010517,GO:0035335,GO:0071496,GO:0050714,GO:1903961
GO:0043434,GO:1902369,GO:0045446,GO:0010634,GO:0030334,GO:0090287,GO:0010467,GO:0030048,GO:0030183,GO:0042593,GO:1903825,GO:0072329
GO:0043255,GO:0048286,GO:0003015,GO:0014033,GO:0010720,GO:0060348,GO:0006511,GO:0071622,GO:0051893,GO:0051924,GO:1901657,GO:0046395
GO:0046889,GO:2000191,GO:0051955,GO:0010769,GO:0050803,GO:0072001,GO:0022607,GO:0051496,GO:0090109,GO:0033500,GO:0048259,GO:1905953
GO:0007229,GO:0030522,GO:0061061,GO:1903018,GO:0048638,GO:0062012,GO:0045184,GO:0010634,GO:0042113,GO:0005975,GO:0030218,GO:0009117
GO:0042180,GO:0005996,GO:0048738,GO:0060976,GO:0060828,GO:0040013,GO:1903827,GO:0046889,GO:0045923,GO:2000146,GO:0007033,GO:0008652
GO:0017038,GO:0010507,GO:0030850,GO:0010595,GO:0010817,GO:0061138,GO:0043412,GO:0048286,GO:0030834,GO:0046890,GO:0017015,GO:0043489
GO:0043467,GO:2000379,GO:0001885,GO:0006457,GO:0098656,GO:0051271,GO:0034641,GO:0061572,GO:0019319,GO:0051271,GO:0070482,GO:0010883
GO:0006119,GO:0006457,GO:0032232,GO:0071156,GO:0050808,GO:0001655,GO:0033365,GO:0006986,GO:0070741,GO:0008654,GO:0072006,GO:0010907
GO:0071560,GO:0009755,GO:0048146,GO:0043536,GO:0090287,GO:0070374,GO:0040017,GO:1905897,GO:1903861,GO:0001525,GO:0015718,GO:0034404
GO:0060193,GO:0016051,GO:1902305,GO:0003281,GO:0030111,GO:0030324,GO:0051272,GO:1902930,GO:0014910,GO:0042594,GO:1905952,GO:0007006
GO:0048662,GO:0045017,GO:2000649,GO:0006865,GO:0099536,GO:0001822,GO:0030163,GO:0019218,GO:0002675,GO:0034504,GO:0034404,GO:0006400
GO:1905952,GO:0048146,GO:0014706,GO:0050771,GO:0002791,GO:0035295,GO:0044267,GO:0071456,GO:0043542,GO:0031329,GO:0032434,GO:1903313
GO:0016054,GO:0072593,GO:0060537,GO:0010594,GO:0031346,GO:0006486,GO:0006139,GO:0060193,GO:0035909,GO:0006790,GO:0036293,GO:1902807
GO:0046395,GO:0051341,GO:0010799,GO:0010632,GO:1903530,GO:0043413,GO:2000147,GO:1901222,GO:1903579,GO:0010506,GO:1901379,GO:0009119
GO:0051702,GO:0031669,GO:0033144,GO:0071230,GO:0010038,GO:0055088,GO:0046483,GO:0030335,GO:0150116,GO:0061448,GO:0090263,GO:0006753
GO:0006631,GO:0019229,GO:0050873,GO:0046324,GO:2000145,GO:1902532,GO:0044248,GO:0032006,GO:0014065,GO:0007169,GO:0030705,GO:0140053
GO:0051817,GO:0006720,GO:1901031,GO:0009636,GO:0050769,GO:0060537,GO:1901565,GO:0050921,GO:0055006,GO:0051056,GO:0016054,GO:0006661
GO:0060688,GO:0019216,GO:0046626,GO:0008589,GO:0022603,GO:0071363,GO:0034645,GO:0060191,GO:0030835,GO:0048514,GO:0034101,GO:0044282
GO:0043542,GO:0030218,GO:0051149,GO:0061097,GO:0043603,GO:0045216,GO:0044249,GO:0006766,GO:0032418,GO:0016567,GO:0071496,GO:0008202
GO:0009755,GO:0045598,GO:0060976,GO:0031099,GO:0006091,GO:0045637,GO:0009059,GO:0051055,GO:0070232,GO:0051051,GO:0003018,GO:0006635
GO:0044242,GO:0071375,GO:0010595,GO:0050679,GO:1901615,GO:0071417,GO:0006082,GO:0001570,GO:0030890,GO:0040013,GO:0044282,GO:0055086
GO:0070252,GO:0007040,GO:0048841,GO:0120032,GO:0098609,GO:0030323,GO:0031329,GO:0051926,GO:0032330,GO:1902532,GO:0010827,GO:0019693
GO:0046683,GO:0046824,GO:1905898,GO:0030512,GO:0001525,GO:0007167,GO:0007017,GO:0071322,GO:0061383,GO:0008610,GO:0051650,GO:0006399
GO:1904950,GO:0080171,GO:0046785,GO:1990830,GO:0099177,GO:0062197,GO:0019752,GO:0010594,GO:0002040,GO:0032446,GO:2000045,GO:0045833
GO:0034644,GO:0019395,GO:0003158,GO:0001656,GO:0045765,GO:0071496,GO:0065003,GO:0010827,GO:0010611,GO:0051048,GO:0031669,GO:0050994
GO:0010595,GO:1901654,GO:0008286,GO:0008360,GO:0040012,GO:0046578,GO:0006996,GO:0001666,GO:0007179,GO:0070201,GO:0002262,GO:0044283
GO:1901653,GO:0044272,GO:0050881,GO:0048565,GO:0051270,GO:0032870,GO:0009058,GO:0005996,GO:0055013,GO:0009894,GO:0033157,GO:0009259
GO:0010507,GO:0042632,GO:0050879,GO:0060491,GO:0051046,GO:0001763,GO:0051726,GO:0045446,GO:0030501,GO:0002791,GO:1903364,GO:0005976
GO:2000045,GO:0008654,GO:0032233,GO:0050673,GO:0050804,GO:0070848,GO:1901576,GO:0036294,GO:0042100,GO:2001234,GO:0120161,GO:0007041
GO:1902806,GO:1903959,GO:0043491,GO:1990823,GO:1901342,GO:0030335,GO:0007010,GO:0050920,GO:0060487,GO:0032386,GO:1901605,GO:0009247
GO:0002792,GO:0032870,GO:0010765,GO:0032233,GO:0030335,GO:0000302,GO:0043933,GO:2000147,GO:0001837,GO:0062012,GO:0002690,GO:0006644
GO:0071559,GO:0017015,GO:0120162,GO:0061180,GO:0050890,GO:0043547,GO:0043436,GO:0051591,GO:2000352,GO:1901990,GO:1904950,GO:0007569
GO:1903792,GO:0006606,GO:0051496,GO:0045669,GO:0032870,GO:0030334,GO:0006725,GO:0043406,GO:0090322,GO:0031331,GO:0051222,GO:0008610
GO:1901652,GO:0002028,GO:0086004,GO:0048017,GO:0040008,GO:0019216,GO:0006464,GO:0014910,GO:1903960,GO:1904951,GO:0030004,GO:0051258
GO:0042632,GO:0055092,GO:1903427,GO:0007264,GO:0043410,GO:0030198,GO:0036211,GO:0003158,GO:0010714,GO:0090087,GO:1903844,GO:0030433
GO:0048660,GO:0009062,GO:0071385,GO:0010827,GO:0071407,GO:0060562,GO:0046907,GO:2000351,GO:0010595,GO:0046578,GO:0015849,GO:0034284
GO:0032787,GO:0009267,GO:0098801,GO:0003279,GO:0051272,GO:0010976,GO:0044237,GO:0051282,GO:0010464,GO:0032870,GO:0048193,GO:0042440
GO:0008360,GO:0042594,GO:1901021,GO:0060411,GO:0032102,GO:0045229,GO:0060548,GO:0040017,GO:0072524,GO:1903362,GO:2001243,GO:0019637
GO:0017015,GO:0009152,GO:0010613,GO:0001938,GO:0006518,GO:0043062,GO:0006807,GO:0051017,GO:0051153,GO:0003018,GO:0099173,GO:1902117
GO:0030218,GO:0010632,GO:0014742,GO:0001952,GO:2000147,GO:0060541,GO:0044087,GO:0017015,GO:0014743,GO:0009314,GO:0042542,GO:0061077
GO:0048661,GO:0009895,GO:0010634,GO:0022604,GO:0007268,GO:0031330,GO:0044260,GO:0036293,GO:0032922,GO:0044070,GO:2000060,GO:0062012
GO:0034620,GO:0031330,GO:0003179,GO:0048015,GO:0098916,GO:0043409,GO:0010941,GO:0060976,GO:0002260,GO:0051223,GO:1901800,GO:0046467
GO:0055092,GO:0071496,GO:0007029,GO:0010810,GO:0055085,GO:2000147,GO:1901575,GO:0006006,GO:0055010,GO:0007346,GO:0032370,GO:0090407
GO:1903313,GO:1900182,GO:0043268,GO:0055123,GO:0099537,GO:0008217,GO:0051276,GO:0034121,GO:1905521,GO:0050708,GO:0061041,GO:0090559
GO:0030512,GO:0006790,GO:0070252,GO:0014013,GO:0006468,GO:1901215,GO:0033036,GO:0043087,GO:1900077,GO:0010817,GO:0006401,GO:0043467
GO:0019217,GO:1903844,GO:0072348,GO:0061035,GO:0033674,GO:0006979,GO:0033554,GO:0019722,GO:0022602,GO:0043434,GO:1905954,GO:0046890
GO:0001101,GO:0001570,GO:0035265,GO:0010811,GO:0045860,GO:0009725,GO:0060341,GO:0008360,GO:0060048,GO:0009896,GO:0001101,GO:0030301
GO:0032092,GO:0048511,GO:0055010,GO:0001936,GO:0007155,GO:0007517,GO:0044238,GO:0010906,GO:0003300,GO:0043632,GO:0120162,GO:1902806
GO:0034599,GO:0048545,GO:0051147,GO:0050768,GO:0022610,GO:1901888,GO:1901360,GO:0051272,GO:0048844,GO:0006644,GO:1903793,GO:0034504
GO:0048511,GO:1905954,GO:0006900,GO:1905897,GO:0000904,GO:0048639,GO:0008104,GO:0043542,GO:1903961,GO:1901987,GO:0030278,GO:0036503
GO:0001676,GO:0006694,GO:0071634,GO:0090101,GO:0000902,GO:2000145,GO:0042981,GO:0070482,GO:0045746,GO:0044257,GO:0034767,GO:0006066
GO:0046890,GO:0032006,GO:0010827,GO:0050678,GO:0005975,GO:0070085,GO:0006811,GO:0002886,GO:0060479,GO:0006511,GO:0034764,GO:0009746
GO:0051384,GO:0034101,GO:0042246,GO:0046888,GO:0051347,GO:0006469,GO:0043170,GO:0071902,GO:0045577,GO:0045860,GO:0001525,GO:0009150
GO:0120161,GO:0017038,GO:0032231,GO:0010721,GO:0040017,GO:0007169,GO:0019538,GO:0043535,GO:0006739,GO:1901615,GO:0032868,GO:0072521
GO:0050708,GO:0031668,GO:0002028,GO:2001236,GO:0010035,GO:0006468,GO:1901564,GO:0001678,GO:2000406,GO:0010648,GO:0006644,GO:0017038
GO:0014074,GO:0051170,GO:1903959,GO:0031345,GO:0007399,GO:0044057,GO:0051649,GO:0031032,GO:0048841,GO:0070647,GO:0006402,GO:0006641
GO:0060047,GO:0048754,GO:2001222,GO:0010977,GO:0010648,GO:0009719,GO:2000113,GO:0045921,GO:0046364,GO:0046486,GO:0048660,GO:0006888
GO:0031589,GO:0042752,GO:0016202,GO:0046626,GO:0034220,GO:0050731,GO:0009890,GO:0046034,GO:0007595,GO:0042176,GO:0016050,GO:0042770
GO:0060048,GO:0048814,GO:1903053,GO:0042752,GO:0048858,GO:0071495,GO:0043067,GO:0002690,GO:0003015,GO:0023057,GO:0010970,GO:0006082
GO:0044264,GO:0072522,GO:0046889,GO:0048511,GO:0023057,GO:0033993,GO:0051234,GO:0046579,GO:0045582,GO:0019941,GO:0007034,GO:0071453
GO:1903531,GO:0032388,GO:0071230,GO:0060485,GO:0072657,GO:0006417,GO:0006810,GO:0019882,GO:0014911,GO:0009628,GO:0033500,GO:0006650
GO:0042542,GO:0062013,GO:0003229,GO:0001570,GO:0030029,GO:0040017,GO:0031324,GO:0043405,GO:0003229,GO:0030334,GO:0070201,GO:0006163
GO:1903844,GO:0032231,GO:0060415,GO:0051961,GO:0035556,GO:0040012,GO:0071704,GO:0045766,GO:0046683,GO:0045765,GO:0032368,GO:0150116
GO:0045017,GO:0043535,GO:0090257,GO:0010770,GO:0044057,GO:0005975,GO:0010558,GO:1904018,GO:0014074,GO:0044283,GO:0006605,GO:0072330
GO:0051224,GO:0006644,GO:0032868,GO:0097305,GO:0018193,GO:0071214,GO:0009056,GO:0046578,GO:0045600,GO:0001568,GO:0099175,GO:0019752
GO:0018958,GO:0003018,GO:0006888,GO:0090287,GO:0048812,GO:0104004,GO:0006629,GO:0002687,GO:0018108,GO:0019637,GO:0046467,GO:0046394
GO:0046888,GO:0006986,GO:0003170,GO:0045667,GO:0051130,GO:2000377,GO:0033043,GO:1903844,GO:0050864,GO:0009991,GO:0051648,GO:0015980
GO:0043200,GO:1901800,GO:0051492,GO:0060070,GO:2000026,GO:0043087,GO:0071840,GO:0031532,GO:1903959,GO:0043269,GO:0051928,GO:0045834
GO:0009411,GO:0010594,GO:0044264,GO:0051966,GO:0010243,GO:0051272,GO:0031327,GO:0051056,GO:0055007,GO:0051603,GO:1903829,GO:0016053
GO:0015980,GO:0006066,GO:0060412,GO:0002088,GO:0016477,GO:1901699,GO:0034613,GO:0048640,GO:0060324,GO:0043549,GO:0030335,GO:0006475
GO:0006986,GO:0001952,GO:0071384,GO:0001525,GO:1901699,GO:0034976,GO:0080134,GO:1902882,GO:0001954,GO:0006631,GO:0046434,GO:0018393
GO:0010634,GO:0006575,GO:0048644,GO:0017015,GO:0032989,GO:0035556,GO:0008152,GO:1903201,GO:1904705,GO:0060548,GO:0030177,GO:0009165
GO:0032411,GO:0019751,GO:0010464,GO:0060606,GO:1901698,GO:0010942,GO:0070727,GO:0014743,GO:0090049,GO:0031667,GO:1903034,GO:0009267
GO:0014910,GO:0030336,GO:0060688,GO:0009408,GO:0120039,GO:0010720,GO:0016043,GO:0035967,GO:0043029,GO:0060341,GO:1901342,GO:0008033
GO:0071496,GO:0043255,GO:0046620,GO:1903959,GO:0043408,GO:0010608,GO:0051172,GO:0051928,GO:0045778,GO:0009968,GO:0042593,GO:1901293
GO:0006109,GO:0010921,GO:0110020,GO:0015849,GO:0009719,GO:0051270,GO:0006796,GO:1904427,GO:0045124,GO:0043270,GO:0098656,GO:0046486
GO:0055088,GO:0009260,GO:0006110,GO:0050921,GO:0032990,GO:0043065,GO:0010605,GO:0010565,GO:0045638,GO:0022604,GO:0043266,GO:0007029
GO:1900076,GO:1901653,GO:0014074,GO:0003018,GO:0044281,GO:0045927,GO:0006793,GO:0010611,GO:0070169,GO:0033674,GO:0045765,GO:0009062
GO:0031960,GO:0008202,GO:0090311,GO:2001237,GO:0048585,GO:0043068,GO:0009892,GO:0048017,GO:0010718,GO:2000145,GO:0097746,GO:0043436
GO:1903321,GO:0071396,GO:0051384,GO:0019218,GO:0022008,GO:0031668,GO:0051128,GO:0010522,GO:1990869,GO:0006979,GO:0035296,GO:0019318
GO:0034614,GO:0015748,GO:0045444,GO:1903844,GO:0016310,GO:0061448,GO:0051641,GO:0010811,GO:1990868,GO:0001944,GO:0048754,GO:0019216
GO:0090276,GO:0048660,GO:0044262,GO:0009266,GO:0034765,GO:0045597,GO:0032268,GO:0006942,GO:0030856,GO:0045859,GO:0043547,GO:0000723
GO:0009636,GO:0017148,GO:0032892,GO:0042063,GO:0045595,GO:0048646,GO:0048585,GO:0009743,GO:0071901,GO:0031346,GO:0031668,GO:0032200
GO:0003015,GO:0051897,GO:0019217,GO:0001101,GO:0023051,GO:0043523,GO:0048523,GO:0002688,GO:0051591,GO:0030163,GO:1903052,GO:0044106
GO:0051048,GO:0090287,GO:0051591,GO:0050773,GO:0009968,GO:0021537,GO:0048519,GO:0010675,GO:0008286,GO:0010563,GO:0051224,GO:1903959
GO:0016525,GO:1900180,GO:1903961,GO:0098656,GO:0034762,GO:0071396,GO:0051179,GO:0071453,GO:0010517,GO:0045936,GO:0061136,GO:0044281
GO:0000302,GO:0006164,GO:0050848,GO:0060284,GO:0060627,GO:0018209,GO:0051246,GO:0055007,GO:0010634,GO:1903793,GO:1903827,GO:0046434
GO:0072330,GO:0044262,GO:0010565,GO:0046942,GO:0010646,GO:0034248,GO:0006950,GO:0030512,GO:0060325,GO:1902531,GO:0035150,GO:0009141
GO:0010565,GO:0015980,GO:0006970,GO:0045444,GO:0043085,GO:0022604,GO:0019219,GO:0055006,GO:0045444,GO:0032787,GO:1900180,GO:0007034
GO:0046883,GO:1903322,GO:0035904,GO:0031344,GO:0007610,GO:0009894,GO:0032879,GO:0072659,GO:0001776,GO:1903827,GO:0032388,GO:0009743
GO:0048754,GO:0006631,GO:0006006,GO:0048640,GO:0014070,GO:1901652,GO:0031323,GO:0035966,GO:0045214,GO:0044255,GO:0007623,GO:0009749
GO:0034101,GO:0016042,GO:0010883,GO:0050920,GO:0006812,GO:0031346,GO:0051252,GO:0010632,GO:0071385,GO:0033554,GO:0043270,GO:0036294
GO:0034504,GO:0019218,GO:0046579,GO:0001843,GO:0032879,GO:0045926,GO:0051171,GO:0051345,GO:0018212,GO:0048585,GO:0009100,GO:0018394
GO:0019318,GO:0006109,GO:1901655,GO:0120035,GO:0048878,GO:0009628,GO:0051239,GO:0048015,GO:0046834,GO:0071396,GO:0030334,GO:0006473
GO:0008203,GO:0031667,GO:0031960,GO:0014020,GO:0051674,GO:0010243,GO:0031325,GO:0061178,GO:0010828,GO:0071900,GO:0040017,GO:0006638
GO:2001243,GO:0030335,GO:0060443,GO:0072175,GO:0048870,GO:1903706,GO:0048522,GO:0051153,GO:0014897,GO:0031344,GO:2000147,GO:1905897
GO:0043271,GO:0009725,GO:0007589,GO:0050770,GO:0065008,GO:0043434,GO:0010646,GO:0045444,GO:0050851,GO:0120035,GO:1901653,GO:0034401
GO:2000181,GO:0009636,GO:0043535,GO:1901888,GO:0070887,GO:0097190,GO:0080090,GO:0046328,GO:0060840,GO:0031400,GO:0034655,GO:0071456
GO:1902652,GO:0001525,GO:0071229,GO:0021761,GO:0010941,GO:0090092,GO:0031326,GO:0030334,GO:0048738,GO:0006753,GO:0046700,GO:0006639
GO:0071248,GO:2000146,GO:0043470,GO:0110020,GO:0051049,GO:0002064,GO:0009889,GO:0019216,GO:0110151,GO:0051338,GO:0002793,GO:0019751
GO:0051897,GO:0010675,GO:0007623,GO:0001841,GO:0044093,GO:0003012,GO:0009893,GO:0006457,GO:0046638,GO:0044281,GO:0044262,GO:0035264
GO:0046486,GO:0051896,GO:0060411,GO:0097746,GO:0043549,GO:0042060,GO:0060255,GO:0050729,GO:0071560,GO:0040012,GO:0008360,GO:0046390
GO:1901615,GO:0035966,GO:0005976,GO:0035296,GO:0019725,GO:0031331,GO:0023051,GO:1900407,GO:0060193,GO:0051347,GO:0006486,GO:0019058
GO:0034766,GO:0010906,GO:0051926,GO:0035150,GO:0051338,GO:0032147,GO:0010556,GO:1903169,GO:0050871,GO:0010975,GO:0043413,GO:0006576
GO:0062197,GO:0045766,GO:0071479,GO:0007409,GO:0050793,GO:0008285,GO:2000112,GO:1903959,GO:0008360,GO:0051270,GO:0048872,GO:0032204
GO:1900182,GO:1904018,GO:0071322,GO:0050767,GO:0071702,GO:0033673,GO:0048518,GO:0051897,GO:0001974,GO:0043066,GO:0050921,GO:0007033
GO:0019218,GO:0034249,GO:0051058,GO:0061564,GO:0051094,GO:0048638,GO:0065008,GO:0045216,GO:0010827,GO:0042326,GO:0006650,GO:0048193
GO:1901343,GO:0046390,GO:0071383,GO:0001944,GO:0006820,GO:0009100,GO:0019222,GO:0046634,GO:0045621,GO:0043069,GO:1902806,GO:0045185
GO:0032414,GO:1905952,GO:0048754,GO:0015718,GO:0040011,GO:0033674,GO:0010468,GO:0032970,GO:0001990,GO:0010941,GO:0002687,GO:0006091
GO:0050821,GO:0040017,GO:0001101,GO:0022612,GO:0006811,GO:0040007,GO:0009987,GO:0006109,GO:0006637,GO:0032880,GO:0051223,GO:0006643
GO:0009725,GO:0002262,GO:1905897,GO:0019722,GO:0044070,GO:0043405,,GO:0010770,GO:0043647,GO:0034762,GO:0045834,GO:0042594
GO:0034763,GO:0008610,GO:0043200,GO:0032231,GO:0009628,GO:0009896,,GO:0048738,GO:0035924,GO:1902533,GO:0030307,GO:0043603
GO:0016125,GO:2000147,GO:1901607,GO:0048812,GO:0048699,GO:0051347,,GO:0062014,GO:0035383,GO:0034765,GO:0032880,GO:1903320
GO:0045834,GO:0034599,GO:0008652,GO:0040013,GO:0030030,GO:0043549,,GO:0046330,GO:0019915,GO:0003013,GO:0062013,GO:0032436
GO:0044282,GO:1901617,GO:0010828,GO:0008584,GO:0009967,GO:0009611,,GO:0090101,GO:0001938,GO:0030335,GO:0008610,GO:0048814
GO:0002791,GO:0090407,GO:0003208,GO:0030324,GO:0006810,GO:0006066,,GO:0006575,GO:0045058,GO:0044265,GO:0090316,GO:0006006
GO:0042593,GO:0051272,GO:0045638,GO:0061041,GO:0045597,GO:0048589,,GO:0055021,GO:0032663,GO:1903530,GO:0042060,GO:0016050
GO:0010717,GO:0034504,GO:0010594,GO:2000146,GO:0023056,GO:0050730,,GO:0009062,GO:0030278,GO:0033993,GO:0030336,GO:0044270
GO:0034341,GO:0040013,GO:0048634,GO:0051100,GO:0006796,GO:0016310,,GO:0002366,GO:0040014,GO:0035239,GO:0045598,GO:0009308
GO:0010038,GO:0072521,GO:0050922,GO:0035239,GO:0010647,GO:1901701,,GO:0032675,GO:0071375,GO:0009725,GO:0006520,GO:0046700
GO:0005996,GO:0009150,GO:0035306,GO:0002064,GO:0051128,GO:1903829,,GO:1901992,GO:0048762,GO:0023051,GO:0051272,GO:0001678
GO:0033500,GO:0015931,GO:0042278,GO:0009612,GO:0043067,GO:0060284,,GO:2000145,GO:0045646,GO:1901700,GO:0006066,GO:0009132
GO:0002262,GO:0030856,GO:0001837,GO:0042060,GO:0051234,GO:0032496,,GO:0010810,GO:2000351,GO:0010646,GO:0016197,GO:0006720
GO:0010817,GO:0050684,GO:0045669,GO:0030336,GO:0006793,GO:0006644,,GO:1901342,GO:0043618,GO:0051253,GO:0015931,GO:0043543
GO:2001237,GO:0009991,GO:0048844,GO:0046546,GO:0042981,GO:0002009,,GO:0051924,GO:0051155,GO:0042981,GO:0046486,GO:0031669
GO:0032870,GO:0051271,GO:1903828,GO:0120039,GO:0007010,GO:0010562,,GO:0051147,GO:0048015,GO:2000147,GO:0006403,GO:0032787
GO:0003018,GO:0043434,GO:0042306,GO:2001235,GO:0010562,GO:0045937,,GO:0072329,GO:1900047,GO:0072359,GO:0071702,GO:0006913
GO:0007043,GO:0062012,GO:0051881,GO:0090092,GO:0045937,GO:0031329,,GO:0009749,GO:0002715,GO:0043067,GO:0044070,GO:0051169
GO:0070201,GO:0090316,GO:0018107,GO:0022603,GO:0009966,GO:0043271,,GO:2000045,GO:0120162,GO:0080135,GO:0071375,GO:0006664
GO:1900180,GO:0009266,GO:0030522,GO:0030323,GO:0050790,GO:0048729,,GO:0071900,GO:0001525,GO:0045934,GO:0008361,GO:0016032
GO:0034767,GO:0062197,GO:0032869,GO:0002009,GO:0051093,GO:0048872,,GO:0050864,GO:0035904,GO:0009966,GO:0044255,GO:0034655
GO:0034764,GO:0035303,GO:0006638,GO:0048514,GO:0051179,GO:0071900,,GO:0030595,GO:0030239,GO:0006629,GO:0046890,GO:0044262
GO:0006082,GO:0044255,GO:0006937,GO:0061387,GO:0044087,GO:0045785,,GO:0045765,GO:0002673,GO:1901135,GO:0044270,GO:0034754
GO:0045765,GO:0046486,GO:0032374,GO:0030010,GO:0042592,GO:0051345,,GO:0032869,GO:0043627,GO:1901565,GO:0010256,GO:0071466
GO:0033138,GO:0048514,GO:0032371,GO:0048858,GO:0120036,GO:1901698,,GO:0002263,GO:0051147,GO:0051128,GO:0032386,GO:1903312
GO:0046394,GO:0045927,GO:0010632,GO:0060562,GO:0071310,GO:0042327,,GO:0033674,GO:0071559,GO:0032879,GO:0071705,GO:0017148
GO:0046034,GO:0097746,GO:1904705,GO:0001838,GO:0043269,GO:0010941,,GO:0010959,GO:0010631,GO:0042325,GO:0048545,GO:0009260
GO:0031647,GO:0035296,GO:0055117,GO:0072073,GO:1902533,GO:0042127,,GO:0032956,GO:1900046,GO:1903507,GO:0006820,GO:0016573
GO:0006091,GO:0009612,GO:0046324,GO:0048667,GO:0019220,GO:0022603,,GO:0001952,GO:0019318,GO:1902679,GO:0045766,GO:0044272
GO:0062012,GO:0035150,GO:1903363,GO:0016331,GO:0051174,GO:0008284,,GO:0002285,GO:0001952,GO:0009891,GO:1904018,GO:0006805
GO:0019752,GO:1903320,GO:0048762,GO:0035148,GO:0022607,GO:0071902,,GO:0008016,GO:0060047,GO:0009057,GO:0001822,GO:1903578
GO:0099175,GO:1903364,GO:0051258,GO:0032990,GO:0051247,GO:1901700,,GO:0062012,GO:1903039,GO:0051130,GO:0019752,GO:1903509
