mouse adr,mouse aor,mouse bfat,mouse bst,mouse cer,mouse hea,mouse hyp,mouse lun,mouse mus,mouse wat,mouse kid,mouse liv
GO:0035295,GO:2000113,GO:0035303,GO:0045785,,GO:0048519,,GO:0032270,GO:0090288,,GO:1901565,GO:0034660
GO:0043066,GO:0002009,GO:0072522,GO:0009967,,GO:0043009,,GO:0031346,GO:0070555,,GO:0043405,GO:0009991
GO:0031667,GO:0009968,GO:0030334,GO:0009653,,GO:0043270,,GO:1902905,GO:0051279,,GO:0007162,GO:0009059
GO:0120031,GO:1902532,GO:0030258,GO:0032101,,GO:0048513,,GO:0051090,GO:0043062,,GO:0031667,GO:0030163
GO:0051049,GO:0045934,GO:0030335,GO:0080135,,GO:0019637,,GO:0019693,GO:0046888,,GO:0009628,GO:0033036
GO:0050878,GO:0043085,GO:0006091,GO:0007417,,GO:0048731,,GO:0032368,GO:0002687,,GO:0009895,GO:0072659
GO:0051050,GO:0010975,GO:0050678,GO:0051050,,GO:0009792,,GO:0045732,GO:2000147,,GO:0044089,GO:0019941
GO:2001233,GO:0044093,GO:0062012,GO:0048589,,GO:0040011,,GO:0071222,GO:0032870,,GO:0005975,GO:1903829
GO:0032970,GO:0010648,GO:1901216,GO:0048598,,GO:0031175,,GO:0071216,GO:0050678,,GO:0006753,GO:0045930
GO:0033365,GO:0009892,GO:1904375,GO:0044070,,GO:0051726,,GO:0050767,GO:0002761,,GO:0009056,GO:0033365
GO:0043069,GO:0120035,GO:0007015,GO:0040008,,GO:0006915,,GO:0019932,GO:0032874,,GO:0071900,GO:0051348
GO:0060548,GO:0031344,GO:1902532,GO:0071310,,GO:0051128,,GO:0071375,GO:0001763,,GO:0034470,GO:0006396
GO:0044093,GO:0010033,GO:0030036,GO:0034220,,GO:0051050,,GO:0051336,GO:0048511,,GO:0016310,GO:0008104
GO:0071407,GO:0050793,GO:0051048,GO:0007346,,GO:0032880,,GO:0051249,GO:0051272,,GO:0019725,GO:0006511
GO:0031329,GO:0045859,GO:0032386,GO:0001558,,GO:0030003,,GO:1904064,GO:0090100,,GO:0032879,GO:0042060
GO:0030031,GO:1903507,GO:0044242,GO:0042330,,GO:0007155,,GO:0031349,GO:0051348,,GO:0006468,GO:0006281
GO:0071345,GO:0023057,GO:0071417,GO:0010647,,GO:0006873,,GO:0050727,GO:0014031,,GO:0006869,GO:0044237
GO:1901361,GO:1902679,GO:1902903,GO:0006928,,GO:0080134,,GO:0001932,GO:0003158,,GO:0071495,GO:1903827
GO:0050890,GO:0071705,GO:0010038,GO:0023056,,GO:0009059,,GO:1902532,GO:0050729,,GO:0044267,GO:0070727
GO:0030155,GO:0010629,GO:0071900,GO:0048585,,GO:0019538,,GO:0097435,GO:0002694,,GO:0010563,GO:0034613
GO:0032879,GO:0051345,GO:0009612,GO:0042327,,GO:0034645,,GO:0009725,GO:0001775,,GO:0045936,GO:0051656
GO:0051726,GO:1903793,GO:0034249,GO:0006935,,GO:0007399,,GO:0050679,GO:1903706,,GO:0006397,GO:0009057
GO:0007610,GO:0051338,GO:0043244,GO:0010035,,GO:0048468,,GO:0043270,GO:0051384,,GO:0051234,GO:0006974
GO:0043254,GO:0042327,GO:0071407,GO:1901698,,GO:0007610,,GO:0016477,GO:0003208,,GO:0009894,GO:0046942
GO:0006886,GO:0010605,GO:0061448,GO:0045859,,GO:0001817,,GO:0006644,GO:0043547,,GO:0051338,GO:0006820
GO:1904951,GO:0001932,GO:2001234,GO:0042127,,GO:0048522,,GO:0031669,GO:0030217,,GO:0071310,GO:0051603
GO:0043068,GO:0006468,GO:0030308,GO:0051049,,GO:0022008,,GO:0051050,GO:0048534,,GO:0010035,GO:0034470
GO:0033554,GO:0032880,GO:0033157,GO:0048568,,GO:0044260,,GO:0016310,GO:0001823,,GO:1903530,GO:0090304
GO:0010033,GO:0060341,GO:0043271,GO:0010562,,GO:0009058,,GO:1902531,GO:0014032,,GO:0051129,GO:0007346
GO:0071900,GO:0045892,GO:0022898,GO:0045937,,GO:0007275,,GO:0050770,GO:0050670,,GO:0050678,GO:1903793
GO:0014070,GO:0051129,GO:0051952,GO:2000026,,GO:1901576,,GO:0070302,GO:0051146,,GO:0070727,GO:0043933
GO:0072657,GO:0051960,GO:0034767,GO:0070887,,GO:0048583,,GO:0045927,GO:0072359,,GO:0033674,GO:0000278
GO:0051338,GO:1901566,GO:0034764,GO:0001501,,GO:1901135,,GO:0070848,GO:0030155,,GO:0009719,GO:0051641
GO:0042981,GO:0051239,GO:1903792,GO:1902531,,GO:0009889,,GO:0051174,GO:0002520,,GO:0001558,GO:0033673
GO:0006796,GO:0032101,GO:0017038,GO:0051129,,GO:0007166,,GO:0002521,GO:0071453,,GO:0051052,GO:0016070
GO:0043065,GO:0090087,GO:0050714,GO:0008285,,GO:0048518,,GO:0043434,GO:0007178,,GO:0009991,GO:1903047
GO:0031331,GO:0044070,GO:0007169,GO:0043410,,GO:0032101,,GO:0044255,GO:0048661,,GO:0034613,GO:0051276
GO:0044248,GO:0010562,GO:0051592,GO:0009888,,GO:0048699,,GO:0019220,GO:0001667,,GO:0051174,GO:1904951
GO:0048638,GO:0045937,GO:0030278,GO:0051241,,GO:0044249,,GO:0071363,GO:0048640,,GO:0008015,GO:0033044
GO:0006793,GO:0032879,GO:0042176,GO:0009966,,GO:0031326,,GO:0006874,GO:0048771,,GO:1901576,GO:1901564
GO:1901214,GO:0010942,GO:0010243,GO:0043270,,GO:0006357,,GO:0060627,GO:0040017,,GO:0019220,GO:0044238
GO:0060562,GO:0043068,GO:0030856,GO:0048608,,GO:0048869,,GO:0031400,GO:0006937,,GO:0033554,GO:0006259
GO:0009617,GO:0045596,GO:0045766,GO:0010942,,GO:0016070,,GO:0034976,GO:0050852,,GO:0033365,GO:0051345
GO:0031347,GO:0048523,GO:1904018,GO:0007166,,GO:1901564,,GO:0051480,GO:0030522,,GO:0140352,GO:0051726
GO:0045860,GO:0000122,GO:0040017,GO:0010648,,GO:0030154,,GO:0071417,GO:0032944,,GO:0009058,GO:0032880
GO:0007507,GO:0001934,GO:0002064,GO:0050790,,GO:0044281,,GO:0032147,GO:1902904,,GO:0009117,GO:1990778
GO:0010564,GO:0051094,GO:0045017,GO:0080134,,GO:0031323,,GO:0055074,GO:0030336,,GO:0071407,GO:0006807
GO:0010941,GO:0043065,GO:0006109,GO:0023057,,GO:0048856,,GO:0055082,GO:0006469,,GO:0044093,GO:0010564
GO:0009056,GO:0051130,GO:0045732,GO:0010646,,GO:0051252,,GO:0060326,GO:0001657,,GO:0051641,GO:0010243
GO:0043067,GO:0090066,GO:0006644,GO:0032880,,GO:2000112,,GO:0051348,GO:0062014,,GO:0048871,GO:0016569
GO:0048878,GO:0071702,GO:2000147,GO:0051239,,GO:0080090,,GO:0070372,GO:0003012,,GO:0042981,GO:0006325
GO:0097435,GO:0010628,GO:1903169,GO:1901699,,GO:0010556,,GO:0008361,GO:0019722,,GO:0016070,GO:0016570
GO:0007005,GO:0051240,GO:0001503,GO:0060341,,GO:0010468,,GO:0050866,GO:0030334,,GO:0048667,GO:0071704
GO:0050678,GO:0033554,GO:0050821,GO:1903827,,GO:0019219,,GO:0031334,GO:0048872,,GO:0044249,GO:0044267
GO:1901575,GO:1901698,GO:0032409,GO:0023051,,GO:0044092,,GO:0006875,GO:0043244,,GO:0055082,GO:0006996
GO:0051347,GO:0043270,GO:2000145,GO:0051051,,GO:0032502,,GO:0035239,GO:0048638,,GO:0003013,GO:0008152
GO:0043549,GO:0006820,GO:0006468,GO:1901701,,GO:0044238,,GO:0019725,GO:0007167,,GO:0098771,GO:0044260
GO:1901135,GO:0065009,GO:0031668,GO:0043068,,GO:0044237,,GO:0090092,GO:0048660,,GO:0009314,GO:0044070
GO:0033674,GO:0048519,GO:0031647,GO:0043269,,GO:0006928,,GO:0060562,GO:0042110,,GO:0034654,GO:2001233
GO:1902533,GO:0044248,GO:0071214,GO:0051336,,GO:0033036,,GO:0055065,GO:0072001,,GO:0044237,GO:1901698
GO:0044057,GO:0010564,GO:0104004,GO:0090087,,GO:0051171,,GO:1905475,GO:0007169,,GO:0042327,GO:0051640
GO:0008285,GO:0048522,GO:0045927,GO:0001934,,GO:0048584,,GO:0042176,GO:1901890,,GO:0030029,GO:0071407
GO:0045785,GO:0051336,GO:1901214,GO:0042981,,GO:0019222,,GO:0005975,GO:0071773,,GO:0051047,GO:0051222
GO:0007346,GO:0080134,GO:1903362,GO:0099177,,GO:0044271,,GO:0060537,GO:0071772,,GO:0042325,GO:0031400
GO:1902532,GO:0034641,GO:0040012,GO:0043066,,GO:0060255,,GO:0050867,GO:0072164,,GO:0000904,GO:0022607
GO:0042391,GO:0016070,GO:0035023,GO:0060548,,GO:0030030,,GO:0001655,GO:0072163,,GO:0043549,GO:0010638
GO:0051093,GO:0009966,GO:0045926,GO:0010033,,GO:0034613,,GO:0003013,GO:0014033,,GO:0043067,GO:0072657
GO:0040008,GO:1901575,GO:0051270,GO:0043065,,GO:0051641,,GO:0002703,GO:0046651,,GO:0051046,GO:0043412
GO:0016310,GO:0044237,GO:0009894,GO:0006875,,GO:0070727,,GO:0007507,GO:0035239,,GO:0044260,GO:0016567
GO:0043410,GO:0031326,GO:0018209,GO:0010941,,GO:1903506,,GO:1903793,GO:2000145,,GO:2001233,GO:0022613
GO:0051336,GO:0033365,GO:0009150,GO:0065008,,GO:0006807,,GO:0048878,GO:0120034,,GO:1901566,GO:0010467
GO:0060284,GO:0033036,GO:1903364,GO:0006468,,GO:0006355,,GO:0072657,GO:0050727,,GO:0010941,GO:0010629
GO:0045596,GO:0044092,GO:0048511,GO:0070201,,GO:2001141,,GO:0050769,GO:1902532,,GO:0051049,GO:0070201
GO:0090066,GO:0009889,GO:0016310,GO:1901700,,GO:0071840,,GO:2000377,GO:0061053,,GO:0033043,GO:0006464
GO:0051240,GO:0080090,GO:0072659,GO:0048731,,GO:0016043,,GO:1905952,GO:0042326,,GO:0060562,GO:0036211
GO:0045859,GO:0051241,GO:0051272,GO:0000122,,GO:0043170,,GO:0055080,GO:0030307,,GO:1902532,GO:0007049
GO:0060627,GO:0034613,GO:1903827,GO:0033043,,GO:0006996,,GO:0010976,GO:0070663,,GO:0006396,GO:0044085
GO:0071702,GO:1901360,GO:0042593,GO:0022610,,GO:0071704,,GO:0043393,GO:0032943,,GO:0007010,GO:0010563
GO:0044419,GO:0042886,GO:0034762,GO:0071345,,GO:0022607,,GO:0031399,GO:1900182,,GO:0043065,GO:0045936
GO:0050790,GO:0006357,GO:0031589,GO:0007155,,GO:0044085,,GO:0044282,GO:0051494,,GO:0044238,GO:0010035
GO:0045184,GO:0023051,GO:0043523,GO:0048583,,GO:0008104,,GO:0072521,GO:2000146,,GO:0120035,GO:0045786
GO:0042325,GO:0010646,GO:0008654,GO:0008219,,GO:0008152,,GO:0033993,GO:0070302,,GO:0045860,GO:0016192
GO:0042221,GO:0048583,GO:0032412,GO:0043067,,GO:0071705,,GO:0030003,GO:0017015,,GO:1901564,GO:0033043
GO:0001934,GO:0065008,GO:0050796,GO:0051240,,GO:0071702,,GO:0050863,GO:0008015,,GO:0055085,GO:0018193
GO:0008284,GO:0070727,GO:0046578,GO:0051726,,GO:0006820,,GO:0014706,GO:0032368,,GO:0043068,GO:0009314
GO:0065008,GO:0048518,GO:0051222,GO:0065009,,GO:0051179,,GO:0006468,GO:0002366,,GO:0018130,GO:0014070
GO:0016477,GO:0015833,GO:0031400,GO:0043069,,GO:0051649,,GO:0072507,GO:0045185,,GO:0001934,GO:0060341
GO:0006820,GO:0042221,GO:1903320,GO:0009968,,GO:0006950,,GO:0009894,GO:0010660,,GO:0010638,GO:0042326
GO:0032101,GO:0009056,GO:0051588,GO:0048869,,GO:0006811,,GO:0009117,GO:0030218,,GO:0051130,GO:1902532
GO:0032269,GO:0019725,GO:0033500,GO:0006812,,GO:0009605,,GO:0006753,GO:0002253,,GO:0010562,GO:0001701
GO:0042592,GO:0051171,GO:0005975,GO:0042325,,GO:0034641,,GO:0060348,GO:0032970,,GO:0045937,GO:0032446
GO:0042127,GO:0031323,GO:0006914,GO:0042221,,GO:1901360,,GO:0043254,GO:0051270,,GO:0031344,GO:0033993
GO:0044087,GO:0051726,GO:0061919,GO:0007267,,GO:0006810,,GO:0071310,GO:0001822,,GO:0080134,GO:0051223
GO:0010562,GO:0010556,GO:0050708,GO:0030154,,GO:0046483,,GO:0043408,GO:0048259,,GO:0072657,GO:0006810
GO:0045937,GO:0015031,GO:0072521,GO:0006915,,GO:0051234,,GO:0034329,GO:0001818,,GO:0051128,GO:0043085
GO:0042886,GO:0009057,GO:0051099,GO:0018193,,GO:0051716,,GO:0019637,GO:0010811,,GO:0120036,GO:0051234
GO:0042327,GO:0051050,GO:0031667,GO:0055082,,GO:0050794,,GO:0010243,GO:0040012,,GO:0009059,GO:0019538
GO:1901362,GO:0046483,GO:0097746,GO:0019220,,GO:0065007,,GO:1901215,GO:0045667,,GO:0070887,GO:0006811
GO:0015031,GO:1902531,GO:0035296,GO:0051174,,GO:0050789,,GO:0044087,GO:0090287,,GO:0032989,GO:0043170
GO:0046907,GO:2000112,GO:0048638,GO:0001932,,GO:0007154,,GO:0002696,GO:0042692,,GO:0006807,GO:0032269
GO:0001932,GO:0006725,GO:0061136,GO:0019725,,GO:0009987,,GO:0048871,GO:0032872,,GO:0072359,GO:0009719
GO:0065009,GO:0044087,GO:0034765,GO:0007275,,GO:0007165,,GO:0072503,GO:0072329,,GO:0050801,GO:0032268
GO:0019220,GO:0034645,GO:0071478,GO:0048584,,GO:0023052,,GO:1903131,GO:2000377,,GO:0044085,GO:0009628
GO:0045595,GO:0006139,GO:0010506,GO:0012501,,GO:0032501,,GO:0006417,GO:0045639,,GO:0030030,GO:1901700
GO:0051174,GO:0051128,GO:0035150,GO:0006810,,GO:0050896,,GO:0098771,GO:0046634,,GO:0010564,GO:0051246
GO:0051248,GO:0008152,GO:0044089,GO:0009887,,GO:0008150,,GO:0051223,GO:1903426,,GO:0019538,GO:1901699
GO:0015833,GO:0009059,GO:0014070,GO:2000113,,,,GO:0010720,GO:0040013,,GO:0070647,GO:0090087
GO:0051674,GO:0042127,GO:0097305,GO:0048523,,,,GO:1901700,GO:0003013,,GO:0031346,GO:0022402
GO:0048870,GO:0009653,GO:1901699,GO:0051179,,,,GO:0002684,GO:0002263,,GO:0000902,GO:0071345
GO:0009058,GO:0019222,GO:0046486,GO:0048878,,,,GO:0050790,GO:0030029,,GO:0034641,GO:1901701
GO:0000904,GO:0071704,GO:0071902,GO:0009890,,,,GO:0010608,GO:0043087,,GO:0051241,GO:0032270
GO:0071705,GO:0044238,GO:0044257,GO:0045892,,,,GO:0032870,GO:1903844,,GO:0060548,GO:0070647
GO:0009967,GO:0051649,GO:0051056,GO:1903507,,,,GO:0006873,GO:1903522,,GO:0034645,GO:0034097
GO:0043603,GO:0051252,GO:0051648,GO:0033554,,,,GO:0035295,GO:0030036,,GO:0071704,GO:0051247
GO:0033036,GO:0043269,GO:0044255,GO:1902679,,,,GO:0051222,GO:0051271,,GO:0046483,GO:0043270
GO:0070727,GO:0051641,GO:0032970,GO:0042592,,,,GO:0008015,GO:0006470,,GO:0055080,GO:0044093
GO:0009890,GO:1903506,GO:0019941,GO:0045934,,,,GO:1901701,GO:0035295,,GO:0045859,GO:0031399
GO:0009607,GO:1901564,GO:1903034,GO:0051234,,,,GO:0044089,GO:0048545,,GO:1901700,GO:0051130
GO:0019438,GO:0009887,GO:0010675,GO:0010558,,,,GO:0043269,GO:0002683,,GO:0051960,GO:0051338
GO:0051239,GO:2001141,GO:0051603,GO:0048856,,,,GO:0009896,GO:1903531,,GO:0006996,GO:0016310
GO:0050793,GO:0006355,GO:1903793,GO:0031327,,,,GO:0032879,GO:0022604,,GO:0045785,GO:0031324
GO:0034613,GO:0060255,GO:0010563,GO:0048519,,,,GO:0071396,GO:0033135,,GO:0035295,GO:0051248
GO:0043207,GO:0008104,GO:0045936,GO:0032502,,,,GO:0051674,GO:0002685,,GO:0001932,GO:0080134
GO:0032270,GO:0006811,GO:0016567,GO:0048522,,,,GO:0048870,GO:0002698,,GO:0022607,GO:0045934
GO:0010647,GO:0019219,GO:1901615,GO:0048513,,,,GO:0071214,GO:0051241,,GO:0051179,GO:0060548
GO:0051247,GO:0051049,GO:0010810,GO:0051253,,,,GO:0104004,GO:0042129,,GO:0016567,GO:0051129
GO:0006974,GO:0045184,GO:0030163,GO:0051247,,,,GO:0001503,GO:0030324,,GO:0002009,GO:0051172
GO:0031327,GO:0010468,GO:1905475,GO:0022607,,,,GO:0044070,GO:1905952,,GO:0008152,GO:0071310
GO:0010648,GO:0006807,GO:0031329,GO:0032270,,,,GO:0010975,GO:0050866,,GO:0031175,GO:0040008
GO:0007010,GO:0009888,GO:0035239,GO:0071705,,,,GO:0006796,GO:0001933,,GO:0006139,GO:0016043
GO:1901576,GO:0048584,GO:0001501,GO:0051649,,,,GO:0002697,GO:0002684,,GO:0006873,GO:0050790
GO:0006950,GO:0006810,GO:0071248,GO:0048518,,,,GO:0050708,GO:0002250,,GO:0043603,GO:0031325
GO:0043408,GO:0044267,GO:0030198,GO:0043933,,,,GO:0006793,GO:0030258,,GO:0010975,GO:0070887
GO:0048523,GO:0009967,GO:1904951,GO:0006950,,,,GO:0010647,GO:0007219,,GO:0010033,GO:0009890
GO:0051707,GO:0007166,GO:0043270,GO:0009790,,,,GO:0006790,GO:0051897,,GO:0044271,GO:0071840
GO:0023056,GO:0023056,GO:2001233,GO:0006820,,,,GO:0006091,GO:0009719,,GO:0019438,GO:0043549
GO:0023057,GO:0051234,GO:0110053,GO:0071702,,,,GO:0050801,GO:0110053,,GO:0032446,GO:0051174
GO:0048585,GO:0010467,GO:0006511,GO:0044085,,,,GO:0009968,GO:0010563,,GO:1901360,GO:0009891
GO:0044249,GO:0051179,GO:0045229,GO:0009891,,,,GO:0034248,GO:0045936,,GO:0030155,GO:0006950
GO:1902531,GO:0010647,GO:1901215,GO:0009605,,,,GO:0051960,GO:0030323,,GO:0043066,GO:0019220
GO:0023051,GO:0044260,GO:0043062,GO:0006811,,,,GO:0030001,GO:0035270,,GO:0031399,GO:0031401
GO:0022610,GO:0043412,GO:0002793,GO:0016043,,,,GO:0030097,GO:0001655,,GO:0007017,GO:0051253
GO:0048519,GO:0006464,GO:1901698,GO:0051246,,,,GO:0009991,GO:0051345,,GO:0065008,GO:0042981
GO:0006928,GO:0036211,GO:0009719,GO:0031399,,,,GO:0031329,GO:0001816,,GO:0043069,GO:0051336
GO:0044092,GO:0006950,GO:0043632,GO:0071840,,,,GO:0023056,GO:0051093,,GO:0014070,GO:0043069
GO:0010646,GO:0019538,GO:0009991,GO:0031325,,,,GO:0032101,GO:0046890,,GO:0006725,GO:0009892
GO:0051128,GO:0006996,GO:0006631,GO:0033036,,,,GO:0051129,GO:0051235,,GO:0034762,GO:0051179
GO:0018130,GO:0009605,GO:1901701,GO:0009893,,,,GO:1901214,GO:0006790,,GO:0071345,GO:0010941
GO:0051094,GO:0048731,GO:0009259,GO:0031328,,,,GO:0010506,GO:0090092,,GO:0007507,GO:0051128
GO:0080134,GO:0043170,GO:1903829,GO:0010557,,,,GO:0023057,GO:0060541,,GO:0051247,GO:0031328
GO:0006811,GO:0048513,GO:0051051,GO:0032268,,,,GO:0009967,GO:1900180,,GO:0006915,GO:0031327
GO:0007166,GO:0016043,GO:0006163,GO:0051641,,,,GO:0042110,GO:0010810,,GO:0051093,GO:0043066
GO:0030030,GO:0007275,GO:0090407,GO:0051173,,,,GO:0010648,GO:0006897,,GO:0035556,GO:0042325
GO:0040011,GO:0071840,GO:0048589,GO:0031324,,,,GO:0031331,GO:2000026,,GO:0032270,GO:0051050
GO:0009605,GO:0032502,GO:0043254,GO:0051172,,,,GO:1903530,GO:0045926,,GO:0031327,GO:0043067
GO:0120036,GO:0048856,GO:1901700,GO:0010604,,,,GO:0009628,GO:0002682,,GO:0051726,GO:0009893
GO:2000113,GO:0050794,GO:0002791,GO:0009892,,,,GO:0043523,GO:0032956,,GO:0009890,GO:0051173
GO:2000026,GO:0009987,GO:0044281,GO:0010605,,,,GO:0048585,GO:0071363,,GO:0007167,GO:0009968
GO:0010558,GO:0050789,GO:0071396,GO:0006996,,,,GO:0001818,GO:0071417,,GO:0090304,GO:0045935
GO:0031324,GO:0065007,GO:0033993,GO:0009889,,,,GO:0070887,GO:0007264,,GO:0043170,GO:2000113
GO:0009968,,GO:0043547,GO:0051716,,,,GO:0090407,GO:0071900,,GO:0010629,GO:0042592
GO:1901564,,GO:0009628,GO:0051171,,,,GO:0048534,GO:0097746,,GO:1901362,GO:0030334
GO:1901565,,GO:0006790,GO:0080090,,,,GO:0030111,GO:0035296,,GO:0070925,GO:0010033
GO:0044237,,GO:0051223,GO:1901564,,,,GO:0010941,GO:0002699,,GO:0034765,GO:0006915
GO:0008104,,GO:0042060,GO:0031323,,,,GO:0051051,GO:0050680,,GO:0000122,GO:0010558
GO:0048584,,GO:0000209,GO:0019222,,,,GO:0009719,GO:0071495,,GO:0010558,GO:0071495
GO:0006810,,GO:0006793,GO:0044237,,,,GO:0055086,GO:0060326,,GO:2000113,GO:0010557
GO:0051234,,GO:0010035,GO:0050896,,,,GO:0051251,GO:0035150,,GO:0010942,GO:0031323
GO:0045597,,GO:0006796,GO:0060255,,,,GO:0002250,GO:0045596,,GO:0033993,GO:0080090
GO:0051130,,GO:0001655,GO:0006807,,,,GO:0040011,GO:0007163,,GO:0045934,GO:0048585
GO:0035556,,GO:0019637,GO:0008152,,,,GO:0034330,GO:0008285,,GO:0034097,GO:0010605
GO:0009966,,GO:0001933,GO:0071704,,,,GO:0051240,GO:0009968,,GO:0051172,GO:0008219
GO:0048583,,GO:0031396,GO:0009987,,,,GO:0019752,GO:0000302,,GO:0031401,GO:0009889
GO:0045892,,GO:0032880,GO:0032501,,,,GO:0050678,GO:0050778,,GO:0051246,GO:0048523
GO:0002684,,GO:0032787,GO:0065007,,,,GO:0065009,GO:1901888,,GO:0050793,GO:2000145
