LDLEAF,LDM,LDVA,SDLEAF,SDM,SDVA
AT5G26570,AT4G13340,,AT2G17280,AT4G14210,AT3G58680
AT5G26742,AT4G13360,,AT2G17340,AT4G14430,AT3G58710
AT5G26760,AT4G13590,,AT2G17380,AT4G14570,AT3G58730
AT5G26990,AT4G13830,,AT2G17390,AT4G14605,AT3G58790
AT5G27150,AT4G13930,,AT2G17420,AT4G14660,AT3G58990
AT5G27280,AT4G14070,,AT2G17440,AT4G14670,AT3G59020
AT5G27350,AT4G14220,,AT2G17450,AT4G14905,AT3G59100
AT5G27360,AT4G14230,,AT2G17510,AT4G14930,AT3G59140
AT5G27600,AT4G14365,,AT2G17520,AT4G15010,AT3G59240
AT5G27690,AT4G14420,,AT2G17525,AT4G15080,AT3G59350
AT5G27760,AT4G14570,,AT2G17570,AT4G15248,AT3G59380
AT5G27850,AT4G14580,,AT2G17650,AT4G15400,AT3G59440
AT5G27950,AT4G14660,,AT2G17695,AT4G15430,AT3G59765
AT5G28290,AT4G14680,,AT2G17700,AT4G15500,AT3G59820
AT5G28350,AT4G14716,,AT2G17720,AT4G15510,AT3G59920
AT5G28770,AT4G15020,,AT2G17730,AT4G15520,AT3G59940
AT5G33290,AT4G15110,,AT2G17790,AT4G15560,AT3G60000
AT5G35170,AT4G15180,,AT2G17800,AT4G15760,AT3G60080
AT5G35190,AT4G15248,,AT2G17840,AT4G15780,AT3G60176
AT5G35210,AT4G15430,,AT2G17900,AT4G15850,AT3G60190
AT5G35560,AT4G15440,,AT2G17975,AT4G15940,AT3G60300
AT5G35620,AT4G15450,,AT2G18010,AT4G16150,AT3G60680
AT5G35630,AT4G15490,,AT2G18040,AT4G16190,AT3G60800
AT5G35670,AT4G15760,,AT2G18050,AT4G16370,AT3G60820
AT5G35700,AT4G15955,,AT2G18090,AT4G16510,AT3G60880
AT5G35735,AT4G16144,,AT2G18110,AT4G16630,AT3G60910
AT5G35740,AT4G16190,,AT2G18160,AT4G16690,AT3G61050
AT5G36210,AT4G16280,,AT2G18170,AT4G16720,AT3G61080
AT5G36670,AT4G16340,,AT2G18196,AT4G16780,AT3G61430
AT5G36890,AT4G16370,,AT2G18245,AT4G16990,AT3G61460
AT5G36940,AT4G16520,,AT2G18280,AT4G17020,AT3G61720
AT5G37000,AT4G16760,,At2g18440,AT4G17140,AT3G61750
AT5G37070,AT4G16770,,AT2G18465,AT4G17180,AT3G61820
AT5G37290,AT4G16780,,AT2G18670,AT4G17390,AT3G61850
AT5G37600,AT4G16990,,AT2G18710,AT4G17530,AT3G62040
AT5G37710,AT4G17040,,AT2G18735,AT4G17610,AT3G62120
AT5G37830,AT4G17050,,AT2G18750,AT4G17730,AT3G62130
AT5G38565,AT4G17090,,AT2G18760,AT4G17770,AT3G62190
AT5G38800,AT4G17100,,AT2G18790,AT4G17790,AT3G62530
AT5G39050,AT4G17140,,AT2G18840,AT4G17830,AT3G62550
AT5G39080,AT4G17245,,AT2G18850,AT4G17910,AT3G62600
AT5G39410,AT4G17420,,AT2G18890,AT4G17920,AT3G62630
AT5G39530,AT4G17460,,AT2G18915,AT4G18140,AT3G62780
AT5G39830,AT4G17490,,AT2G18960,AT4G18390,AT3G62880
AT5G39930,AT4G17530,,AT2G19270,AT4G18425,AT3G62900
AT5G39980,AT4G17790,,AT2G19380,AT4G18520,AT3G62980
AT5G40550,AT4G17830,,AT2G19450,AT4G18700,AT3G63010
AT5G40870,AT4G18060,,AT2G19470,AT4G18740,AT3G63200
AT5G40890,AT4G18160,,AT2G19480,AT4G18930,AT3G63240
AT5G41210,AT4G18240,,AT2G19570,AT4G19003,AT3G63280
AT5G41600,AT4G18270,,AT2G19650,AT4G19020,AT3G63310
AT5G42150,AT4G18390,,AT2G19660,AT4G19490,AT3G63350
AT5G42230,AT4G18620,,AT2G19680,AT4G19510,AT3G63400
AT5G42460,AT4G18700,,AT2G19730,AT4G19590,AT4G00040
AT5G42660,AT4G18740,,AT2G19750,AT4G19710,AT4G00230
AT5G42890,AT4G18800,,AT2G19790,AT4G19830,AT4G00231
AT5G42910,AT4G18890,,AT2G19830,AT4G20070,AT4G00305
AT5G42940,AT4G18930,,AT2G20020,AT4G20130,AT4G00416
AT5G42970,AT4G18975,,AT2G20050,AT4G20140,AT4G00430
AT5G42990,AT4G19080,,AT2G20110,AT4G20170,AT4G00460
AT5G43050,AT4G19090,,AT2G20120,AT4G20310,AT4G00560
AT5G43130,AT4G19110,,AT2G20210,AT4G20325,AT4G00720
AT5G43180,AT4G19120,,AT2G20230,AT4G20390,AT4G00880
AT5G43280,AT4G19170,,AT2G20260,AT4G20410,AT4G00980
AT5G43430,AT4G19330,,AT2G20270,AT4G20860,AT4G01070
AT5G43440,AT4G19450,,AT2G20280,AT4G20870,AT4G01100
AT5G43550,AT4G19460,,AT2G20300,AT4G20890,AT4G01120
AT5G43600,AT4G19510,,AT2G20350,AT4G21180,AT4G01130
AT5G43710,AT4G19600,,AT2G20360,AT4G21270,AT4G01350
AT5G43725,AT4G19750,,AT2G20495,AT4G21380,AT4G01450
AT5G43810,AT4G19860,,AT2G20580,AT4G21430,AT4G01480
AT5G43940,AT4G19910,,AT2G20610,AT4G21540,AT4G01610
AT5G44170,AT4G20070,,AT2G20650,AT4G21790,AT4G01720
AT5G44410,AT4G20170,,AT2G20740,AT4G21910,AT4G01730
AT5G44790,AT4G20310,,AT2G20750,AT4G21960,AT4G01897
AT5G45290,AT4G20380,,AT2G20780,AT4G21990,AT4G02110
AT5G45340,AT4G20820,,AT2G20810,AT4G22030,AT4G02120
AT5G45680,AT4G20870,,AT2G20840,AT4G22220,AT4G02130
AT5G45750,AT4G21070,,AT2G20900,AT4G22240,AT4G02200
AT5G45775,AT4G21180,,AT2G20930,AT4G22340,AT4G02330
AT5G45800,AT4G21460,,AT2G20990,AT4G22430,AT4G02340
AT5G45820,AT4G21510,,AT2G21050,AT4G22540,AT4G02380
AT5G45840,AT4G21534,,AT2G21060,AT4G22670,AT4G02510
AT5G46150,AT4G21670,,AT2G21070,AT4G22690,AT4G02570
AT5G46410,AT4G21810,,AT2G21090,AT4G22753,AT4G02640
AT5G46420,AT4G21930,,AT2G21110,AT4G22770,AT4G02680
AT5G46490,AT4G21960,,AT2G21120,AT4G22790,AT4G02710
AT5G46570,AT4G21990,,AT2G21150,AT4G22840,AT4G02740
AT5G46780,AT4G22310,,AT2G21210,AT4G23100,AT4G02770
AT5G47120,AT4G22360,,AT2G21240,AT4G23240,AT4G02780
AT5G47200,AT4G22430,,AT2G21250,AT4G23250,AT4G02940
AT5G47220,AT4G22570,,AT2G21280,AT4G23290,AT4G02950
AT5G47240,AT4G22710,,AT2G21300,AT4G23410,AT4G03080
AT5G47440,AT4G22720,,AT2G21320,AT4G23500,AT4G03420
AT5G47550,AT4G22753,,AT2G21330,AT4G23570,AT4G03510
AT5G47560,AT4G22770,,AT2G21340,AT4G23600,AT4G03520
AT5G47620,AT4G22840,,AT2G21370,AT4G23650,AT4G04020
AT5G47730,AT4G22970,,AT2G21380,AT4G23680,AT4G04210
AT5G47810,AT4G22990,,AT2G21390,AT4G23740,AT4G04223
AT5G48170,AT4G23100,,AT2G21410,AT4G23810,AT4G04423
AT5G48250,AT4G23190,,AT2G21500,AT4G24050,AT4G04470
AT5G48390,AT4G23220,,AT2G21530,AT4G24520,AT4G04610
AT5G48640,AT4G23250,,AT2G21580,AT4G24550,AT4G04640
AT5G48880,AT4G23290,,AT2G21620,AT4G24630,AT4G04810
AT5G48960,AT4G23400,,AT2G21630,AT4G24690,AT4G04910
AT5G48970,AT4G23600,,AT2G21660,AT4G24840,AT4G05010
AT5G49020,AT4G23630,,AT2G21710,AT4G25000,AT4G05110
AT5G49230,AT4G23640,,AT2G21790,AT4G25080,AT4G05130
AT5G49360,AT4G23650,,AT2G21950,AT4G25130,AT4G05180
AT5G49480,AT4G23690,,AT2G21990,AT4G25260,AT4G05210
AT5G49555,AT4G23840,,AT2G22010,AT4G25280,AT4G05320
AT5G49700,AT4G23850,,AT2G22110,AT4G25290,AT4G05390
AT5G49760,AT4G24020,,AT2G22170,AT4G25300,AT4G05590
AT5G49800,AT4G24050,,AT2G22190,AT4G25370,AT4G05620
AT5G49900,AT4G24150,,AT2G22200,AT4G25500,AT4G07950
AT5G49945,AT4G24190,,AT2G22240,AT4G25570,AT4G08035
AT5G49960,AT4G24230,,AT2G22300,AT4G25610,AT4G08250
AT5G49990,AT4G24620,,AT2G22310,AT4G25650,AT4G08290
AT5G50000,AT4G24630,,AT2G22330,AT4G25840,AT4G08685
AT5G50130,AT4G24730,,AT2G22400,AT4G25910,AT4G08940
AT5G50150,AT4G24810,,AT2G22420,AT4G25940,AT4G09020
AT5G50160,AT4G25080,,AT2G22450,AT4G25970,AT4G09150
AT5G50180,AT4G25130,,AT2G22475,AT4G26110,AT4G09153
AT5G50280,AT4G25150,,AT2G22480,AT4G26210,AT4G09200
AT5G50920,AT4G25320,,AT2G22490,AT4G26380,AT4G09300
AT5G51130,AT4G25470,,AT2G22560,AT4G26485,AT4G09750
AT5G51560,AT4G25570,,AT2G22610,AT4G26530,AT4G09760
AT5G51570,AT4G25660,,AT2G22650,AT4G26600,AT4G10040
AT5G51820,AT4G25700,,AT2G22660,AT4G26610,AT4G10110
AT5G52050,AT4G26370,,AT2G22670,AT4G26650,AT4G10120
AT5G52880,AT4G26400,,AT2G22780,AT4G26670,AT4G10200
AT5G52882,AT4G26520,,AT2G22810,AT4G26760,AT4G10340
AT5G53490,AT4G26530,,AT2G22830,AT4G26860,AT4G10760
AT5G53970,AT4G26555,,AT2G22840,AT4G27000,AT4G10770
AT5G54110,AT4G26570,,AT2G22890,AT4G27030,AT4G11120
AT5G54250,AT4G26670,,AT2G22910,AT4G27040,AT4G11150
AT5G54270,AT4G26760,,AT2G22990,AT4G27250,AT4G11280
AT5G54380,AT4G26860,,AT2G23000,AT4G27310,AT4G11485
AT5G54390,AT4G26940,,AT2G23010,AT4G27360,AT4G11600
AT5G54470,AT4G27060,,AT2G23070,AT4G27585,AT4G11640
AT5G54770,AT4G27070,,AT2G23150,AT4G27640,AT4G11680
AT5G54910,AT4G27180,,AT2G23170,AT4G27700,AT4G11820
AT5G54930,AT4G27260,,AT2G23250,AT4G27710,AT4G12020
AT5G55160,AT4G27320,,AT2G23310,AT4G27860,AT4G12030
AT5G55250,AT4G27350,,AT2G23320,AT4G27870,AT4G12240
AT5G55390,AT4G27470,,AT2G23350,AT4G27940,AT4G12290
AT5G55470,AT4G27640,,AT2G23380,AT4G27950,AT4G12310
AT5G55770,AT4G27710,,AT2G23420,AT4G28220,AT4G12390
AT5G55850,AT4G27745,,AT2G23680,AT4G28360,AT4G12570
AT5G55940,AT4G27880,,AT2G23740,AT4G28450,AT4G12750
AT5G55990,AT4G27900,,AT2G23760,AT4G28490,AT4G12800
AT5G56230,AT4G27940,,AT2G23820,AT4G28540,AT4G12900
AT5G56300,AT4G28040,,AT2G23840,AT4G28730,AT4G12980
AT5G56350,AT4G28300,,AT2G23910,AT4G28750,AT4G13010
AT5G56630,AT4G28490,,AT2G23980,AT4G28820,AT4G13160
AT5G56710,AT4G28640,,AT2G24040,AT4G29000,AT4G13180
AT5G56750,AT4G28750,,AT2G24150,AT4G29040,AT4G13280
AT5G56790,AT4G28860,,AT2G24180,AT4G29050,AT4G13290
AT5G56860,AT4G28880,,AT2G24240,AT4G29450,AT4G13395
AT5G56900,AT4G29010,,AT2G24270,AT4G29540,AT4G13430
AT5G57040,AT4G29040,,AT2G24290,AT4G29590,AT4G13600
AT5G57280,AT4G29060,,AT2G24300,AT4G29840,AT4G13720
AT5G57490,AT4G29210,,AT2G24330,AT4G29850,AT4G13770
AT5G57660,AT4G29220,,AT2G24390,AT4G30020,AT4G13810
AT5G57800,AT4G29350,,AT2G24510,AT4G30190,AT4G13840
AT5G57815,AT4G29490,,AT2G24520,AT4G30470,AT4G13860
AT5G57870,AT4G29680,,AT2G24540,AT4G30490,AT4G13940
AT5G57940,AT4G29720,,AT2G24570,AT4G30500,AT4G13980
AT5G58070,AT4G29840,,AT2G24640,AT4G30650,AT4G14010
AT5G58290,AT4G30020,,AT2G24650,AT4G30860,AT4G14020
AT5G58300,AT4G30160,,AT2G24765,AT4G30950,AT4G14103
AT5G58310,AT4G30190,,AT2G24790,AT4G30960,AT4G14150
AT5G58480,AT4G30270,,AT2G24830,AT4G31080,AT4G14420
AT5G58560,AT4G30440,,AT2G24880,AT4G31130,AT4G14570
AT5G58575,AT4G30500,,AT2G24990,AT4G31140,AT4G14680
AT5G58580,AT4G30650,,AT2G25050,AT4G31200,AT4G14800
AT5G58710,AT4G30660,,AT2G25080,AT4G31290,AT4G14900
AT5G59340,AT4G30710,,AT2G25110,AT4G31310,AT4G14910
AT5G59540,AT4G30810,,AT2G25160,AT4G31530,AT4G15080
AT5G59560,AT4G30935,,AT2G25180,AT4G31720,AT4G15236
AT5G59650,AT4G30950,,AT2G25210,AT4G31780,AT4G15248
AT5G59740,AT4G31050,,AT2G25280,AT4G31800,AT4G15340
AT5G59750,AT4G31115,,AT2G25430,AT4G32150,AT4G15390
AT5G59800,AT4G31300,,AT2G25450,AT4G32160,AT4G15430
AT5G59950,AT4G31530,,AT2G25520,AT4G32180,AT4G15450
AT5G60080,AT4G31615,,AT2G25530,AT4G32330,AT4G15670
AT5G60100,AT4G31770,,AT2G25590,AT4G32400,AT4G15680
AT5G60120,AT4G31780,,AT2G25610,AT4G32410,AT4G15690
AT5G60335,AT4G31800,,AT2G25830,AT4G32420,AT4G15780
AT5G60460,AT4G31850,,AT2G25840,AT4G32580,AT4G16110
AT5G60690,AT4G31990,,AT2G25850,AT4G32590,AT4G16165
AT5G60710,AT4G32060,,AT2G25880,AT4G32700,AT4G16330
AT5G60790,AT4G32150,,AT2G25910,AT4G32760,AT4G16350
AT5G60920,AT4G32330,,AT2G25950,AT4G32830,AT4G16410
AT5G60990,AT4G32350,,AT2G25970,AT4G32850,AT4G16490
AT5G61060,AT4G32470,,AT2G25980,AT4G32940,AT4G16660
AT5G61380,AT4G32551,,AT2G26040,AT4G33010,AT4G16680
AT5G61440,AT4G32570,,AT2G26080,AT4G33080,AT4G16720
AT5G61820,AT4G32980,,AT2G26140,AT4G33090,AT4G16780
AT5G61960,AT4G33090,,AT2G26170,AT4G33100,AT4G16810
AT5G61990,AT4G33200,,AT2G26210,AT4G33170,AT4G16880
AT5G62030,AT4G33470,,AT2G26230,AT4G33200,AT4G16890
AT5G62180,AT4G33490,,AT2G26240,AT4G33350,AT4G17050
AT5G62200,AT4G33495,,AT2G26250,AT4G33360,AT4G17140
AT5G62350,AT4G33510,,AT2G26260,AT4G33470,AT4G17190
AT5G62430,AT4G33530,,AT2G26300,AT4G33510,AT4G17210
AT5G62530,AT4G33670,,AT2G26330,AT4G33530,AT4G17230
AT5G62620,AT4G33700,,AT2G26430,AT4G33670,AT4G17370
AT5G63150,AT4G33760,,AT2G26440,AT4G34000,AT4G17420
AT5G63160,AT4G33940,,AT2G26470,AT4G34120,AT4G17490
AT5G63380,AT4G34000,,AT2G26500,AT4G34135,AT4G17730
AT5G63420,AT4G34050,,AT2G26530,AT4G34350,AT4G17790
AT5G63780,AT4G34110,,AT2G26540,AT4G34640,AT4G17830
AT5G63790,AT4G34120,,AT2G26550,AT4G34730,AT4G18240
AT5G63800,AT4G34131,,AT2G26570,AT4G35080,AT4G18370
AT5G63860,AT4G34135,,AT2G26580,AT4G35090,AT4G18425
AT5G63940,AT4G34138,,AT2G26640,AT4G35220,AT4G18440
AT5G63990,AT4G34150,,AT2G26660,AT4G35230,AT4G18460
AT5G64030,AT4G34215,,AT2G26670,AT4G35250,AT4G18530
AT5G64040,AT4G34220,,AT2G26690,AT4G35560,AT4G18640
AT5G64280,AT4G34350,,AT2G26692,AT4G35710,AT4G18830
AT5G64330,AT4G34410,,AT2G26695,AT4G35790,AT4G18930
AT5G64380,AT4G34490,,AT2G26700,AT4G35830,AT4G19038
AT5G64410,AT4G34520,,AT2G26730,AT4G35860,AT4G19110
AT5G64620,AT4G34590,,AT2G26760,AT4G35890,AT4G19200
AT5G64840,AT4G34640,,AT2G26800,AT4G35950,AT4G19390
AT5G64860,AT4G34710,,AT2G26830,AT4G36010,AT4G19440
AT5G64940,AT4G34740,,AT2G26900,AT4G36040,AT4G19510
AT5G64950,AT4G34900,,AT2G26910,AT4G36050,AT4G19720
AT5G65000,AT4G34910,,AT2G26930,AT4G36410,AT4G19810
AT5G65205,AT4G34950,,AT2G26970,AT4G36530,AT4G19820
AT5G65260,AT4G35090,,AT2G26980,AT4G36648,AT4G20170
AT5G65310,AT4G35230,,AT2G27020,AT4G36720,AT4G20300
AT5G65380,AT4G35260,,AT2G27030,AT4G36760,AT4G20320
AT5G65620,AT4G35360,,AT2G27040,AT4G36910,AT4G20325
AT5G65630,AT4G35470,,AT2G27150,AT4G36970,AT4G20380
AT5G65730,AT4G35600,,AT2G27190,AT4G37270,AT4G20400
AT5G65990,AT4G35830,,AT2G27290,AT4G37280,AT4G20910
AT5G66060,AT4G35880,,AT2G27330,AT4G37330,AT4G20940
AT5G66070,AT4G35890,,AT2G27340,AT4G37460,AT4G21210
AT5G66190,AT4G36040,,AT2G27360,AT4G37480,AT4G21270
AT5G66420,AT4G36180,,AT2G27530,AT4G37540,AT4G21320
AT5G66450,AT4G36195,,AT2G27630,AT4G37550,AT4G21470
AT5G66550,AT4G36280,,AT2G27680,AT4G37610,AT4G21540
AT5G66567,AT4G36360,,AT2G27710,AT4G37760,AT4G21550
AT5G66570,AT4G36400,,AT2G27720,AT4G37930,AT4G21560
AT5G66880,AT4G36410,,AT2G27810,AT4G38130,AT4G21610
AT5G66920,AT4G36730,,AT2G27860,AT4G38240,AT4G21670
AT5G67030,AT4G36910,,AT2G27970,AT4G38260,AT4G21710
AT5G67140,AT4G36940,,AT2G28070,AT4G38290,AT4G21790
AT5G67190,AT4G36970,,AT2G28080,AT4G38350,AT4G21800
AT5G67250,AT4G37220,,AT2G28085,AT4G38360,AT4G21910
AT5G67340,AT4G37235,,AT2G28100,AT4G38430,AT4G21930
AT5G67400,AT4G37470,,AT2G28150,AT4G38440,AT4G21990
AT5G67490,AT4G37610,,AT2G28200,AT4G38495,AT4G22130
AT5G67510,AT4G37760,,AT2G28305,AT4G38510,AT4G22200
AT5G67600,AT4G37790,,AT2G28320,AT4G38550,AT4G22240
ATCG01010,AT4G37830,,AT2G28340,AT4G38580,AT4G22340
ath-MIR156d,AT4G38050,,AT2G28350,AT4G38630,AT4G22540
ath-MIR159b,AT4G38360,,AT2G28360,AT4G38730,AT4G22570
ath-MIR159c,AT4G38430,,AT2G28370,AT4G38800,AT4G22590
ath-MIR160b,AT4G38460,,AT2G28380,AT4G38920,AT4G22700
ath-MIR160c,AT4G38470,,AT2G28450,AT4G38932,AT4G22753
ath-MIR167d,AT4G38530,,AT2G28470,AT4G38960,AT4G22780
ath-MIR169k,AT4G38540,,AT2G28520,AT4G39050,AT4G22840
ath-MIR390a,AT4G38560,,AT2G28600,AT4G39080,AT4G23040
ath-MIR395b,AT4G38580,,AT2G28630,AT4G39090,AT4G23060
ath-MIR396a,AT4G38890,,AT2G28660,AT4G39260,AT4G23100
ath-MIR419,AT4G38900,,AT2G28720,AT4G39280,AT4G23410
ath-MIR847,AT4G38960,,AT2G28740,AT4G39350,AT4G23470
ath-MIR869,AT4G39080,,AT2G28810,AT4G39660,AT4G23490
ATMG00130,AT4G39120,,AT2G28840,AT4G39730,AT4G23500
ATMG00140,AT4G39180,,AT2G28880,AT4G39980,AT4G23530
ATMG00490,AT4G39530,,AT2G28900,AT4G40065,AT4G23550
ATMG00870,AT4G39640,,AT2G28930,AT5G01220,AT4G23730
ATMG01160,AT4G39710,,AT2G28950,AT5G01260,AT4G23750
,AT4G39740,,AT2G28960,AT5G01520,AT4G23860
,AT4G39960,,AT2G29080,AT5G01530,AT4G23882
,AT4G39970,,AT2G29120,AT5G01600,AT4G24015
,AT4G39980,,AT2G29125,AT5G01740,AT4G24050
,AT4G40060,,AT2G29210,AT5G01770,AT4G24060
,AT5G01220,,AT2G29290,AT5G01800,AT4G24190
,AT5G01400,,AT2G29310,AT5G01930,AT4G24230
,AT5G01470,,AT2G29360,AT5G01950,AT4G24260
,AT5G01530,,AT2G29390,AT5G02100,AT4G24510
,AT5G01580,,AT2G29400,AT5G02180,AT4G24520
,AT5G01595,,AT2G29420,AT5G02230,AT4G24570
,AT5G01600,,AT2G29440,AT5G02240,AT4G24620
,AT5G01800,,AT2G29450,AT5G02250,AT4G24630
,AT5G01930,,AT2G29490,AT5G02260,AT4G24670
,AT5G01990,,AT2G29540,AT5G02280,AT4G24690
,AT5G02040,,AT2G29560,AT5G02560,AT4G24970
,AT5G02170,,AT2G29570,AT5G02610,AT4G25100
,AT5G02280,,AT2G29630,AT5G02810,AT4G25470
,AT5G02410,,AT2G29650,AT5G03290,AT4G25570
,AT5G02500,,AT2G29660,AT5G03340,AT4G25610
,AT5G02610,,AT2G29690,AT5G03370,AT4G25730
,AT5G02790,,AT2G29950,AT5G03520,AT4G25820
,AT5G02810,,AT2G29980,AT5G03555,AT4G25880
,AT5G02860,,AT2G29990,AT5G03560,AT4G25910
,AT5G02940,,AT2G30000,AT5G03650,AT4G25970
,AT5G02950,,AT2G30040,AT5G03730,AT4G26110
,AT5G02960,,AT2G30070,AT5G03740,AT4G26160
,AT5G02970,,AT2G30100,AT5G03760,AT4G26230
,AT5G03080,,AT2G30110,AT5G03910,AT4G26255
,AT5G03280,,AT2G30150,AT5G04110,AT4G26260
,AT5G03290,,AT2G30160,AT5G04230,AT4G26270
,AT5G03430,,AT2G30220,AT5G04360,AT4G26400
,AT5G03520,,AT2G30250,AT5G04400,AT4G26530
,AT5G03555,,AT2G30320,AT5G04490,AT4G26660
,AT5G03580,,AT2G30350,AT5G04500,AT4G26670
,AT5G03650,,AT2G30390,AT5G04540,AT4G26690
,AT5G04040,,AT2G30460,AT5G04560,AT4G26710
,AT5G04360,,AT2G30470,AT5G04660,AT4G26860
,AT5G04370,,AT2G30520,AT5G04810,AT4G27130
,AT5G04490,,AT2G30570,AT5G04850,AT4G27270
,AT5G04550,,AT2G30580,AT5G05170,AT4G27310
,AT5G04590,,AT2G30590,AT5G05200,AT4G27320
,AT5G04885,,AT2G30600,AT5G05560,AT4G27340
,AT5G04895,,AT2G30620,AT5G05730,AT4G27410
,AT5G04940,,AT2G30780,AT5G05840,AT4G27440
,AT5G05100,,AT2G30790,AT5G05860,AT4G27600
,AT5G05140,,AT2G30800,AT5G06110,AT4G27640
,AT5G05200,,AT2G30870,AT5G06140,AT4G27690
,AT5G05410,,AT2G30945,AT5G06170,AT4G27700
,AT5G05660,,AT2G30950,AT5G06220,AT4G27710
,AT5G05690,,AT2G30970,AT5G06290,AT4G27870
,AT5G05710,,AT2G30990,AT5G06390,AT4G28080
,AT5G05730,,AT2G31010,AT5G06490,AT4G28140
,AT5G05740,,AT2G31070,AT5G06690,AT4G28200
,AT5G05820,,AT2G31170,AT5G06830,AT4G28390
,AT5G05840,,AT2G31190,AT5G06970,AT4G28470
,AT5G05870,,AT2G31290,AT5G06990,AT4G28490
,AT5G05890,,AT2G31350,AT5G07300,AT4G28703
,AT5G06110,,AT2G31370,AT5G07440,AT4G28706
,AT5G06210,,AT2G31380,AT5G07500,AT4G28750
,AT5G06290,,AT2G31390,AT5G08000,AT4G29000
,AT5G06310,,AT2G31440,AT5G08050,AT4G29040
,AT5G06340,,AT2G31450,AT5G08305,AT4G29080
,AT5G06410,,AT2G31510,AT5G08320,AT4G29190
,AT5G06520,,AT2G31540,AT5G08380,AT4G29490
,AT5G06900,,AT2G31560,AT5G08550,AT4G29510
,AT5G06970,,AT2G31570,AT5G08620,AT4G29590
,AT5G07270,,AT2G31585,AT5G08650,AT4G29610
,AT5G07370,,AT2G31660,AT5G08740,AT4G29670
,AT5G07670,,AT2G31670,AT5G09350,AT4G29680
,AT5G07680,,AT2G31750,AT5G09400,AT4G29900
,AT5G07770,,AT2G31780,AT5G09410,AT4G30190
,AT5G07850,,AT2G31790,AT5G09420,AT4G30210
,AT5G08000,,AT2G31800,AT5G09690,AT4G30330
,AT5G08330,,AT2G31810,AT5G09770,AT4G30470
,AT5G08340,,AT2G31870,AT5G09810,AT4G30490
,AT5G08380,,AT2G31902,AT5G09920,AT4G30580
,AT5G08410,,AT2G31920,AT5G10030,AT4G30600
,AT5G08415,,AT2G31955,AT5G10580,AT4G30620
,AT5G08480,,AT2G32010,AT5G10860,AT4G30660
,AT5G08570,,AT2G32070,AT5G11060,AT4G30710
,AT5G08590,,AT2G32090,AT5G11260,AT4G30850
,AT5G08750,,AT2G32100,AT5G11330,AT4G30940
,AT5G09410,,AT2G32180,AT5G11500,AT4G30950
,AT5G09430,,AT2G32250,AT5G11580,AT4G30960
,AT5G09500,,AT2G32260,AT5G11610,AT4G30990
,AT5G09790,,AT2G32390,AT5G11710,AT4G31000
,AT5G09830,,AT2G32400,AT5G11790,AT4G31040
,AT5G09870,,AT2G32450,AT5G11840,AT4G31080
,AT5G09940,,AT2G32480,AT5G11960,AT4G31130
,AT5G09970,,AT2G32500,AT5G12210,AT4G31160
,AT5G10020,,AT2G32520,AT5G12310,AT4G31180
,AT5G10030,,AT2G32530,AT5G12440,AT4G31240
,AT5G10480,,AT2G32540,AT5G12480,AT4G31250
,AT5G10540,,AT2G32550,AT5G12840,AT4G31290
,AT5G10650,,AT2G32560,AT5G12860,AT4G31300
,AT5G10730,,AT2G32720,AT5G12950,AT4G31310
,AT5G10800,,AT2G32795,AT5G13120,AT4G31390
,AT5G10810,,AT2G32800,AT5G13140,AT4G31410
,AT5G10820,,AT2G32810,AT5G13270,AT4G31500
,AT5G11060,,AT2G32930,AT5G13300,AT4G31550
,AT5G11150,,AT2G32940,AT5G13330,AT4G31720
,AT5G11330,,AT2G32960,AT5G13630,AT4G31800
,AT5G11412,,AT2G32990,AT5G13640,AT4G31820
,AT5G11500,,AT2G33020,AT5G13690,AT4G31840
,AT5G11710,,AT2G33150,AT5G13730,At4g31877
,AT5G11720,,AT2G33205,AT5G13740,AT4G31910
,AT5G11960,,AT2G33340,AT5G13770,AT4G32010
,AT5G12100,,AT2G33380,AT5G13780,AT4G32130
,AT5G12140,,AT2G33410,AT5G14030,AT4G32150
,AT5G12200,,AT2G33480,AT5G14060,AT4G32260
,AT5G12310,,AT2G33530,AT5G14080,AT4G32300
,AT5G12320,,AT2G33590,AT5G14120,AT4G32320
,AT5G12840,,AT2G33600,AT5G14210,AT4G32380
,AT5G12850,,AT2G33610,AT5G14320,AT4G32520
,AT5G13000,,AT2G33630,AT5G14390,AT4G32570
,AT5G13050,,AT2G33705,AT5G14430,AT4G32640
,AT5G13140,,AT2G33740,AT5G14520,AT4G32690
,AT5G13460,,AT2G33770,AT5G14620,AT4G32760
,AT5G13490,,AT2G33800,AT5G14640,AT4G32870
,AT5G13630,,AT2G33810,AT5G14740,AT4G32940
,AT5G13720,,AT2G33820,AT5G14760,AT4G33010
,AT5G13730,,AT2G33830,AT5G14780,AT4G33100
,AT5G13770,,AT2G33860,AT5G14800,AT4G33160
,AT5G13890,,AT2G34040,AT5G14850,AT4G33250
,AT5G13990,,AT2G34060,AT5G14920,AT4G33330
,AT5G14040,,AT2G34090,AT5G15210,AT4G33350
,AT5G14060,,AT2G34170,AT5G15400,AT4G33410
,AT5G14070,,AT2G34200,AT5G15480,AT4G33420
,AT5G14120,,AT2G34300,AT5G15610,AT4G33470
,AT5G14220,,AT2G34410,AT5G15780,AT4G33490
,AT5G14260,,AT2G34420,AT5G15810,AT4G33495
,AT5G14310,,AT2G34430,AT5G15850,AT4G33510
