ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
Bend5,Lonrf3,Hs6st1,Stoml3,Kcnk9,Hmox1,Ggta1,Sec11a,Slu7,Cul4a,Csl,Ccdc66
Pja1,Stk39,Chd3,Ryr3,Zfp187,Gng12,Cd68,Egflam,Nfkbia,Myo5c,Fnbp1,Akt2
C2,Snx8,Gm129,Ar,Tlcd1,A930018M24Rik,Snupn,Map2k6,Samd9l,Prkch,Card11,Gli2
Cidec,Dnajc5,Nsun6,Slc41a3,Irf3,Ddx10,Tlcd1,Phldb1,A230050P20Rik,Pxt1,Plekhh3,Fdft1
Ogfr,Stk11,Cd34,Mrap2,Ankrd23,Rusc2,Gm10530,Rdh7,Vkorc1l1,Kcnj13,Vmn1r4,Vapa
Rttn,Col6a6,Fam134b,Cacul1,Ifrd1,Ube2s,Abi1,Slc41a1,Rmi1,Spred3,Sh3pxd2a,Tpra1
Acn9,Gpr125,Gabra3,Prkcq,Tshz2,Ubap2,Dnaja4,1110059G10Rik,Sdc2,Bak1,Ucp3,Purg
Tmem33,Zhx2,Jag2,Fn1,Mgat5,Eif5a2,Creb3l1,Gabpb1,Plekha3,Ahctf1,Fam168b,Thra
Stk35,Cd14,Arfgap1,Cckbr,Smarca2,BC029214,1700093K21Rik,Ppp2r2b,Uba6,Arhgef39,Elovl5,Memo1
Lpcat2,Cdk9,Aff1,Sema6d,Slc44a5,Zfp629,Tmem66,Car9,Cyb5r1,Npn2,Ica1,Ubac2
Lep,Gstt2,Ick,2810006K23Rik,Hcn2,Neurl4,Slc45a1,Pou6f1,Ankrd44,Rtn3,Myl12b,Mtap7d3
Gpha2,Dennd1a,Mblac2,Adamts2,Tnfsf10,Pigy,Pllp,Eef1b2,Tmie,Psg17,Plekhg1,Slc25a19
Scd3,Grasp,Cyld,Ermn,Caprin2,Vwa1,Clk1,Irak2,Adck1,Kcnq4,Dusp1,Prmt2
Klhl5,Apmap,Hlf,Ttc14,Ly6e,Zfp346,Pdia6,Tnfsf15,Mmab,Atrn,Ccdc45,Dll4
Dgkd,Pkn1,Trrap,Homer1,Cap2,Cd274,Sarnp,Dcaf8,Cyr61,Abt1,Synj2,Serpine1
Prkci,Abcb8,Tubd1,Apoh,Pllp,Tbc1d20,Hr,Selk,Zc3h12d,Smarcd2,Frzb,Tnfaip6
Cars2,Myo19,Anxa2,Fez1,Snrk,Slc25a33,Sdc4,Arhgap24,Mthfr,Tpst2,Angptl7,E2f7
Eepd1,Slc26a10,Smc2,Letm2,Nol6,Tmx2,Trappc1,2700094K13Rik,Zfp26,Fam63a,Ifi27l1,2310061C15Rik
Sparc,Ptprg,Txndc9,Tef,Sdc4,Cct4,Fam96a,Dhdh,Serpinc1,Rab32,Bckdha,Reg3d
Rasal1,Pdgfc,Inpp5k,St6gal1,Cnp,Trip10,Vmn2r96,Dusp19,Tox,Ldha,Dennd1c,Mob1a
Cdc42bpa,Ezh1,Stk38l,Pcif1,1110002L01Rik,Trappc8,1110002L01Rik,Tgm7,Sec11a,Myo1c,Ctla2a,Tspan5
Cdh19,Eif4a1,Abcc10,Wdr35,Adcy8,Qk,Kbtbd2,Thbs1,Map2k6,Hsd3b7,Plekha6,Ahcyl2
Fam82a1,Palmd,Hoxd8,Eif2c3,Fam161b,Fmo1,Tmem184b,Arhgap27,Akr1c6,Cntn1,Ccl11,Trpv5
Tuft1,Fam117b,Sdf2l1,Entpd3,Haghl,Dtna,Ccl17,Otx1,Rdh7,Snrpn,Pfkp,Fam50a
Phospho1,Ddx5,Fbxo45,Enox1,Jak1,Arhgap18,Haghl,Abca9,Gabpb1,Tas2r126,Tgm6,Dusp10
Bcl6b,Frem3,Zfp462,Slc35b2,Chd4,Nav1,Adam32,Synrg,Zfyve1,Nod1,Per3,Per1
Crls1,Sftpc,Marcks,Tmem50b,Smox,2310035K24Rik,Uggt1,Naprt1,Pir,Bpifb5,Fam76a,Snrpd3
Ints3,Tank,Fam177a,Pla2g4e,Mrpl14,Egln3,Dnajb12,Pole4,Trap1,Hint3,Vps11,Trp53i11
Nfyc,Fbn1,Map2k7,Fzd2,Lace1,Ccbe1,0610009O20Rik,Creld2,Pou6f1,Hsp90aa1,Sorl1,Phf1
Eltd1,Bcat2,Sh3tc1,Emp2,Acaa2,Tnfrsf19,Dock8,Nup160,Trip6,Plcd4,Tle4,Egln1
Pon2,Ston2,Angptl1,Popdc3,Akap6,Btaf1,Runx3,Ints9,Eef1b2,Hdac4,Atoh8,Mettl20
Tmod2,Pgls,Dock11,Hspa4l,Vstm4,Frmd4b,Lace1,Kcnh1,Irak2,Zscan20,Aim1,Mfsd5
Hnrnph3,Rlim,Eya3,Sec14l2,Smyd5,Il15,Chrna3,Acad11,Bhmt2,Orai1,Ky,Ndrg1
Cytip,Rpl11,Tmem204,L3mbtl3,Rps6ka4,Cep128,Fam26e,Myo5c,Dcaf8,Il1rl2,Ldhb,Gp49a
Ascc3,Ist1,Heatr5b,Stxbp6,Ctsz,Zfp142,Proser1,Aqp6,Selk,Ceacam1,4632428N05Rik,Anapc10
Caprin1,Pxdn,Bcam,Cept1,Fmo2,Agap2,Xrcc3,Spred3,Arhgap24,Acox3,Nr3c1,Elavl1
Dtnbp1,Agpat3,Klf3,Tmem55a,Rnaset2b,Zfp846,Vstm4,Ahctf1,Nepn,Adh1,Lpin1,Ranbp3l
Zfp180,Commd10,Heg1,Cry1,Slc24a5,Mn1,Rsu1,Trip12,Dhdh,Saysd1,Pnkd,Clock
Csmd1,Rxrb,Plxdc2,Pusl1,Rabl5,D19Ertd737e,Smyd5,Pfn2,Dusp19,Muc20,Tmem123,Slc30a1
Dhrs3,Nploc4,Vrk3,Pdia3,Gm266,Wdr92,Adi1,Swi5,Phlda2,Mtrr,Sdpr,Pfkfb3
St6galnac1,2610301G19Rik,Adamtsl1,Por,Rpl19,Efnb1,Ppp2r5b,Bzw1,Thbs1,Tnxb,Fhl3,Aplnr
Tlr6,Tcap,Ophn1,Rpl29,Nid2,Psmc3,Macf1,Sox12,Tigd2,Pdxk,Hyou1,Ttc37
Acot12,Amfr,Tmem140,Actg1,Mxra8,Ebp,Fmo2,Dnase1,Mtfp1,Timp2,Bank1,Fam49b
ORF61,Gtdc1,Steap3,Cnpy3,Lrrtm2,Akt3,Ddr1,Hint3,Alyref,Tmtc1,Il2ra,Qpctl
Grk5,Usp18,Glul,Efnb3,Rtkn,Ezh2,Rnaset2b,Hsp90aa1,Stx6,Fbxo31,Zfp942,Ppara
Get4,Il17rc,Tecrl,Mettl3,Itm2a,Zdhhc5,Zscan5b,Entpd7,Synrg,Prkd2,Zfp938,Nif3l1
Baz1b,Fcgrt,Crbn,Ptpre,Il33,Amd1,Prokr2,Elmo3,Naprt1,6530403G13Rik,Tnfaip2,Commd7
Mettl22,Riok2,Map4k4,Adam19,Fkbp5,Patz1,Rabl5,Hexim1,Pole4,Klf15,Hipk3,Pno1
Ces1b,Edn1,Rnf4,D17Wsu92e,Igfbp3,Tnrc6c,Gm266,Slc25a46,Creld2,Fubp3,Ksr1,Rrad
Deptor,Gfpt1,H2-Ob,Alkbh3,Opn3,Dnm1,Zfp428,Lancl3,Cbfb,Zxdb,Shisa2,Zfp932
Fat3,2010003K11Rik,Ecm1,Mertk,Ccdc66,Cldn25,Rab36,Ccdc132,Rprd1b,Pkd1,Zfp187,Cdk14
BC051142,Itpa,Selp,Fgf10,Akt2,Nfkbib,Mthfd1,Slc35b1,Pcbp2,Zcchc24,Akirin2,Fam20c
Dyx1c1,Cdk4,Xirp2,Tcp11l1,Rad54l,Oma1,Parn,Ept1,Ints9,Slc6a14,Asph,Ctbs
Mfsd1,Tcn2,Emg1,Paqr5,Slc9a9,Extl1,1700025G04Rik,Hdac4,Rbl2,Rfx5,Ankrd23,Ddx21
Osbpl3,Itga11,Col4a1,Mras,Fdft1,Lilrb4,Sgk1,Rdh8,Rassf8,Ikzf3,Ttf1,Fam49a
Lpcat1,Tap2,Hist1h4h,Cd180,Adam9,Tex261,Kif23,Pcnxl4,Rictor,Glb1l2,Creb3l1,Elf1
Pxmp2,Naga,Rasl11a,Frmpd1,Thra,Ap3m2,Ccdc66,Xpo1,Tymp,Flrt2,Ly6e,Yme1l1
Nfe2l1,Gstm1,Tnfaip1,BC068281,Ankle2,Vim,Ss18l1,Ceacam1,Ahctf1,2310021P13Rik,Ralgapb,Adc
Wnk4,Napepld,Extl3,Tenc1,Vps36,Dgat2,Myd88,Acox3,Phkb,D630039A03Rik,Ankrd9,Ube2q1
Slc7a10,Egln2,Rev1,Phip,Hoxa3,Dnmt3l,Itga5,Adh1,Tmem43,Bap1,Dnahc3,Il15ra
Dgat1,Tfeb,Prss23,Lmtk2,4930429B21Rik,Cdc42ep4,0610007P22Rik,Mtrr,6430573F11Rik,Rps12-ps3,Snrk,Crybg3
43347,Lemd2,S100a16,Mmaa,Ebf4,43351,Zc3h15,Arf1,Arpc5,Cenpn,Ms4a1,Manbal
Creg1,Dtymk,Ip6k1,Usp54,Fgfr2,Asap1,Zfp414,Tnxb,Secisbp2,Zfp467,Zfp442,D0H4S114
Pck1,Ppfibp1,Trim2,Dhx16,Ift20,Urb2,Mmrn2,Pdxk,Abt1,1700112E06Rik,Mid1ip1,Ntrk2
Btbd6,Bri3,Kbtbd5,Mtap2,Slc17a5,Helz,Mill2,Prpf39,Tpst2,Tmem8,Sdc4,Ubap1
Dsel,Mapk12,Commd4,Sema6a,Lats2,Phb2,Vegfa,Tmtc1,Neil1,Mmp14,Gdpd5,Ptpdc1
Acsl4,Bfar,6230427J02Rik,Slc46a3,Plk5,Kitl,Rps6ka1,Srp68,Fam63a,Sntb1,Cxcl13,Twf2
Ttc3,Hsp90ab1,Itgb6,Samd12,Timp3,Zbtb20,Tst,Rbm25,Rab32,Robo1,Hs3st5,Fgf2
Gpx1,Srm,Fbxl6,Wnt4,Nnt,Ube2v2,Rnf146,H1f0,Dynlrb1,Cd320,Arhgap20,Doc2b
Mpp2,Khdrbs1,Mapkapk2,Kank1,Mapkapk5,Lipa,Mecr,Klf15,Myo1c,Cyp1a1,Fgfr1,Ank
Myo1a,Vgll4,Tmem67,Plcb1,Cuzd1,Ankrd33b,Ankle2,Pkd1,Hsd3b7,Il4ra,Flt3l,Alpk1
Acaa1a,S100a13,Rdh13,Susd2,Trappc2l,Amotl1,Sbf1,Mrpl10,Cbr1,Prr12,Foxc1,Txndc15
Rnft2,Col5a3,Rnf44,Blm,Cd46,Stard4,Senp8,Rin2,Snrpn,Mettl24,Tiparp,Pigu
Whamm,Trim65,Acy3,Wwp1,Ikzf2,Synpo2,Tatdn2,Tsen34,Nudt3,Gprin3,Tmco4,Ube2q2
Tmem57,Clpx,Arhgap10,Cpne2,Mrpl3,Rpp25,Rnf122,Skil,Nod1,Nubp1,Acot1,Kcne4
Larp7,Med14,Trmt13,Fign,Cplx2,Olfr544,Med13,Atxn7l2,Gprasp1,Hspa8,Kctd15,Klhdc1
Eif4ebp1,2410002F23Rik,Parl,Raph1,Per1,Rttn,Tbc1d7,D630039A03Rik,Hint3,Galntl4,Zfp799,Ehmt2
Mapt,Cln6,Cacybp,Fam102a,Fbxo36,Bcl2l1,Pcnxl3,Rps12-ps3,Hsp90aa1,Grik5,Calm1,Fmr1
Gpt2,Slc22a5,Ubr7,Camk1d,Fzd4,Stk35,Tcta,Tnfrsf21,Elmo3,Lgmn,Ddhd1,Dennd4a
Anxa1,Slain2,Sln,Sema4a,Trp53i11,Hdac9,Pla2g6,Kansl3,Hexim1,Cdk2ap1,Dock8,Cyb5b
Coq10a,Ripk4,Usp13,Car2,Sox2,Top1,Rogdi,Zfp467,Gpd1,Rwdd4a,Hspbap1,Hivep3
Bola1,Zfyve27,Wdr73,Ctsl,Sostdc1,Tmem22,Ptprn,1700112E06Rik,Slc25a46,Efnb2,Acaa2,Pnpt1
Grpr,Zfp809,Rnps1,AI593442,Rhof,B3galtl,AY761184,Tmem8,Slc35b1,Crim1,Proser1,Sema6d
Ccnjl,Nat9,Defb43,Dnajc3,Gpr116,Zfp444,1200014J11Rik,Mmp14,Ube2u,Rbm45,Acsm3,Btc
Nudt10,Rhob,2310047M10Rik,Per2,Fabp5,Slc29a1,1810043G02Rik,Sntb1,Ept1,Tnfsf12,Maml3,Pcmtd2
B3galt2,Cdc37,Rab11fip5,Ahsa2,Tcf4,Wdtc1,Cdk10,B4galnt3,Zscan20,Vamp3,Mast4,Med23
Tmem150c,Arfip2,Rnh1,Fn3k,Kctd5,Fam53b,Itga9,Fgd4,Xk,Calr,Smyd5,Cntfr
Uqcrc1,Fbxo8,Psmd8,Gtf2i,Gabpa,Pcgf6,Per1,Mrps6,Cdh4,Lfng,Smtnl2,Cacng3
Nudt4,Tap1,Mylk4,A530053G22Rik,Clock,Klhl5,Fbxo36,Atp6v1h,Ppp1r3g,Gm527,Macf1,Trafd1
Herc2,Tecpr1,S1pr1,Pknox1,Tpp1,Slk,St18,Hba-a1,Mgea5,Kif5c,Fmo2,Trpc3
Ryr2,Phlpp2,Tgoln1,Colec12,Enpp2,Rnf166,Fzd4,Kcnj1,Pcnxl4,9930013L23Rik,Azin1,Mrps18b
Ndufs1,Epb4.1,Zfp384,Rnf32,Slc30a1,Zfp46,Ctdsp2,Il4ra,Orai1,Nt5e,Srgn,Jmjd8
Sigmar1,Fam38a,Srd5a1,Sult1a1,Sgcb,Prkci,Polr3e,Cox10,Xpo1,Rab31,Stim2,Mosc1
Wrnip1,Htra4,Zdhhc23,O3far1,S100a10,Eepd1,Adcy3,Ywhag,Ceacam1,Mbd6,Cd69,Iqsec1
Ift81,Sc4mol,Sema4d,Ifi30,Mrto4,Plrg1,Ccny,Tgm1,Akr1c20,Wfdc3,Exoc6,Fam40b
Cdo1,Snap23,Scn7a,Itgb8,Gabra2,Ube2j1,Mus81,Prr12,Adh1,Gm1661,Pprc1,Mina
Map2k3,Orai2,Qser1,Dok6,Ptpn22,Crispld2,Yif1b,Cdc20b,Krt20,Lass4,Mthfd1,Tef
Srbd1,Ubxn2b,Notch2,Hsph1,Slc1a1,Myct1,Fabp5,Pak6,Rin3,Dact2,Parn,Pmvk
Inca1,Zfp760,Ninj1,Pik3ip1,Use1,E2f5,Kctd5,Gprin3,Trim14,Rptor,Guk1,Ddx46
Crot,Ncor2,Rfxank,Khdrbs3,Rbfox1,Gnpda1,Ccdc173,Pgm3,Mtrr,Ifrd2,Lyn,Prep
Gas7,Ablim1,Mettl21c,Pak3,Ankrd29,Ciapin1,Gabpa,Brf2,Arf1,Ttc24,Mif4gd,Pcif1
4921524J17Rik,Zfp280b,Krt73,Bpnt1,Eml3,Cdh19,Mlec,Chd9,Pdxk,Acot11,Tespa1,Zfp318
Tmpo,Esrrg,Sgk3,Serinc3,Npepl1,Bcl6b,Herc4,Mcm10,Ing4,Macrod2,Fkbp5,Tk2
Klra2,Trappc3,Slfn5,Atp1a1,Cdon,Htr2a,Rprd1a,Lgmn,Tmtc1,Armcx2,Slc9a9,Ubb
Hspd1,Ints10,Heatr6,Usp40,Rab34,Ints3,Slc30a1,Antxr2,Fbxo31,Sar1b,Zfp386,Asns
Tspan17,Setbp1,Popdc2,Slc29a4,Mtap7,Eltd1,Mtap6,Cdk2ap1,Rbm25,Entpd8,Dag1,Fam195a
Eif2c4,Gm10032,Elovl4,Tmco7,Pde9a,Dnajc11,Gabra2,Tfec,Prkd2,Selenbp1,Prokr1,Sycp2
Mad2l2,Lhfpl5,Zfp719,Hmgcs1,Ncoa5,Disp1,Fbxo16,Cdc73,H1f0,Tesk2,Sec24d,Mark2
Megf10,Adprhl2,Lrrc2,Fjx1,Cspg5,Lsm3,Pfkfb3,Ksr2,Klf15,Swap70,Thra,Clk2
Ufsp1,Tyms,Zfp423,Ppm1k,Prkab1,Cytip,Rpl28,Exoc1,Fubp3,Usp46,Zfp867,Ncoa7
Acan,Sema4b,Nop14,Hsp90b1,Bcat1,Tead1,Tpm4,Rbm45,Tmem14c,Pard6g,Mill2,Rcl1
Hnrnpc,9530077C05Rik,Kctd13,Snai2,Phf6,Gm1614,Eml3,Tubb2a,Mrpl10,Lonrf2,Vegfa,Lnx1
Mpzl1,Hist1h2bc,Mb,Cdadc1,Mcc,Nudt16l1,Npepl1,Tnfsf12,Kctd12b,Car8,Arhgap15,Hspa4l
Siae,Plekhh3,Sos2,Itpr2,Aldh3b1,Prrg4,Zmynd10,Hist2h4,Rin2,Gatsl3,Slc25a19,Btbd8
Magt1,Ddhd2,Peli3,Slc16a12,Tmem145,Ptbp2,Rpf1,Calr,Tsen34,Osbpl9,Arrb1,Dynll2
Dmtf1,Sh3pxd2a,Adck3,Pxk,Asgr1,Ids,Pld4,Rps20,Skil,Erc2,Zswim4,Stxbp6
Isg20,Ucp3,Gyk,Arih1,Dok3,Nap1l4,Dmrtc1a,Aacs,2310033P09Rik,Gabre,Cd3d,St6galnac5
Pdgfrl,Elovl5,Ahnak2,Mt1,Tnpo3,Fam53a,Cdh13,Lfng,Flrt2,Hsd11b1,Casz1,Mylip
Angptl2,5031439G07Rik,Dolk,Exoc6b,Pcbd1,Zfp180,Rab34,Nuak1,Ankrd28,Akr1c14,Tbc1d1,Zfp276
Uimc1,Myl12b,Cul7,Farp2,Slc6a12,Dhrs3,Mtap7,Nt5e,D630039A03Rik,Btk,Serpine1,Eda
Sulf1,Plekhg1,Six4,A830018L16Rik,Pgm2l1,St3gal6,Ncoa5,Galnt11,Bap1,Gmcl1,Gm4759,Cry1
Serbp1,Angptl7,Tmem164,Rab33a,Slc20a2,Arpc2,Cspg5,Pomgnt1,Setdb1,Akap13,Ift20,Alkbh2
Pea15a,Fpgt,Folr2,Cry2,Spag6,Pde4a,2310039H08Rik,Hmx1,Anpep,Papola,Pptc7,Gphn
Als2cr12,Bckdha,AI316807,Smarcd1,4933426M11Rik,Ccna2,Prkab1,Celf1,Zmat2,Rbm3,Mob1a,Pusl1
Tgtp1,Chst2,Igdcc4,Adam23,Crybg3,Gbp5,Zfp932,Vmn1r19,Tmem8,Slc7a11,Rassf2,Cml5
Kcnj8,Herc3,Vti1b,Slc25a31,1700017B05Rik,Grk5,Tmed4,Ppp6r3,Sntb1,Lsm4,Rnf122,Pias2
Gstt3,Ccl11,Fam46a,Tgfa,Mt2,Spint3,Abcc9,Lass4,Serpinb1a,Dhh,Med13,Nrip1
Hephl1,Pfkp,Sik3,Asb3,1500015O10Rik,Foxk2,Rad51c,Snx6,B4galnt3,Plscr2,Ppargc1b,Pcdh12
Blvrb,Fmo3,Rab3gap1,Mpdu1,BC065397,Vwa3a,Dnm1l,Pskh1,Fgd4,A630007B06Rik,Foxk1,Por
Eif4g3,Kif17,Cmtm6,Gpr56,Armcx6,Syvn1,Aldh3b1,Usp15,Sdccag8,Slc16a1,Atf5,Tm2d2
9430016H08Rik,Pex14,Hoxc4,Rae1,Ppap2a,Baz1b,Tnfrsf22,Ifrd2,Bsg,Trabd,Ikzf2,Ddit4
Tspan4,Per3,Slc36a2,Cyfip2,Slitrk4,Twist2,Nt5c3l,5730419I09Rik,Mrps6,Mex3b,Bnip1,Clmn
Nfat5,Fam76a,Pcolce2,Slc1a5,Mybpc3,Mettl22,Rexo4,Acot11,Nr0b2,Nphp1,Dusp10,Vps13a
Usp27x,Wdr47,Lama5,Zeb2,Sirt4,Trnp1,Nol3,4930432K21Rik,Hba-a1,Irak3,Per1,Slmap
Pdcd6ip,Baiap2,Otud5,Nus1,Prkcq,Nppb,Apcdd1,Rap2c,Il4ra,Ube3b,Trp53i11,Tppp3
Mbd1,Rbms2,Rhbdd2,Hist1h1c,Fn1,Deptor,Gm609,B3galnt2,Cox10,Zfp354b,Apol6,Gabarapl1
Zmynd8,Pvrl2,Paip2b,9330159F19Rik,Ano3,Wdr67,Slc20a2,Fcgr2b,Ercc3,Laptm5,Gabpa,Fam123b
Gmeb1,Bach1,Cplx4,Mc5r,Zfp108,A930016O22Rik,4933426M11Rik,Entpd8,Ywhag,Sf3b3,Clock,Mettl3
Rmnd1,Lpin1,Cyp4b1,Srgap1,Plch2,Zfp341,Crybg3,1700104B16Rik,Pnpla8,Pmpcb,Slc30a1,Acacb
Ptk2,Pnkd,Steap4,Dnajb4,Reep3,Kif1c,Manbal,Tesk2,Agpat6,9430020K01Rik,Foxo1,Zfp740
Epm2aip1,Rnf8,Larp4b,Tnni1,Sema6d,Wdfy2,Gjc2,Zfp35,Eml4,Pigr,Atp8b4,Rab3gap2
Slc6a15,Lrp3,Flcn,Hmgcs2,2810006K23Rik,D10Wsu52e,Epg5,Zmym6,Tgm1,Gstm4,Ptpn22,Ppp1r3d
Ppap2c,Gm10595,Ptdss2,Thbd,Cntfr,Hcls1,Mt2,Serp1,Dpf3,Pccb,Pfkfb3,Mageb18
1700084C01Rik,Mfng,Eif2a,Carhsp1,Ermn,Mfsd1,Nrip2,Usp46,Smpd4,Fam131c,Timd4,Adam19
Alas2,Tob1,Gatad2b,Slc26a2,Masp1,Osbpl3,Fau,Dennd1b,Gprin3,Arrdc2,Mum1,Six5
Ninl,Csnk1e,Cpn2,A430107O13Rik,Pan2,Lpcat1,Bbs7,Aip,43164,Rerg,Fchsd2,Rabl6
Cd163,Lypla2,Tmod3,Crmp1,Gpr123,Slc31a2,BC065397,Bphl,Brf2,Tapbp,Tfcp2l1,Lox
Slc22a23,Timm10,Ccng1,Msl1,Wars2,Ptpn4,Tubgcp2,Gatsl3,Hspa8,Heatr5a,Npepl1,Lefty1
Asb4,Hipk3,Pdp2,Sms,Phyhipl,Wnk4,Tln1,Pde8a,Cstf2t,Wfdc8,Cdon,Chdh
Srek1,Pgcp,Zfpm2,Capn2,Fam40b,Tbc1d9b,Gls,Osbpl9,Chd9,Fam73b,Ltbp1,Mbd4
Exog,Rasa3,Polr2m,Tcerg1l,Mina,43347,Hook3,Erc2,Mcm10,H2-Q6,Atf7ip,Odf2
Mrap,Zfp703,Plin4,Ift52,Atp5sl,Ptprc,Ubac1,Ptplad1,Leprotl1,Gramd4,Gimap3,Tenc1
Blcap,Arglu1,Mllt3,Bcar1,Letm2,Clu,Stoml3,3010026O09Rik,Grik5,Ly6d,Zswim3,Irs2
Nr1d2,Asph,Sel1l3,Plxnd1,Tef,Zbtb40,Th1l,Efemp1,Prkar1a,Lrp11,Lims1,Aebp2
Igfbp5,Nprl2,Tsta3,Sugp2,Klhl11,2410131K14Rik,Slc6a7,Nfxl1,Scmh1,Cutc,Actn2,Fam19a5
Glipr1,Sdhb,Tmem220,Omd,Tmem72,Rasl11b,Cnot10,Nars,Antxr2,BC003965,Mcc,Prkar2b
Cirbp,Dnaja4,Adck2,Cysltr2,Xdh,Cybasc3,2810006K23Rik,Akr1c14,Cdk2ap1,Mrpl24,Thrb,Phip
Hes6,Creb3l1,Zfp238,Zfp687,Pcif1,Eya2,Pcmtd2,Pms1,Mat1a,Faim3,Rhebl1,A430105I19Rik
Tdrkh,Ormdl3,Csrp2,Rasal2,Ubb,Fibin,Med23,Peg3,Vps37b,Ptprf,Fam20c,Lmtk2
Klhl13,Smarca2,Fam65a,H2afy,Cd82,Lix1l,Mrps18b,Gmcl1,Pex11c,Hoxa11,Abcc9,Mmaa
Dohh,Ap3m1,Sugp1,Gpr162,Efr3b,Pomt2,Masp1,Papola,Rwdd4a,Cenpb,Chst3,BC023829
Gypc,Caprin2,Tnk2,Plekha1,Sec14l5,Inpp4b,Ttc14,Rbm3,Tfec,Meox1,Abtb2,Ccdc88a
C1galt1c1,Grb14,Lrrc38,Dclk1,Sars,Saa3,Trib1,Plscr2,Snrpc,Zfp598,Fam49a,Dhx16
Nagk,Ccs,Pi16,Mag,Enox1,Rnf181,Nkiras2,Pa2g4,Mrpl33,Snx13,Fance,Clrn2
Agpat9,Pdia6,Utp11l,C030030A07Rik,Slc35b2,Tmem57,Phyhipl,A630007B06Rik,Crim1,Bcar3,Rexo4,Slc46a3
Ccdc104,Ankrd9,Papss1,Ctnnd1,Syt4,Pdlim5,Letm2,Slc16a1,Exoc1,Abcc1,Elf1,Ptpn23
Dnmt1,Dnahc3,Kctd20,Dusp15,Pla2g4e,Cxx1c,Ms4a6c,Ddx17,Rbm45,Arl3,Baz2b,Zfp369
Ube2l6,Ubxn1,Hmgxb3,D630037F22Rik,Cabyr,Etl4,Pcif1,Acss3,Tubb2a,Apex1,Eya1,Sec23a
Frmd6,Snrk,Apold1,Cyp39a1,Myh8,Eif4ebp1,Sema6b,Ube3b,Nadk,Adamts3,1500015O10Rik,Uhrf1bp1
2810405K02Rik,Ralgds,Ctc1,Fabp7,Clasp2,Pex1,Tk2,Sf3b3,Myeov2,Lima1,Mamstr,Bahd1
2810021J22Rik,Mid1ip1,Xylt2,Pim3,Emp2,Mapt,Rufy3,Sec61a2,Tnfsf12,Hinfp,Tmem231,Timm8a1
Gne,Sarnp,Gdpd1,Cobl,Hspa4l,Gpt2,Olfr850,Pmpcb,Hist2h4,Zdhhc16,Il6st,Styxl1
Clybl,Tcf7l2,Nr1h2,Ly6c1,Pls3,Tmem39a,Wdr35,Gstm4,Calr,Lypd6b,Tppp2,Tmem229a
Ccdc85a,Nol6,Grm3,2210009G21Rik,Sec14l2,Map3k1,Eif2c3,Heatr5a,Aacs,Atp7b,Pik3cg,Tsku
Cisd1,Efcab10,Usp45,Accs,St6galnac5,Serpine2,Entpd3,Gps2,Gvin1,Ccr2,Ryr3,Plcb1
Zfp74,Dcps,Atp6v1d,Anln,Tprkb,Zfp189,P2rx4,Cda,Nt5e,Ptar1,Baz1a,Pnpla3
Ccdc30,Tmem184b,Opa3,Noxred1,Pax6,Actb,Kank3,AA960436,Rd3,Klrb1c,Nceh1,Pcgf2
Ehbp1,Arfgef2,Asxl3,Fam82a2,Gnl1,Bola1,Rps29,H2-Q6,Ppp6r3,Gdf10,Slc41a3,Hist3h2a
Gclm,Arhgap20,Dennd5a,Tsc22d1,Cry1,Ahnak,Rcl1,Zfp788,Dact2,Stx7,Cluap1,Csad
Fam38b,Sidt2,Vwf,Ctgf,Pusl1,Ccnjl,Pla2g4e,Gramd4,Snx6,Ppp1r3c,Cyp2r1,Cpne2
Ctps,Abcf2,Elmod3,Pole2,Nol4,B3galt2,Ntsr2,Fez2,Colec10,Phactr4,Ammecr1,Elk3
Gltscr2,Tmco4,Fbxo4,Pde7b,Nptn,Phospho2,Emp2,Cutc,Rpl28-ps4,Dnajc14,Sp100,A730015C16Rik
Lonrf3,Olfr1033,Aldh1a1,Arid5b,Clic4,Rnase4,Sae1,Col27a1,Gm4953,Fis1,Maf,Trp53inp2
Zdhhc14,Chd4,Hsd17b11,Ltn1,Nipbl,Nudt4,L3mbtl3,Spata30,Sphk2,Ssfa2,Mkl1,Klf16
Stk39,Kctd15,Klc1,Parvb,Fam135b,Zc3h14,Ccdc57,Slc1a2,Prim2,Gnrhr,Pnpt1,Cep55
Fxyd1,Slc29a3,Dpyd,Txnip,Stx16,Adamts9,Tprkb,Aspa,Eif2c2,Ccbl1,Sema6d,Rbp7
Lhpp,Gys1,Naa30,Smo,Por,Gpr124,Gnl1,Arhgef33,Tmem102,Vgll3,Rapgef6,Dvl2
Pdgfra,Tram1,Ankrd27,Shisa4,1700034H15Rik,Stam,Cept1,Slc35c1,Ifrd2,Samd4,Fpr-rs6,Fopnl
Pard3b,Ewsr1,Kpna1,Zfp955a,Actg1,Slc15a4,Gphn,Rplp1,Acot11,Stat4,Cntfr,Acot4
1810027O10Rik,Eif4a2,Sctr,Casq2,Chchd7,Inca1,Arhgap42,Snx13,Abcg8,Zfp791,Ifi27l2a,Adpgk
Tmem141,Uqcr11,Kcnma1,Serping1,Rilpl1,Mknk2,Akap17b,Bcar3,Myo6,Fbxl13,Bmpr1a,Nab2
