ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
Nbas,Aig1,Tap1,,,Sox17,,Rundc3a,Zfp109,Dna2,,
Irs1,Map3k6,Tecpr1,,,Slc46a3,,Egln3,Hectd1,Slc26a3,,
Cat,Slc5a3,Slc25a16,,,C87436,,Ccbe1,Eif3f,Prr15l,,
Fam3c,Snrnp200,Epb4.1,,,Slc22a3,,Oxt,Oas1c,Cops7a,,
Pdcd4,Angel2,Ddit4l,,,Pddc1,,Zfp97,Cc2d1a,Myl6,,
Pvrl3,Syt15,Fam38a,,,Sned1,,Btaf1,Nat10,Stard4,,
Stip1,Abhd16a,Slc39a8,,,0610030E20Rik,,Ppm1b,Pum2,Rhpn2,,
Auh,Vars2,Sc4mol,,,Mycbp2,,Akap7,Thrap3,Gm10139,,
Gca,Prkce,Snap23,,,Mitf,,Cpvl,Dll1,Ppib,,
Pcdh7,Ushbp1,Olfr1122,,,Dip2c,,Il15,Rffl,43167,,
Ccl27a,Fam108a,Wdr46,,,2310057M21Rik,,Uap1,Pi4ka,Olfr544,,
Clec10a,Fam45a,Ubxn2b,,,Vipas39,,Magi2,Btg1,Dnahc5,,
Dalrd3,Mgp,Zfp760,,,Pnpla3,,Mri1,Prex2,Nenf,,
Nebl,Tarbp2,Edem1,,,Blm,,Pdlim4,Timm9,C2,,
Parp11,Abcf1,2010007H06Rik,,,Hist3h2a,,Engase,Pla2g12b,Casc1,,
Bsdc1,Sart3,Esrrg,,,Elk3,,Zfp846,Slc30a10,Tslp,,
Cops4,Xpa,Trappc3,,,Lrif1,,1700019G17Rik,Syt3,Plcd1,,
Rnd3,Fam120b,Hivep1,,,Raph1,,D19Ertd737e,Eif5a,Ogfr,,
Fam35a,Edf1,Olfr725,,,Fam102a,,Slc25a42,Naif1,Rttn,,
Tbrg4,Slc27a2,Zbtb38,,,Arhgef10l,,Fam136a,Whsc2,Pyroxd2,,
Dhx29,Zkscan17,Klhl38,,,Creb1,,Efnb1,Gng12,Bcl2l1,,
Nrg4,Apbb3,Cpsf4,,,Cysltr1,,Psmc3,Gnb2,Klrd1,,
Fndc3a,Ubr4,Ints10,,,Prlr,,Man1a,Clpb,Tmem33,,
Snx20,Armcx1,Scap,,,Rnf144a,,Atp6v0a2,Ube2f,Stk35,,
Cltc,Ankrd5,Taf6l,,,Nckap5,,Akt3,Rwdd3,Cds2,,
St6galnac2,Tfg,Gm10032,,,AI593442,,St8sia6,Rcbtb2,Hdac9,,
Tfap2b,Zfp655,Adprhl2,,,Dnajc3,,Slc9a3r2,Rusc2,Ajap1,,
Peg10,Vat1l,Rapgef2,,,Per2,,Ezh2,Lsm2,Top1,,
Prdx4,Exoc3l2,Scpep1,,,2310044G17Rik,,Glrx3,Plbd2,Psmd4,,
Dnajc4,Zswim1,Arap2,,,Ube2ql1,,Tmem218,Zbtb37,4930428E23Rik,,
Kifap3,Tysnd1,Sc5d,,,Hnrnpa1,,Thbs4,3110040N11Rik,Tnfrsf25,,
Reg3g,1110021L09Rik,Sema4b,,,Prdm16,,Srpx,Acot7,Slc29a1,,
C3,Pitpna,Rhobtb3,,,Kctd2,,Sp3,Dazap1,Scd3,,
Pygl,Slc43a2,Dpp4,,,Tmem179b,,Zdhhc5,BC029214,Slfnl1,,
Dlg2,Cpt1a,Fnbp1,,,Armc1,,Amd1,6430548M08Rik,Klhl5,,
1190002H23Rik,Cdkn2aip,F13a1,,,Nup35,,Patz1,Nsmce2,Stx3,,
Anp32a,Kctd21,Sult1b1,,,Gfod1,,Oxsr1,Il4i1,Tbc1d10c,,
Bnip3,Tbcel,Hist1h2bc,,,Lgr6,,Acsm1,Crtc2,Emilin1,,
Pald1,Akt1,Plekhh3,,,Akr1b10,,Fbxl2,Pigy,BC030307,,
Zfp382,Ell,Vmn1r4,,,Cacnb2,,Oma1,Phlpp1,Nfkbiz,,
Cryl1,Rnase12,Sh3pxd2a,,,Aqp4,,Lcmt1,Ppp1r9a,Dgkd,,
Capg,Pip5k1b,Ucp3,,,Rorc,,Cdkn1c,Llgl2,Vac14,,
Pex7,Las1l,Elovl5,,,Igf2bp2,,Ptpn2,Dcaf4,Tmsb10,,
Bst2,Mgat4b,Gm4980,,,Plin5,,Osbpl7,Olfr597,Gpx4,,
Serac1,Klhl7,Ybx2,,,Mars,,Ptger3,Tbc1d20,Sh3bgrl3,,
Fra10ac1,Slc24a6,5031439G07Rik,,,Arhgap29,,Pigq,Mrps24,Prkci,,
Cand1,Car5b,Ica1,,,Kcnj3,,Cyp4f13,Tpm1,Blk,,
Prkar1b,Acly,Jph2,,,Klhl32,,Cyp2a5,Fmnl2,Lrriq1,,
Gbp6,AI317395,Plekhg1,,,Nt5dc3,,Id2,Slco1a4,Plrg1,,
Pds5b,BC052040,Ptn,,,Pik3ip1,,Dek,Rad23b,Amt,,
Bcl2,Arsa,Kcnq5,,,Sirpa,,2810408A11Rik,Tmx2,Rtn2,,
Aga,Txnrd3,Kdm6b,,,Lgalsl,,Vim,Trappc8,Rarres2,,
Cox7a2,Sh3pxd2b,Synj2,,,Wsb1,,Dgat2,B3galt5,Mkks,,
Asb12,Mdfic,Gnai1,,,Repin1,,Trim12a,Kdelc1,Crispld2,,
Angptl4,Adamts1,Slc35e2,,,Pfkfb2,,Gab1,Eml2,Myct1,,
Ppp1r15a,Dennd4b,Bckdha,,,Wfdc1,,Mlst8,9030418K01Rik,E2f5,,
Gpr146,Stard3,Zfp36,,,Sdhd,,Cdc42ep4,Fmo1,Cdc42bpa,,
Racgap1,Lnx2,Map4k2,,,Litaf,,Camk2d,Txndc5,Vav2,,
Psmb9,Slc5a6,Chst2,,,Ubtf,,Slc22a30,Arhgap18,Tom1l2,,
Zfp53,Cyp2b10,Pltp,,,Bpnt1,,Ldb1,Lyrm7,Arsj,,
Sumo1,Rhobtb1,Zkscan1,,,Mpp3,,Unc119,Phf17,Ctdspl,,
Aebp1,Epas1,Herc3,,,Serinc3,,Uhrf2,Orai3,Opn1mw,,
Cd200,Tmem200b,Gm608,,,Wisp2,,Nfe2l2,Tsen54,Tuft1,,
Igfbp4,Maf1,Wbscr17,,,Git2,,Kitl,2310035K24Rik,Phospho1,,
Zfr,Zfp408,Gm17655,,,Clic5,,AK129341,Aasdh,Htr2a,,
Atp2b3,Tmem86a,Mybpc1,,,Hmgcs1,,Etfdh,Nsfl1c,Cdk7,,
Aph1a,Acat2,Ccl11,,,8430427H17Rik,,Sptlc1,Tnfrsf19,Pvrl1,,
Esyt2,Itpkb,Pfkp,,,Ftsjd1,,Zbtb20,Rbm8a,Piwil2,,
Wfdc17,Neu2,Xrcc6bp1,,,Fads1,,Polr3g,Ppm1b,Srsf2,,
Oplah,Slc52a2,Mcm7,,,Ndufs2,,Dcaf6,Cpvl,Disp1,,
Ncl,4930430F08Rik,Mrps9,,,Daam1,,Zhx3,Agpat5,Ier2,,
Rap1gds1,Nfil3,Atg9b,,,Slc25a35,,Ube2v2,Shroom1,Tnfrsf11b,,
Hebp1,Atp2b1,Per3,,,Ly86,,Kdm5c,Hax1,Muc19,,
Vsnl1,Slc35c2,Fam76a,,,Hsp90b1,,Lipa,Psmb2,Lgals2,,
Dtx4,Idh2,Vps11,,,Ncoa3,,Cpne3,Rfx4,Fam63b,,
Otub2,Mettl16,Lrrc14b,,,4930533K18Rik,,Ap1s3,Agap2,Sec14l1,,
Rnf149,Zfp583,Sorl1,,,E130311K13Rik,,Rbm28,D19Ertd737e,Rtp3,,
Topbp1,Cpeb4,Mbnl1,,,Ncald,,Ankrd33b,Slc25a42,Nnat,,
Thada,Zc3h7b,P2ry1,,,Ccdc47,,Fubp1,Efnb1,Pank1,,
AW112010,Rngtt,Vps4b,,,Ehhadh,,Dna2,Fam96b,Prrg4,,
Rsc1a1,Fbxo21,Pygb,,,Itpr2,,Mfsd3,Pign,Zfp354a,,
Csf1r,Hook1,Baiap2,,,Thap1,,Prr15l,Rpl27,G930045G22Rik,,
St5,Lonrf1,Cacnb1,,,Atraid,,Cops7a,Psmc3,Cspg4,,
C7,Edc3,Fnta,,,Slc25a38,,Prickle2,Mrgprg,Ptbp2,,
Gna13,Mbtd1,Serpinb6b,,,Pxk,,Jagn1,Atp6v0a2,Slc13a4,,
Rabep1,Brd2,Sfrp1,,,Mt1,,Stard4,Ebp,Tspan11,,
Abcc5,Murc,Atoh8,,,Vps28,,Gtf2f1,Zfp148,Caprin1,,
Asrgl1,Vstm2b,Pvrl2,,,Celf2,,Cd97,Pla2g15,Zfp239,,
Net1,Ankrd50,Basp1,,,Ptcd1,,Akip1,4930407I10Rik,Ankrd11,,
Ppp1r12a,Scn1b,Fbxo44,,,Atxn10,,Prr5,Ezh2,Tbl2,,
Itgal,Vtcn1,Gabrb2,,,Crispld1,,43167,Tmem218,Zfp180,,
Efr3a,Sqstm1,Ldhb,,,Zfp612,,Gm906,Tmem126a,Myo9b,,
Acer2,Ccdc62,Kif2a,,,Car14,,Bend5,Pop1,Hoxa5,,
Cxcl12,Ccdc115,Lpin1,,,AI597479,,Pja1,Ercc5,Sec63,,
Gm10590,Pag1,Pnkd,,,Cfdp1,,Nme6,Zdhhc5,Dhrs3,,
Slc37a4,Ak2,4933403F05Rik,,,Patl1,,Cidec,Amd1,Chst8,,
Slc7a2,Tmem64,Acta1,,,Enpep,,Tmed6,Oxsr1,Nod2,,
Wasf3,Tnpo2,Aak1,,,Rad18,,Zc4h2,Tmem206,Ndufa4l2,,
Mov10,Smpd3,Rnf8,,,Pcbp1,,Rttn,Cldn25,Pde4a,,
Ppp1r12b,Slc24a4,Lrp3,,,Atr,,Gm10567,Fpr-rs4,Tlr6,,
Pik3ap1,Syncrip,Daglb,,,Fkbp14,,Acn9,Ndufc1,Ltb,,
Nipsnap1,5730508B09Rik,Slc38a6,,,Atp6v0d1,,Bcl2l1,Nfkbib,Mcm8,,
Nat8,Adar,Cacna1h,,,Cry2,,Tmem33,Oma1,Vstm5,,
Prpsap2,Nt5c1a,Fhl3,,,Parp6,,Stk35,Extl1,Tma7,,
Copb1,Mettl13,Abra,,,Nostrin,,Cds2,Hsd3b5,Grk5,,
Tub,Ldlr,Gm10595,,,Fam160a1,,Mrpl50,Alox5ap,Fmo5,,
Rnf114,Gm9791,Hyou1,,,Msrb1,,Ajap1,Lcmt1,Foxk2,,
Serf1,Gnpat,Zkscan14,,,Senp6,,Golga4,Suv39h1,9330171B17Rik,,
Nr1d1,Dapk1,Appl1,,,Eaf1,,Top1,Lilrb4,Baz1b,,
Cib4,Chpf2,Fap,,,Got1,,Lep,Spryd4,Elp5,,
Rabl2,Ptprk,Bank1,,,Nupl2,,Tnfrsf25,Cyp2a5,Deptor,,
Lars2,Rpl22,Mrps34,,,Mcfd2,,Slc29a1,Tex261,Wdr67,,
2610008E11Rik,Fbxw2,Hadha,,,Rbbp9,,Slc16a3,Id2,Acap1,,
Wdr78,Sema3g,Ppp1r37,,,Fam43a,,Wdtc1,Vps52,Ndor1,,
Son,Adamtsl5,Rarb,,,Lrrn4cl,,Stx3,Poldip3,Eid1,,
Fus,Rgma,Tnfaip2,,,Yars,,Car13,Dgat2,Osgin1,,
Mrps22,Chst1,Lypla2,,,Irf2bpl,,Nkrf,Slc38a4,BC051142,,
Gpihbp1,Lrig2,Rps16,,,Anapc16,,BC030307,Trim12a,Ptk7,,
Naca,Cenpc1,Hspa9,,,Ubr2,,Dgkd,Mlst8,Tbkbp1,,
Dock9,Laptm4b,Hipk3,,,Cyp26b1,,Nat8l,Cdc42bpb,Cit,,
Med19,Pex16,Slc13a3,,,Ephb3,,Vac14,Snta1,Ggnbp1,,
Cttnbp2,Abi3,Ubr5,,,Gbp2,,Ube2w,Xpot,Osbpl3,,
Npc1,Ephx1,Fitm1,,,Nrp1,,Nop10,Nsdhl,Lpcat1,,
Apaf1,Dpf2,Zfp703,,,Tmx4,,Ube2g2,Gm16493,Pias3,,
Phldb2,Sox6,0610010O12Rik,,,Rc3h1,,Rfesd,Camk2d,Prr16,,
Pla2g16,Sh2b3,Ksr1,,,Slc1a5,,Tmsb10,Ldb1,Apoa4,,
Ccng2,Aqp1,Cul3,,,Manea,,Smarcc1,Helz,Itprip,,
Mmd,Ccnc,Shisa2,,,Slc4a4,,Amt,1700020N15Rik,AI464131,,
Nup210,Xab2,Pde6g,,,Brpf1,,Ube2j1,Kitl,Tcf25,,
Fam165b,Rdx,Irf3,,,Mon1a,,Mkks,Atp6v1e1,Slc31a2,,
Gpr75,Dgkq,Prdx6b,,,Adamts4,,Myct1,Apoc2,Siglecg,,
Magi1,Cdip1,Adamts6,,,Lamp1,,E2f5,Etfdh,4930402K13Rik,,
D130062J21Rik,Mcoln1,Akirin2,,,Srgap1,,Cdc42bpa,Zbtb20,Wnk4,,
Lmnb1,Ppp1r14b,Iffo2,,,Dnajb4,,D430042O09Rik,Polr3g,Slc7a10,,
Ccdc61,Rgs6,Asph,,,3425401B19Rik,,Arsj,Dcaf6,Sod1,,
Abhd15,Zc3h8,Ankrd23,,,Thbd,,Tarsl2,Rnf157,Myo1f,,
Oxa1l,,Dixdc1,,,Rgl2,,Gnpda1,Zhx3,Ptprc,,
Dhcr7,,Mef2c,,,Mark3,,Dse,Lipa,Spata13,,
Usp36,,Tppp,,,Slc26a2,,Ctdspl,Bloc1s3,2410131K14Rik,,
Ethe1,,Nprl2,,,A430107O13Rik,,Fam82a1,Zfp59,Creg1,,
Osbpl11,,Nat2,,,Eogt,,Bcl6b,Ankrd33b,Pck1,,
Cct6a,,Sdhb,,,Atp5g1,,Crls1,Hist1h3f,Rasl11b,,
Ccdc114,,Snx17,,,Spsb4,,Tnnc1,B3gnt3,Kcnn1,,
Relb,,Amz1,,,Plxnd1,,Ints3,Fubp1,Ano1,,
Siglec1,,Igf1,,,Fam172a,,Nfyc,Uox,Acsl4,,
Hnrnpm,,Des,,,Foxl2,,Eltd1,Capn5,Gm20459,,
Prkcdbp,,Dnaja4,,,Fut2,,Stra13,Bcl10,Ttc3,,
Rims2,,Creb3l1,,,Frem2,,Srsf2,Cops7a,Fam198b,,
Stxbp3a,,Ormdl3,,,Themis2,,Disp1,Enpp5,Gpx1,,
Mpdz,,Smarca2,,,Iars,,Capn12,Jagn1,Fibin,,
Dennd2d,,Hbb-b1,,,Pitpnm2,,Ascc3,Myl6,Paip2,,
Cog5,,Tmem66,,,Rasal2,,Smap1,Stard4,Cxcl17,,
Ppargc1a,,Ap3m1,,,Dock6,,Narf,Gtf2f1,Ptplb,,
Chn1,,Caprin2,,,Sox4,,Fam63b,Akip1,Ccdc148,,
Reep6,,Cap2,,,Flywch1,,Sec14l1,Ttll3,Fam176b,,
Upk3b,,Grb14,,,Txn1,,Qprt,Tmcc1,Mpp2,,
Kcnt1,,Ccs,,,Gtf3c4,,Slc2a12,Dpp7,Ebf1,,
Col3a1,,Ralgapb,,,4931429I11Rik,,Kcng1,Mapre3,Pcca,,
Slc16a9,,Txndc17,,,Rpusd4,,D14Abb1e,43167,Ndufa5,,
Cd72,,Ankrd9,,,Polr3gl,,Rtp3,Ahdc1,Gde1,,
Zfp872,,Dnahc3,,,Spnb2,,Tead1,C2,Inpp4b,,
Mlh3,,Ubxn1,,,Dvl3,,Nnat,Ect2,Hp,,
Tfrc,,Snrk,,,Acot2,,Entpd1,Nufip1,Rnf181,,
Pecam1,,Lmcd1,,,D630037F22Rik,,Pank1,Zc4h2,Acaa1a,,
Slc45a3,,Comt,,,Vrk2,,AI314180,1810030O07Rik,Nkx2-1,,
Rhoc,,Zfp442,,,Fabp7,,Nvl,Pyroxd2,Gm14085,,
Slc25a14,,Mid1ip1,,,Agxt2l2,,Agpat1,Tmem33,Gpm6b,,
Cox4i1,,Zfp106,,,P2ry14,,Helq,Fbxo6,Tmem57,,
Neto2,,Sarnp,,,Rnf207,,Txk,Stk35,Pdlim5,,
Slc16a14,,Rhobtb2,,,Agmo,,Unc50,Top1,Cxx1c,,
Mid2,,Pgm5,,,Ly6c1,,Caprin1,Psmd4,Etl4,,
Gria2,,Gm606,,,Foxp2,,Dtnbp1,Tmem22,Gap43,,
Scd2,,Tcf7l2,,,Arhgap26,,Ttc33,Zfp444,Dnmt3a,,
Ramp2,,Clec14a,,,Gbp3,,Mbl1,Slc29a1,Rps6kb2,,
Mmp9,,Ndufb10,,,Cyb5r3,,Ids,Wdtc1,Lgi2,,
Klhl21,,Nol6,,,Fam124b,,Zfp239,Fam53b,Map3k1,,
Mrvi1,,Sdc4,,,Sh2d4a,,Tbl2,Eral1,Wwc1,,
3110062M04Rik,,Gdpd5,,,Rcor3,,Arl15,Shf,Acp6,,
Ipo9,,Cxcl13,,,Ralgps1,,Calb1,BC030307,Dab2,,
Hdlbp,,Map4k5,,,Ttll4,,Zfp180,Dgkd,Rnf185,,
Oaf,,Plscr4,,,Klhl30,,Sec63,Vac14,Coq10a,,
Gpr135,,Nfe2l3,,,Neurl3,,Dhrs3,Ube2g2,Actb,,
Tmem26,,Ndufs6,,,Ifi205,,Spnb3,Rfesd,Tle1,,
Ubxn8,,Arhgap20,,,Gm572,,Glod4,Tmsb10,Pspn,,
Ptgis,,Ttn,,,Pde7b,,Acot12,Gpx4,Zfp592,,
Gatm,,Fgfr1,,,Arid5b,,ORF61,Sh3bgrl3,Ms4a8a,,
Cyp2e1,,Sidt2,,,Dusp23,,Grk5,Prkci,Mgst1,,
Zfp292,,Pkp2,,,Pla2g7,,Ppp4r2,Cars2,Zfp663,,
Cyth1,,Olfr967,,,Cybb,,Rnpepl1,Eepd1,Egfl7,,
Tspan18,,Pdpn,,,Camta1,,Rnpc3,Plrg1,Zfp697,,
Zmym3,,Dagla,,,Alpl,,Foxk2,Amt,Ccnjl,,
Acvr1c,,Yap1,,,Mapkapk3,,Syvn1,Sparc,Dip2a,,
Psma6,,Ndufaf4,,,Sh3yl1,,Tmigd1,1810009A15Rik,B3galt2,,
Foxp1,,Uggt1,,,Zfp128,,Baz1b,Mkks,Rnf169,,
Rcan2,,Mc2r,,,Asb14,,Mettl22,D430042O09Rik,Tagln3,,
Cdkl5,,Tmco4,,,Klhdc3,,Mterfd1,Tom1l2,Rnase4,,
D7Ertd443e,,Chd4,,,Car11,,Osr1,Arhgap1,Uqcrc1,,
Zfyve9,,Kctd15,,,Mtx3,,Ddo,Gnpda1,Zfp367,,
Trf,,Strada,,,Acin1,,Wdr67,Ddx60,Mad2l1,,
Mthfd1l,,Oat,,,Man1c1,,Isoc2b,Phospho1,Nudt4,,
Gm17484,,Ubqln1,,,Max,,Eid1,Crls1,Chn2,,
2310008H04Rik,,Gys1,,,Spata2,,Osgin1,Tnnc1,Aaas,,
Il23r,,Calm1,,,P2ry6,,Sult1c2,Pigb,Gm614,,
Fam54b,,Sp2,,,Trerf1,,Gpr112,Mrpl34,Ryr2,,
Etv5,,Zbtb7b,,,Lgals8,,Slc17a4,Ints3,Tgfb1,,
Fgf9,,Eif4a2,,,Ppid,,BC051142,Eltd1,Mei4,,
Calu,,Arf3,,,Lzts2,,Cit,Pon2,Gpr124,,
Psen2,,Spg21,,,BC017647,,Ggnbp1,Pvrl1,Stam,,
Adamts7,,Cnnm2,,,Nbas,,Hcls1,Stra13,Svop,,
Zfml,,Ppp1r15b,,,Irs1,,Tpmt,Srsf2,Agbl5,,
Plbd1,,Tpbpa,,,Chrnb1,,Dyx1c1,Narf,Pik3c2g,,
4930471M23Rik,,Ddhd1,,,Rorb,,Mfsd1,Pim2,Sigmar1,,
Nfya,,Cpne1,,,Lrrfip1,,Osbpl3,Sec14l1,Actn4,,
Wdr60,,Fsd2,,,Zfp473,,Lpcat1,Qprt,Fbxw9,,
Ttc21b,,Cxcl5,,,Pdcd4,,Hsf2,D14Abb1e,Bckdk,,
Acta2,,Zfp385a,,,Auh,,Tcf25,Rtp3,Map2k3,,
Tmem35,,Adprhl1,,,Meis2,,Oaz3,Gm1614,Mknk2,,
Jun,,Cox16,,,Pcdh7,,Orc4,Nudt16l1,Msl3,,
Psmd6,,Phf16,,,Lrrc8b,,Ptpn4,Arid1a,Kcne2,,
Mcf2l,,Fads3,,,2410015M20Rik,,Slc37a3,Dctpp1,Fancc,,
Aqp7,,Akap6,,,Tet2,,Ppm1l,Pank1,Rabac1,,
Epm2a,,Pygo1,,,Cox8a,,Adcyap1r1,Agpat1,Flot2,,
Pde3b,,Cgrrf1,,,Rwdd1,,Wnk4,Gnat1,Sap30bp,,
Alcam,,Klraq1,,,Rpl32,,Slc7a10,Unc50,Mapk4,,
Rundc3b,,0610007P08Rik,,,E130309D02Rik,,Dgat1,Ptbp2,Sntb2,,
Ankrd12,,Tmeff1,,,Tbrg4,,Zbtb40,F5,Hspd1,,
Tmem158,,Reep1,,,Pom121,,Nbeal1,Caprin1,Cdyl2,,
Pgbd1,,Smtnl2,,,Dhx29,,Rpp30,Dtnbp1,Sf3a1,,
Phf21a,,Ctsz,,,Nrg4,,2410131K14Rik,Jazf1,Tcf21,,
Wnk1,,Polr2c,,,Rab37,,Pck1,Mbl1,Aldh3a2,,
Scarb1,,Fmo2,,,Myoc,,Ppil3,Atxn7l1,Fam101a,,
Prr13,,Sgta,,,St6galnac2,,Acsl4,Fam53a,Zfp457,,
Flt1,,Azin1,,,Mtpn,,Ttc3,Tbl2,Caskin1,,
Pnrc1,,Ddr1,,,Srek1ip1,,Fam198b,Arl15,Megf6,,
Smagp,,Rnaset2b,,,Grip2,,Hnrnpr,Dhrs3,Alg1,,
Podn,,Cobll1,,,Dolpp1,,Lix1l,Spnb3,Sfrp5,,
Suco,,Cd69,,,Fyb,,Paip2,Pros1,Eif2b5,,
Ccdc9,,Rnf152,,,Stc2,,Ptplb,Pde4a,Tspan17,,
Fkbp10,,Lipe,,,Smpd1,,Ccdc148,Mcm8,Eif4e2,,
Pianp,,Ldlrap1,,,Tlr13,,Mpp2,Acot12,Tecpr2,,
3110002H16Rik,,Vmn2r1,,,Ankrd32,,Ubiad1,Ppp1cc,Mad2l2,,
Akr1b3,,Nid2,,,Flad1,,Ebf1,Tma7,Ctns,,
Exosc3,,Ddt,,,Zfp105,,Pcx,Grk5,Alg12,,
2310036O22Rik,,Dio3,,,1190002H23Rik,,Prm1,Spint3,Kif13a,,
Arhgef19,,Zfp609,,,Fbxo40,,Hp,Fmo5,Prcc,,
Abhd11,,Zbtb4,,,Gtf2ird2,,Rnf181,Cmas,Tas2r103,,
Sorbs1,,Itm2a,,,Cryl1,,Kras,Tmem189,Mpzl1,,
Rhbdl1,,1700025G04Rik,,,Spna1,,Acaa1a,Get4,Akna,,
Myl9,,Fkbp5,,,Kif21a,,Slc6a17,Baz1b,Jdp2,,
Sfrs18,,Taf15,,,Pank4,,Zfp322a,Ddo,Gnao1,,
Khk,,Scrn3,,,Ctage5,,Gpm6b,Pithd1,Ptrh1,,
Tshr,,Igfbp3,,,Gata4,,Tmem57,Sfxn1,Ranbp17,,
Gm10644,,Pspc1,,,Mtss1,,Pdlim5,Deptor,Tpst1,,
Lrrn4,,Opn3,,,Epn3,,Etl4,Magix,Magt1,,
Insig2,,Usp47,,,Serac1,,Larp7,Lect2,Gprc5a,,
Sbno2,,Ccdc66,,,Obfc1,,Eif4ebp1,Zfp341,Vasp,,
Ccnb2,,Akt2,,,Bcl2,,Mapt,Nomo1,Camsap3,,
Fkbp8,,Zer1,,,Asb12,,Gpt2,Eid1,Rxrg,,
2310003H01Rik,,Dag1,,,Polr2a,,Zfyve16,Osgin1,Prx,,
Ywhae,,Pvalb,,,Gpr146,,Tmem39a,Sult1c2,Snap29,,
Chordc1,,Cdkn2c,,,Adcy6,,Slc18a1,Slc17a4,Cygb,,
Lyz1,,Fdft1,,,Znrd1,,Anxa1,Gins3,Slc39a2,,
Acsl1,,Vapa,,,Rbmxl1,,Wwc1,Ptk7,Tomm7,,
Rhbdd3,,Myd88,,,Hnrpdl,,Acp6,Mfsd1,Slc4a8,,
1700065I17Rik,,Tpra1,,,Ms4a6d,,Chic2,Ncam2,Angptl2,,
Olfr1384,,Scnn1g,,,Prelid2,,Zmat3,Lpcat1,Tubb4a,,
Gstm2,,Hspb6,,,N4bp2,,Msn,Prr16,Lrit1,,
Abca8a,,Rragb,,,Zcrb1,,BC028528,Apoa4,Prrc1,,
Prps2,,Anxa11,,,Manf,,Coq10a,Gale,Il18r1,,
H2-Ab1,,Sbds,,,Aebp1,,Bcl7c,Xrcc1,Plau,,
Pde2a,,Ppp2r3a,,,Exosc8,,Actb,Tcf25,Chst14,,
Rabl3,,Slc39a14,,,Cd200,,Bola1,Slc31a2,Gpr183,,
Atad3a,,Thra,,,Ints7,,Fastkd2,Gabbr2,Csf3r,,
Ahsa1,,Gemin6,,,Cd93,,Wdr61,Ermap,Tmc7,,
Rapgef1,,Zfp867,,,Ppp1r9b,,Mll1,Nfe2l1,Csf2rb2,,
Mtch2,,Mtap7d3,,,St6galnac6,,Zfp592,Ppm1l,Mgst2,,
Mum1l1,,Vegfa,,,Ncl,,Grpr,Ptdss1,Cul9,,
Got2,,Abi3bp,,,Igsf10,,Scrn2,Sod1,Tmem106b,,
Itgbl1,,Tst,,,Hsf1,,Ahnak,Mdh2,Runx1t1,,
Ppp1r3b,,Gpx8,,,Dtx4,,Egfl7,Wdr89,Psmb6,,
Prr11,,Arrb1,,,Hspb2,,Hpcal4,Cpn1,Tgtp1,,
Nans,,AI462493,,,4930578G10Rik,,Ccnjl,Spata13,Lurap1l,,
Pcsk1,,Csrp1,,,Nup98,,Spg20,Dnttip1,Disp2,,
Rrp9,,Olfr195,,,Stk17b,,B3galt2,Creg1,Colq,,
Wbp1,,Tmem117,,,Chpf,,Rnf169,Cdh1,Ripk2,,
Ipo8,,Serpine1,,,St5,,Phospho2,Pck1,Pde6d,,
Cdkn1a,,Coq9,,,Psmb1,,B230307C23Rik,Rasl11b,Lmln,,
Mtmr14,,Fgfr2,,,Calhm2,,Kcnd3,Cox19,Gstt3,,
Gm6483,,Ptpn3,,,Asb10,,Aqp2,Pou2f1,Fbrsl1,,
Fam185a,,Sbf1,,,Eif1ad,,Rp2h,Acsl4,Hephl1,,
Taf6,,Mob1a,,,St13,,Ano5,Cybasc3,Exosc7,,
Npr1,,Pi4k2b,,,Rpl7l1,,Zfp367,Cblb,Atp1b3,,
Sfmbt2,,Timp3,,,4632415K11Rik,,Chrac1,Hnrnpr,Tmem37,,
Npy1r,,Pgs1,,,Abcc5,,Mcrs1,Ptplb,Mrpl2,,
Zfp161,,Olfr809,,,Paqr4,,Tk1,Mrpl1,Micall2,,
Cep76,,Nnt,,,Tns1,,Nudt4,Fam176b,Lin52,,
Ero1l,,Snx7,,,Net1,,Chn2,Dus2l,Mark4,,
Ttc7,,Tatdn2,,,Ppp1r12a,,Ube2e1,Rpl18,A930001N09Rik,,
Pdlim2,,Ppargc1b,,,Pabpc4,,Tgfb1,Pomt2,Slc19a3,,
Necab2,,Csnk2a2,,,Pde7a,,Stam,Pcca,Eif4g3,,
Parm1,,Pcnxl3,,,Gm10774,,Slc15a4,Ndufa5,Setd8,,
Stx1a,,Foxk1,,,Snx18,,Svop,Gde1,Tspan4,,
Pus7l,,Mbnl2,,,Acer2,,Svil,Rnf181,Zbtb24,,
Unc79,,Baz2a,,,Usp21,,Pik3c2g,Kras,Bub1,,
Spry1,,Adcy9,,,Pcnx,,Sigmar1,Tmem180,Abcd3,,
Galnt7,,Per1,,,Cstb,,Actn4,Acaa1a,Sirt2,,
Glt8d1,,Snrpd3,,,Rab6b,,Pld1,1110003E01Rik,Mtap4,,
Tusc5,,Pstpip2,,,Mov10,,Fam108b,Tmem57,Lcn11,,
Acat1,,Fzd4,,,Mef2a,,4933434E20Rik,Etl4,Pdxdc1,,
Myl4,,Sva,,,Fam59a,,Fbxw9,Larp7,Pamr1,,
