CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,0,6,12,18
ACBD4,0.842704209,1,18,9,0.170067158,1,1,20,5.999999363,7.431068749,0.986923985,1,19,7.599999697,7.236215069,0.157872751,0.021817034,8.480191376,7.431068749,7.144655038,7.193575378
ACBD5,0.121305676,0.47680649,24,18,9.540466454,0.981482848,1,28,5.999999909,254.3703558,0.372433694,1,26,25.53571424,257.5434056,9.425412177,0.036597373,231.0768558,254.3703558,253.0315462,274.3173764
ACBD6,0.001927736,0.031964677,18,15,15.33891993,0.25320714,1,20,12.00000342,218.8166711,0.004209983,0.062099273,19,13.61666829,200.4749148,21.71254601,0.10830555,191.0333695,186.6692486,218.8166711,195.6026002
ACBD7,1,1,18,6,0.13194599,1,1,20,5.999986795,5.019343782,1,1,19,6.016660394,4.931123643,0.109079449,0.022120607,4.292608718,5.019343782,4.840547427,4.998452498
ACCN1,1,1,18,6,0.060990848,1,1,20,6.000000057,5.075204765,1,1,19,6.016666694,5.03482767,0.035715009,0.007093591,5.175229645,5.075204765,4.969702787,5.050209784
ACCN2,1,1,24,6,0.096317167,0.999998828,1,28,6.000000287,6.481673792,1,1,26,6.035714419,6.325164318,0.110654989,0.017494405,4.729276525,6.481673792,6.29288658,6.084244882
ACCN3,0.060435974,0.30901619,24,0,0.267573074,0.892519652,1,21.99066874,4.52E-05,5.51720842,0.211439347,1,22.99533437,2.36E-05,5.238218251,0.332283811,0.063434511,5.520675334,5.232154612,4.905698674,5.346078639
ACCN4,0.753044609,1,24,21,0.120590497,1,1,26.39701307,17.99993369,7.186307177,0.966631262,1,25.19850653,19.61568695,6.923803785,0.197475511,0.028521246,5.989100732,6.777424835,6.791434251,7.18630936
ACCN5,0.584534491,1,18,15,0.2065942,1,1,20,11.99999999,5.456799741,0.898394143,1,19,13.61666666,5.305674581,0.274355361,0.051709798,3.978347544,5.079889749,5.456799741,5.247128178
ACCS,1,1,18,9,0.310278333,1,1,20,5.99998844,10.70414919,1,1,19,7.599994509,10.58069331,0.068618605,0.006485266,9.739446485,10.70414919,10.4601174,10.67882035
ACD,0.156135806,0.553542795,24,3,0.345995588,0.989260708,1,26.00858369,6.63E-05,9.59198344,0.442961661,1,25.00429185,1.562800116,9.18660666,0.365370836,0.039772122,9.859248215,9.386323968,8.843873944,8.904516307
ACE,0.63280492,1,18,6,0.088345434,1,1,20,6.000000013,5.357402822,0.922372077,1,19,6.016666673,5.315313777,0.034016641,0.006399743,5.126054194,5.357402822,5.236574778,5.334240023
ACE2,0.47671979,1,24,6,0.125593925,0.999999993,1,20,5.999973846,6.242014144,0.829886395,1,22,6.049985615,6.062483234,0.148786041,0.024542095,6.100789807,6.242014144,5.958797622,5.981092323
ACER1,1,1,24,0,3.289557591,1,1,22.624,6.63E-05,80.93154718,1,1,23.312,3.42E-05,78.83648121,3.892153178,0.049369951,93.03579702,77.80636208,75.7103623,81.2735399
ACER3,0.45723542,1,24,6,0.526081011,0.999916198,1,28,6.63E-05,10.73839755,0.815018156,1,26,3.250030788,9.802280478,0.454849461,0.046402412,9.224485728,10.294564,9.213414661,8.992333593
ACHE,0.517719838,1,24,3,0.164735216,0.999868419,1,28,5.75E-05,6.000801497,0.858500847,1,26,1.625026678,5.733175932,0.129756472,0.022632564,6.498391714,5.776682969,5.583990495,5.561399663
ACIN1,0.000816451,0.01802131,24,6,4.976566821,0.126609111,1,21.85471406,5.999976325,56.49110201,0.001052018,0.020598017,22.92735703,6.013149078,52.58547543,0.941206576,0.017898604,55.89086634,56.49110201,47.38378615,50.02942053
ACLY,1.03E-05,0.00088212,24,9,15.22536778,0.001136697,0.103867173,25.23497918,5.999999339,217.4456457,2.26E-07,2.15E-05,24.61748959,7.542370206,198.1758803,18.17256446,0.091699174,167.9844885,217.4456457,203.251784,175.3100221
ACMSD,0.394105712,0.968090863,18,15,0.182387192,1,1,20,12,5.007207674,0.761071768,1,19,13.61666667,4.875563018,0.238558678,0.048929463,4.580119328,4.685534995,5.007207674,4.813240233
ACN9,1,1,18,15,3.850102025,1,1,28,12.0000001,113.0287359,1,1,23,14.5119048,112.7842371,3.11092052,0.027582937,133.205599,111.5714573,113.0287359,110.2098079
ACO1,0.394105712,0.968090863,18,12,1.595733155,0.999970019,1,23.97964952,12.00001027,47.52157916,0.761060766,1,20.98982476,12.24852222,44.14093025,5.066207822,0.114773472,42.00999549,46.76286072,47.52157916,40.11596648
ACO2,1,1,24,6,0.654342303,1,1,21.34876699,5.999978733,27.2918586,1,1,22.67438349,6.0205667,26.60401951,0.216526541,0.008138866,24.10526973,27.2918586,25.73266309,26.2004814
ACOT11,1,1,18,0,0.102232861,1,1,26.56230432,5.43E-05,5.28976728,1,1,22.28115216,2.28E-05,5.144321985,0.079524199,0.015458636,4.679783101,5.150615939,5.049054058,5.10883796
ACOT12,0.940439669,1,18,3,0.039093429,1,1,20,6.63E-05,5.074867694,0.998189981,1,19,1.583364832,5.047012497,0.110109467,0.021816761,4.448916995,5.069137384,4.948259558,5.170480811
ACOT13,1,1,18,6,7.191900694,1,1,20,6.000005337,366.4576731,1,1,19,6.016669202,358.9799808,7.095756991,0.019766442,305.9610367,366.4576731,351.9089831,357.4937396
ACOT4,1,1,18,3,0.163654779,1,1,25.11545293,5.24E-05,4.853835481,1,1,21.55772647,1.79649971,4.649660819,0.152225846,0.032739129,7.992156711,4.693663743,4.485744716,4.600276454
ACOT7,0.584534491,1,24,12,2.13187579,0.999988581,1,21.47848101,11.99999944,37.71226081,0.898390559,1,22.73924051,12.03700219,35.00884864,3.385597009,0.096706894,28.52602505,35.59098752,37.71226081,33.18720863
ACOT8,0.394105712,0.968090863,18,6,0.378600748,1,1,20,6.000001611,9.110636124,0.761071768,1,19,6.016667432,8.822095435,0.320040629,0.036277167,7.323470775,9.110636124,8.575568491,8.873782148
ACOT9,0.811940155,1,18,15,1.010294603,1,1,20,11.99999869,28.23532753,0.981090545,1,19,13.61666604,26.42562524,1.897475754,0.071804384,23.17525337,25.61762304,28.23532753,25.49690153
ACOX1,0.148550579,0.537069908,18,6,11.11420935,0.766146283,1,20,6.000004523,163.4854186,0.361147927,1,19,6.016668815,150.1828223,13.31725852,0.088673647,125.5182202,163.4854186,142.0347749,144.493992
ACOX2,1,1,18,9,0.110005887,1,1,23.65867262,17.99995019,6.365141179,1,1,20.82933631,13.13100381,6.186070442,0.006200135,0.001002274,5.77023059,6.000171953,6.202343643,6.365141855
ACOX3,0.209021296,0.659585211,24,6,6.039079731,0.882825861,1,20.19038553,6.000000041,73.30981489,0.496374219,1,22.09519277,6.044925992,66.41392836,4.75002483,0.071521516,73.82303809,73.30981489,61.23757896,62.50886991
ACOXL,0.45723542,1,24,0,0.082692301,0.999999999,1,24.08858603,6.63E-05,4.69719903,0.815048143,1,24.04429302,3.31E-05,4.61676841,0.104994824,0.02274206,4.784603149,4.576594524,4.538357612,4.654315952
ACP1,1,1,18,12,3.604271544,1,1,20,11.99999999,197.2997281,1,1,19,12.03333333,194.110968,2.700410101,0.013911682,220.9884246,190.3768075,197.2997281,194.34156
ACP2,0.486712943,1,24,9,0.163045939,1,1,27.7073808,6.000011593,9.036391902,0.837185573,1,25.8536904,7.646865145,8.937749875,0.122831869,0.013743042,9.558625728,9.036391902,9.021829278,8.737956128
ACP5,0.141285795,0.520662048,24,18,1.961109223,1,1,21.80976864,17.99993369,33.68979243,0.417777931,1,22.90488432,18.04120628,32.14277537,1.50460685,0.04681011,42.2611012,30.2767358,32.61590861,33.68979836
ACP6,0.194541122,0.630635307,18,3,5.206864399,0.999314354,1,23.3976834,6.63E-05,65.76739429,0.512808258,1,20.6988417,1.724932807,60.19570758,8.47409877,0.140775798,55.55773327,57.67721987,53.93414491,66.47133172
ACPL2,1,1,18,12,1.401561485,1,1,20,11.99999999,39.34997657,1,1,19,12.03333333,38.00737419,1.191215172,0.031341686,33.14691074,36.9201847,39.34997657,37.95825629
ACPP,1,1,24,0,4.067691193,1,1,20,6.63E-05,67.14824394,1,1,22,3.65E-05,66.26528875,3.415683202,0.051545587,53.20789611,66.35552424,62.8991756,69.7293825
ACRBP,1,1,24,6,0.14540835,1,1,26.69603524,6.000000027,6.697625244,1,1,25.34801762,6.017017067,6.522674772,0.154689841,0.023715707,5.970500856,6.697625244,6.518902297,6.29491647
ACRC,0.827210928,1,18,9,0.263119207,1,1,27.31487444,5.999998398,6.559620241,0.984129172,1,22.65743722,8.152831059,6.410074186,0.158181468,0.024677011,5.044392944,6.559620241,6.455162965,6.435448023
ACRV1,1,1,18,12,0.12847773,1,1,20.01887683,11.99999867,6.672244732,1,1,19.00943841,12.03393287,6.538589816,0.133235117,0.020376736,4.984487653,6.496627105,6.672244732,6.488995815
ACSBG1,3.57E-05,0.002136719,24,21,6.046661118,0.003907655,0.226670644,23.95256917,17.99993369,34.94118504,2.34E-06,0.000144735,23.97628458,19.49850221,30.38135078,6.281990967,0.206771286,28.00448787,25.64905565,26.72932579,34.94123042
ACSBG2,1,1,24,18,0.049100961,1,1,28,17.99993369,5.198216571,1,1,26,18.10711207,5.079061347,0.050803602,0.010002557,4.616640822,4.992716753,5.134010582,5.198216926
ACSF2,0.144878823,0.529426031,18,9,3.764446617,1,1,28,5.999990285,48.21337072,0.424764076,1,23,8.214281724,45.41112294,2.390742347,0.052646625,35.15752417,48.21337072,45.53268914,46.18017234
ACSF3,0.528404511,1,18,6,0.360042665,1,1,20,6.000000082,13.02438997,0.865470139,1,19,6.016666706,12.72300511,0.261321407,0.020539283,11.97022147,13.02438997,12.25690186,12.7987241
ACSL1,0.130965528,0.499638635,24,12,26.70567816,0.966933874,1,24.3373494,12.00000469,677.4292777,0.388319445,1,24.1686747,12.00058684,655.8907316,34.01631037,0.05186277,593.2275168,676.1658842,677.4292777,641.9364758
ACSL3,3.24E-05,0.002003726,24,6,17.17823966,0.000339191,0.047643786,20,6.000000002,166.6330326,2.13E-07,2.04E-05,22,6.050000001,143.5345043,17.52968519,0.122128719,126.5824193,166.6330326,127.8800353,132.3784676
ACSL4,1,1,18,9,2.665601851,1,1,20,5.999999559,78.15979231,1,1,19,7.59999979,75.56272767,2.443858361,0.032342114,64.17093691,78.15979231,74.90927129,74.24967387
ACSL5,1,1,18,0,0.106202127,1,1,28,6.63E-05,4.97350636,1,1,23,2.72E-05,4.868996066,0.007898645,0.001622233,5.534782667,4.874661374,4.844888896,4.784068652
ACSL6,1,1,18,0,0.046024013,1,1,24.3933295,5.65E-05,4.466313035,1,1,21.19666475,2.46E-05,4.403999931,0.03609114,0.008195082,4.097662011,4.419193409,4.352548871,4.394635879
ACSM1,0.302687224,0.82536051,18,15,0.146693927,0.999999926,1,20,11.99999853,5.37721059,0.66441516,1,19,13.61666597,5.088582294,0.321383186,0.063157706,5.198807131,4.941074203,5.37721059,4.930585472
ACSM2A,1,1,18,15,0.042495247,1,1,28,12.00000353,4.310523734,1,1,23,14.51190621,4.291431216,0.095631582,0.02228431,4.195598246,4.23659989,4.310523734,4.257150927
ACSM3,1,1,18,6,0.868764409,1,1,28,5.999999871,17.09366771,1,1,23,6.297618995,16.55111067,0.475807848,0.02874779,13.36843505,17.09366771,16.21941933,16.98495285
ACSM5,0.429234382,1,18,0,0.248584848,0.999999881,1,20.60223409,17.99995701,7.842416623,0.792260246,1,19.30111705,18.08215083,7.561473923,0.268519072,0.035511472,8.20326721,7.272068363,7.572344209,7.84241759
ACSS1,0.164052687,0.569028463,18,6,3.359278447,1,1,20,6.000000046,49.94242264,0.460589015,1,19,6.016666689,47.98843668,1.929543355,0.040208506,59.17637498,49.94242264,42.94445499,51.53521223
ACSS2,0.042944547,0.250217869,24,9,1.969903884,0.609338742,1,21.01040119,6.000001962,44.07592482,0.121502913,0.765123411,22.50520059,7.43316322,40.57328611,2.533635907,0.062445913,37.26889295,44.07592482,39.76117156,37.87135413
ACSS3,1,1,18,9,0.390180468,1,1,28,17.99994215,9.022250829,1,1,23,13.14283338,8.671609336,0.108288456,0.0124877,6.323881409,8.76293078,8.868340328,9.022251571
ACTA1,0.411361339,0.992546468,18,12,0.078347735,1,1,20,12.00001089,5.310468702,0.776766739,1,19,12.0333385,5.172219259,0.172868128,0.033422429,5.342344185,5.189291612,5.310468702,5.005166981
ACTA2,0.684204381,1,24,9,0.334843102,1,1,28,6.47E-05,9.126128599,0.943858988,1,26,4.875030028,8.642107783,0.289697198,0.03352159,7.740569393,9.082099541,8.371098924,8.045869459
ACTB,1.03E-09,1.16E-06,24,9,154.1795276,2.13E-05,0.00861447,24.50606586,6.00000642,1535.291087,7.08E-13,5.73E-10,24.25303293,7.516470897,1366.889193,179.8065465,0.131544347,1253.358111,1535.291087,1437.44493,1181.211273
ACTBL2,0.049592466,0.271456859,18,12,0.023038245,0.645172299,1,28,6.00002224,4.797774119,0.142129768,0.847592117,23,10.13096152,4.711238359,0.132478185,0.02811961,4.452275993,4.797774119,4.791695457,4.466560834
ACTC1,1,1,18,15,0.077105572,1,1,28,11.9999762,4.687384585,1,1,23,14.51189499,4.683780585,0.162689658,0.034734688,6.130996741,4.622729496,4.687384585,4.533147141
ACTG1,1.19E-09,1.26E-06,24,9,315.269398,2.38E-06,0.002249047,21.78736518,6.000014111,3790.911645,9.75E-14,1.04E-10,22.89368259,7.444906704,3373.891111,349.5954416,0.103617879,2792.974959,3790.911645,3359.514387,3026.841346
ACTG2,0.046830583,0.262770747,24,9,0.160426818,0.994769157,1,24.06125922,6.000005721,5.680722157,0.189438717,1,24.03062961,7.501926955,5.479996449,0.149717499,0.027320729,5.557213876,5.680722157,5.464097271,5.277851524
ACTL6A,1,1,18,6,7.608824711,1,1,20,6.000000006,313.3844899,1,1,19,6.01666667,307.8563386,5.193912045,0.01687122,289.6978543,313.3844899,300.6881345,308.8522001
ACTL6B,0.874365711,1,24,18,0.106888144,0.999999999,1,23.2183908,12.00002797,4.704065568,0.991755041,1,23.6091954,14.95445259,4.614283105,0.132437653,0.028701675,4.529731987,4.519232963,4.704065568,4.699787523
ACTL7A,0.596315639,1,24,21,0.15515977,0.999999938,1,24.6198491,17.99992983,5.968140242,0.904601954,1,24.30992455,19.52226173,5.723890356,0.198376725,0.034657674,5.814587987,5.495788922,5.699770867,5.968141811
ACTL7B,0.63280492,1,24,18,0.340532105,0.997401753,1,28,17.99993905,6.546058529,0.921617573,1,26,18.10711456,6.163678791,0.014296635,0.002319497,5.657329224,6.002387518,6.336078372,6.546059595
ACTL8,1,1,18,12,0.117623859,1,1,20,11.99999638,5.73142976,1,1,19,12.03333161,5.569744742,0.182309113,0.032732041,5.340691868,5.565775066,5.73142976,5.440718359
ACTL9,1,1,18,15,0.099715639,1,1,20,12.00001202,6.302849251,1,1,19,13.61667238,6.185003722,0.185904429,0.030057287,7.038164559,6.088645443,6.302849251,6.057894243
ACTN1,1,1,18,15,2.518220356,1,1,20,11.99999848,43.95819065,1,1,19,13.61666595,37.31280149,7.108054584,0.190499086,57.50268354,34.13598516,43.95819065,33.95896209
ACTN2,1,1,18,6,0.030442236,1,1,20,6.000002259,4.596038466,1,1,19,6.01666774,4.579796464,0.018248128,0.003984484,4.461176017,4.596038466,4.561841201,4.588139944
ACTN3,1,1,18,3,0.098518994,1,1,23.79136287,6.89E-05,6.587629959,1,1,20.89568144,1.741337052,6.501533774,0.079260813,0.012191095,5.831172016,6.503912031,6.42628372,6.514416551
ACTN4,0.767444143,1,24,15,1.639605359,0.999985124,1,20.44337349,11.9999984,115.2619076,0.970575589,1,22.22168675,13.46619986,111.8272852,4.254251566,0.038043055,116.8780475,111.0931623,115.2619076,111.0666174
ACTR10,0.029227834,0.195035836,24,9,13.41396311,0.558085242,1,23.79136287,6.000011642,338.9990386,0.083448263,0.593673788,23.89568144,7.493600288,322.9132867,16.98389152,0.052595827,341.9072674,338.9990386,328.7751302,307.4232099
ACTR1A,0.060435974,0.30901619,18,15,2.718960419,0.999586708,1,20,11.99999999,67.34134108,0.22995954,1,19,13.61666666,64.42527122,3.242054279,0.050322711,65.09504798,62.08101796,67.34134108,64.42554063
ACTR1B,0.03710416,0.227661479,24,9,1.8814882,0.578132906,1,24.00679117,6.00000155,65.41793624,0.10386592,0.689841804,24.00339559,7.500213119,62.35181389,2.470697186,0.039625105,56.68462276,65.41793624,62.37293891,59.28528196
ACTR2,0.032955363,0.210093528,24,15,8.271023476,0.698557139,1,26.42990654,11.99999973,263.2005791,0.109841981,0.716375409,25.21495327,13.60385947,256.2088538,6.29728835,0.02457873,267.9047732,252.1710582,263.2005791,262.2990817
ACTR3,0.002241626,0.035374809,24,9,42.15769678,0.17399974,1,20,5.999999919,580.8951784,0.003451584,0.053374465,22,7.424999956,533.5296673,46.69483612,0.087520599,416.553751,580.8951784,537.7411539,501.6038446
ACTR3C,1,1,18,6,0.493229733,1,1,20,6.000001598,10.45839485,1,1,19,6.016667426,10.05763005,0.401890307,0.039958748,7.700903285,10.45839485,9.893422022,9.794038036
ACTR5,0.115215476,0.461296168,24,3,2.822733167,0.955346633,1,25.88163514,6.63E-05,59.39188953,0.35295631,1,24.94081757,1.558833049,54.9434287,4.255977166,0.077461077,63.76691057,54.40520423,51.52460601,54.23250545
ACTR6,0.101141643,0.426869473,18,6,6.035254029,0.992024302,1,20,5.99998922,95.22165812,0.331029241,1,19,6.016661546,89.93237945,5.736530559,0.063787154,78.69421901,95.22165812,87.19877447,88.41570277
ACTR8,0.148550579,0.537069908,18,15,1.809918748,0.999998079,1,20,12.00001694,41.2875386,0.431810702,1,19,13.61667471,40.39599185,2.198012845,0.054411657,40.05489305,38.23252908,41.2875386,40.21979855
ACTRT1,1,1,18,15,0.180786888,1,1,20,17.99993369,6.388633679,1,1,19,16.46663517,6.276531829,0.240682235,0.038346374,8.899975034,6.06348707,6.300353407,6.388634167
ACTRT2,0.906939368,1,24,6,0.181304346,1,1,20.42368801,6.00000505,6.185721333,0.995528915,1,22.21184401,6.03914237,5.958681926,0.208932478,0.035063539,6.654804083,6.185721333,5.884103535,5.797631977
ACVR1,1,1,18,6,1.175619648,1,1,28,5.999996229,58.51382429,1,1,23,6.297617499,58.28817003,0.587564135,0.010080333,62.79789934,58.51382429,58.43783238,59.6820295
ACVR1B,0.103829609,0.432627613,24,15,4.221566151,0.93172299,1,22.81871974,11.99999297,119.0671856,0.32269937,1,23.40935987,13.47072545,112.4807056,7.8609741,0.069887311,98.63809496,110.8935367,119.0671856,113.0659927
ACVR1C,1,1,18,6,0.077696729,1,1,20,6.000002096,5.030915224,1,1,19,6.016667662,4.889267932,0.146060499,0.029873695,4.403603557,5.030915224,4.797149563,4.847757049
ACVR2A,0.052498438,0.28209404,24,18,10.18193188,0.737400943,1,27.35009671,17.9999194,207.5065624,0.164589451,0.933267506,25.67504836,18.07690304,194.6982725,8.45997311,0.043451711,196.7260162,185.0587339,196.6150038,207.5066356
ACVR2B,0.940439669,1,24,6,0.339611338,1,1,20,5.999988351,11.29050771,0.998189981,1,22,6.049993593,10.73533423,0.444147786,0.041372516,9.478147841,11.29050771,10.41811649,10.40156509
ACVRL1,0.486712943,1,18,3,0.105578343,1,1,24.28162564,17.99993369,5.775500528,0.837185573,1,21.14081282,20.16796767,5.602591993,0.156140338,0.027869304,5.076012677,5.495155002,5.514867731,5.775501968
ACY1,1,1,24,6,0.190294799,1,1,28,6.63E-05,8.209334225,1,1,26,3.250030788,8.063968694,0.056971216,0.00706491,6.412981338,8.095893067,8.062921034,7.884019549
ACY3,1,1,18,15,0.13319576,1,1,20,11.99999999,6.676733597,1,1,19,13.61666666,6.60387156,0.145392552,0.02201626,7.356006802,6.480693246,6.676733597,6.571120906
ACYP1,0.008974397,0.088116033,18,6,10.27917061,0.477782503,1,20,6.000000017,135.1321607,0.02766486,0.264152791,19,6.016666675,126.2787333,6.210889668,0.049183972,126.9474065,135.1321607,108.048857,129.3427399
ACYP2,0.539266991,1,24,15,1.231637149,1,1,28,11.99999682,25.59646617,0.872288348,1,26,13.6964271,24.71175711,0.927002001,0.03751259,28.21214628,24.72882407,25.59646617,25.48311445
ADA,0.003752702,0.049404283,18,6,1.26247764,0.041350438,1,20,6.000000019,13.89702715,0.001516216,0.027472929,19,6.016666676,12.66143125,1.020756526,0.080619363,9.955587215,13.89702715,11.18305725,12.31742578
ADAD1,1,1,18,12,0.087057242,1,1,20.26755853,11.99999999,4.669979889,1,1,19.13377926,12.04228285,4.565102688,0.090872429,0.019905889,5.020074672,4.486564751,4.669979889,4.569210248
ADAD2,1,1,18,15,0.290456639,1,1,20,12.00001471,7.650926294,1,1,19,13.61667365,7.393108498,0.357600623,0.048369454,6.735164978,7.223792076,7.650926294,7.154464318
ADAL,0.060435974,0.30901619,24,3,0.58144701,0.938181829,1,21.65390505,4.95E-05,9.62729423,0.219427733,1,22.82695253,1.426710611,9.156181558,0.571222337,0.062386524,8.422761939,9.527136799,8.544356783,8.987329028
ADAM10,1,1,24,18,0.638015342,1,1,27.88954635,17.99993369,25.13096368,1,1,25.94477318,18.10167777,23.91816471,0.827558495,0.034599582,18.96657739,23.21412608,23.66606066,25.13097178
ADAM11,0.2297497,0.695675378,18,9,0.208049816,0.97848715,1,20,6.000001439,8.215762497,0.560334567,1,19,7.600000683,7.833291724,0.287421996,0.036692365,9.883068538,8.215762497,7.650858098,7.606068169
ADAM12,1,1,18,0,0.056113561,1,1,28,6.63E-05,5.852404798,1,1,23,2.72E-05,5.792348242,0.026208955,0.004524755,5.522596239,5.795928644,5.758722321,5.76612479
ADAM15,0.01250594,0.109675419,24,18,4.047642617,0.823033596,1,24.17094017,17.99993389,79.67540569,0.057395892,0.457337353,24.08547009,18.00019373,75.78829904,3.039469087,0.040104728,71.27069309,71.9592026,76.98064793,79.67542053
ADAM17,0.240752261,0.714230306,24,21,2.518155549,0.999928639,1,24.50606586,17.99993369,62.70382227,0.583555846,1,24.25303293,19.51774123,60.00412552,2.903368702,0.048386151,65.21649801,57.87437468,58.17898575,62.70384728
