CycID,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude,LS_pvalue,LS_BH.Q,LS_period,LS_adjphase,LS_amplitude,meta2d_pvalue,meta2d_BH.Q,meta2d_period,meta2d_phase,meta2d_Base,meta2d_AMP,meta2d_rAMP,0,6,12,18
CCDC127,1,1,24,12,1.335998279,1,1,23.47537355,12.00001094,44.90929342,1,1,23.73768677,12.00147107,43.6093743,1.69675526,0.03890804,59.65673838,44.14041871,44.90929342,42.85438308
CCDC130,1,1,24,6,0.214152698,1,1,26.66247643,5.23E-05,12.08513196,1,1,25.33123821,3.166429612,11.59614611,0.143564845,0.012380393,9.654687942,11.71096352,11.22673011,11.36605998
CCDC132,1,1,18,6,0.860670561,1,1,28,5.99998777,41.66309268,1,1,23,6.297614025,41.31865564,0.318446597,0.00770709,32.77004711,41.66309268,40.9136656,42.49844952
CCDC134,1,1,18,9,0.098711866,1,1,20,5.999999421,5.298627895,1,1,19,7.599999725,5.116708703,0.164555051,0.032160332,3.924360166,5.298627895,5.050055064,5.093674373
CCDC135,1,1,18,0,0.126796395,1,1,26.29882207,6.63E-05,6.044260861,1,1,22.14941104,2.79E-05,5.849957301,0.12164443,0.020794071,5.105287693,5.783462156,5.756864661,5.850153605
CCDC136,0.33835272,0.881054516,24,3,0.293655372,0.99999409,1,28,5.40E-05,6.775388362,0.705012019,1,26,1.625025069,6.416857932,0.200709999,0.031278548,5.565563379,6.465964179,6.204555394,6.20632017
CCDC137,1,1,24,12,0.955729998,1,1,20,12.00000028,48.97916291,1,1,22,12.10000015,47.36030782,1.864160849,0.039361249,56.85205802,46.84789238,48.97916291,45.73680955
CCDC138,1,1,18,3,1.199186343,1,1,20,6.00000195,30.76533165,1,1,19,4.43333426,30.16548406,1.413916634,0.046872002,30.56912779,30.76533165,28.54193434,30.8384013
CCDC14,0.008676919,0.086291937,24,6,6.790230886,0.945182922,1,20,6.000011887,122.3529568,0.047595822,0.39849192,22,6.050006538,109.5348695,10.21131332,0.093224316,102.5125691,122.3529568,101.4491493,103.8135726
CCDC140,1,1,24,6,0.116403063,1,1,21.5658363,6.000006917,4.780297351,1,1,22.78291815,6.017175353,4.695398373,0.04695017,0.009999188,5.282368727,4.780297351,4.62330086,4.634654245
CCDC141,1,1,24,6,0.13802189,1,1,23.65867262,6.000000005,5.191689642,1,1,23.82933631,6.000307777,4.991415327,0.163637762,0.03278384,4.488503223,5.191689642,4.932695175,4.796695743
CCDC142,0.45723542,1,24,6,0.102932424,1,1,20.78392945,6.000001607,5.17401919,0.815048143,1,22.39196472,6.031103952,5.047479644,0.123205003,0.024409212,4.498348101,5.17401919,5.02002254,4.95176433
CCDC144A,1,1,18,0,0.15073642,0.999999998,1,28,11.99998194,5.298932853,1,1,23,4.928564009,5.708606301,1.039987468,0.182178874,5.535048472,5.271078234,5.298932853,5.26508053
CCDC144NL,1,1,18,9,0.156069918,1,1,28,5.99999992,6.155057283,1,1,23,8.214285681,6.100126413,0.016004916,0.002623702,4.815700095,6.155057283,6.053408296,6.228754565
CCDC146,0.039349072,0.236066654,24,18,4.359623892,0.999809135,1,20,17.99993369,40.70117082,0.166630153,0.939455744,22,18.14996353,36.94273394,3.936108158,0.106546206,38.64521112,31.09801558,39.35221396,40.70117828
CCDC148,0.258091404,0.744740494,24,3,0.069647197,0.989936422,1,23.42352292,6.04E-05,4.689268818,0.604130072,1,23.71176146,1.482015663,4.601291559,0.109145541,0.023720631,4.974281725,4.618495911,4.508456565,4.591332097
CCDC149,1,1,24,0,0.31774582,1,1,27.10543131,17.99993369,10.83822108,1,1,25.55271565,21.26076787,10.51151298,0.214489062,0.020405156,11.49123737,10.33488926,10.36908041,10.83822367
CCDC15,0.012921117,0.112273672,24,3,1.672581681,0.510272546,1,20,6.63E-05,17.49351898,0.039702839,0.348368327,22,1.375036472,16.25948198,1.968630399,0.121075838,17.28332254,17.45888765,14.13319148,16.37087004
CCDC150,1,1,18,3,0.067864657,1,1,20,6.000000016,5.750374167,1,1,19,4.433333341,5.65706586,0.136276174,0.024089551,5.214185915,5.750374167,5.536316034,5.672543251
CCDC151,0.270227496,0.768152956,24,12,0.236949961,0.99999996,1,22.91734198,12.00000331,6.877459963,0.623817755,1,23.45867099,12.00639504,6.619337551,0.284585895,0.042993108,5.677129527,6.642262518,6.877459963,6.549253732
CCDC153,0.03710416,0.227661479,18,9,0.742552972,0.936039918,1,24.00679117,5.999997997,11.18763933,0.151431333,0.887492046,21.00339559,7.875529774,10.61382157,0.710159258,0.066908912,10.31187432,11.18763933,10.85707738,10.1883041
CCDC155,1,1,18,15,0.106740779,1,1,20,12.0000004,5.973664306,1,1,19,13.61666686,5.835136496,0.178295381,0.030555477,5.56202109,5.781143141,5.973664306,5.671106874
CCDC158,0.738858135,1,18,6,0.083720401,1,1,20,6.000000005,4.325666859,0.962473066,1,19,6.016666669,4.243839505,0.078079918,0.018398414,4.107250971,4.325666859,4.124709054,4.277313731
CCDC159,1,1,18,0,0.129395574,1,1,28,11.99999903,5.848637283,1,1,23,4.928571029,5.792875062,0.132209772,0.022822825,5.657003026,5.734943793,5.848637283,5.605681025
CCDC17,1,1,18,15,0.052181866,1,1,20,17.99993369,5.585824739,1,1,19,16.46663517,5.538264452,0.061270759,0.01106317,5.246343391,5.467941084,5.569841631,5.585824827
CCDC19,1,1,18,15,0.820768667,1,1,20,11.99999999,33.85879312,1,1,19,13.61666666,33.06062235,1.300697784,0.03934281,36.92913269,31.99579894,33.85879312,32.86612877
CCDC22,0.3309523,0.87045269,24,9,0.714505384,0.999941832,1,22.64815804,6.000005572,19.24424925,0.696891785,1,23.32407902,7.462800924,18.37144915,0.828728192,0.045109571,21.26769435,19.24424925,18.5099147,17.62267855
CCDC23,0.032955363,0.210093528,24,9,4.132989494,0.639305568,1,20.13289037,6.000001859,74.84310899,0.102392591,0.684604434,22.06644518,7.425578302,68.53751796,4.486021055,0.065453509,62.03202407,74.84310899,66.71955586,64.16661059
CCDC24,0.088594899,0.392226855,18,3,0.110556608,0.999998814,1,20,5.97E-05,6.269050373,0.303320416,1,19,1.5833617,6.185631314,0.15824153,0.025582115,6.308483634,6.183659596,6.053227479,6.343934547
CCDC25,1,1,18,15,1.148141719,1,1,20,11.99999674,87.17605573,1,1,19,13.61666512,86.44607149,1.619134477,0.018729995,93.80720181,85.26150637,87.17605573,85.64079273
CCDC27,0.63280492,1,18,0,0.169565678,1,1,27.92626728,17.99993369,4.369573053,0.922372077,1,22.96313364,18.88203461,4.393242313,0.08543152,0.019446121,5.156590792,4.325289615,4.363841858,4.369573085
CCDC28A,0.007073717,0.075470741,24,15,7.496890795,0.322387842,1,25.56962025,11.99998847,113.8127726,0.016153484,0.176897301,24.78481013,13.56108916,105.2236275,10.27161586,0.09761701,97.12739787,104.8933865,113.8127726,107.6913274
CCDC28B,0.40265731,0.980172393,24,6,0.262052478,0.999999995,1,28,6.63E-05,6.123608503,0.768942353,1,26,3.250030788,5.799669885,0.17355578,0.029925114,6.409741046,5.845247146,5.810741617,5.407790021
CCDC3,1,1,18,15,10.16152757,1,1,28,11.99999583,823.6402131,1,1,23,14.51190305,819.1003199,21.02017233,0.025662513,867.7292854,807.7671268,823.6402131,810.7938481
CCDC30,1,1,18,3,0.040897789,1,1,20,6.000009954,5.036947642,1,1,19,4.433338061,5.015546749,0.036011026,0.00717988,5.108021485,5.036947642,4.98105864,5.024725694
CCDC34,1,1,18,9,1.130343997,1,1,23.87169387,11.99998021,42.92194592,1,1,20.93584693,10.49604641,41.78860238,1.025206294,0.024533156,45.55475354,41.76319599,42.92194592,41.5275115
CCDC36,1,1,18,9,0.112127088,1,1,23.81807973,6.000020841,5.749940073,1,1,20.90903987,7.860861759,5.691198115,0.078708199,0.013829812,4.898676226,5.749940073,5.725781365,5.623388414
CCDC37,1,1,18,0,0.06777531,1,1,24.85061511,6.63E-05,4.767136915,1,1,21.42530756,2.86E-05,4.671462405,0.072029099,0.015418962,4.564284155,4.65341163,4.605131546,4.690369258
CCDC38,1,1,18,6,0.082325303,1,1,20,5.999983645,4.707616608,1,1,19,6.016658898,4.646844759,0.071095216,0.015299675,4.286741633,4.707616608,4.510978912,4.766238102
CCDC39,0.940439669,1,18,15,0.08979816,1,1,20,11.9999986,4.521193592,0.998189981,1,19,13.616666,4.377719409,0.162999474,0.037233879,3.626231942,4.302517672,4.521193592,4.294974845
CCDC40,0.466894602,1,18,9,0.070504475,1,1,25.97672994,5.999990299,4.745903771,0.822505687,1,21.98836497,8.036478934,4.677855194,0.064254076,0.013735799,4.608794289,4.745903771,4.683736038,4.673706838
CCDC41,0.006834618,0.073988003,24,6,0.812557964,0.042343547,1,20,6.000000009,10.1070093,0.002647361,0.043015813,22,6.050000005,9.02390335,0.781427386,0.086595274,6.846977243,10.1070093,8.218002159,8.522750958
CCDC42,0.620448882,1,24,12,0.136446133,0.999994791,1,24.22615648,12.00000023,5.077320473,0.916595073,1,24.11307824,12.00026402,4.928115502,0.185261471,0.037592762,4.746592707,4.984865454,5.077320473,4.880769797
CCDC42B,1,1,18,15,0.211187128,1,1,20,11.99998061,11.13123653,1,1,19,13.61665746,10.84691184,0.370740156,0.034179328,7.553440248,10.68522005,11.13123653,10.59329217
CCDC43,1,1,18,12,2.816554378,1,1,20,11.99999998,160.5990488,1,1,19,12.03333332,157.508561,3.716761418,0.023597203,154.6398106,157.180307,160.5990488,154.2229573
CCDC47,0.058768274,0.303133714,18,15,13.19555617,0.967194482,1,20,11.99999993,240.0887533,0.219830556,1,19,13.61666663,234.9711245,11.38523851,0.048453777,270.055205,221.5035015,240.0887533,238.8267852
CCDC50,0.767444143,1,24,18,2.552517142,0.999999998,1,21.96789228,17.99995334,62.88247674,0.970578611,1,22.98394614,18.03522131,60.63726834,1.575512041,0.02598257,57.52958852,57.82973105,62.39455466,62.88247864
CCDC51,0.584534491,1,24,21,1.864734693,0.999999624,1,20.62226544,17.99993369,53.23727254,0.898394025,1,22.31113272,19.49814268,50.95357708,1.78380975,0.035008528,64.7226974,47.75625856,52.03041238,53.23727921
CCDC53,1,1,18,6,8.615485613,1,1,20,5.99999973,259.8767817,1,1,19,6.016666539,248.7931449,12.34295944,0.049611333,261.6401131,259.8767817,246.9708841,242.0563336
CCDC54,1,1,24,18,0.1127317,1,1,26.83111954,17.99994036,5.256363399,1,1,25.41555977,18.05598347,5.121443299,0.08392393,0.016386773,5.207729374,5.013289519,5.160480789,5.256363876
CCDC56,0.083972204,0.379471304,24,6,4.019925962,0.999824368,1,26.66247643,6.000004731,91.03575775,0.291957441,1,25.33123821,6.016619188,87.4021548,3.857708878,0.044137457,102.1709705,91.03575775,88.37483128,82.22014247
CCDC57,1,1,18,3,0.85583837,1,1,20,6.000000002,27.36344712,1,1,19,4.433333334,26.17167557,1.472788878,0.056274153,30.95253024,27.36344712,25.11877947,26.13798802
CCDC58,1,1,18,9,0.274628833,1,1,26.29882207,5.999999938,11.27293893,1,1,22.14941104,8.064014685,11.01901509,0.340868793,0.030934597,11.21705101,11.27293893,11.18499734,10.99430458
CCDC59,0.194541122,0.630635307,18,15,1.475750866,0.998646681,1,20,12.00000364,46.01197648,0.512595481,1,19,13.6166684,44.19933213,2.312256201,0.052314279,46.46509534,42.60372654,46.01197648,43.75224461
CCDC6,0.003619449,0.04821015,24,15,13.86744115,0.366131462,1,28,17.99993369,325.3337758,0.01010619,0.123285437,26,16.48211207,315.1217286,23.49373214,0.074554466,228.0739256,322.7921656,323.0504088,325.3337885
CCDC60,1,1,18,6,0.139526559,1,1,20,6.63E-05,5.823742936,1,1,19,3.166698165,5.72378747,0.178738969,0.031227394,5.046635787,5.736371064,5.552544233,5.837567956
CCDC61,0.041714723,0.245407901,24,3,0.43474182,0.992847327,1,21.30587644,6.63E-05,6.421845162,0.173289306,0.967270804,22.65293822,1.415843891,6.136259044,0.356661009,0.058123526,6.29409739,6.394223013,5.741547348,6.032930784
CCDC62,0.486712943,1,18,0,0.162673784,1,1,20,12.00001341,5.689853387,0.837185573,1,19,15.20000637,5.61324706,0.157428805,0.028045943,5.69161756,5.495728083,5.689853387,5.563545794
CCDC63,0.429234382,1,24,18,0.283855569,0.99999916,1,21.39183056,17.99993369,7.702260519,0.792259984,1,22.69591528,18.05958935,7.383214396,0.331877451,0.044950266,6.077721156,6.986184982,7.463015359,7.702261842
CCDC64B,1,1,18,12,0.913342203,1,1,20,11.99999815,33.18126696,1,1,19,12.03333245,32.28466647,0.93928555,0.029093859,22.32482447,31.72910831,33.18126696,31.77138873
CCDC65,1,1,24,12,0.091210038,1,1,20,5.999991233,4.566966193,1,1,22,8.799995178,4.471281119,0.075546878,0.016896025,4.460077258,4.566966193,4.472125821,4.444935379
CCDC66,0.062145486,0.315008854,24,3,5.341915444,0.601444829,1,20,5.999986026,54.0750136,0.160224244,0.918129213,22,4.674992315,49.24828725,6.10690602,0.124002404,47.37926221,54.0750136,40.96507785,50.0958083
CCDC67,0.252198067,0.73396547,18,12,0.071457649,1,1,28,12.00001151,4.940062287,0.599611123,1,23,12.59524282,4.814018292,0.19147212,0.039773866,4.165916093,4.81174617,4.940062287,4.619481487
CCDC68,0.940439669,1,24,0,0.054840701,1,1,26.10461538,6.63E-05,4.603074697,0.998189981,1,25.05230769,3.18E-05,4.515857527,0.074321527,0.016457899,4.148559543,4.505644023,4.448162864,4.497479034
CCDC69,1,1,24,18,0.22261164,1,1,28,6.000001735,17.38671787,1,1,26,25.53571509,17.51063181,0.396011911,0.022615512,17.04598392,17.38671787,17.28007329,18.00038225
CCDC7,1,1,18,9,0.052170499,1,1,23.97964952,11.99999735,4.917742838,1,1,20.98982476,10.49936451,4.874020072,0.045879962,0.009413166,4.676361613,4.882097017,4.917742838,4.854325975
CCDC71,0.006161133,0.068845902,24,6,4.697366117,0.126220513,1,20.84520885,6.00001125,54.53170885,0.00634511,0.08497283,22.42260442,6.029847162,49.64340935,3.002429996,0.060479931,49.61668515,54.53170885,45.65877648,46.56214656
CCDC72,1,1,18,9,17.50364914,1,1,20,5.999994602,2008.989128,1,1,19,7.599997436,1992.884787,17.00308101,0.008531894,1956.55089,2008.989128,1990.683603,1987.533282
CCDC73,1,1,18,3,0.140104299,1,1,20,6.63E-05,6.391470923,1,1,19,1.583364832,6.341204152,0.096143004,0.015161632,5.379933323,6.371997787,6.244923459,6.421645324
CCDC74B,1,1,24,12,0.096976881,1,1,20,6.000014776,5.946064669,1,1,22,8.800008127,5.796831999,0.095628748,0.016496726,5.531803232,5.946064669,5.769382106,5.709558203
CCDC75,0.004332311,0.054623116,24,21,1.436542531,0.099220261,1,26.00858369,17.99993369,26.28578849,0.003762103,0.056900382,25.00429185,19.59182105,23.90029942,1.630345585,0.068214442,26.5557657,21.99057275,23.71626305,26.28580269
CCDC76,0.000500176,0.012783449,24,3,4.754712339,0.066450747,1,20,6.000000298,54.72200334,0.000375973,0.009234149,22,4.675000164,51.19053098,4.060797366,0.079327119,53.00379354,54.72200334,43.7810407,51.5956269
CCDC77,0.156135806,0.553542795,18,6,1.753137755,1,1,28,5.999999481,22.80742205,0.446084541,1,23,6.297618834,21.52610287,1.174311317,0.054552899,15.29928022,22.80742205,20.71593447,22.97364572
CCDC78,1,1,24,6,0.053975145,1,1,28,6.63E-05,4.998710085,1,1,26,3.250030788,4.926156213,0.024640277,0.005001928,4.784821893,4.92423015,4.882532025,4.8975492
CCDC79,1,1,24,12,0.158071112,1,1,20.56228793,5.999999644,5.122753918,1,1,22.28114397,8.821063733,4.90789792,0.15374751,0.03132655,4.060855934,5.122753918,4.893305311,4.745209464
CCDC8,1,1,24,18,0.079301011,1,1,24.36530729,17.99993369,5.681038548,1,1,24.18265365,18.00099403,5.628217071,0.171705839,0.030508034,5.379300121,5.5129279,5.560913504,5.681039212
CCDC80,1,1,18,12,0.250268229,1,1,20,11.99999841,10.44917566,1,1,19,12.03333258,9.902990121,0.571259155,0.057685522,10.79825726,9.602964323,10.44917566,9.596706433
CCDC81,1,1,24,0,0.123653163,1,1,24.59130435,6.63E-05,4.642049874,1,1,24.29565217,3.28E-05,4.595489482,0.173243105,0.03769851,4.714714405,4.523526435,4.48309482,4.726794972
CCDC82,0.006161133,0.068845902,18,6,2.441146671,1,1,20,6.000016873,36.73544186,0.037518186,0.334378128,19,6.016674682,34.80009657,2.067283504,0.059404534,29.92447268,36.73544186,32.16434364,36.04666701
CCDC83,0.206558494,0.658044643,18,12,0.117019936,1,1,20,12.00000018,6.402184848,0.532336694,1,19,12.03333342,6.105041999,0.365253499,0.059828171,5.896857928,5.960723237,6.402184848,5.752592602
CCDC84,1,1,18,6,2.77544326,1,1,24.42141623,6.63E-05,141.7855177,1,1,21.21070812,3.535146817,130.7144522,5.202449765,0.039800111,145.9188656,128.639593,120.4832918,132.0785505
CCDC85A,0.002907516,0.041352415,24,6,2.803054263,0.016972998,0.582773882,20,6.000000015,19.10394104,0.000538725,0.012273698,22,6.050000008,15.11635186,2.862388513,0.189357097,13.41629486,19.10394104,12.21716284,13.01114736
CCDC85B,0.000423352,0.011403007,24,9,2.838194103,0.061299647,1,25.08574808,5.999999401,34.30048805,0.000299979,0.007678381,24.54287404,7.536866383,31.19580543,3.110451148,0.099707352,38.0527807,34.30048805,32.2733517,27.49939246
CCDC85C,0.048193902,0.266808977,24,15,1.217831472,0.670726251,1,22.03636364,11.99999237,22.99181321,0.143261341,0.852844044,23.01818182,13.46050457,21.01163124,2.381558606,0.113344775,18.74177848,20.47881614,22.99181321,21.0543941
CCDC86,0.130965528,0.499638635,18,0,2.036243978,1,1,20,11.99999998,34.53814866,0.397195022,1,19,15.19999999,33.57227412,2.675601653,0.079696765,43.47881538,31.47186151,34.53814866,33.3437184
CCDC87,0.012102956,0.107584647,24,3,0.34936684,0.104990333,1,28,6.63E-05,6.475310466,0.009743922,0.1200926,26,1.625030788,5.855697467,0.215544535,0.03680937,7.112708294,5.772141107,5.563632085,5.595376597
CCDC88A,0.011332297,0.102941589,24,6,1.71845086,0.104454227,1,20,6.000000019,21.34281867,0.009160827,0.11473649,22,6.05000001,19.10651445,1.361165491,0.071240911,20.95776815,21.34281867,16.95014194,18.33854877
CCDC88B,1,1,18,12,0.191067418,1,1,20,12.00002183,5.610009287,1,1,19,12.0333437,5.397622179,0.197263963,0.036546456,7.096017487,5.256115993,5.610009287,5.362028838
CCDC88C,0.608286445,1,24,18,0.988191414,1,1,28,17.99993369,15.66310973,0.910671343,1,26,18.10711207,14.79381687,0.275292448,0.018608615,13.62715867,14.20476868,15.25764284,15.66311197
CCDC90A,0.796890021,1,24,18,10.6756316,1,1,21.89984512,17.99993369,323.5830536,0.977814817,1,22.94992256,18.03772794,314.7390957,5.614205273,0.017837648,334.8305464,303.3332432,323.0599846,323.5830565
CCDC90B,0.000104694,0.004504768,18,6,16.04007167,0.075661289,1,20,5.999969548,208.5417736,0.000100965,0.003243844,19,6.016652202,192.7587892,15.46236563,0.080216138,178.0401686,208.5417736,178.2086458,190.652777
CCDC91,0.022190867,0.162637335,24,9,4.38313084,0.950112068,1,22.72094269,5.999998562,81.01418384,0.102451503,0.684728961,23.36047134,7.464528939,76.77113204,4.339428911,0.056524227,74.35739547,81.01418384,77.88838339,73.30292404
CCDC92,0.289331195,0.802590663,18,12,0.73297716,0.999999844,1,28,11.99997861,33.63250344,0.648154839,1,23,12.59522931,31.57072798,3.295084874,0.10437152,40.34116789,31.58042074,33.63250344,27.83540654
CCDC93,0.21404789,0.668128178,18,3,1.568266639,0.999999852,1,20,5.999996334,36.04475152,0.544014543,1,19,4.433331592,35.39824897,2.719094306,0.076814373,35.11941148,36.04475152,32.09254884,37.65990968
CCDC94,0.584534491,1,24,6,0.90298027,0.999999935,1,27.74362328,5.999979925,23.49890794,0.898394122,1,25.87181164,6.031562569,22.65181845,0.608086759,0.026844942,24.02443909,23.49890794,22.45597193,21.5069023
CCDC96,0.240752261,0.714230306,24,9,0.942514144,0.993723743,1,20.38443056,5.999998221,17.19489297,0.581423882,1,22.19221528,7.427093145,15.96032531,1.062703187,0.066584056,14.37864995,17.19489297,15.88416117,15.02747769
CCDC97,0.2297497,0.695675378,24,6,1.217323646,0.999393744,1,25.11545293,6.000003646,32.25276854,0.567452576,1,24.55772647,6.003098071,31.21594558,0.671339519,0.021506301,36.1221802,32.25276854,30.73089127,30.0805933
CCDC99,0.07535871,0.354398625,24,3,3.103884031,0.550391414,1,20.01887683,6.63E-05,61.1225914,0.173481695,0.967611995,22.00943841,1.375626354,57.70081853,5.302200555,0.091891254,64.98507644,59.48012161,52.53914976,58.78160772
CCHCR1,0.369346391,0.929986854,18,6,0.654379893,1,1,20,5.999989791,16.75583628,0.737222911,1,19,6.016661817,16.24405897,0.597488591,0.036781976,18.38374043,16.75583628,15.823258,16.40671501
CCIN,0.974880863,1,24,3,0.117635975,1,1,28,6.63E-05,5.423853763,0.999681839,1,26,1.625030788,5.208044008,0.066488386,0.012766479,4.711883288,5.159212222,5.111784893,5.132287743
CCK,1,1,18,9,0.021964481,1,1,21.01040119,6.000014377,6.528016297,1,1,19.50520059,7.661384616,6.483492684,0.039101289,0.006030899,6.192531246,6.528016297,6.475072519,6.440191007
CCKAR,1,1,24,6,0.109435646,1,1,24.36530729,6.000000045,5.638757508,1,1,24.18265365,6.000342336,5.543221703,0.04187773,0.007554764,6.574590242,5.638757508,5.464879639,5.444166573
CCKBR,1,1,18,0,0.084284979,1,1,20,11.99999998,5.141290023,1,1,19,15.19999999,5.073864671,0.137292454,0.027058754,5.337530324,4.976445519,5.141290023,5.011344015
CCL1,1,1,18,0,0.20274782,1,1,28,7.56E-05,8.118463173,1,1,23,3.10E-05,7.852531932,0.036382665,0.00463324,8.564211193,7.928323232,7.73889539,7.629703001
CCL11,1,1,18,15,0.107375746,1,1,20,12.0000045,4.848605453,1,1,19,13.61666881,4.725228915,0.18449091,0.039043804,4.230759494,4.628529197,4.848605453,4.608432589
CCL13,0.850563032,1,24,3,0.248174542,0.999996501,1,28,6.63E-05,6.922069583,0.988231925,1,26,1.625030788,6.435429065,0.042481311,0.006601162,8.284879114,6.435133527,6.263294705,6.117998144
CCL15,1,1,24,6,0.101069591,1,1,28,6.63E-05,4.731958014,1,1,26,3.250030788,4.564940038,0.087918191,0.019259441,4.281648586,4.556935736,4.502025127,4.463120769
CCL17,0.083972204,0.379471304,24,3,0.370021748,0.832704371,1,28,8.02E-05,6.676120088,0.255946113,1,26,1.625037214,6.232746728,0.335699101,0.053860539,6.499051418,6.311327237,5.926558065,5.991552819
CCL18,1,1,24,0,0.244593642,1,1,20,12.00000651,8.823601911,1,1,22,17.60000358,7.1838987,0.203582897,0.028338776,5.12823176,6.518710939,8.823601911,6.277355782
CCL19,1,1,24,6,0.244698796,1,1,28,11.99998144,10.27077715,1,1,26,8.821419953,9.742329236,1.411839207,0.144918035,5.764149456,7.167967304,10.27077715,6.510843107
CCL2,0.040516464,0.240523164,24,3,35.72576656,0.718407463,1,20.13289037,6.000000022,173.84233,0.132053123,0.809075298,22.06644518,4.667271648,123.8852839,57.46327018,0.463842584,94.81029198,173.84233,80.01254234,98.49930431
CCL20,1,1,18,15,0.185285134,1,1,24.3373494,6.00001778,6.507795574,1,1,21.1686747,0.845357448,5.840535169,0.477752334,0.081799411,4.556754898,6.507795574,5.881137149,5.040001196
CCL21,1,1,24,18,0.148469663,1,1,28,17.99993369,5.641333786,1,1,26,18.10711207,5.484865117,0.086399844,0.01575241,5.735706507,5.511633317,5.51184675,5.641334502
CCL22,0.353567431,0.906369843,24,3,1.199085435,0.999982205,1,25.85009141,5.92E-05,16.65651678,0.721158251,1,24.9250457,1.55784389,14.57883397,2.019355845,0.13851285,14.76580754,15.12570396,12.81884008,13.61138517
CCL23,1,1,18,0,0.05011798,1,1,28,12.00000021,4.599004979,1,1,23,4.928571516,4.57684696,0.069107948,0.015099467,4.839241859,4.540892157,4.599004979,4.512545381
CCL24,1,1,24,6,0.075511357,0.999999991,1,20,6.000005465,5.519986221,1,1,22,6.050003006,5.242076266,0.245276943,0.046790037,5.39407777,5.519986221,5.115300609,5.087308443
CCL25,0.295946002,0.813109967,24,6,0.159861047,0.999999999,1,28,6.000001271,5.643559423,0.656283422,1,26,6.035714876,5.517726413,0.104532568,0.018944862,5.156389432,5.643559423,5.516784923,5.314886391
CCL26,1,1,24,12,0.087919797,1,1,26.8651045,5.99999982,6.1602041,1,1,25.43255225,9.198166266,6.008205493,0.160140695,0.026653665,5.579018189,6.1602041,6.091864252,5.762623031
CCL27,1,1,18,12,53.56359302,1,1,21.78736518,11.99999998,684.0668455,1,1,19.89368259,12.10972823,636.5139201,44.71981112,0.070257397,320.0187508,618.9999192,684.0668455,632.7449365
CCL28,1,1,18,15,0.256914846,1,1,20,17.99993369,8.908755351,1,1,19,16.46663517,8.743367779,0.317036146,0.036260186,10.19436704,8.450086508,8.793916173,8.908755986
CCL3,1,1,18,3,0.035285637,1,1,20,6.000001927,5.866620252,1,1,19,4.433334249,5.332138852,0.544453679,0.102107933,5.045285842,5.866620252,5.087079172,5.228819451
CCL5,1,1,24,12,0.083043882,1,1,26.62900188,12.00000563,4.946570308,1,1,25.31450094,12.03244686,4.884967444,0.106045534,0.021708545,5.648375366,4.940572428,4.946570308,4.773949027
CCL7,0.811940155,1,24,6,0.084978983,0.999362153,1,28,12.00001133,4.561559274,0.980982488,1,26,8.821433831,4.569687884,0.080078454,0.017523835,4.355790999,4.461614659,4.561559274,4.293173634
CCL8,0.507210999,1,18,6,0.131167413,1,1,22.33807267,6.62E-05,5.751621936,0.851520124,1,20.16903633,3.361535957,5.538570067,0.2148151,0.0387853,5.043692229,5.592706223,5.295507157,5.542157913
CCM2,1,1,24,12,0.042379504,1,1,21.58778626,11.99999993,12.15741944,1,1,22.79389313,12.03369248,12.06026967,0.068054568,0.005642873,13.84991859,11.99936806,12.15741944,12.08753533
CCNA1,0.038211862,0.231532552,18,15,0.270029815,0.958677822,1,20,11.99998962,4.597557699,0.15777077,0.908665539,19,13.61666173,4.438480588,0.310621659,0.069983782,4.391869406,4.142683027,4.597557699,4.432980502
CCNA2,0.377452156,0.943269643,24,3,4.49950139,0.999880542,1,20,6.00000003,86.4959277,0.745164182,1,22,4.675000016,80.71168573,6.495065813,0.080472434,68.32024342,86.4959277,70.06047223,80.26954899
CCNB1,0.013789361,0.117240607,24,3,10.57677239,0.816384701,1,20.48285852,6.000000838,95.23037633,0.061766413,0.482052971,22.24142926,4.647656969,83.80000838,11.72707025,0.139941158,82.26630329,95.23037633,64.64144944,80.02009333
CCNB1IP1,1,1,18,15,2.296303816,1,1,28,12.00000394,186.6493492,1,1,23,14.51190638,185.0975233,3.681920447,0.019891787,225.1011301,185.5502034,186.6493492,180.4951491
CCNB2,0.004180135,0.053457921,24,3,12.827527,0.492903204,1,20.36485838,5.999969496,112.1810967,0.014803688,0.166404419,22.18242919,4.654136272,98.13820824,14.81268266,0.150936958,115.079725,112.1810967,76.22796865,93.32966787
CCNB3,1,1,18,6,0.123960739,1,1,20,5.999978946,5.233525603,1,1,19,6.016656666,5.066779448,0.157867019,0.031157271,5.428264192,5.233525603,4.953056228,4.981556086
CCNC,1,1,18,3,4.912637232,1,1,20,6.41E-05,224.5337965,1,1,19,1.583363766,220.1125338,5.540043995,0.025169144,258.5057794,220.9544457,214.7726274,223.9474737
CCND1,1,1,18,6,2.140312369,1,1,24.47778419,11.99998661,103.3499404,1,1,21.23889209,8.745891576,102.0161532,2.068537781,0.020276571,105.0918971,103.2831677,103.3499404,100.781283
CCND2,0.004332311,0.054623116,24,6,16.04681135,0.705430735,1,20.4040404,6.000001713,169.0791724,0.020753064,0.212353444,22.2020202,6.039609893,149.4815822,18.92098747,0.126577383,130.5909917,169.0791724,144.5006227,135.3449374
