"goterm" "ontology"
"38860" "GO:0047980" "F"
"38861" "GO:0047981" "F"
"38862" "GO:0047982" "F"
"38863" "GO:0047983" "F"
"38864" "GO:0047985" "F"
"38865" "GO:0047986" "F"
"38866" "GO:0047987" "F"
"38867" "GO:0047988" "F"
"38868" "GO:0047989" "F"
"38869" "GO:0047990" "F"
"38870" "GO:0047991" "F"
"38871" "GO:0047992" "F"
"38873" "GO:0047993" "F"
"38874" "GO:0047994" "F"
"38875" "GO:0047995" "F"
"38876" "GO:0047996" "F"
"38877" "GO:0047997" "F"
"38878" "GO:0047998" "F"
"38879" "GO:0047999" "F"
"38880" "GO:0048000" "F"
"38881" "GO:0048001" "F"
"38882" "GO:0048002" "P"
"38883" "GO:0048003" "P"
"38884" "GO:0048006" "P"
"38886" "GO:0048007" "P"
"38888" "GO:0048008" "P"
"38889" "GO:0048009" "P"
"38890" "GO:0048010" "P"
"38891" "GO:0048011" "P"
"38893" "GO:0048012" "P"
"38894" "GO:0048013" "P"
"38895" "GO:0048014" "P"
"38896" "GO:0048015" "P"
"38897" "GO:0048016" "P"
"38898" "GO:0048017" "P"
"38899" "GO:0048018" "F"
"38901" "GO:0048019" "F"
"38903" "GO:0048020" "F"
"38904" "GO:0048021" "P"
"38906" "GO:0048022" "P"
"38909" "GO:0048023" "P"
"38912" "GO:0048024" "P"
"38914" "GO:0048025" "P"
"38917" "GO:0048026" "P"
"38920" "GO:0048027" "F"
"38921" "GO:0048028" "F"
"38922" "GO:0048029" "F"
"38924" "GO:0048030" "F"
"38925" "GO:0048031" "F"
"38926" "GO:0048032" "F"
"38928" "GO:0048033" "P"
"38929" "GO:0048034" "P"
"38931" "GO:0048035" "P"
"38933" "GO:0048036" "P"
"38934" "GO:0048037" "F"
"38935" "GO:0048038" "F"
"38936" "GO:0048039" "F"
"38937" "GO:0048040" "F"
"38938" "GO:0048041" "P"
"38939" "GO:0048042" "P"
"38940" "GO:0048045" "F"
"38941" "GO:0048046" "C"
"38942" "GO:0048047" "P"
"38943" "GO:0048048" "P"
"38945" "GO:0048050" "P"
"38947" "GO:0048052" "P"
"38948" "GO:0048053" "P"
"38949" "GO:0048054" "P"
"38950" "GO:0048055" "P"
"38951" "GO:0048056" "P"
"38952" "GO:0048057" "P"
"38953" "GO:0048058" "P"
"38954" "GO:0048060" "P"
"38955" "GO:0048061" "P"
"38956" "GO:0048065" "P"
"38957" "GO:0048066" "P"
"38958" "GO:0048067" "P"
"38959" "GO:0048069" "P"
"38960" "GO:0048070" "P"
"38961" "GO:0048071" "P"
"38963" "GO:0048072" "P"
"38964" "GO:0048073" "P"
"38965" "GO:0048074" "P"
"38967" "GO:0048075" "P"
"38969" "GO:0048076" "P"
"38970" "GO:0048077" "P"
"38972" "GO:0048078" "P"
"38974" "GO:0048079" "P"
"38976" "GO:0048080" "P"
"38980" "GO:0048081" "P"
"38984" "GO:0048082" "P"
"38986" "GO:0048083" "P"
"38989" "GO:0048084" "P"
"38992" "GO:0048085" "P"
"38993" "GO:0048086" "P"
"38995" "GO:0048087" "P"
"38997" "GO:0048088" "P"
"39000" "GO:0048089" "P"
"39003" "GO:0048090" "P"
"39008" "GO:0048091" "P"
"39013" "GO:0048092" "P"
"39018" "GO:0048093" "P"
"39023" "GO:0048094" "P"
"39024" "GO:0048095" "P"
"39025" "GO:0048096" "P"
"39028" "GO:0048097" "P"
"39029" "GO:0048098" "P"
"39030" "GO:0048099" "P"
"39031" "GO:0048100" "P"
"39033" "GO:0048101" "F"
"39034" "GO:0048102" "P"
"39035" "GO:0048103" "P"
"39036" "GO:0048104" "P"
"39037" "GO:0048105" "P"
"39038" "GO:0048106" "P"
"39039" "GO:0048107" "P"
"39043" "GO:0048108" "P"
"39045" "GO:0048109" "P"
"39047" "GO:0048132" "P"
"39048" "GO:0048133" "P"
"39049" "GO:0048134" "P"
"39051" "GO:0048135" "P"
"39052" "GO:0048136" "P"
"39053" "GO:0048137" "P"
"39055" "GO:0048138" "P"
"39057" "GO:0048139" "P"
"39058" "GO:0048140" "P"
"39059" "GO:0048142" "P"
"39060" "GO:0048143" "P"
"39061" "GO:0048144" "P"
"39062" "GO:0048145" "P"
"39063" "GO:0048146" "P"
"39065" "GO:0048147" "P"
"39067" "GO:0048148" "P"
"39068" "GO:0048149" "P"
"39069" "GO:0048150" "P"
"39070" "GO:0048152" "P"
"39071" "GO:0048153" "P"
"39072" "GO:0048156" "F"
"39073" "GO:0048158" "P"
"39074" "GO:0048159" "P"
"39075" "GO:0048160" "P"
"39076" "GO:0048161" "P"
"39077" "GO:0048162" "P"
"39078" "GO:0048163" "P"
"39079" "GO:0048164" "P"
"39080" "GO:0048165" "P"
"39081" "GO:0048166" "P"
"39082" "GO:0048167" "P"
"39084" "GO:0048168" "P"
"39085" "GO:0048169" "P"
"39086" "GO:0048170" "P"
"39088" "GO:0048171" "P"
"39090" "GO:0048172" "P"
"39091" "GO:0048173" "P"
"39093" "GO:0048174" "P"
"39095" "GO:0048175" "P"
"39097" "GO:0048176" "P"
"39099" "GO:0048177" "P"
"39102" "GO:0048178" "P"
"39105" "GO:0048179" "C"
"39107" "GO:0048180" "C"
"39109" "GO:0048183" "C"
"39110" "GO:0048185" "F"
"39111" "GO:0048188" "C"
"39112" "GO:0048189" "C"
"39114" "GO:0048190" "P"
"39116" "GO:0048193" "P"
"39117" "GO:0048194" "P"
"39118" "GO:0048195" "P"
"39119" "GO:0048197" "P"
"39120" "GO:0048198" "P"
"39121" "GO:0048199" "P"
"39122" "GO:0048200" "P"
"39123" "GO:0048201" "P"
"39124" "GO:0048202" "P"
"39126" "GO:0048203" "P"
"39127" "GO:0048204" "P"
"39128" "GO:0048205" "P"
"39129" "GO:0048206" "P"
"39132" "GO:0048207" "P"
"39133" "GO:0048208" "P"
"39135" "GO:0048209" "P"
"39137" "GO:0048210" "P"
"39138" "GO:0048211" "P"
"39139" "GO:0048212" "P"
"39140" "GO:0048213" "P"
"39141" "GO:0048214" "P"
"39142" "GO:0048215" "P"
"39144" "GO:0048216" "P"
"39146" "GO:0048217" "C"
"39147" "GO:0048219" "P"
"39148" "GO:0048222" "C"
"39149" "GO:0048223" "C"
"39150" "GO:0048224" "C"
"39151" "GO:0048225" "C"
"39152" "GO:0048226" "C"
"39153" "GO:0048227" "P"
"39154" "GO:0048229" "P"
"39155" "GO:0048232" "P"
"39156" "GO:0048235" "P"
"39159" "GO:0048236" "P"
"39163" "GO:0048237" "C"
"39164" "GO:0048238" "C"
"39166" "GO:0048239" "P"
"39168" "GO:0048240" "P"
"39171" "GO:0048241" "P"
"39172" "GO:0048242" "P"
"39174" "GO:0048243" "P"
"39176" "GO:0048244" "F"
"39177" "GO:0048245" "P"
"39179" "GO:0048246" "P"
"39181" "GO:0048247" "P"
"39183" "GO:0048248" "F"
"39184" "GO:0048249" "F"
"39185" "GO:0048250" "P"
"39187" "GO:0048251" "P"
"39189" "GO:0048252" "P"
"39191" "GO:0048254" "P"
"39192" "GO:0048255" "P"
"39195" "GO:0048256" "F"
"39196" "GO:0048257" "F"
"39198" "GO:0048258" "F"
"39199" "GO:0048259" "P"
"39200" "GO:0048260" "P"
"39202" "GO:0048261" "P"
"39204" "GO:0048262" "P"
"39205" "GO:0048263" "P"
"39206" "GO:0048264" "P"
"39207" "GO:0048265" "P"
"39208" "GO:0048266" "P"
"39209" "GO:0048268" "P"
"39210" "GO:0048269" "C"
"39212" "GO:0048270" "F"
"39213" "GO:0048273" "F"
"39214" "GO:0048275" "P"
"39216" "GO:0048278" "P"
"39217" "GO:0048279" "P"
"39218" "GO:0048280" "P"
"39219" "GO:0048281" "P"
"39222" "GO:0048282" "P"
"39223" "GO:0048283" "P"
"39224" "GO:0048284" "P"
"39225" "GO:0048285" "P"
"39226" "GO:0048286" "P"
"39227" "GO:0048288" "P"
"39228" "GO:0048289" "P"
"39229" "GO:0048290" "P"
"39230" "GO:0048291" "P"
"39231" "GO:0048292" "P"
"39232" "GO:0048293" "P"
"39233" "GO:0048294" "P"
"39235" "GO:0048295" "P"
"39237" "GO:0048296" "P"
"39238" "GO:0048297" "P"
"39240" "GO:0048298" "P"
"39242" "GO:0048299" "P"
"39243" "GO:0048300" "P"
"39245" "GO:0048301" "P"
"39247" "GO:0048302" "P"
"39248" "GO:0048303" "P"
"39250" "GO:0048304" "P"
"39252" "GO:0048305" "P"
"39253" "GO:0048306" "F"
"39254" "GO:0048307" "F"
"39256" "GO:0048308" "P"
"39257" "GO:0048309" "P"
"39259" "GO:0048310" "P"
"39261" "GO:0048311" "P"
"39263" "GO:0048312" "P"
"39264" "GO:0048313" "P"
"39266" "GO:0048314" "P"
"39267" "GO:0048315" "P"
"39268" "GO:0048316" "P"
"39270" "GO:0048317" "P"
"39272" "GO:0048318" "P"
"39273" "GO:0048319" "P"
"39274" "GO:0048320" "P"
"39275" "GO:0048321" "P"
"39276" "GO:0048322" "P"
"39277" "GO:0048323" "P"
"39278" "GO:0048324" "P"
"39279" "GO:0048325" "P"
"39281" "GO:0048326" "P"
"39283" "GO:0048327" "P"
"39284" "GO:0048328" "P"
"39285" "GO:0048329" "P"
"39287" "GO:0048330" "P"
"39289" "GO:0048331" "P"
"39290" "GO:0048332" "P"
"39291" "GO:0048333" "P"
"39292" "GO:0048334" "P"
"39295" "GO:0048335" "P"
"39298" "GO:0048336" "P"
"39301" "GO:0048337" "P"
"39304" "GO:0048338" "P"
"39305" "GO:0048339" "P"
"39307" "GO:0048340" "P"
"39309" "GO:0048341" "P"
"39310" "GO:0048342" "P"
"39311" "GO:0048343" "P"
"39312" "GO:0048344" "P"
"39313" "GO:0048345" "P"
"39314" "GO:0048346" "P"
"39317" "GO:0048347" "P"
"39320" "GO:0048348" "P"
"39321" "GO:0048349" "P"
"39322" "GO:0048350" "P"
"39325" "GO:0048351" "P"
"39328" "GO:0048352" "P"
"39329" "GO:0048353" "C"
"39330" "GO:0048354" "P"
"39332" "GO:0048355" "P"
"39333" "GO:0048356" "P"
"39334" "GO:0048357" "P"
"39335" "GO:0048358" "P"
"39337" "GO:0048359" "P"
"39339" "GO:0048360" "P"
"39340" "GO:0048361" "P"
"39341" "GO:0048362" "P"
"39342" "GO:0048363" "P"
"39343" "GO:0048364" "P"
"39344" "GO:0048365" "F"
"39345" "GO:0048366" "P"
"39346" "GO:0048367" "P"
"39347" "GO:0048368" "P"
"39349" "GO:0048369" "P"
"39351" "GO:0048370" "P"
"39352" "GO:0048371" "P"
"39353" "GO:0048372" "P"
"39354" "GO:0048373" "P"
"39355" "GO:0048374" "P"
"39356" "GO:0048375" "P"
"39359" "GO:0048376" "P"
"39362" "GO:0048377" "P"
"39363" "GO:0048378" "P"
"39364" "GO:0048379" "P"
"39367" "GO:0048380" "P"
"39370" "GO:0048381" "P"
"39371" "GO:0048382" "P"
"39372" "GO:0048383" "P"
"39373" "GO:0048384" "P"
"39374" "GO:0048385" "P"
"39375" "GO:0048386" "P"
"39377" "GO:0048387" "P"
"39379" "GO:0048388" "P"
"39380" "GO:0048389" "P"
"39381" "GO:0048390" "P"
"39382" "GO:0048391" "P"
"39383" "GO:0048392" "P"
"39384" "GO:0048393" "P"
"39385" "GO:0048394" "P"
"39386" "GO:0048395" "P"
"39387" "GO:0048396" "P"
"39389" "GO:0048397" "P"
"39391" "GO:0048398" "P"
"39392" "GO:0048399" "P"
"39393" "GO:0048400" "P"
"39395" "GO:0048401" "P"
"39397" "GO:0048402" "P"
"39398" "GO:0048403" "F"
"39399" "GO:0048406" "F"
"39400" "GO:0048407" "F"
"39401" "GO:0048408" "F"
"39403" "GO:0048437" "P"
"39405" "GO:0048438" "P"
"39407" "GO:0048439" "P"
"39410" "GO:0048440" "P"
"39412" "GO:0048441" "P"
"39414" "GO:0048442" "P"
"39416" "GO:0048443" "P"
"39418" "GO:0048444" "P"
"39420" "GO:0048445" "P"
"39421" "GO:0048446" "P"
"39422" "GO:0048447" "P"
"39423" "GO:0048448" "P"
"39424" "GO:0048449" "P"
"39426" "GO:0048450" "P"
"39428" "GO:0048451" "P"
"39429" "GO:0048452" "P"
"39430" "GO:0048453" "P"
"39431" "GO:0048454" "P"
"39432" "GO:0048455" "P"
"39433" "GO:0048456" "P"
"39434" "GO:0048457" "P"
"39436" "GO:0048458" "P"
"39438" "GO:0048459" "P"
"39440" "GO:0048460" "P"
"39442" "GO:0048461" "P"
"39444" "GO:0048462" "P"
"39445" "GO:0048463" "P"
"39446" "GO:0048464" "P"
"39447" "GO:0048465" "P"
"39448" "GO:0048466" "P"
"39449" "GO:0048467" "P"
"39450" "GO:0048468" "P"
"39452" "GO:0048469" "P"
"39454" "GO:0048471" "C"
"39455" "GO:0048472" "F"
"39456" "GO:0048473" "P"
"39458" "GO:0048474" "F"
"39460" "GO:0048475" "C"
"39461" "GO:0048476" "C"
"39463" "GO:0048477" "P"
"39465" "GO:0048478" "P"
"39467" "GO:0048479" "P"
"39469" "GO:0048480" "P"
"39471" "GO:0048481" "P"
"39473" "GO:0048482" "P"
"39476" "GO:0048483" "P"
"39477" "GO:0048484" "P"
"39478" "GO:0048485" "P"
"39479" "GO:0048486" "P"
"39480" "GO:0048487" "F"
"39481" "GO:0048488" "P"
"39482" "GO:0048489" "P"
"39485" "GO:0048490" "P"
"39487" "GO:0048491" "P"
"39489" "GO:0048492" "C"
"39491" "GO:0048493" "C"
"39495" "GO:0048494" "C"
"39496" "GO:0048495" "F"
"39497" "GO:0048496" "P"
"39498" "GO:0048497" "P"
"39500" "GO:0048498" "P"
"39501" "GO:0048499" "P"
"39502" "GO:0048500" "C"
"39504" "GO:0048501" "C"
"39505" "GO:0048502" "F"
"39507" "GO:0048504" "P"
"39509" "GO:0048505" "P"
"39511" "GO:0048506" "P"
"39513" "GO:0048507" "P"
"39514" "GO:0048508" "P"
"39516" "GO:0048509" "P"
"39517" "GO:0048510" "P"
"39518" "GO:0048511" "P"
"39519" "GO:0048512" "P"
"39521" "GO:0048513" "P"
"39522" "GO:0048514" "P"
"39523" "GO:0048515" "P"
"39526" "GO:0048518" "P"
"39527" "GO:0048519" "P"
"39528" "GO:0048520" "P"
"39530" "GO:0048521" "P"
"39532" "GO:0048522" "P"
"39534" "GO:0048523" "P"
"39536" "GO:0048524" "P"
"39538" "GO:0048525" "P"
"39540" "GO:0048526" "P"
"39541" "GO:0048527" "P"
"39542" "GO:0048528" "P"
"39544" "GO:0048529" "F"
"39545" "GO:0048530" "P"
"39547" "GO:0048531" "F"
"39548" "GO:0048532" "P"
"39549" "GO:0048533" "P"
"39550" "GO:0048534" "P"
"39551" "GO:0048535" "P"
"39552" "GO:0048536" "P"
"39553" "GO:0048537" "P"
"39555" "GO:0048538" "P"
"39557" "GO:0048539" "P"
"39559" "GO:0048540" "P"
"39560" "GO:0048541" "P"
"39561" "GO:0048542" "P"
"39563" "GO:0048543" "P"
"39564" "GO:0048544" "P"
"39566" "GO:0048545" "P"
"39569" "GO:0048546" "P"
"39570" "GO:0048548" "P"
"39571" "GO:0048549" "P"
"39573" "GO:0048550" "P"
"39575" "GO:0048555" "C"
"39576" "GO:0048556" "C"
"39577" "GO:0048557" "P"
"39578" "GO:0048559" "P"
"39580" "GO:0048560" "P"
"39581" "GO:0048561" "P"
"39582" "GO:0048562" "P"
"39584" "GO:0048563" "P"
"39586" "GO:0048564" "P"
"39587" "GO:0048565" "P"
"39588" "GO:0048566" "P"
"39590" "GO:0048567" "P"
"39591" "GO:0048568" "P"
"39592" "GO:0048569" "P"
"39593" "GO:0048570" "P"
"39594" "GO:0048571" "P"
"39595" "GO:0048572" "P"
"39596" "GO:0048573" "P"
"39598" "GO:0048574" "P"
"39600" "GO:0048575" "P"
"39602" "GO:0048576" "P"
"39606" "GO:0048577" "P"
"39610" "GO:0048578" "P"
"39614" "GO:0048579" "P"
"39618" "GO:0048580" "P"
"39619" "GO:0048581" "P"
"39622" "GO:0048582" "P"
"39625" "GO:0048583" "P"
"39626" "GO:0048584" "P"
"39628" "GO:0048585" "P"
"39630" "GO:0048586" "P"
"39631" "GO:0048587" "P"
"39632" "GO:0048588" "P"
"39634" "GO:0048589" "P"
"39636" "GO:0048592" "P"
"39637" "GO:0048593" "P"
"39638" "GO:0048596" "P"
"39639" "GO:0048597" "P"
"39640" "GO:0048598" "P"
"39641" "GO:0048599" "P"
"39642" "GO:0048600" "P"
"39645" "GO:0048601" "P"
"39648" "GO:0048608" "P"
"39650" "GO:0048609" "P"
"39651" "GO:0048611" "P"
"39652" "GO:0048612" "P"
"39653" "GO:0048613" "P"
"39654" "GO:0048614" "P"
"39655" "GO:0048615" "P"
"39656" "GO:0048616" "P"
"39657" "GO:0048617" "P"
"39658" "GO:0048618" "P"
"39659" "GO:0048619" "P"
"39660" "GO:0048620" "P"
"39661" "GO:0048621" "P"
"39662" "GO:0048623" "P"
"39663" "GO:0048624" "P"
"39669" "GO:0048625" "P"
"39670" "GO:0048626" "P"
"39671" "GO:0048627" "P"
"39672" "GO:0048628" "P"
"39674" "GO:0048629" "P"
"39676" "GO:0048630" "P"
"39677" "GO:0048631" "P"
"39679" "GO:0048632" "P"
"39682" "GO:0048633" "P"
"39685" "GO:0048634" "P"
"39686" "GO:0048635" "P"
"39689" "GO:0048636" "P"
"39692" "GO:0048638" "P"
"39694" "GO:0048639" "P"
"39697" "GO:0048640" "P"
"39700" "GO:0048641" "P"
"39701" "GO:0048642" "P"
"39703" "GO:0048643" "P"
"39705" "GO:0048644" "P"
"39706" "GO:0048645" "P"
"39707" "GO:0048646" "P"
"39708" "GO:0048647" "P"
"39709" "GO:0048648" "P"
"39710" "GO:0048649" "P"
"39712" "GO:0048650" "P"
"39714" "GO:0048651" "P"
"39716" "GO:0048652" "P"
"39717" "GO:0048653" "P"
"39719" "GO:0048654" "P"
"39720" "GO:0048655" "P"
"39722" "GO:0048656" "P"
"39724" "GO:0048657" "P"
"39726" "GO:0048658" "P"
"39728" "GO:0048659" "P"
"39729" "GO:0048660" "P"
"39730" "GO:0048661" "P"
"39732" "GO:0048662" "P"
"39734" "GO:0048663" "P"
"39735" "GO:0048664" "P"
"39736" "GO:0048665" "P"
"39737" "GO:0048666" "P"
"39738" "GO:0048667" "P"
"39739" "GO:0048668" "P"
"39741" "GO:0048669" "P"
"39742" "GO:0048670" "P"
"39745" "GO:0048671" "P"
"39749" "GO:0048672" "P"
"39753" "GO:0048673" "P"
"39755" "GO:0048674" "P"
"39757" "GO:0048675" "P"
"39758" "GO:0048677" "P"
"39760" "GO:0048678" "P"
"39761" "GO:0048679" "P"
"39764" "GO:0048680" "P"
"39768" "GO:0048681" "P"
"39772" "GO:0048682" "P"
"39774" "GO:0048683" "P"
"39776" "GO:0048684" "P"
"39779" "GO:0048685" "P"
"39782" "GO:0048686" "P"
"39786" "GO:0048687" "P"
"39790" "GO:0048688" "P"
"39794" "GO:0048689" "P"
"39795" "GO:0048690" "P"
"39797" "GO:0048691" "P"
"39800" "GO:0048692" "P"
"39803" "GO:0048693" "P"
"39805" "GO:0048694" "P"
"39808" "GO:0048695" "P"
"39811" "GO:0048696" "P"
"39812" "GO:0048697" "P"
"39814" "GO:0048698" "P"
"39816" "GO:0048699" "P"
"39817" "GO:0048700" "P"
"39819" "GO:0048701" "P"
"39820" "GO:0048702" "P"
"39821" "GO:0048703" "P"
"39822" "GO:0048704" "P"
"39824" "GO:0048705" "P"
"39825" "GO:0048706" "P"
"39826" "GO:0048707" "P"
"39827" "GO:0048708" "P"
"39828" "GO:0048709" "P"
"39829" "GO:0048710" "P"
"39830" "GO:0048711" "P"
"39832" "GO:0048712" "P"
"39834" "GO:0048713" "P"
"39835" "GO:0048714" "P"
"39837" "GO:0048715" "P"
"39839" "GO:0048716" "P"
"39840" "GO:0048717" "P"
"39841" "GO:0048718" "P"
"39843" "GO:0048719" "P"
"39844" "GO:0048720" "P"
"39845" "GO:0048721" "P"
"39846" "GO:0048722" "P"
"39847" "GO:0048723" "P"
"39848" "GO:0048724" "P"
"39849" "GO:0048725" "P"
"39850" "GO:0048726" "P"
"39851" "GO:0048727" "P"
"39852" "GO:0048728" "P"
"39853" "GO:0048729" "P"
"39854" "GO:0048730" "P"
"39855" "GO:0048731" "P"
"39856" "GO:0048732" "P"
"39857" "GO:0048733" "P"
"39858" "GO:0048734" "P"
"39859" "GO:0048735" "P"
"39861" "GO:0048736" "P"
"39862" "GO:0048737" "P"
"39863" "GO:0048738" "P"
"39864" "GO:0048739" "P"
"39866" "GO:0048741" "P"
"39868" "GO:0048742" "P"
"39871" "GO:0048743" "P"
"39875" "GO:0048744" "P"
"39879" "GO:0048745" "P"
"39880" "GO:0048747" "P"
"39881" "GO:0048749" "P"
"39882" "GO:0048750" "P"
"39883" "GO:0048752" "P"
"39885" "GO:0048753" "P"
"39886" "GO:0048754" "P"
"39888" "GO:0048755" "P"
"39889" "GO:0048756" "P"
"39890" "GO:0048757" "P"
"39892" "GO:0048758" "P"
"39893" "GO:0048759" "P"
"39894" "GO:0048760" "P"
"39895" "GO:0048761" "P"
"39896" "GO:0048762" "P"
"39897" "GO:0048763" "F"
"39898" "GO:0048764" "P"
"39900" "GO:0048765" "P"
"39902" "GO:0048766" "P"
"39903" "GO:0048767" "P"
"39905" "GO:0048768" "P"
"39907" "GO:0048769" "P"
"39908" "GO:0048770" "C"
"39909" "GO:0048771" "P"
"39910" "GO:0048772" "P"
"39911" "GO:0048773" "P"
"39912" "GO:0048774" "P"
"39913" "GO:0048775" "P"
"39914" "GO:0048776" "P"
"39916" "GO:0048777" "P"
"39918" "GO:0048778" "P"
"39919" "GO:0048779" "P"
"39921" "GO:0048780" "P"
"39923" "GO:0048781" "P"
"39924" "GO:0048782" "P"
"39926" "GO:0048783" "P"
"39928" "GO:0048784" "P"
"39930" "GO:0048785" "P"
"39931" "GO:0048786" "C"
"39933" "GO:0048787" "C"
"39935" "GO:0048788" "C"
"39937" "GO:0048789" "P"
"39938" "GO:0048790" "P"
"39940" "GO:0048791" "P"
"39942" "GO:0048792" "P"
"39944" "GO:0048793" "P"
"39945" "GO:0048794" "P"
"39946" "GO:0048795" "P"
"39947" "GO:0048796" "P"
"39948" "GO:0048797" "P"
"39949" "GO:0048798" "P"
"39950" "GO:0048799" "P"
"39951" "GO:0048800" "P"
"39953" "GO:0048801" "P"
"39954" "GO:0048802" "P"
"39955" "GO:0048803" "P"
"39957" "GO:0048804" "P"
"39959" "GO:0048805" "P"
"39960" "GO:0048806" "P"
"39962" "GO:0048807" "P"
"39963" "GO:0048808" "P"
"39965" "GO:0048809" "P"
"39966" "GO:0048810" "P"
"39967" "GO:0048811" "P"
"39968" "GO:0048812" "P"
"39969" "GO:0048813" "P"
"39970" "GO:0048814" "P"
"39972" "GO:0048815" "P"
"39974" "GO:0048816" "P"
"39976" "GO:0048817" "P"
"39978" "GO:0048818" "P"
"39980" "GO:0048819" "P"
"39981" "GO:0048820" "P"
"39983" "GO:0048821" "P"
"39984" "GO:0048822" "P"
"39985" "GO:0048823" "P"
"39986" "GO:0048824" "P"
"39987" "GO:0048825" "P"
"39989" "GO:0048826" "P"
"39993" "GO:0048827" "P"
"39994" "GO:0048829" "P"
"39995" "GO:0048830" "P"
"39996" "GO:0048831" "P"
"39997" "GO:0048832" "P"
"39999" "GO:0048833" "P"
"40001" "GO:0048834" "P"
"40002" "GO:0048835" "P"
"40003" "GO:0048836" "P"
"40004" "GO:0048837" "P"
"40005" "GO:0048838" "P"
"40007" "GO:0048839" "P"
"40008" "GO:0048840" "P"
"40009" "GO:0048841" "P"
"40011" "GO:0048842" "P"
"40014" "GO:0048843" "P"
"40017" "GO:0048844" "P"
"40018" "GO:0048845" "P"
"40019" "GO:0048846" "P"
"40021" "GO:0048847" "P"
"40022" "GO:0048848" "P"
"40023" "GO:0048849" "P"
"40024" "GO:0048850" "P"
"40025" "GO:0048851" "P"
"40026" "GO:0048852" "P"
"40027" "GO:0048853" "P"
"40028" "GO:0048854" "P"
"40029" "GO:0048855" "P"
"40030" "GO:0048856" "P"
"40031" "GO:0048857" "P"
"40032" "GO:0048858" "P"
"40034" "GO:0048859" "P"
"40035" "GO:0048860" "P"
"40036" "GO:0048861" "P"
"40037" "GO:0048863" "P"
"40038" "GO:0048864" "P"
"40039" "GO:0048865" "P"
"40040" "GO:0048866" "P"
"40041" "GO:0048867" "P"
"40042" "GO:0048868" "P"
"40044" "GO:0048869" "P"
"40046" "GO:0048870" "P"
"40048" "GO:0048871" "P"
"40050" "GO:0048872" "P"
"40051" "GO:0048873" "P"
"40053" "GO:0048874" "P"
"40055" "GO:0048875" "P"
"40057" "GO:0048876" "P"
"40059" "GO:0048877" "P"
"40061" "GO:0048878" "P"
"40062" "GO:0048880" "P"
"40063" "GO:0048881" "P"
"40064" "GO:0048882" "P"
"40065" "GO:0048883" "P"
"40066" "GO:0048884" "P"
"40067" "GO:0048885" "P"
"40068" "GO:0048886" "P"
"40070" "GO:0048887" "P"
"40071" "GO:0048888" "P"
"40072" "GO:0048889" "P"
"40073" "GO:0048890" "P"
"40074" "GO:0048891" "P"
"40075" "GO:0048892" "P"
"40076" "GO:0048893" "P"
"40077" "GO:0048894" "P"
"40078" "GO:0048895" "P"
"40079" "GO:0048896" "P"
"40080" "GO:0048897" "P"
"40081" "GO:0048898" "P"
"40082" "GO:0048899" "P"
"40083" "GO:0048900" "P"
"40084" "GO:0048901" "P"
"40085" "GO:0048902" "P"
"40086" "GO:0048903" "P"
"40087" "GO:0048904" "P"
"40088" "GO:0048905" "P"
"40089" "GO:0048906" "P"
"40090" "GO:0048907" "P"
"40091" "GO:0048908" "P"
"40092" "GO:0048909" "P"
"40093" "GO:0048910" "P"
"40094" "GO:0048911" "P"
"40095" "GO:0048912" "P"
"40096" "GO:0048913" "P"
"40097" "GO:0048914" "P"
"40098" "GO:0048915" "P"
"40099" "GO:0048916" "P"
"40100" "GO:0048917" "P"
"40101" "GO:0048918" "P"
"40102" "GO:0048919" "P"
"40103" "GO:0048920" "P"
"40104" "GO:0048921" "P"
"40105" "GO:0048922" "P"
"40106" "GO:0048923" "P"
"40107" "GO:0048924" "P"
"40108" "GO:0048925" "P"
"40109" "GO:0048926" "P"
"40110" "GO:0048927" "P"
"40111" "GO:0048928" "P"
"40112" "GO:0048929" "P"
"40113" "GO:0048930" "P"
"40114" "GO:0048931" "P"
"40115" "GO:0048932" "P"
"40116" "GO:0048933" "P"
"40117" "GO:0048934" "P"
"40118" "GO:0048935" "P"
"40119" "GO:0048936" "P"
"40120" "GO:0048937" "P"
"40121" "GO:0048938" "P"
"40122" "GO:0048939" "P"
"40123" "GO:0048940" "P"
"40124" "GO:0048941" "P"
"40125" "GO:0048942" "P"
"40126" "GO:0050000" "P"
"40127" "GO:0050001" "F"
"40128" "GO:0050002" "F"
"40129" "GO:0050003" "F"
"40130" "GO:0050004" "F"
"40131" "GO:0050005" "F"
"40132" "GO:0050006" "F"
"40133" "GO:0050007" "F"
"40134" "GO:0050008" "F"
"40135" "GO:0050009" "F"
"40136" "GO:0050010" "F"
"40137" "GO:0050011" "F"
"40138" "GO:0050012" "F"
"40139" "GO:0050013" "F"
"40140" "GO:0050014" "F"
"40141" "GO:0050015" "F"
"40142" "GO:0050016" "F"
"40143" "GO:0050017" "F"
"40144" "GO:0050018" "F"
"40145" "GO:0050019" "F"
"40146" "GO:0050020" "F"
"40147" "GO:0050021" "F"
"40148" "GO:0050022" "F"
"40149" "GO:0050023" "F"
"40150" "GO:0050024" "F"
"40152" "GO:0050025" "F"
"40153" "GO:0050026" "F"
"40154" "GO:0050028" "F"
"40155" "GO:0050029" "F"
"40156" "GO:0050030" "F"
"40157" "GO:0050031" "F"
"40158" "GO:0050032" "F"
"40159" "GO:0050033" "F"
"40160" "GO:0050034" "F"
"40161" "GO:0050035" "F"
