"goterm" "ontology"
"40162" "GO:0050036" "F"
"40163" "GO:0050037" "F"
"40164" "GO:0050038" "F"
"40165" "GO:0050039" "F"
"40166" "GO:0050040" "F"
"40167" "GO:0050041" "F"
"40168" "GO:0050042" "F"
"40169" "GO:0050043" "F"
"40170" "GO:0050044" "F"
"40171" "GO:0050045" "F"
"40172" "GO:0050046" "F"
"40174" "GO:0050047" "F"
"40175" "GO:0050048" "F"
"40176" "GO:0050049" "F"
"40177" "GO:0050050" "F"
"40178" "GO:0050051" "F"
"40179" "GO:0050052" "F"
"40180" "GO:0050053" "F"
"40181" "GO:0050054" "F"
"40182" "GO:0050055" "F"
"40183" "GO:0050056" "F"
"40185" "GO:0050057" "F"
"40187" "GO:0050058" "F"
"40188" "GO:0050059" "F"
"40190" "GO:0050060" "F"
"40191" "GO:0050061" "F"
"40192" "GO:0050062" "F"
"40193" "GO:0050064" "F"
"40194" "GO:0050065" "F"
"40195" "GO:0050066" "F"
"40196" "GO:0050067" "F"
"40197" "GO:0050068" "F"
"40198" "GO:0050069" "F"
"40199" "GO:0050070" "F"
"40200" "GO:0050071" "F"
"40202" "GO:0050072" "F"
"40203" "GO:0050073" "F"
"40205" "GO:0050074" "F"
"40206" "GO:0050075" "F"
"40207" "GO:0050076" "F"
"40208" "GO:0050077" "F"
"40209" "GO:0050078" "F"
"40210" "GO:0050079" "F"
"40211" "GO:0050080" "F"
"40212" "GO:0050081" "F"
"40213" "GO:0050082" "F"
"40214" "GO:0050083" "F"
"40215" "GO:0050084" "F"
"40216" "GO:0050085" "F"
"40217" "GO:0050086" "F"
"40218" "GO:0050087" "F"
"40219" "GO:0050088" "F"
"40220" "GO:0050089" "F"
"40221" "GO:0050090" "F"
"40222" "GO:0050091" "F"
"40223" "GO:0050092" "F"
"40224" "GO:0050093" "F"
"40225" "GO:0050094" "F"
"40226" "GO:0050095" "F"
"40227" "GO:0050096" "F"
"40228" "GO:0050097" "F"
"40229" "GO:0050098" "F"
"40230" "GO:0050099" "F"
"40231" "GO:0050100" "F"
"40232" "GO:0050101" "F"
"40233" "GO:0050102" "F"
"40234" "GO:0050103" "F"
"40235" "GO:0050104" "F"
"40236" "GO:0050105" "F"
"40237" "GO:0050106" "F"
"40238" "GO:0050107" "F"
"40239" "GO:0050108" "F"
"40240" "GO:0050109" "F"
"40241" "GO:0050110" "F"
"40242" "GO:0050111" "F"
"40243" "GO:0050112" "F"
"40244" "GO:0050113" "F"
"40245" "GO:0050114" "F"
"40246" "GO:0050115" "F"
"40247" "GO:0050116" "F"
"40248" "GO:0050117" "F"
"40250" "GO:0050118" "F"
"40252" "GO:0050119" "F"
"40254" "GO:0050120" "F"
"40255" "GO:0050121" "F"
"40256" "GO:0050122" "F"
"40257" "GO:0050123" "F"
"40258" "GO:0050124" "F"
"40259" "GO:0050125" "F"
"40260" "GO:0050126" "F"
"40261" "GO:0050127" "F"
"40262" "GO:0050128" "F"
"40263" "GO:0050129" "F"
"40264" "GO:0050130" "F"
"40265" "GO:0050131" "F"
"40266" "GO:0050132" "F"
"40267" "GO:0050133" "F"
"40268" "GO:0050134" "F"
"40269" "GO:0050135" "F"
"40270" "GO:0050136" "F"
"40272" "GO:0050137" "F"
"40273" "GO:0050138" "F"
"40274" "GO:0050139" "F"
"40275" "GO:0050140" "F"
"40276" "GO:0050141" "F"
"40277" "GO:0050142" "F"
"40278" "GO:0050143" "F"
"40279" "GO:0050144" "F"
"40280" "GO:0050145" "F"
"40282" "GO:0050146" "F"
"40284" "GO:0050147" "F"
"40285" "GO:0050148" "F"
"40286" "GO:0050149" "F"
"40287" "GO:0050150" "F"
"40288" "GO:0050151" "F"
"40289" "GO:0050152" "F"
"40290" "GO:0050153" "F"
"40291" "GO:0050154" "F"
"40293" "GO:0050155" "F"
"40294" "GO:0050156" "F"
"40295" "GO:0050157" "F"
"40296" "GO:0050158" "F"
"40297" "GO:0050159" "F"
"40298" "GO:0050160" "F"
"40299" "GO:0050161" "F"
"40300" "GO:0050162" "F"
"40301" "GO:0050163" "F"
"40302" "GO:0050164" "F"
"40303" "GO:0050165" "F"
"40305" "GO:0050166" "F"
"40306" "GO:0050167" "F"
"40307" "GO:0050168" "F"
"40308" "GO:0050169" "F"
"40310" "GO:0050170" "F"
"40311" "GO:0050171" "F"
"40312" "GO:0050172" "F"
"40313" "GO:0050173" "F"
"40314" "GO:0050174" "F"
"40315" "GO:0050175" "F"
"40316" "GO:0050176" "F"
"40317" "GO:0050177" "F"
"40318" "GO:0050178" "F"
"40319" "GO:0050179" "F"
"40320" "GO:0050180" "F"
"40321" "GO:0050181" "F"
"40322" "GO:0050182" "F"
"40323" "GO:0050183" "F"
"40324" "GO:0050184" "F"
"40325" "GO:0050185" "F"
"40326" "GO:0050186" "F"
"40327" "GO:0050187" "F"
"40328" "GO:0050188" "F"
"40329" "GO:0050189" "F"
"40330" "GO:0050190" "F"
"40332" "GO:0050191" "F"
"40334" "GO:0050192" "F"
"40335" "GO:0050193" "F"
"40336" "GO:0050194" "F"
"40337" "GO:0050195" "F"
"40339" "GO:0050196" "F"
"40340" "GO:0050197" "F"
"40342" "GO:0050198" "F"
"40343" "GO:0050199" "F"
"40344" "GO:0050200" "F"
"40345" "GO:0050201" "F"
"40347" "GO:0050202" "F"
"40348" "GO:0050203" "F"
"40350" "GO:0050204" "F"
"40351" "GO:0050205" "F"
"40352" "GO:0050206" "F"
"40353" "GO:0050207" "F"
"40354" "GO:0050208" "F"
"40355" "GO:0050209" "F"
"40356" "GO:0050210" "F"
"40357" "GO:0050211" "F"
"40359" "GO:0050212" "F"
"40361" "GO:0050213" "F"
"40362" "GO:0050214" "F"
"40364" "GO:0050215" "F"
"40365" "GO:0050216" "F"
"40366" "GO:0050217" "F"
"40367" "GO:0050218" "F"
"40369" "GO:0050219" "F"
"40370" "GO:0050220" "F"
"40371" "GO:0050221" "F"
"40372" "GO:0050223" "F"
"40373" "GO:0050224" "F"
"40374" "GO:0050225" "F"
"40376" "GO:0050226" "F"
"40377" "GO:0050227" "F"
"40378" "GO:0050228" "F"
"40380" "GO:0050229" "F"
"40381" "GO:0050230" "F"
"40383" "GO:0050231" "F"
"40384" "GO:0050232" "F"
"40385" "GO:0050233" "F"
"40386" "GO:0050234" "F"
"40387" "GO:0050235" "F"
"40388" "GO:0050236" "F"
"40389" "GO:0050237" "F"
"40390" "GO:0050238" "F"
"40391" "GO:0050239" "F"
"40393" "GO:0050240" "F"
"40394" "GO:0050241" "F"
"40395" "GO:0050242" "F"
"40396" "GO:0050243" "F"
"40397" "GO:0050244" "F"
"40398" "GO:0050245" "F"
"40399" "GO:0050246" "F"
"40400" "GO:0050247" "F"
"40401" "GO:0050248" "F"
"40403" "GO:0050249" "F"
"40404" "GO:0050250" "F"
"40405" "GO:0050251" "F"
"40406" "GO:0050252" "F"
"40407" "GO:0050253" "F"
"40408" "GO:0050254" "F"
"40409" "GO:0050255" "F"
"40410" "GO:0050256" "F"
"40411" "GO:0050257" "F"
"40413" "GO:0050258" "F"
"40414" "GO:0050259" "F"
"40415" "GO:0050260" "F"
"40416" "GO:0050261" "F"
"40417" "GO:0050262" "F"
"40419" "GO:0050263" "F"
"40420" "GO:0050264" "F"
"40421" "GO:0050265" "F"
"40423" "GO:0050266" "F"
"40424" "GO:0050267" "F"
"40425" "GO:0050268" "F"
"40426" "GO:0050269" "F"
"40427" "GO:0050270" "F"
"40429" "GO:0050271" "F"
"40430" "GO:0050272" "F"
"40431" "GO:0050273" "F"
"40432" "GO:0050274" "F"
"40433" "GO:0050275" "F"
"40434" "GO:0050276" "F"
"40436" "GO:0050277" "F"
"40438" "GO:0050278" "F"
"40439" "GO:0050279" "F"
"40441" "GO:0050280" "F"
"40442" "GO:0050281" "F"
"40443" "GO:0050282" "F"
"40444" "GO:0050283" "F"
"40445" "GO:0050284" "F"
"40446" "GO:0050285" "F"
"40447" "GO:0050286" "F"
"40448" "GO:0050287" "F"
"40449" "GO:0050288" "F"
"40450" "GO:0050289" "F"
"40451" "GO:0050290" "F"
"40453" "GO:0050291" "F"
"40454" "GO:0050292" "F"
"40456" "GO:0050293" "F"
"40457" "GO:0050294" "F"
"40458" "GO:0050295" "F"
"40459" "GO:0050296" "F"
"40460" "GO:0050297" "F"
"40461" "GO:0050298" "F"
"40462" "GO:0050299" "F"
"40463" "GO:0050300" "F"
"40464" "GO:0050301" "F"
"40465" "GO:0050302" "F"
"40466" "GO:0050303" "F"
"40467" "GO:0050304" "F"
"40468" "GO:0050305" "F"
"40469" "GO:0050306" "F"
"40470" "GO:0050307" "F"
"40471" "GO:0050308" "F"
"40472" "GO:0050309" "F"
"40473" "GO:0050310" "F"
"40474" "GO:0050311" "F"
"40475" "GO:0050312" "F"
"40476" "GO:0050313" "F"
"40477" "GO:0050314" "F"
"40478" "GO:0050315" "F"
"40479" "GO:0050316" "F"
"40481" "GO:0050317" "F"
"40483" "GO:0050318" "F"
"40484" "GO:0050319" "F"
"40485" "GO:0050320" "F"
"40486" "GO:0050321" "F"
"40487" "GO:0050322" "F"
"40488" "GO:0050323" "F"
"40489" "GO:0050324" "F"
"40491" "GO:0050325" "F"
"40492" "GO:0050326" "F"
"40493" "GO:0050328" "F"
"40494" "GO:0050329" "F"
"40495" "GO:0050330" "F"
"40496" "GO:0050331" "F"
"40498" "GO:0050332" "F"
"40499" "GO:0050333" "F"
"40500" "GO:0050334" "F"
"40501" "GO:0050335" "F"
"40502" "GO:0050336" "F"
"40503" "GO:0050337" "F"
"40504" "GO:0050338" "F"
"40505" "GO:0050339" "F"
"40506" "GO:0050340" "F"
"40507" "GO:0050341" "F"
"40508" "GO:0050342" "F"
"40509" "GO:0050343" "F"
"40510" "GO:0050344" "F"
"40511" "GO:0050345" "F"
"40512" "GO:0050346" "F"
"40513" "GO:0050347" "F"
"40514" "GO:0050348" "F"
"40515" "GO:0050349" "F"
"40516" "GO:0050350" "F"
"40517" "GO:0050351" "F"
"40518" "GO:0050352" "F"
"40519" "GO:0050353" "F"
"40520" "GO:0050354" "F"
"40522" "GO:0050355" "F"
"40523" "GO:0050356" "F"
"40524" "GO:0050357" "F"
"40525" "GO:0050358" "F"
"40526" "GO:0050359" "F"
"40527" "GO:0050360" "F"
"40528" "GO:0050361" "F"
"40529" "GO:0050362" "F"
"40530" "GO:0050363" "F"
"40531" "GO:0050364" "F"
"40532" "GO:0050365" "F"
"40533" "GO:0050366" "F"
"40534" "GO:0050367" "F"
"40535" "GO:0050368" "F"
"40536" "GO:0050369" "F"
"40537" "GO:0050370" "F"
"40538" "GO:0050371" "F"
"40539" "GO:0050372" "F"
"40540" "GO:0050373" "F"
"40541" "GO:0050374" "F"
"40542" "GO:0050376" "F"
"40543" "GO:0050377" "F"
"40544" "GO:0050378" "F"
"40545" "GO:0050379" "F"
"40546" "GO:0050380" "F"
"40547" "GO:0050382" "F"
"40548" "GO:0050383" "F"
"40549" "GO:0050384" "F"
"40550" "GO:0050385" "F"
"40551" "GO:0050386" "F"
"40552" "GO:0050387" "F"
"40553" "GO:0050388" "F"
"40554" "GO:0050389" "F"
"40555" "GO:0050390" "F"
"40556" "GO:0050391" "F"
"40557" "GO:0050392" "F"
"40558" "GO:0050393" "F"
"40559" "GO:0050394" "F"
"40561" "GO:0050395" "F"
"40562" "GO:0050396" "F"
"40563" "GO:0050397" "F"
"40565" "GO:0050398" "F"
"40566" "GO:0050399" "F"
"40567" "GO:0050400" "F"
"40569" "GO:0050401" "F"
"40570" "GO:0050402" "F"
"40571" "GO:0050403" "F"
"40572" "GO:0050404" "F"
"40573" "GO:0050405" "F"
"40574" "GO:0050406" "F"
"40575" "GO:0050407" "F"
"40576" "GO:0050408" "F"
"40577" "GO:0050409" "F"
"40579" "GO:0050410" "F"
"40580" "GO:0050411" "F"
"40581" "GO:0050412" "F"
"40582" "GO:0050413" "F"
"40583" "GO:0050414" "F"
"40584" "GO:0050415" "F"
"40585" "GO:0050416" "F"
"40586" "GO:0050417" "F"
"40587" "GO:0050418" "F"
"40588" "GO:0050419" "F"
"40589" "GO:0050420" "F"
"40590" "GO:0050421" "F"
"40592" "GO:0050422" "F"
"40593" "GO:0050423" "F"
"40594" "GO:0050427" "P"
"40598" "GO:0050428" "P"
"40602" "GO:0050429" "F"
"40603" "GO:0050431" "F"
"40605" "GO:0050432" "P"
"40607" "GO:0050433" "P"
"40609" "GO:0050434" "P"
"40611" "GO:0050435" "P"
"40612" "GO:0050436" "F"
"40613" "GO:0050437" "F"
"40614" "GO:0050438" "F"
"40615" "GO:0050439" "F"
"40616" "GO:0050440" "F"
"40617" "GO:0050441" "F"
"40618" "GO:0050442" "F"
"40619" "GO:0050444" "F"
"40620" "GO:0050445" "F"
"40621" "GO:0050446" "F"
"40622" "GO:0050447" "F"
"40623" "GO:0050448" "F"
"40624" "GO:0050449" "F"
"40625" "GO:0050450" "F"
"40626" "GO:0050451" "F"
"40628" "GO:0050452" "F"
"40629" "GO:0050453" "F"
"40630" "GO:0050454" "F"
"40631" "GO:0050455" "F"
"40632" "GO:0050456" "F"
"40633" "GO:0050457" "F"
"40634" "GO:0050458" "F"
"40635" "GO:0050459" "F"
"40636" "GO:0050460" "F"
"40637" "GO:0050461" "F"
"40638" "GO:0050462" "F"
"40639" "GO:0050463" "F"
"40641" "GO:0050464" "F"
"40643" "GO:0050465" "F"
"40644" "GO:0050467" "F"
"40645" "GO:0050468" "F"
"40646" "GO:0050469" "F"
"40647" "GO:0050470" "F"
"40648" "GO:0050471" "F"
"40649" "GO:0050472" "F"
"40650" "GO:0050473" "F"
"40651" "GO:0050474" "F"
"40652" "GO:0050476" "F"
"40653" "GO:0050477" "F"
"40654" "GO:0050478" "F"
"40655" "GO:0050479" "F"
"40656" "GO:0050480" "F"
"40657" "GO:0050481" "F"
"40658" "GO:0050482" "P"
"40660" "GO:0050483" "F"
"40661" "GO:0050484" "F"
"40662" "GO:0050485" "F"
"40663" "GO:0050486" "F"
"40664" "GO:0050487" "F"
"40665" "GO:0050488" "F"
"40666" "GO:0050490" "F"
"40667" "GO:0050491" "F"
"40668" "GO:0050492" "F"
"40669" "GO:0050493" "P"
"40671" "GO:0050494" "P"
"40673" "GO:0050495" "P"
"40674" "GO:0050496" "P"
"40675" "GO:0050497" "F"
"40676" "GO:0050498" "F"
"40677" "GO:0050499" "F"
"40678" "GO:0050500" "F"
"40679" "GO:0050501" "F"
"40681" "GO:0050502" "F"
"40682" "GO:0050503" "F"
"40683" "GO:0050504" "F"
"40684" "GO:0050505" "F"
"40685" "GO:0050506" "F"
"40686" "GO:0050507" "F"
"40687" "GO:0050508" "F"
"40688" "GO:0050509" "F"
"40689" "GO:0050510" "F"
"40690" "GO:0050511" "F"
"40691" "GO:0050512" "F"
"40692" "GO:0050513" "F"
"40693" "GO:0050514" "F"
"40694" "GO:0050515" "F"
"40696" "GO:0050518" "F"
"40697" "GO:0050519" "F"
"40698" "GO:0050520" "F"
"40699" "GO:0050521" "F"
"40701" "GO:0050522" "F"
"40702" "GO:0050524" "F"
"40703" "GO:0050525" "F"
"40704" "GO:0050526" "F"
"40705" "GO:0050527" "F"
"40706" "GO:0050528" "F"
"40707" "GO:0050529" "F"
"40708" "GO:0050530" "F"
"40709" "GO:0050531" "F"
"40710" "GO:0050532" "F"
"40711" "GO:0050533" "F"
"40712" "GO:0050534" "F"
"40713" "GO:0050535" "F"
"40714" "GO:0050536" "F"
"40715" "GO:0050537" "F"
"40716" "GO:0050538" "F"
"40717" "GO:0050539" "F"
"40718" "GO:0050540" "F"
"40720" "GO:0050541" "F"
"40721" "GO:0050542" "F"
"40723" "GO:0050543" "F"
"40724" "GO:0050544" "F"
"40726" "GO:0050545" "F"
"40727" "GO:0050546" "F"
"40728" "GO:0050547" "F"
"40729" "GO:0050548" "F"
"40730" "GO:0050549" "F"
"40731" "GO:0050550" "F"
"40732" "GO:0050551" "F"
"40733" "GO:0050552" "F"
"40734" "GO:0050553" "F"
"40735" "GO:0050554" "F"
"40736" "GO:0050555" "F"
"40737" "GO:0050556" "F"
"40738" "GO:0050557" "F"
"40739" "GO:0050558" "F"
"40740" "GO:0050559" "F"
"40741" "GO:0050560" "F"
"40742" "GO:0050561" "F"
"40743" "GO:0050562" "F"
"40744" "GO:0050563" "F"
"40745" "GO:0050564" "F"
"40746" "GO:0050565" "F"
"40747" "GO:0050566" "F"
"40749" "GO:0050567" "F"
"40751" "GO:0050568" "F"
"40752" "GO:0050569" "F"
"40753" "GO:0050570" "F"
"40754" "GO:0050571" "F"
"40755" "GO:0050572" "F"
"40756" "GO:0050573" "F"
"40757" "GO:0050574" "F"
"40758" "GO:0050575" "F"
"40759" "GO:0050577" "F"
"40760" "GO:0050578" "F"
"40761" "GO:0050579" "F"
"40762" "GO:0050580" "F"
"40763" "GO:0050581" "F"
"40764" "GO:0050582" "F"
"40765" "GO:0050583" "F"
"40766" "GO:0050584" "F"
"40767" "GO:0050585" "F"
"40768" "GO:0050586" "F"
"40769" "GO:0050587" "F"
"40770" "GO:0050588" "F"
"40771" "GO:0050589" "F"
"40772" "GO:0050590" "F"
"40773" "GO:0050591" "F"
"40774" "GO:0050592" "F"
"40775" "GO:0050593" "F"
"40776" "GO:0050594" "F"
"40777" "GO:0050595" "F"
"40778" "GO:0050596" "F"
"40779" "GO:0050597" "F"
"40780" "GO:0050598" "F"
"40781" "GO:0050599" "F"
"40782" "GO:0050600" "F"
"40783" "GO:0050601" "F"
"40784" "GO:0050602" "F"
"40785" "GO:0050603" "F"
"40787" "GO:0050604" "F"
"40788" "GO:0050605" "F"
"40790" "GO:0050606" "F"
"40791" "GO:0050607" "F"
"40792" "GO:0050608" "F"
"40793" "GO:0050609" "F"
"40794" "GO:0050610" "F"
"40795" "GO:0050611" "F"
"40796" "GO:0050612" "F"
"40797" "GO:0050613" "F"
"40798" "GO:0050614" "F"
"40799" "GO:0050615" "F"
"40800" "GO:0050616" "F"
"40801" "GO:0050617" "F"
"40802" "GO:0050618" "F"
"40803" "GO:0050619" "F"
"40804" "GO:0050620" "F"
"40805" "GO:0050621" "F"
"40806" "GO:0050622" "F"
"40807" "GO:0050623" "F"
"40808" "GO:0050624" "F"
"40809" "GO:0050625" "F"
"40810" "GO:0050626" "F"
"40811" "GO:0050627" "F"
"40812" "GO:0050628" "F"
"40813" "GO:0050629" "F"
"40814" "GO:0050630" "F"
"40815" "GO:0050631" "F"
"40816" "GO:0050632" "F"
"40817" "GO:0050633" "F"
"40819" "GO:0050634" "F"
"40820" "GO:0050635" "F"
"40821" "GO:0050636" "F"
"40822" "GO:0050637" "F"
"40823" "GO:0050638" "F"
"40824" "GO:0050639" "F"
"40825" "GO:0050640" "F"
"40826" "GO:0050641" "F"
"40827" "GO:0050642" "F"
"40828" "GO:0050643" "F"
"40829" "GO:0050644" "F"
"40830" "GO:0050645" "F"
"40831" "GO:0050646" "F"
"40834" "GO:0050647" "F"
"40836" "GO:0050648" "F"
"40838" "GO:0050649" "F"
"40839" "GO:0050650" "P"
"40841" "GO:0050651" "P"
"40843" "GO:0050652" "P"
"40844" "GO:0050653" "P"
"40845" "GO:0050654" "P"
"40846" "GO:0050655" "P"
"40847" "GO:0050656" "F"
"40850" "GO:0050657" "P"
"40851" "GO:0050658" "P"
"40853" "GO:0050659" "F"
"40854" "GO:0050660" "F"
"40857" "GO:0050661" "F"
"40859" "GO:0050662" "F"
"40860" "GO:0050663" "P"
"40861" "GO:0050664" "F"
"40862" "GO:0050665" "P"
"40866" "GO:0050666" "P"
"40867" "GO:0050667" "P"
"40869" "GO:0050668" "P"
"40871" "GO:0050669" "P"
"40873" "GO:0050670" "P"
"40875" "GO:0050671" "P"
"40878" "GO:0050672" "P"
"40881" "GO:0050673" "P"
"40882" "GO:0050674" "P"
"40883" "GO:0050675" "P"
"40884" "GO:0050676" "P"
"40886" "GO:0050677" "P"
"40888" "GO:0050678" "P"
"40889" "GO:0050679" "P"
"40891" "GO:0050680" "P"
"40893" "GO:0050681" "F"
"40895" "GO:0050682" "F"
"40896" "GO:0050683" "F"
"40897" "GO:0050684" "P"
"40899" "GO:0050685" "P"
"40902" "GO:0050686" "P"
"40905" "GO:0050687" "P"
"40911" "GO:0050688" "P"
"40916" "GO:0050689" "P"
"40918" "GO:0050690" "P"
"40919" "GO:0050691" "P"
"40920" "GO:0050692" "F"
"40921" "GO:0050693" "F"
"40922" "GO:0050694" "F"
"40923" "GO:0050695" "F"
"40924" "GO:0050696" "P"
"40927" "GO:0050697" "F"
"40928" "GO:0050698" "F"
"40929" "GO:0050699" "F"
"40930" "GO:0050700" "F"
"40931" "GO:0050701" "P"
"40932" "GO:0050702" "P"
"40933" "GO:0050703" "P"
"40934" "GO:0050704" "P"
"40936" "GO:0050705" "P"
"40938" "GO:0050706" "P"
"40940" "GO:0050707" "P"
"40942" "GO:0050708" "P"
"40945" "GO:0050709" "P"
"40949" "GO:0050710" "P"
"40952" "GO:0050711" "P"
"40955" "GO:0050712" "P"
"40958" "GO:0050713" "P"
"40961" "GO:0050714" "P"
"40965" "GO:0050715" "P"
"40968" "GO:0050716" "P"
"40971" "GO:0050717" "P"
"40974" "GO:0050718" "P"
"40977" "GO:0050719" "P"
"40978" "GO:0050720" "P"
"40979" "GO:0050721" "P"
"40981" "GO:0050722" "P"
"40983" "GO:0050723" "P"
"40986" "GO:0050724" "P"
"40989" "GO:0050725" "P"
"40992" "GO:0050726" "P"
"40995" "GO:0050727" "P"
"40997" "GO:0050728" "P"
"41000" "GO:0050729" "P"
"41003" "GO:0050730" "P"
"41004" "GO:0050731" "P"
"41006" "GO:0050732" "P"
"41008" "GO:0050733" "F"
"41009" "GO:0050734" "F"
"41010" "GO:0050735" "F"
"41012" "GO:0050736" "F"
"41014" "GO:0050737" "F"
"41016" "GO:0050738" "F"
"41017" "GO:0050739" "P"
"41021" "GO:0050740" "P"
"41022" "GO:0050741" "P"
"41023" "GO:0050742" "P"
"41024" "GO:0050743" "P"
"41025" "GO:0050744" "P"
"41026" "GO:0050745" "P"
"41028" "GO:0050746" "P"
"41030" "GO:0050747" "P"
"41033" "GO:0050748" "P"
"41036" "GO:0050750" "F"
"41037" "GO:0050751" "P"
"41040" "GO:0050752" "P"
"41042" "GO:0050753" "P"
"41045" "GO:0050754" "P"
"41048" "GO:0050755" "P"
"41049" "GO:0050756" "P"
"41050" "GO:0050757" "P"
"41053" "GO:0050758" "P"
"41055" "GO:0050759" "P"
"41058" "GO:0050760" "P"
"41061" "GO:0050761" "P"
"41062" "GO:0050762" "P"
"41064" "GO:0050763" "P"
"41066" "GO:0050764" "P"
"41067" "GO:0050765" "P"
"41069" "GO:0050766" "P"
"41071" "GO:0050767" "P"
"41073" "GO:0050768" "P"
"41076" "GO:0050769" "P"
"41079" "GO:0050770" "P"
"41081" "GO:0050771" "P"
"41084" "GO:0050772" "P"
"41087" "GO:0050773" "P"
"41088" "GO:0050774" "P"
"41091" "GO:0050775" "P"
"41094" "GO:0050776" "P"
"41096" "GO:0050777" "P"
"41099" "GO:0050778" "P"
"41102" "GO:0050779" "P"
"41105" "GO:0050780" "F"
"41106" "GO:0050781" "F"
"41107" "GO:0050782" "F"
"41109" "GO:0050783" "P"
"41114" "GO:0050784" "P"
"41121" "GO:0050785" "F"
"41122" "GO:0050786" "F"
"41123" "GO:0050787" "P"
"41124" "GO:0050788" "P"
"41125" "GO:0050789" "P"
"41126" "GO:0050790" "P"
"41127" "GO:0050792" "P"
"41128" "GO:0050793" "P"
"41129" "GO:0050794" "P"
"41130" "GO:0050795" "P"
"41131" "GO:0050796" "P"
"41133" "GO:0050797" "F"
"41134" "GO:0050798" "P"
"41135" "GO:0050799" "P"
"41138" "GO:0050801" "P"
"41139" "GO:0050802" "P"
"41141" "GO:0050803" "P"
"41142" "GO:0050804" "P"
"41143" "GO:0050805" "P"
"41146" "GO:0050806" "P"
"41149" "GO:0050807" "P"
"41150" "GO:0050808" "P"
"41151" "GO:0050809" "F"
"41154" "GO:0050810" "P"
"41156" "GO:0050811" "F"
"41157" "GO:0050812" "P"
"41162" "GO:0050813" "P"
"41167" "GO:0050814" "P"
"41173" "GO:0050815" "F"
"41174" "GO:0050816" "F"
"41175" "GO:0050817" "P"
"41176" "GO:0050818" "P"
"41177" "GO:0050819" "P"
"41179" "GO:0050820" "P"
"41181" "GO:0050821" "P"
"41182" "GO:0050822" "P"
"41183" "GO:0050823" "P"
"41184" "GO:0050825" "F"
"41185" "GO:0050826" "P"
"41186" "GO:0050828" "P"
"41187" "GO:0050829" "P"
"41188" "GO:0050830" "P"
"41189" "GO:0050831" "P"
"41190" "GO:0050832" "P"
"41192" "GO:0050833" "F"
"41193" "GO:0050834" "P"
"41195" "GO:0050835" "P"
"41198" "GO:0050836" "P"
"41201" "GO:0050837" "P"
"41204" "GO:0050838" "P"
"41205" "GO:0050839" "F"
"41206" "GO:0050840" "F"
"41207" "GO:0050841" "P"
"41208" "GO:0050842" "P"
"41210" "GO:0050843" "P"
"41215" "GO:0050844" "P"
"41216" "GO:0050845" "P"
"41219" "GO:0050846" "P"
"41220" "GO:0050847" "P"
"41221" "GO:0050848" "P"
"41222" "GO:0050849" "P"
"41224" "GO:0050850" "P"
"41226" "GO:0050851" "P"
"41227" "GO:0050852" "P"
"41228" "GO:0050853" "P"
"41229" "GO:0050854" "P"
"41231" "GO:0050855" "P"
"41232" "GO:0050856" "P"
"41233" "GO:0050857" "P"
"41236" "GO:0050858" "P"
"41239" "GO:0050859" "P"
"41241" "GO:0050860" "P"
"41243" "GO:0050861" "P"
"41245" "GO:0050862" "P"
"41247" "GO:0050863" "P"
"41248" "GO:0050864" "P"
"41249" "GO:0050865" "P"
"41250" "GO:0050866" "P"
"41252" "GO:0050867" "P"
"41254" "GO:0050868" "P"
"41257" "GO:0050869" "P"
"41259" "GO:0050870" "P"
"41262" "GO:0050871" "P"
"41264" "GO:0050872" "P"
"41265" "GO:0050873" "P"
"41266" "GO:0050877" "P"
"41267" "GO:0050878" "P"
"41268" "GO:0050879" "P"
"41269" "GO:0050880" "P"
"41271" "GO:0050881" "P"
"41272" "GO:0050882" "P"
"41273" "GO:0050883" "P"
"41275" "GO:0050884" "P"
"41276" "GO:0050885" "P"
"41277" "GO:0050886" "P"
"41278" "GO:0050887" "P"
"41279" "GO:0050888" "P"
"41280" "GO:0050889" "P"
"41281" "GO:0050890" "P"
"41282" "GO:0050891" "P"
"41285" "GO:0050892" "P"
"41287" "GO:0050893" "P"
"41288" "GO:0050894" "P"
"41289" "GO:0050896" "P"
"41290" "GO:0050897" "F"
"41291" "GO:0050898" "P"
"41292" "GO:0050899" "P"
"41295" "GO:0050900" "P"
"41297" "GO:0050901" "P"
"41298" "GO:0050902" "P"
"41299" "GO:0050903" "P"
"41300" "GO:0050904" "P"
"41301" "GO:0050905" "P"
"41302" "GO:0050906" "P"
"41303" "GO:0050907" "P"
"41305" "GO:0050908" "P"
"41307" "GO:0050909" "P"
"41308" "GO:0050910" "P"
"41310" "GO:0050911" "P"
"41311" "GO:0050912" "P"
"41312" "GO:0050913" "P"
"41313" "GO:0050914" "P"
"41314" "GO:0050915" "P"
"41315" "GO:0050916" "P"
"41316" "GO:0050917" "P"
"41317" "GO:0050918" "P"
"41318" "GO:0050919" "P"
"41319" "GO:0050920" "P"
"41321" "GO:0050921" "P"
"41324" "GO:0050922" "P"
"41327" "GO:0050923" "P"
"41328" "GO:0050924" "P"
"41330" "GO:0050925" "P"
"41332" "GO:0050926" "P"
"41333" "GO:0050927" "P"
"41335" "GO:0050928" "P"
"41337" "GO:0050929" "P"
"41338" "GO:0050930" "P"
"41339" "GO:0050931" "P"
"41340" "GO:0050932" "P"
"41342" "GO:0050933" "P"
"41343" "GO:0050934" "P"
"41344" "GO:0050935" "P"
