ADR,AOR,BFAT,BST,CER,HEA,HYP,KID,LIV,LUN,MUS,WAT
,,Chi3l3,,,,,Fip1l1,Cyp17a1,Bhlha15,,
,,Chi3l4,,,,,Srp72,Nt5c2,Rasl11a,,
,,Sypl2,,,,,Rufy3,Sh3pxd2a,Mtus2,,
,,S1pr1,,,,,5830473C10Rik,Obfc1,4930588N13Rik,,
,,Palmd,,,,,Uso1,Gm10197,Fry,,
,,Abcd3,,,,,Stbd1,Gpam,Brca2,,
,,Larp7,,,,,43354,Dclre1a,Cldn12,,
,,Sec24b,,,,,Ccng2,A630007B06Rik,Cd36,,
,,Gm4861,,,,,Fras1,Ablim1,Ccdc146,,
,,Dnajb4,,,,,Anxa3,Gfra1,Fbxl13,,
,,Nexn,,,,,Arhgap24,4930506M07Rik,Tomm7,,
,,St6galnac3,,,,,Lrrc8b,D19Ertd737e,Gm10472,,
,,Cth,,,,,Lrrc8d,Fam171a1,Atp5l,,
,,Ttpa,,,,,Pigg,Frmd4a,Gpr113,,
,,Dnaja1,,,,,Zfp932,Usp6nl,Slc5a6,,
,,Akap2,,,,,Crybb1,Pter,Spon2,,
,,Acer2,,,,,Hps4,Mllt10,Haus3,,
,,Cachd1,,,,,Coq5,Msrb2,Htra3,,
,,Ccdc23,,,,,Pxn,Acbd5,Slc2a9,,
,,Bsdc1,,,,,Gcn1l1,Zmynd19,Hs3st1,,
,,Dnajc8,,,,,Cit,Wdr85,Ldb2,,
,,Cd164l2,,,,,Fbxo21,Pnpla7,Kcnip4,,
,,Map3k6,,,,,Atxn2,Nelf,Gpr125,,
,,Syf2,,,,,Atp6v0a2,Entpd8,Ppargc1a,,
,,Il22ra1,,,,,Gm10382,Abca2,Sepsecs,,
,,1700013G24Rik,,,,,Glt1d1,Mrps2,Arap2,,
,,Camk2n1,,,,,4930579G22Rik,Tsc1,Tmem156,,
,,Ubr4,,,,,Tmem248,Ddx31,Rbm47,,
,,Iffo2,,,,,Gatsl2,Ttf1,Atp8a1,,
,,BC080695,,,,,Wbscr27,Rapgef1,Gabra4,,
,,Gm16503,,,,,Dnajc30,Coq4,Kdr,,
,,Srm,,,,,Tbl2,Gle1,Clock,,
,,Masp2,,,,,Rhbdd2,Endog,Sult1d1,,
,,AI464131,,,,,Por,Lrrc8a,Btc,,
,,Xpa,,,,,Lrch4,Fam73b,Sdad1,,
,,Ptgr1,,,,,Tsc22d4,Ppp2r4,Prkg2,,
,,Rod1,,,,,Zcwpw1,Tor1b,Hnrnpd,,
,,Cdkn2b,,,,,Zkscan1,Gpr107,Lin54,,
,,Skint9,,,,,Fam20c,Exosc2,Plac8,,
,,Cyp4b1,,,,,Eif3b,Ppapdc3,Wdfy3,,
,,Uqcrh,,,,,Wipi2,Prrc2b,Gbp8,,
,,Oprd1,,,,,Fscn1,Pomt1,Gbp9,,
,,Sytl1,,,,,Bhlha15,Ciz1,Gbp4,,
,,Zbtb40,,,,,Nptx2,Fam102a,Gbp6,,
,,Arhgef10l,,,,,Trrap,Dpm2,Dgkq,,
,,Ube4b,,,,,Zfp655,St6galnac6,Fbrsl1,,
,,Atad3a,,,,,Rasl11a,Sh2d3c,Adrbk2,,
,,Pusl1,,,,,Gsx1,Angptl2,Crybb3,,
,,Abcb8,,,,,Brca2,D730039F16Rik,Rpl37,,
,,Dnajb6,,,,,Steap2,Glo1,Dynll1,,
,,Fosl2,,,,,Adam22,Mrrf,4930430O22Rik,,
,,Maea,,,,,Crot,Olfr354,Ccdc60,,
,,Tmem128,,,,,Gnai1,Nek6,Ift81,,
,,Gm16223,,,,,Fastk,Kynu,Anapc5,,
,,N4bp2,,,,,E130116L18Rik,Epc2,Clip1,,
,,AA792892,,,,,Preb,Fmnl2,Vps37b,,
,,Slc4a4,,,,,Slc5a6,Galnt13,Rilpl1,,
,,Arhgap24,,,,,Sh3tc1,Gpd2,Ccdc92,,
,,Tmem175,,,,,Tbc1d14,Upp2,Tmem132d,,
,,Oasl2,,,,,Slc2a9,Dapl1,Eln,,
,,Aacs,,,,,Prom1,43166,Ywhag,,
,,Stx1a,,,,,Gpr125,Psmd14,Orai2,,
,,Lrch4,,,,,Ppargc1a,Gca,Cux1,,
,,Ap4m1,,,,,Dhx15,Lass6,Ap1s1,,
,,Fam20c,,,,,Sel1l3,Nostrin,Serpine1,,
,,Trrap,,,,,Cckar,Dhrs9,Irs3,,
,,Cpsf4,,,,,Rell1,Metap1d,Mepce,,
,,Srpk2,,,,,Ugdh,Gm1631,Cyp3a13,,
,,Preb,,,,,Pds5a,B230120H23Rik,Gjc3,,
,,Eif2b4,,,,,Gnpda2,Scrn3,Prkar1b,,
,,Nop14,,,,,Nfxl1,Mtx2,Mad1l1,,
,,Lcorl,,,,,Slc10a4,Rbm45,Snx8,,
,,Tmprss11d,,,,,Ociad2,Plekha3,Fbxl18,,
,,Sult1d1,,,,,Usp46,Ssfa2,Actb,,
,,Hfm1,,,,,Lnx1,Dusp19,Zkscan14,,
,,Vmn2r9,,,,,Chic2,Nup35,Slc46a3,,
,,Vmn2r14,,,,,Kdr,Ube2l6,Nme2,,
,,Dynll1,,,,,Clock,Timm10,Col1a2,,
,,Hspb8,,,,,Tmprss11e,Slc43a1,Peg10,,
,,Acad10,,,,,Rassf6,Tnks1bp1,Phf14,,
,,1500011H22Rik,,,,,U90926,Olfr1094,Hilpda,,
,,Vps33a,,,,,Paqr3,Olfr1145,Flnc,,
,,Pcolce,,,,,Hnrpdl,Olfr1205,Smo,,
,,Mcm7,,,,,Sec31a,Olfr1212,Ahcyl2,,
,,Ints1,,,,,Fam175a,Olfr1261,Nrf1,,
,,Smurf1,,,,,Wdfy3,Kbtbd4,Akr1b8,,
,,Rfc3,,,,,Slc10a6,Acp2,Stra8,,
,,Sva,,,,,Klhl8,Arfgap2,Luc7l2,,
,,Clcn1,,,,,Hsd17b13,Lrp4,Zyx,,
,,Vmn1r4,,,,,Hsd17b11,Ckap5,Tas2r143,,
,,Vmn1r9,,,,,Gbp4,Arhgap1,Gimap4,,
,,Vmn1r27,,,,,Gbp6,Pex16,Gimap5,,
,,Lancl2,,,,,Glmn,Trp53i11,Abp1,,
,,Herc3,,,,,Fam69a,Slc1a2,Evx1,,
,,Vmn1r35,,,,,Dgkq,Abtb2,2410066E13Rik,,
,,Suclg1,,,,,Slc26a1,Cstf3,Gars,,
,,Bmp10,,,,,Gm17655,0610012H03Rik,Ccdc129,,
,,Txnrd3,,,,,Crybb3,Bdnf,Abcg2,,
,,Vmn1r45,,,,,Sgsm1,Lin7c,Herc3,,
,,Nr2c2,,,,,Svop,Olfr1302,Krcc1,,
,,Kbtbd8,,,,,Trpv4,Emc7,Tmem150a,,
,,Brpf1,,,,,Dynll1,Thbs1,Retsat,,
,,Syn2,,,,,Gm10399,Ivd,Suclg1,,
,,Ift122,,,,,Erp29,Chac1,Nagk,,
,,Spsb2,,,,,Sh2b3,Capn3,Dysf,,
,,Zfp384,,,,,Atp2a2,Snap23,Aak1,,
,,Gabarapl1,,,,,Rsrc2,Tmem62,Gata2,,
,,Ptpro,,,,,Mphosph9,Tubgcp4,BC048671,,
,,Stk38l,,,,,Slc15a4,Wdr76,Klf15,,
,,Ica1,,,,,Zfp11,Slc27a2,Slc41a3,,
,,Ndufa4,,,,,Asl,Ttl,Hdac11,,
,,Try5,,,,,Gtf2ird1,Polr1b,Slc6a6,,
,,Fam115a,,,,,Clip2,Slc20a1,Fam19a1,,
,,Zfp777,,,,,Ywhag,Mavs,Itpr1,,
,,Hoxa7,,,,,Serpine1,Prnp,Bhlhe40,,
,,Vmn1r7,,,,,Trim56,Mcm8,Brox,,
,,Nap1l5,,,,,Trip6,Plcb1,Cpne9,,
,,Smyd1,,,,,Gnb2,2210009G21Rik,Creld1,,
,,Wbp1,,,,,Agfg2,Rin2,Mkrn2,,
,,Eefsec,,,,,Zfp113,Gzf1,Cand2,,
,,Vmn1r43,,,,,Taf6,Entpd6,D6Wsu116e,,
,,Frmd4b,,,,,Ints1,Pygb,Cxcl12,,
,,Cidec,,,,,Tmem184a,Srxn1,Zfp239,,
,,Olfr215,,,,,Rbak,Tbc1d20,Clec4a1,,
,,Vmn2r25,,,,,E130309D02Rik,Dnmt3b,Spsb2,,
,,Klra6,,,,,Baiap2l1,Mapre1,Scnn1a,,
,,Csda,,,,,Zkscan14,Dynlrb1,Parp11,,
,,Tas2r106,,,,,Rnf6,Trp53inp2,Efcab4b,,
,,Hebp1,,,,,Lnx2,Phf20,Tspan11,,
,,Plbd1,,,,,Flt1,Myl9,Klrb1f,,
,,5730419I09Rik,,,,,Slc46a3,Manbal,Clec12a,,
,,Itpr2,,,,,Ubl3,Ctnnbl1,Tmem52b,,
,,Fam60a,,,,,Hsph1,Rprd1b,Klrd1,,
,,Zfp524,,,,,Ccdc132,Ralgapb,2700089E24Rik,,
,,Olfr1336,,,,,Casd1,Ppp1r16b,H2afj,,
,,Vmn2r30,,,,,Ppp1r9a,Dhx35,Mgst1,,
,,Zscan4c,,,,,C1galt1,Top1,Pik3c2g,,
,,Rtn2,,,,,Cav2,Plcg1,Lyrm5,,
,,Zfp296,,,,,Cav1,Ift52,Sspn,,
,,Rps19,,,,,St7,Wisp2,Pon3,,
,,Zfp59,,,,,Snd1,Ywhab,Pdk4,,
,,Cox7a1,,,,,Lep,Stk4,Shfm1,,
,,Clip3,,,,,Hilpda,Pigt,Cttnbp2,,
,,Rasip1,,,,,Calu,Zswim1,Ndufa5,,
,,Mamstr,,,,,Tspan33,1500012F01Rik,Copg2,,
,,Tmem143,,,,,Smo,Ptpn1,AB041803,,
,,Myod1,,,,,Ahcyl2,Hax1,Plxna4,,
,,Agbl1,,,,,Fam40b,2010011I20Rik,Slc13a4,,
,,Arrb1,,,,,Cald1,Cstf1,Hipk2,,
,,Art1,,,,,Tmem140,Pck1,Parp12,,
,,Olfr617,,,,,Nup205,Gnas,Trpv6,,
,,Olfr653,,,,,Ttc26,Gm14296,Epha1,,
,,Olfr657,,,,,Tbxas1,Etohi1,Tpk1,,
,,Olfr665,,,,,Zyx,Phactr3,Zfp777,,
,,Ilk,,,,,Krba1,Slc17a9,Zfp467,,
,,Olfr17,,,,,Repin1,9230112E08Rik,Gimap6,,
,,Olfr497,,,,,Gimap4,Ppdpf,Igf2bp3,,
,,Olfr507,,,,,Mpp6,Pcmtd2,Osbpl3,,
,,Mical2,,,,,Tax1bp1,Polr3k,Hoxa5,,
,,9030624J02Rik,,,,,Chn2,Rpp38,Hoxa11,,
,,B230325K18Rik,,,,,Prr15,Camk1d,Ggct,,
,,Sbk2,,,,,2410066E13Rik,Echdc3,Fam13a,,
,,Vmn2r28,,,,,Vmn1r19,Pfkfb3,Gprin3,,
,,Vmn2r52,,,,,Vmn1r27,Fbxo18,Hpgds,,
,,Relb,,,,,C130060K24Rik,Itga8,Vmn1r33,,
,,Rab4b,,,,,Ndnf,H2afb1,Rnf181,,
,,Supt5h,,,,,Prdm5,Mrps5,Vamp8,,
,,Actn4,,,,,Cd8b1,Tubb4b,Tcf7l1,,
,,Psmd8,,,,,Tmem150a,Dpp7,Hk2,,
,,Vmn2r60,,,,,Fam176a,BC029214,Mthfd2,,
,,Nr1h2,,,,,Rtkn,C8g,Tet3,,
,,Fcgrt,,,,,Slc4a5,Rabl6,Clec4f,,
,,Fancf,,,,,Mob1a,Inpp5e,Rab11fip5,,
,,Mctp2,,,,,Nagk,Notch1,Cml3,,
,,St8sia2,,,,,Zfml,Agpat2,Cml5,,
,,Homer2,,,,,Cct7,Gtf3c5,Nat8,,
,,Vmn2r69,,,,,Fam136a,Wdr34,Pcyox1,,
,,Olfr309,,,,,Aak1,Ccbl1,Mxd1,,
,,Tsku,,,,,Gfpt1,Crat,Antxr1,,
,,Spcs2,,,,,Rpn1,Ptges,Gkn1,,
,,Olfr78,,,,,Gm1965,Tor1a,Arhgap25,,
,,Olfr566,,,,,Txnrd3,Fnbp1,Rab43,,
,,Dub2a,,,,,Zxdc,Uck1,H1fx,,
,,Olfr601,,,,,Hdac11,1110008P14Rik,Xpc,,
,,Olfr603,,,,,Fgd5,Fpgs,Lrig1,,
,,Olfr616,,,,,Trnt1,Ralgps1,Suclg2,,
,,Olfr69,,,,,Itpr1,Zbtb43,Pdzrn3,,
,,Hbb-b1,,,,,Bhlhe40,Pbx3,Atp2b2,,
,,Trim30a,,,,,Arl8b,Psmd5,Timp4,,
,,Olfr668,,,,,Edem1,Rab14,Plxnd1,,
,,Rrp8,,,,,Lmcd1,Stom,Ret,,
,,Cyb5r2,,,,,Irak2,Zbtb26,Cacna1c,,
,,Olfr478,,,,,Cxcl12,Dennd1a,Lrtm2,,
,,Dennd5a,,,,,Zfp637,Atp6v1g1,Lag3,,
,,Sox6,,,,,Hnrnpf,Neb,Ptms,,
,,Gga2,,,,,Rad52,Cacnb4,Plekhg6,,
,,2900092E17Rik,,,,,Cecr2,Baz2b,Ntf3,,
,,Sephs2,,,,,Spsb2,Rbms1,Kcna5,,
,,Fuom,,,,,Mrpl51,Grb14,Fkbp4,,
,,Sirt3,,,,,Scnn1a,Cobll1,Klrk1,,
,,Tollip,,,,,D6Wsu163e,Ttc21b,Klrc1,,
,,Mob2,,,,,Parp11,Scn1a,Klri2,,
,,Phlda2,,,,,Clec2h,Scn7a,Klra9,,
,,Map2k7,,,,,Gabarapl1,Spc25,Klra3,,
,,Col4a2,,,,,2700089E24Rik,Abcb11,Tas2r103,,
,,Mcph1,,,,,Etv6,Mettl8,Hebp1,,
,,4930467E23Rik,,,,,Pik3c2g,Slc25a12,Plbd1,,
,,Fat1,,,,,Slco1c1,Ola1,Rerg,,
,,Acsl1,,,,,Etnk1,Cir1,Slco1a5,,
,,Hmgb2,,,,,Lyrm5,Gpr155,5730419I09Rik,,
,,Sugp1,,,,,Sspn,Atf2,Ifltd1,,
,,Inpp4b,,,,,Fgfr1op2,Lnp,Bhlhe41,,
,,Rnf150,,,,,Med21,Fkbp7,Tmtc1,,
,,Ucp1,,,,,Ppfibp1,Cerkl,Rps29,,
,,Asf1b,,,,,Ccdc91,Rps4x,Rps9,,
,,Prkaca,,,,,Mettl20,P2rx3,Leng8,,
,,Gm6531,,,,,Tfpi2,Olfr1098,Ncr1,,
,,Arl2bp,,,,,Pon3,Olfr1141,Zfp628,,
,,Cx3cl1,,,,,Thsd7a,Olfr1240,Zfp524,,
,,Cdh5,,,,,2610001J05Rik,Ptprj,2310014L17Rik,,
,,Cklf,,,,,Ppp1r3a,Nr1h3,Zc3h4,,
,,Pla2g15,,,,,Tfec,Atg13,Ap2s1,,
,,Tmco7,,,,,Gpr37,Tspan18,Slc1a5,,
,,Cmip,,,,,Tnpo3,Ext2,Prkd2,,
,,Wfdc1,,,,,AB041803,Alkbh3,Dact3,,
,,Col4a1,,,,,Plxna4,Trim44,Pnmal2,,
,,Pcid2,,,,,Chchd3,Ehf,Sympk,,
,,Grtp1,,,,,Mrps33,Nat10,Dmpk,,
,,Gas6,,,,,Prss37,Caprin1,Eml2,,
,,AI316807,,,,,1700074P13Rik,Tcp11l1,Gpr4,,
,,Leprotl1,,,,,Epha1,Rcn1,Ckm,,
,,Sgcz,,,,,Pdia4,Elp4,Zfp296,,
,,Zfp42,,,,,Zfp467,Dnajc24,Zfp180,,
,,Cyp4f18,,,,,Tra2a,Arl14ep,Zfp108,,
,,Ednra,,,,,Osbpl3,Mettl15,Plaur,,
,,Pkn1,,,,,G930045G22Rik,Emc4,Zfp428,,
,,Asna1,,,,,Ggct,Aqr,Tmsb10,,
,,Csnk2a2,,,,,Crhr2,Atpbd4,D930028M14Rik,,
,,Psmb10,,,,,Ppm1k,Meis2,Cyp2b10,,
,,Il34,,,,,Pigy,Fsip1,Cyp2b9,,
,,Mvd,,,,,Vopp1,Fam82a2,Cyp2a5,,
,,Gm17296,,,,,Vmn1r24,Dnajc17,Prx,,
,,Olfr834,,,,,Gprin3,Rhov,Sirt2,,
,,Olfr845,,,,,4930597O21Rik,Ino80,Hnrnpl,,
,,Olfr58,,,,,Tacstd2,Ndufaf1,Ppp1r14a,,
,,Pin1,,,,,Thnsl2,Ehd4,Krtdap,,
,,Pde4a,,,,,Vamp8,Tmem87a,Pepd,,
,,Smarca4,,,,,Kcmf1,Lcmt2,Etfb,,
,,Prkcsh,,,,,4931417E11Rik,Zscan29,Klk1b16,,
,,Thyn1,,,,,Rnf26,Trp53bp1,Kcnc3,,
,,Prdm10,,,,,Mrpl19,Ppip5k1,Pnkp,,
,,Olfr881,,,,,Tet3,Catsper2,Rras,,
,,Olfr884,,,,,Exoc6b,Gatm,Kcna7,,
,,Olfr888,,,,,Cml3,4930525F21Rik,Rasip1,,
,,Olfr893,,,,,Cml5,Gabpb1,Car11,,
,,Olfr25,,,,,Nat8,Gm10774,Dbp,,
,,Olfr904,,,,,Cml2,Zfp661,Tmem86a,,
,,Olfr906,,,,,Cml1,Snrpb,Nav2,,
,,Olfr907,,,,,Sec61a1,Rassf2,Htatip2,,
,,Olfr944,,,,,Kbtbd12,Slc23a2,Pcsk6,,
,,Olfr951,,,,,Abtb1,Gpcpd1,Adamts17,,
,,Olfr982,,,,,Ccdc37,Zfand1,Igf1r,,
,,Kdelc2,,,,,Nup210,Tasp1,Akap13,,
,,Dnaja4,,,,,Chchd4,Rrbp1,Abhd2,,
,,Itga11,,,,,Mrps25,Rbbp9,9330171B17Rik,,
,,Hmgcll1,,,,,Magi1,Ralgapa2,Mesp2,,
,,Pcolce2,,,,,Uba3,Zfp442,Eftud1,,
,,Rassf1,,,,,Foxp1,Psmf1,Mex3b,,
,,Qars,,,,,Il5ra,Pdrg1,Tmc3,,
,,Pfkfb4,,,,,Srgap3,Commd7,Stard5,,
,,Itga9,,,,,Sec13,Pxmp4,Nox4,,
,,Trak1,,,,,Plxnd1,Pigu,Sytl2,,
,,Fam198a,,,,,Fxyd4,Ncoa6,Crebzf,,
,,Zfp558,,,,,Wnk1,Edem2,Gab2,,
,,Olfr860,,,,,Gm5077,Uqcc,Gm9990,,
,,Rab3d,,,,,Cops7a,6430550D23Rik,Pak1,,
,,Fam118b,,,,,Ncapd2,Nfs1,Lrrc32,,
,,Olfr146,,,,,Ntf3,Rbm39,Pgm2l1,,
,,4833427G06Rik,,,,,Fkbp4,Ndrg3,Ucp2,,
,,Etfa,,,,,Pzp,Rbl1,Fchsd2,,
,,2410076I21Rik,,,,,Clec1a,Blcap,Arap1,,
,,Map2k5,,,,,Ptp4a1,Tgm2,Olfr598,,
,,Kbtbd13,,,,,Gpr19,Mafb,Ilk,,
,,Cgnl1,,,,,Hist4h4,Zhx3,Nlrp14,,
,,Cox7a2,,,,,C030030A07Rik,Serinc3,Rbm3,,
,,Filip1,,,,,5730419I09Rik,Ada,Wee1,,
,,Fam46a,,,,,Bcat1,Tomm34,Swap70,,
,,Snx14,,,,,Casc1,Sdc4,Adm,,
,,4930579C12Rik,,,,,Kras,Wfdc9,Arntl,,
,,Slc38a3,,,,,Bhlhe41,Ncoa5,Spon1,,
,,Ndufaf3,,,,,Spata30,Elmo2,Iqck,,
,,Stac,,,,,Gm5887,Zfp334,Vwa3a,,
,,Tgfbr2,,,,,Tmtc1,Zmynd8,Eef2k,,
,,Rbms3,,,,,Caprin2,Ptgis,Tnrc6a,,
,,Gtdc2,,,,,Leng8,B4galt5,Tbx6,,
,,Otud5,,,,,Ncr1,Atp9a,Fam57b,,
,,Eda,,,,,Zfp667,Cbln4,Itgal,,
,,Igbp1,,,,,Zfp28,Bmp7,Bckdk,,
,,Med12,,,,,Crxos1,Dido1,Fus,,
,,Lpar4,,,,,Meis3,Chrna4,Armc5,,
,,Plp1,,,,,Bbc3,BC006779,Tgfb1i1,,
,,Smc1a,,,,,Zc3h4,Gmeb2,Tacc2,,
,,Figf,,,,,Ceacam3,Stmn3,Hmx3,,
,,Asb11,,,,,Mill1,Uckl1,Fank1,,
,,Gmcl1l,,,,,Gpr4,Zfhx4,Jakmip3,,
,,Ndufb11,,,,,Nkpd1,Zbtb10,Gpr123,,
,,Cxx1a,,,,,Zfp180,Ralyl,Zfp511,,
,,Gm648,,,,,Kcnn4,E2f5,Athl1,,
,,Pbsn,,,,,Ethe1,Car13,Ifitm1,,
,,Mageb16,,,,,Tmsb10,Hsp90aa1,Efcab4a,,
,,Arhgef9,,,,,Cd79a,4632415L05Rik,Tspan4,,
,,Las1l,,,,,Megf8,Cp,Lsp1,,
,,Ophn1,,,,,Hnrnpl,Pld1,Fgf15,,
,,Tceal8,,,,,Lgals4,Slc2a2,Lilrb3,,
,,Rbmy1a1,,,,,Zfp260,Prkci,Tnni3,,
,,Zfy2,,,,,Thap8,Skil,Vmn1r58,,
,,Zfp429,,,,,Slc7a9,Mfn1,Zfp773,,
,,Cacng6,,,,,Ankrd27,Ndufb5,Vmn1r71,,
,,,,,,,1600014C10Rik,Ttc14,Vmn1r83,,
,,,,,,,Etfb,Acad9,Vmn1r84,,
,,,,,,,Zfp719,Exosc9,Chmp2a,,
,,,,,,,Klk14,4932438A13Rik,Crx,,
,,,,,,,Shank1,Adad1,Sepw1,,
,,,,,,,Josd2,Spata5,Gltscr2,,
,,,,,,,Rasip1,Hspa4l,Ccdc9,,
,,,,,,,Car11,Ccrn4l,Psg17,,
,,,,,,,Dbp,Trpc4,Bcl3,,
,,,,,,,Tmem86a,Fam48a,Rabac1,,
,,,,,,,Zdhhc13,Alg5,Grik5,,
,,,,,,,Nav2,Smad9,Lipe,,
,,,,,,,Ano5,Spg20,Ceacam2,,
,,,,,,,Tubgcp5,Tm4sf4,Bckdha,,
,,,,,,,Herc2,Med12l,Hnrnpul1,,
,,,,,,,Vimp,P2ry1,Egln2,,
,,,,,,,Igf1r,Mme,Prkcz,,
,,,,,,,Wdr93,Kcnab1,Zfp36,,
,,,,,,,Stard5,Gfm1,Sipa1l3,,
,,,,,,,Mesdc2,Smc4,Capns1,,
,,,,,,,Vmn2r77,Ppid,Wdr62,,
,,,,,,,Nox4,Pdgfc,Rps12,,
,,,,,,,Sytl2,Fgg,Wbp7,,
,,,,,,,Rab30,Fga,Cd22,,
,,,,,,,Prcp,Plrg1,Chst8,,
,,,,,,,Ints4,Pet112l,Dpy19l3,,
,,,,,,,Rsf1,Mrpl24,C80913,,
,,,,,,,Clns1a,Nes,Myh14,,
,,,,,,,Pak1,Cct3,Ap2a1,,
,,,,,,,Prkrir,Ubqln4,Cpt1c,,
,,,,,,,Arrb1,Rit1,Snrnp70,,
,,,,,,,Arap1,Pklr,Sec1,,
,,,,,,,Pde2a,Krtcap2,Kcnj14,,
,,,,,,,Art1,Dpm3,Uevld,,
,,,,,,,Rbm3,Pmvk,Csrp3,,
,,,,,,,Akip1,Adar,Fancf,,
,,,,,,,Ipo7,Ube2q1,Svip,,
,,,,,,,Wee1,She,Klf13,,
,,,,,,,Usp47,Gatad2b,Lrrk1,,
,,,,,,,Micalcl,S100a8,Chd2,,
,,,,,,,Tead1,S100a10,Idh2,,
,,,,,,,Arntl,Rorc,Fes,,
,,,,,,,Pde3b,Lingo4,Blm,,
,,,,,,,Xylt1,Tdrkh,Cpeb1,,
,,,,,,,Acsm5,Pogz,Fsd2,,
,,,,,,,Anks4b,Vps72,3110040N11Rik,,
,,,,,,,Otoa,Cdc42se1,Fah,,
,,,,,,,Ubfd1,Arnt,Eed,,
,,,,,,,Dctn5,Anp32e,Ankrd42,,
,,,,,,,Cacng3,Hist2h2be,Tsku,,
,,,,,,,Rbbp6,Hist2h2aa1,Dgat2,,
,,,,,,,Lcmt1,Hist2h3c1,Serpinh1,,
,,,,,,,Aqp8,Hist2h2bb,Rps3,,
,,,,,,,4930571K23Rik,Hfe2,Gm4980,,
,,,,,,,Ypel3,Fmo5,Neu3,,
,,,,,,,Kat8,Hmgcs2,Arhgef17,,
,,,,,,,Fus,Wars2,P2ry2,,
,,,,,,,Bag3,Tspan2,Trim12a,,
,,,,,,,Tacc2,Sike1,Trim30a,,
,,,,,,,Plekha1,Csde1,Trim3,,
,,,,,,,Htra1,Trim33,Dchs1,,
,,,,,,,Bub3,Ap4b1,Gm4070,,
,,,,,,,Lhpp,Slc16a1,Gm4759,,
,,,,,,,Mgmt,Dennd2d,Olfr516,,
,,,,,,,Glrx3,Dram2,Scube2,,
,,,,,,,Inpp5a,Gstm5,Sbf2,,
,,,,,,,Cd163l1,Sort1,Lyve1,,
,,,,,,,Cyp2e1,1700013F07Rik,Syt17,,
,,,,,,,Ifitm1,Wdr47,Coq7,,
,,,,,,,Lrrc56,Dbt,Gde1,,
,,,,,,,Eps8l2,4833424O15Rik,Gprc5b,,
,,,,,,,Tspan4,Alg14,Dnahc3,,
,,,,,,,Ap2a2,Elovl6,Palb2,,
,,,,,,,Leng9,Pla2g12a,Cd19,,
,,,,,,,Tmem86b,Casp6,Sh2b1,,
,,,,,,,Fam71e2,Papss1,Nupr1,,
,,,,,,,Zim1,Dkk2,Coro1a,,
,,,,,,,Zfp773,Ints12,Mvp,,
,,,,,,,Zik1,Nhedc1,2900092E17Rik,,
,,,,,,,Zfp329,Slc39a8,Zfp764,,
,,,,,,,Sae1,Ppp3ca,Prss53,,
,,,,,,,Ppp5c,Dnajb14,Fgfr2,,
,,,,,,,Vasp,Adh4,Etos1,,
,,,,,,,A930016O22Rik,Gbp3,Uros,,
,,,,,,,Apoc2,Ddah1,E030019B06Rik,,
,,,,,,,Tomm40,Syde2,Tubgcp2,,
,,,,,,,Cblc,Eltd1,Hras1,,
,,,,,,,Pafah1b3,Asb17,Cdhr5,,
,,,,,,,Hnrnpul1,Zranb2,Muc6,,
,,,,,,,Psmc4,Ptger3,Cdkn1c,,
,,,,,,,Nccrp1,Snx16,Phlda2,,
,,,,,,,Zfp940,Armc1,Ccnd1,,
,,,,,,,Zfp74,Pde7a,A430078G23Rik,,
,,,,,,,Sdhaf1,Fndc3b,Mcoln1,,
,,,,,,,Scgb1b2,Mecom,Camsap3,,
,,,,,,,Pdcd2l,Arpm1,Stxbp2,,
,,,,,,,Lsm14a,Gm9791,Lrrc8e,,
,,,,,,,Nudt19,Qrfpr,Map2k7,,
,,,,,,,Zfp507,Anxa5,Lass4,,
,,,,,,,Pop4,Nudt6,Ing1,,
,,,,,,,Nr1h2,Mfsd8,Mcf2l,,
,,,,,,,Myh14,Ndufc1,Fam70b,,
,,,,,,,Prrg2,Maml3,Kbtbd11,,
,,,,,,,Cd37,Tra2b,Slc20a2,,
,,,,,,,Ppp1r15a,Nbea,Fgfr1,,
,,,,,,,Emp3,Tm4sf1,Gpr124,,
,,,,,,,Abcc8,Wwtr1,Ppp1r3b,,
,,,,,,,Saal1,Serp1,Mfhas1,,
,,,,,,,Hps5,Siah2,Tusc3,,
,,,,,,,Chd2,E130311K13Rik,Slc7a2,,
,,,,,,,Slco3a1,Ccnl1,Mtnr1a,,
,,,,,,,Det1,Ift80,Pdlim3,,
,,,,,,,Pex11a,Sis,Acsl1,,
,,,,,,,Ap3s2,Etfdh,Irf2,,
,,,,,,,Furin,Tmem144,Spata4,,
,,,,,,,Ap3b2,Lrat,Hpgd,,
,,,,,,,Il16,Fgb,Ddx60,,
,,,,,,,Fam108c,Gm10710,Tmem192,,
,,,,,,,Folh1,Trim2,43160,,
,,,,,,,Tmem135,Fam160a1,Npy1r,,
,,,,,,,Prss23,Glt28d2,Ints10,,
,,,,,,,Thrsp,Prss48,Gmip,,
,,,,,,,Tsku,Slc25a44,Sugp1,,
,,,,,,,Dgat2,Syt11,Ell,,
,,,,,,,Serpinh1,Fdps,Rab3a,,
,,,,,,,Slco2b1,Slc50a1,Myo9b,,
,,,,,,,Spcs2,Chrnb2,Mcm5,,
,,,,,,,Rnf169,Ints3,Rasd2,,
,,,,,,,Ppme1,Chtop,Inpp4b,,
,,,,,,,Arhgef17,S100a1,Dnajb1,,
