LDLEAF,LDM,LDVA,SDLEAF,SDM,SDVA
,,,AT4G33810,,
,,,AT4G33820,,
,,,AT4G33865,,
,,,AT4G33910,,
,,,AT4G33985,,
,,,AT4G34000,,
,,,AT4G34020,,
,,,AT4G34030,,
,,,AT4G34100,,
,,,AT4G34120,,
,,,AT4G34135,,
,,,AT4G34138,,
,,,AT4G34150,,
,,,AT4G34160,,
,,,AT4G34180,,
,,,AT4G34240,,
,,,AT4G34250,,
,,,AT4G34270,,
,,,AT4G34290,,
,,,AT4G34340,,
,,,AT4G34350,,
,,,AT4G34400,,
,,,AT4G34412,,
,,,AT4G34450,,
,,,AT4G34500,,
,,,AT4G34510,,
,,,AT4G34540,,
,,,AT4G34570,,
,,,AT4G34610,,
,,,AT4G34640,,
,,,AT4G34670,,
,,,AT4G34700,,
,,,AT4G34710,,
,,,AT4G34720,,
,,,AT4G34730,,
,,,AT4G34810,,
,,,AT4G34830,,
,,,AT4G34900,,
,,,AT4G34910,,
,,,AT4G34950,,
,,,AT4G34980,,
,,,AT4G35000,,
,,,AT4G35010,,
,,,AT4G35020,,
,,,AT4G35080,,
,,,AT4G35090,,
,,,AT4G35100,,
,,,AT4G35110,,
,,,AT4G35230,,
,,,AT4G35250,,
,,,AT4G35260,,
,,,AT4G35310,,
,,,AT4G35335,,
,,,AT4G35410,,
,,,AT4G35440,,
,,,AT4G35450,,
,,,AT4G35460,,
,,,AT4G35600,,
,,,AT4G35730,,
,,,AT4G35760,,
,,,AT4G35785,,
,,,AT4G35790,,
,,,AT4G35830,,
,,,AT4G35840,,
,,,AT4G35890,,
,,,AT4G35910,,
,,,AT4G35950,,
,,,AT4G35987,,
,,,AT4G36030,,
,,,AT4G36040,,
,,,AT4G36050,,
,,,AT4G36080,,
,,,AT4G36130,,
,,,AT4G36150,,
,,,AT4G36195,,
,,,AT4G36220,,
,,,AT4G36250,,
,,,AT4G36290,,
,,,AT4G36360,,
,,,AT4G36390,,
,,,AT4G36410,,
,,,AT4G36450,,
,,,AT4G36480,,
,,,AT4G36490,,
,,,AT4G36530,,
,,,AT4G36550,,
,,,AT4G36640,,
,,,AT4G36648,,
,,,AT4G36650,,
,,,AT4G36660,,
,,,AT4G36670,,
,,,AT4G36690,,
,,,AT4G36710,,
,,,AT4G36720,,
,,,AT4G36730,,
,,,AT4G36750,,
,,,AT4G36760,,
,,,AT4G36780,,
,,,AT4G36790,,
,,,AT4G36810,,
,,,AT4G36820,,
,,,AT4G36910,,
,,,AT4G36960,,
,,,AT4G36970,,
,,,AT4G36980,,
,,,AT4G37230,,
,,,AT4G37270,,
,,,AT4G37280,,
,,,AT4G37310,,
,,,AT4G37330,,
,,,AT4G37460,,
,,,AT4G37470,,
,,,AT4G37480,,
,,,AT4G37510,,
,,,AT4G37530,,
,,,AT4G37540,,
,,,AT4G37550,,
,,,AT4G37560,,
,,,AT4G37640,,
,,,AT4G37680,,
,,,AT4G37740,,
,,,AT4G37760,,
,,,AT4G37790,,
,,,AT4G37800,,
,,,AT4G37830,,
,,,AT4G37870,,
,,,AT4G37925,,
,,,AT4G37930,,
,,,AT4G38010,,
,,,AT4G38020,,
,,,AT4G38050,,
,,,AT4G38130,,
,,,AT4G38210,,
,,,AT4G38230,,
,,,AT4G38240,,
,,,AT4G38250,,
,,,AT4G38260,,
,,,AT4G38290,,
,,,AT4G38340,,
,,,AT4G38430,,
,,,AT4G38440,,
,,,AT4G38460,,
,,,AT4G38495,,
,,,AT4G38510,,
,,,AT4G38540,,
,,,AT4G38550,,
,,,AT4G38580,,
,,,AT4G38630,,
,,,AT4G38640,,
,,,AT4G38670,,
,,,AT4G38700,,
,,,AT4G38710,,
,,,AT4G38740,,
,,,AT4G38770,,
,,,AT4G38800,,
,,,AT4G38840,,
,,,AT4G38860,,
,,,AT4G38880,,
,,,AT4G38910,,
,,,AT4G38920,,
,,,AT4G38930,,
,,,AT4G38932,,
,,,AT4G38940,,
,,,AT4G38950,,
,,,AT4G38960,,
,,,AT4G38970,,
,,,AT4G39040,,
,,,AT4G39050,,
,,,AT4G39080,,
,,,AT4G39090,,
,,,AT4G39100,,
,,,AT4G39170,,
,,,AT4G39180,,
,,,AT4G39200,,
,,,AT4G39230,,
,,,AT4G39260,,
,,,AT4G39270,,
,,,AT4G39280,,
,,,AT4G39350,,
,,,AT4G39400,,
,,,AT4G39410,,
,,,AT4G39510,,
,,,AT4G39590,,
,,,AT4G39660,,
,,,AT4G39710,,
,,,AT4G39756,,
,,,AT4G39780,,
,,,AT4G39800,,
,,,AT4G39850,,
,,,AT4G39970,,
,,,AT4G39980,,
,,,AT4G40030,,
,,,AT4G40040,,
,,,AT4G40065,,
,,,AT5G01020,,
,,,AT5G01180,,
,,,AT5G01220,,
,,,AT5G01230,,
,,,AT5G01240,,
,,,AT5G01260,,
,,,AT5G01270,,
,,,AT5G01340,,
,,,AT5G01500,,
,,,AT5G01510,,
,,,AT5G01530,,
,,,AT5G01540,,
,,,AT5G01610,,
,,,AT5G01670,,
,,,AT5G01740,,
,,,AT5G01750,,
,,,AT5G01770,,
,,,AT5G01800,,
,,,AT5G01810,,
,,,AT5G01900,,
,,,AT5G01930,,
,,,AT5G01950,,
,,,AT5G01980,,
,,,AT5G02010,,
,,,AT5G02100,,
,,,AT5G02170,,
,,,AT5G02180,,
,,,AT5G02230,,
,,,AT5G02240,,
,,,AT5G02260,,
,,,AT5G02280,,
,,,AT5G02290,,
,,,AT5G02310,,
,,,AT5G02330,,
,,,AT5G02370,,
,,,AT5G02380,,
,,,AT5G02410,,
,,,AT5G02450,,
,,,AT5G02460,,
,,,AT5G02502,,
,,,AT5G02530,,
,,,AT5G02560,,
,,,AT5G02570,,
,,,AT5G02610,,
,,,AT5G02710,,
,,,AT5G02790,,
,,,AT5G02810,,
,,,AT5G02830,,
,,,AT5G02910,,
,,,AT5G02950,,
,,,AT5G02960,,
,,,AT5G02970,,
,,,AT5G03070,,
,,,AT5G03140,,
,,,AT5G03160,,
,,,AT5G03230,,
,,,AT5G03260,,
,,,AT5G03270,,
,,,AT5G03290,,
,,,AT5G03345,,
,,,AT5G03470,,
,,,AT5G03490,,
,,,AT5G03555,,
,,,AT5G03560,,
,,,AT5G03610,,
,,,AT5G03630,,
,,,AT5G03650,,
,,,AT5G03700,,
,,,AT5G03720,,
,,,AT5G03730,,
,,,AT5G03760,,
,,,AT5G03770,,
,,,AT5G03905,,
,,,AT5G03910,,
,,,AT5G03940,,
,,,AT5G04090,,
,,,AT5G04130,,
,,,AT5G04160,,
,,,AT5G04170,,
,,,AT5G04220,,
,,,AT5G04230,,
,,,AT5G04240,,
,,,AT5G04280,,
,,,AT5G04360,,
,,,AT5G04370,,
,,,AT5G04420,,
,,,AT5G04480,,
,,,AT5G04490,,
,,,AT5G04510,,
,,,AT5G04530,,
,,,AT5G04540,,
,,,AT5G04560,,
,,,AT5G04600,,
,,,AT5G04620,,
,,,AT5G04710,,
,,,AT5G04720,,
,,,AT5G04740,,
,,,AT5G04770,,
,,,AT5G04780,,
,,,AT5G04800,,
,,,AT5G04810,,
,,,AT5G04850,,
,,,AT5G04900,,
,,,AT5G04940,,
,,,AT5G04980,,
,,,AT5G05080,,
,,,AT5G05100,,
,,,AT5G05110,,
,,,AT5G05130,,
,,,AT5G05160,,
,,,AT5G05170,,
,,,AT5G05200,,
,,,AT5G05230,,
,,,AT5G05280,,
,,,AT5G05320,,
,,,AT5G05540,,
,,,AT5G05560,,
,,,AT5G05610,,
,,,AT5G05730,,
,,,AT5G05740,,
,,,AT5G05750,,
,,,AT5G05860,,
,,,AT5G05870,,
,,,AT5G05890,,
,,,AT5G05987,,
,,,AT5G06110,,
,,,AT5G06120,,
,,,AT5G06140,,
,,,AT5G06150,,
,,,AT5G06180,,
,,,AT5G06220,,
,,,AT5G06290,,
,,,AT5G06310,,
,,,AT5G06340,,
,,,AT5G06370,,
,,,AT5G06410,,
,,,AT5G06490,,
,,,AT5G06530,,
,,,AT5G06560,,
,,,AT5G06570,,
,,,AT5G06600,,
,,,AT5G06610,,
,,,AT5G06670,,
,,,AT5G06690,,
,,,AT5G06720,,
,,,AT5G06770,,
,,,AT5G06810,,
,,,AT5G06830,,
,,,AT5G06850,,
,,,AT5G06910,,
,,,AT5G06970,,
,,,AT5G07000,,
,,,AT5G07070,,
,,,AT5G07090,,
,,,AT5G07130,,
,,,AT5G07150,,
,,,AT5G07180,,
,,,AT5G07225,,
,,,AT5G07250,,
,,,AT5G07290,,
,,,AT5G07300,,
,,,AT5G07340,,
,,,AT5G07400,,
,,,AT5G07430,,
,,,AT5G07440,,
,,,AT5G07460,,
,,,AT5G07470,,
,,,AT5G07580,,
,,,AT5G07620,,
,,,AT5G07640,,
,,,AT5G07710,,
,,,AT5G07740,,
,,,AT5G07820,,
,,,AT5G07840,,
,,,AT5G07860,,
,,,AT5G07880,,
,,,AT5G07900,,
,,,AT5G07920,,
,,,AT5G07960,,
,,,AT5G08000,,
,,,AT5G08030,,
,,,AT5G08050,,
,,,AT5G08100,,
,,,AT5G08160,,
,,,AT5G08170,,
,,,AT5G08230,,
,,,AT5G08260,,
,,,AT5G08320,,
,,,AT5G08330,,
,,,AT5G08350,,
,,,AT5G08370,,
,,,AT5G08380,,
,,,AT5G08410,,
,,,AT5G08430,,
,,,AT5G08470,,
,,,AT5G08500,,
,,,AT5G08510,,
,,,AT5G08530,,
,,,AT5G08590,,
,,,AT5G08600,,
,,,AT5G08620,,
,,,AT5G08640,,
,,,AT5G08650,,
,,,AT5G08660,,
,,,AT5G08670,,
,,,AT5G08720,,
,,,AT5G08740,,
,,,AT5G08780,,
,,,AT5G09220,,
,,,AT5G09330,,
,,,AT5G09380,,
,,,AT5G09400,,
,,,AT5G09410,,
,,,AT5G09440,,
,,,AT5G09550,,
,,,AT5G09590,,
,,,AT5G09650,,
,,,AT5G09730,,
,,,AT5G09790,,
,,,AT5G09810,,
,,,AT5G09930,,
,,,AT5G10020,,
,,,AT5G10030,,
,,,AT5G10060,,
,,,AT5G10170,,
,,,AT5G10180,,
,,,AT5G10190,,
,,,AT5G10230,,
,,,AT5G10290,,
,,,AT5G10360,,
,,,AT5G10370,,
,,,AT5G10380,,
,,,AT5G10450,,
,,,AT5G10490,,
,,,AT5G10530,,
,,,AT5G10540,,
,,,AT5G10560,,
,,,AT5G10690,,
,,,AT5G10770,,
,,,AT5G10780,,
,,,AT5G10810,,
,,,AT5G10860,,
,,,AT5G10870,,
,,,AT5G10900,,
,,,AT5G10910,,
,,,AT5G11000,,
,,,AT5G11040,,
,,,AT5G11060,,
,,,AT5G11110,,
,,,AT5G11250,,
,,,AT5G11260,,
,,,AT5G11330,,
,,,AT5G11340,,
,,,AT5G11380,,
,,,AT5G11430,,
,,,AT5G11450,,
,,,AT5G11490,,
,,,AT5G11500,,
,,,AT5G11520,,
,,,AT5G11580,,
,,,AT5G11610,,
,,,AT5G11650,,
,,,AT5G11670,,
,,,AT5G11710,,
,,,AT5G11720,,
,,,AT5G11760,,
,,,AT5G11800,,
,,,AT5G11840,,
,,,AT5G11880,,
,,,AT5G11950,,
,,,AT5G11960,,
,,,AT5G11980,,
,,,AT5G12030,,
,,,AT5G12080,,
,,,AT5G12100,,
,,,AT5G12110,,
,,,AT5G12120,,
,,,AT5G12130,,
,,,AT5G12140,,
,,,AT5G12200,,
,,,AT5G12210,,
,,,AT5G12250,,
,,,AT5G12290,,
,,,AT5G12310,,
,,,AT5G12320,,
,,,AT5G12370,,
,,,AT5G12390,,
,,,AT5G12400,,
,,,AT5G12440,,
,,,AT5G12480,,
,,,AT5G12840,,
,,,AT5G12850,,
,,,AT5G12860,,
,,,AT5G13000,,
,,,AT5G13010,,
,,,AT5G13030,,
,,,AT5G13070,,
,,,AT5G13110,,
,,,AT5G13120,,
,,,AT5G13140,,
,,,AT5G13200,,
,,,AT5G13230,,
,,,AT5G13240,,
,,,AT5G13280,,
,,,AT5G13300,,
,,,AT5G13330,,
,,,AT5G13370,,
,,,AT5G13400,,
,,,AT5G13440,,
,,,AT5G13570,,
,,,AT5G13610,,
,,,AT5G13630,,
,,,AT5G13640,,
,,,AT5G13690,,
,,,AT5G13710,,
,,,AT5G13720,,
,,,AT5G13730,,
,,,AT5G13750,,
,,,AT5G13770,,
,,,AT5G13780,,
,,,AT5G13980,,
,,,AT5G14060,,
,,,AT5G14080,,
,,,AT5G14100,,
,,,AT5G14210,,
,,,AT5G14270,,
,,,AT5G14280,,
,,,AT5G14310,,
,,,AT5G14320,,
,,,AT5G14345,,
,,,AT5G14390,,
,,,AT5G14430,,
,,,AT5G14450,,
,,,AT5G14470,,
,,,AT5G14480,,
,,,AT5G14520,,
,,,AT5G14590,,
,,,AT5G14610,,
,,,AT5G14620,,
,,,AT5G14640,,
,,,AT5G14660,,
,,,AT5G14680,,
,,,AT5G14720,,
,,,AT5G14740,,
,,,AT5G14760,,
,,,AT5G14780,,
,,,AT5G14800,,
,,,AT5G14820,,
,,,AT5G14850,,
,,,AT5G14920,,
,,,AT5G14960,,
,,,AT5G15050,,
,,,AT5G15080,,
,,,AT5G15090,,
,,,AT5G15170,,
,,,AT5G15210,,
,,,AT5G15230,,
,,,AT5G15350,,
,,,AT5G15390,,
,,,AT5G15400,,
,,,AT5G15450,,
,,,AT5G15470,,
,,,AT5G15530,,
,,,AT5G15610,,
,,,AT5G15630,,
,,,AT5G15650,,
,,,AT5G15700,,
,,,AT5G15770,,
,,,AT5G15780,,
,,,AT5G15810,,
,,,AT5G15850,,
,,,AT5G15860,,
,,,AT5G15910,,
,,,AT5G15920,,
,,,AT5G15948,,
,,,AT5G16050,,
,,,AT5G16060,,
,,,AT5G16070,,
,,,AT5G16120,,
,,,AT5G16130,,
,,,AT5G16140,,
,,,AT5G16150,,
,,,AT5G16220,,
,,,AT5G16310,,
,,,AT5G16380,,
,,,AT5G16390,,
,,,AT5G16400,,
,,,AT5G16420,,
,,,AT5G16440,,
,,,AT5G16450,,
,,,AT5G16590,,
,,,AT5G16710,,
,,,AT5G16750,,
,,,AT5G16780,,
,,,AT5G16820,,
,,,AT5G16830,,
,,,AT5G16840,,
,,,AT5G16880,,
,,,AT5G17060,,
,,,AT5G17230,,
,,,AT5G17280,,
,,,AT5G17290,,
,,,AT5G17310,,
,,,AT5G17380,,
,,,AT5G17400,,
,,,AT5G17410,,
,,,AT5G17550,,
,,,AT5G17570,,
,,,AT5G17600,,
,,,AT5G17630,,
,,,AT5G17660,,
,,,AT5G17670,,
,,,AT5G17700,,
,,,AT5G17710,,
,,,AT5G17730,,
,,,AT5G17770,,
,,,AT5G17880,,
,,,AT5G17900,,
,,,AT5G17920,,
,,,AT5G18010,,
,,,AT5G18020,,
,,,AT5G18030,,
,,,AT5G18070,,
,,,AT5G18080,,
,,,AT5G18085,,
,,,AT5G18100,,
,,,AT5G18110,,
,,,AT5G18140,,
,,,AT5G18230,,
,,,AT5G18260,,
,,,AT5G18280,,
,,,AT5G18300,,
,,,AT5G18320,,
,,,AT5G18340,,
,,,AT5G18370,,
,,,AT5G18470,,
,,,AT5G18490,,
,,,AT5G18500,,
,,,AT5G18520,,
,,,AT5G18525,,
,,,AT5G18550,,
,,,AT5G18590,,
,,,AT5G18610,,
,,,AT5G18630,,
,,,AT5G18640,,
,,,AT5G18660,,
,,,AT5G18670,,
,,,AT5G18680,,
,,,AT5G18830,,
,,,AT5G18860,,
,,,AT5G18910,,
,,,AT5G18930,,
,,,AT5G19000,,
,,,AT5G19010,,
,,,AT5G19020,,
,,,AT5G19050,,
,,,AT5G19150,,
,,,AT5G19180,,
,,,AT5G19220,,
,,,AT5G19280,,
,,,AT5G19330,,
,,,AT5G19350,,
,,,AT5G19450,,
,,,AT5G19485,,
,,,AT5G19490,,
,,,AT5G19510,,
,,,AT5G19580,,
,,,AT5G19600,,
,,,AT5G19620,,
,,,AT5G19660,,
,,,AT5G19680,,
,,,AT5G19730,,
,,,AT5G19740,,
,,,AT5G19750,,
,,,AT5G19760,,
,,,AT5G19770,,
,,,AT5G19780,,
,,,AT5G19820,,
,,,AT5G19830,,
,,,AT5G19850,,
,,,AT5G19930,,
,,,AT5G19940,,
,,,AT5G19950,,
,,,AT5G19960,,
,,,AT5G19980,,
,,,AT5G20020,,
,,,AT5G20040,,
,,,AT5G20060,,
,,,AT5G20070,,
,,,AT5G20080,,
,,,AT5G20090,,
,,,AT5G20110,,
,,,AT5G20140,,
,,,AT5G20150,,
,,,AT5G20180,,
,,,AT5G20250,,
,,,AT5G20270,,
,,,AT5G20280,,
,,,AT5G20320,,
,,,AT5G20350,,
,,,AT5G20360,,
,,,AT5G20380,,
,,,AT5G20490,,
,,,AT5G20500,,
,,,AT5G20510,,
,,,AT5G20520,,
,,,AT5G20570,,
,,,AT5G20630,,
,,,AT5G20660,,
,,,AT5G20670,,
,,,AT5G20700,,
,,,AT5G20840,,
,,,AT5G20860,,
,,,AT5G20885,,
,,,AT5G20900,,
,,,AT5G20920,,
,,,AT5G20950,,
,,,AT5G20980,,
,,,AT5G20990,,
,,,AT5G21100,,
,,,AT5G21105,,
,,,AT5G21222,,
,,,AT5G21920,,
,,,AT5G21970,,
,,,AT5G22000,,
,,,AT5G22030,,
,,,AT5G22080,,
,,,AT5G22220,,
,,,AT5G22290,,
,,,AT5G22300,,
,,,AT5G22320,,
,,,AT5G22350,,
,,,AT5G22440,,
,,,AT5G22500,,
,,,AT5G22580,,
,,,AT5G22640,,
,,,AT5G22740,,
,,,AT5G22750,,
,,,AT5G22788,,
,,,AT5G22800,,
,,,AT5G22830,,
,,,AT5G22860,,
,,,AT5G22880,,
,,,AT5G22920,,
,,,AT5G23050,,
,,,AT5G23070,,
,,,AT5G23080,,
,,,AT5G23090,,
,,,AT5G23110,,
,,,AT5G23130,,
,,,AT5G23150,,
,,,AT5G23155,,
,,,AT5G23210,,
,,,AT5G23240,,
,,,AT5G23290,,
,,,AT5G23310,,
,,,AT5G23330,,
,,,AT5G23360,,
,,,AT5G23380,,
,,,AT5G23400,,
,,,AT5G23440,,
,,,AT5G23450,,
,,,AT5G23480,,
,,,AT5G23570,,
,,,AT5G23575,,
,,,AT5G23590,,
,,,AT5G23660,,
,,,AT5G23670,,
,,,AT5G23710,,
,,,AT5G23740,,
,,,AT5G23760,,
,,,AT5G23880,,
,,,AT5G23900,,
,,,AT5G23910,,
,,,AT5G23960,,
,,,AT5G23980,,
,,,AT5G24000,,
,,,AT5G24040,,
,,,AT5G24105,,
,,,AT5G24120,,
,,,AT5G24160,,
,,,AT5G24260,,
,,,AT5G24300,,
,,,AT5G24340,,
,,,AT5G24360,,
,,,AT5G24380,,
,,,AT5G24390,,
,,,AT5G24400,,
,,,AT5G24420,,
,,,AT5G24450,,
,,,AT5G24490,,
,,,AT5G24530,,
,,,AT5G24620,,
,,,AT5G24630,,
,,,AT5G24650,,
,,,AT5G24670,,
,,,AT5G24735,,
,,,AT5G24770,,
,,,AT5G24800,,
,,,AT5G24810,,
,,,AT5G24840,,
,,,AT5G24850,,
,,,AT5G24930,,
,,,AT5G24990,,
,,,AT5G25060,,
,,,AT5G25080,,
,,,AT5G25140,,
,,,AT5G25150,,
,,,AT5G25190,,
,,,AT5G25230,,
,,,AT5G25270,,
,,,AT5G25320,,
,,,AT5G25380,,
,,,AT5G25510,,
,,,AT5G25520,,
,,,AT5G25560,,
,,,AT5G25590,,
,,,AT5G25610,,
,,,AT5G25630,,
,,,AT5G25752,,
,,,AT5G25757,,
,,,AT5G25780,,
,,,AT5G25800,,
,,,AT5G26040,,
,,,AT5G26110,,
,,,At5g26150,,
,,,AT5G26200,,
,,,AT5G26330,,
,,,AT5G26360,,
,,,AT5G26570,,
,,,AT5G26710,,
,,,AT5G26740,,
,,,AT5G26742,,
,,,AT5G26749,,
,,,AT5G26751,,
,,,AT5G26780,,
,,,AT5G26880,,
,,,AT5G26960,,
,,,AT5G26990,,
,,,AT5G27120,,
,,,AT5G27150,,
,,,AT5G27238,,
,,,AT5G27240,,
,,,AT5G27280,,
,,,AT5G27350,,
,,,AT5G27360,,
,,,AT5G27380,,
,,,AT5G27430,,
,,,AT5G27540,,
,,,AT5G27550,,
,,,AT5G27560,,
,,,AT5G27700,,
,,,AT5G27720,,
,,,AT5G27750,,
,,,AT5G27770,,
,,,AT5G27820,,
,,,AT5G27840,,
,,,AT5G27990,,
,,,AT5G28020,,
,,,AT5G28040,,
,,,AT5G28060,,
,,,AT5G28290,,
,,,AT5G28340,,
,,,AT5G28690,,
,,,AT5G28750,,
,,,AT5G28770,,
,,,AT5G30510,,
,,,AT5G32460,,
,,,AT5G33280,,
,,,AT5G33290,,
,,,AT5G34850,,
,,,AT5G35100,,
,,,AT5G35170,,
,,,AT5G35180,,
,,,AT5G35210,,
,,,AT5G35220,,
,,,AT5G35330,,
,,,AT5G35360,,
,,,AT5G35450,,
,,,AT5G35530,,
,,,AT5G35630,,
,,,AT5G35680,,
,,,AT5G35690,,
,,,AT5G35740,,
,,,AT5G35750,,
,,,AT5G35840,,
,,,AT5G35926,,
,,,AT5G35950,,
,,,AT5G36170,,
,,,AT5G36180,,
,,,AT5G36230,,
,,,AT5G36290,,
,,,AT5G36740,,
,,,AT5G36890,,
,,,AT5G36910,,
,,,AT5G36940,,
,,,AT5G36950,,
,,,AT5G37020,,
,,,AT5G37055,,
,,,AT5G37290,,
,,,AT5G37380,,
,,,AT5G37475,,
,,,AT5G37500,,
,,,AT5G37510,,
,,,AT5G37600,,
,,,AT5G37720,,
,,,AT5G37740,,
,,,AT5G37780,,
,,,AT5G37790,,
,,,AT5G37830,,
,,,AT5G37890,,
,,,AT5G37980,,
,,,AT5G38005,,
,,,AT5G38070,,
,,,AT5G38110,,
,,,AT5G38130,,
,,,AT5G38150,,
,,,AT5G38290,,
,,,AT5G38410,,
,,,AT5G38470,,
,,,AT5G38480,,
,,,AT5G38510,,
,,,AT5G38520,,
,,,AT5G38565,,
,,,AT5G38640,,
,,,AT5G38895,,
,,,AT5G39050,,
,,,AT5G39370,,
,,,AT5G39510,,
,,,AT5G39530,,
,,,AT5G39600,,
,,,AT5G39660,,
,,,AT5G39710,,
,,,AT5G39760,,
,,,AT5G39830,,
,,,AT5G39850,,
,,,AT5G39980,,
,,,AT5G40030,,
,,,AT5G40060,,
,,,AT5G40140,,
,,,AT5G40150,,
,,,AT5G40160,,
,,,AT5G40200,,
,,,AT5G40240,,
,,,AT5G40250,,
,,,AT5G40270,,
,,,AT5G40490,,
,,,AT5G40570,,
,,,AT5G40780,,
,,,AT5G40830,,
,,,AT5G40850,,
,,,AT5G40870,,
,,,AT5G40890,,
,,,AT5G40910,,
,,,AT5G41000,,
,,,AT5G41060,,
,,,AT5G41190,,
,,,AT5G41210,,
,,,AT5G41260,,
,,,AT5G41270,,
,,,AT5G41340,,
,,,AT5G41360,,
,,,AT5G41370,,
,,,AT5G41410,,
,,,AT5G41520,,
,,,AT5G41560,,
,,,AT5G41600,,
,,,AT5G41610,,
,,,AT5G41690,,
,,,AT5G41740,,
,,,AT5G41750,,
,,,AT5G41900,,
,,,AT5G41920,,
,,,AT5G41940,,
,,,AT5G41970,,
,,,AT5G41990,,
,,,AT5G42020,,
,,,AT5G42080,,
,,,AT5G42090,,
,,,AT5G42100,,
,,,AT5G42130,,
,,,AT5G42200,,
,,,AT5G42250,,
,,,AT5G42270,,
,,,AT5G42360,,
,,,AT5G42390,,
,,,AT5G42420,,
,,,AT5G42520,,
,,,AT5G42540,,
,,,AT5G42560,,
,,,AT5G42567,,
,,,AT5G42570,,
,,,AT5G42650,,
,,,AT5G42670,,
,,,AT5G42720,,
,,,AT5G42810,,
,,,AT5G42870,,
,,,AT5G42890,,
,,,AT5G42920,,
,,,AT5G42970,,
,,,AT5G42980,,
,,,AT5G42990,,
,,,AT5G43020,,
,,,AT5G43100,,
,,,AT5G43130,,
,,,AT5G43140,,
,,,AT5G43290,,
,,,AT5G43370,,
,,,AT5G43440,,
,,,AT5G43450,,
,,,AT5G43460,,
,,,AT5G43600,,
,,,AT5G43630,,
,,,AT5G43745,,
,,,AT5G43760,,
,,,AT5G43810,,
,,,AT5G43860,,
,,,AT5G43940,,
,,,AT5G44000,,
,,,AT5G44050,,
,,,AT5G44070,,
,,,AT5G44100,,
,,,AT5G44110,,
,,,AT5G44210,,
,,,AT5G44340,,
,,,AT5G44410,,
,,,AT5G44500,,
,,,AT5G44510,,
,,,AT5G44520,,
,,,AT5G44530,,
,,,AT5G44610,,
,,,AT5G44635,,
,,,AT5G44720,,
,,,AT5G44730,,
,,,AT5G44750,,
,,,AT5G44785,,
,,,AT5G44790,,
,,,AT5G44800,,
,,,AT5G45020,,
,,,AT5G45040,,
,,,AT5G45050,,
,,,AT5G45060,,
,,,AT5G45160,,
,,,AT5G45250,,
,,,AT5G45390,,
,,,AT5G45430,,
,,,AT5G45470,,
,,,AT5G45490,,
,,,AT5G45570,,
,,,AT5G45620,,
,,,AT5G45680,,
,,,AT5G45690,,
,,,AT5G45730,,
,,,AT5G45750,,
,,,AT5G45800,,
,,,AT5G45820,,
,,,AT5G45840,,
,,,AT5G46050,,
,,,AT5G46070,,
,,,AT5G46110,,
,,,AT5G46150,,
,,,AT5G46170,,
,,,AT5G46180,,
,,,AT5G46220,,
,,,AT5G46270,,
,,,AT5G46280,,
,,,AT5G46290,,
,,,AT5G46330,,
,,,AT5G46390,,
,,,AT5G46410,,
,,,AT5G46420,,
,,,AT5G46450,,
,,,AT5G46460,,
,,,AT5G46490,,
,,,AT5G46580,,
,,,AT5G46630,,
,,,AT5G46640,,
,,,AT5G46670,,
,,,AT5G46710,,
,,,AT5G46740,,
,,,AT5G46780,,
,,,AT5G46840,,
,,,AT5G46860,,
,,,AT5G46870,,
,,,AT5G46910,,
,,,AT5G46990,,
,,,AT5G47030,,
,,,AT5G47090,,
,,,AT5G47180,,
,,,AT5G47190,,
,,,AT5G47200,,
,,,AT5G47210,,
,,,AT5G47240,,
,,,AT5G47370,,
,,,AT5G47380,,
,,,AT5G47430,,
,,,AT5G47435,,
,,,AT5G47500,,
,,,AT5G47540,,
,,,AT5G47550,,
,,,AT5G47560,,
,,,AT5G47610,,
,,,AT5G47620,,
,,,AT5G47730,,
,,,AT5G47760,,
,,,AT5G47770,,
,,,AT5G47800,,
,,,AT5G47810,,
,,,AT5G47890,,
,,,AT5G47970,,
,,,AT5G48150,,
,,,AT5G48160,,
,,,AT5G48180,,
,,,AT5G48230,,
,,,AT5G48240,,
,,,AT5G48300,,
,,,AT5G48360,,
,,,AT5G48380,,
,,,AT5G48385,,
,,,AT5G48412,,
,,,AT5G48440,,
,,,AT5G48545,,
,,,AT5G48590,,
,,,AT5G48670,,
,,,AT5G48760,,
,,,AT5G48790,,
,,,AT5G48810,,
,,,AT5G48880,,
,,,AT5G48900,,
,,,AT5G48960,,
,,,AT5G48970,,
,,,AT5G49000,,
,,,AT5G49030,,
,,,AT5G49200,,
,,,AT5G49215,,
,,,AT5G49230,,
,,,AT5G49430,,
,,,AT5G49460,,
,,,AT5G49480,,
,,,AT5G49555,,
,,,AT5G49560,,
,,,AT5G49610,,
,,,AT5G49650,,
,,,AT5G49660,,
,,,AT5G49700,,
,,,AT5G49760,,
,,,AT5G49810,,
,,,AT5G49830,,
,,,AT5G49840,,
,,,AT5G49940,,
,,,AT5G49945,,
,,,AT5G49990,,
,,,AT5G50100,,
,,,AT5G50110,,
,,,AT5G50130,,
,,,AT5G50180,,
,,,AT5G50240,,
,,,AT5G50250,,
,,,AT5G50260,,
,,,AT5G50310,,
,,,AT5G50320,,
,,,AT5G50400,,
,,,AT5G50430,,
,,,AT5G50460,,
,,,AT5G50580,,
,,,AT5G50740,,
,,,AT5G50770,,
,,,AT5G50820,,
,,,AT5G50850,,
,,,AT5G50920,,
