ID	Protein_copy_number	mRNA_copy_number	Protein_half-life_h	mRNA_half-life_h
ENSMUST00000091829	5307.84	13.79	42.6	4.47
ENSMUST00000038341	756.49	21.8	5.83	12.7
ENSMUST00000038355	6100.39	NA	11.22	NA
ENSMUST00000101415	6100.39	NA	11.22	NA
ENSMUST00000038356	4236.75	14.18	29.75	9.06
ENSMUST00000038379	37321.8	25.13	51.42	5.33
ENSMUST00000038383	9782.69	3.66	270.56	4.1
ENSMUST00000038384	5868.4	19.07	36.89	6.76
ENSMUST00000119339	5868.4	19.07	36.89	6.76
ENSMUST00000120498	5868.4	19.07	36.89	6.76
ENSMUST00000038387	447.24	8.15	17.08	10.04
ENSMUST00000038388	6332.39	7.35	81.22	6.31
ENSMUST00000038398	3990.91	11.3	21.55	14.26
ENSMUST00000038406	173749.44	46.31	144.03	10.07
ENSMUST00000038411	2714.17	5.06	83.51	3.4
ENSMUST00000038421	45997.9	5.89	78.84	12.42
ENSMUST00000038422	5422.33	NA	42.2	NA
ENSMUST00000038434	29634.4	15.36	33.95	4.48
ENSMUST00000038439	2432.69	4.89	28.47	10.64
ENSMUST00000038442	2360.09	NA	15.21	11.49
ENSMUST00000106113	2360.09	NA	15.21	11.49
ENSMUST00000106114	2360.09	NA	15.21	11.49
ENSMUST00000038446	84203.22	64.31	55.05	12.64
ENSMUST00000038474	12028.23	33.35	47.86	5.22
ENSMUST00000113464	12028.23	33.35	47.86	5.22
ENSMUST00000038514	27599.84	18.95	48.23	5.48
ENSMUST00000038551	2070.51	NA	34.65	11.96
ENSMUST00000112218	2070.51	NA	34.65	11.96
ENSMUST00000038563	6884.98	23.57	17.59	16.52
ENSMUST00000117242	6884.98	23.57	17.59	16.52
ENSMUST00000038570	50110.92	9.56	499.09	10.79
ENSMUST00000093370	50110.92	9.56	499.09	10.79
ENSMUST00000093371	50110.92	9.56	499.09	10.79
ENSMUST00000038574	7584.64	NA	79.69	15.54
ENSMUST00000038580	550.43	7.08	8.31	10.38
ENSMUST00000038600	27246.03	19.7	76.31	5.42
ENSMUST00000038608	3593.88	11.56	100.75	10.32
ENSMUST00000038627	1098.89	17.05	12.91	6.6
ENSMUST00000088953	1098.89	17.05	12.91	6.6
ENSMUST00000038644	5340.33	NA	23.08	NA
ENSMUST00000038658	146284.01	35.42	16.13	4.76
ENSMUST00000055261	146284.01	35.42	16.13	4.76
ENSMUST00000101245	146284.01	35.42	16.13	4.76
ENSMUST00000038671	1268.31	16.94	23.38	6.76
ENSMUST00000038675	26153.5	NA	247.08	NA
ENSMUST00000100003	26153.5	NA	247.08	NA
ENSMUST00000038677	32475.1	16.78	68.82	11.36
ENSMUST00000038690	10329.46	8.42	64.92	3.52
ENSMUST00000038696	3879.8	21.19	57.57	12.2
ENSMUST00000038705	8681.82	3.05	124.18	11.55
ENSMUST00000102994	8681.82	3.05	124.18	11.55
ENSMUST00000038709	49321.15	NA	227.49	4.76
ENSMUST00000106115	49321.15	NA	227.49	4.76
ENSMUST00000038719	28421.44	14.62	120.71	19.22
ENSMUST00000038738	2027.1	2.51	389.28	4.02
ENSMUST00000038753	3521.3	9.41	204.16	8.99
ENSMUST00000038791	15729.93	29.32	59.5	13.66
ENSMUST00000038794	2749.56	20.34	81.63	15.32
ENSMUST00000113056	2749.56	20.34	81.63	15.32
ENSMUST00000038863	3444.75	NA	57.26	9.61
ENSMUST00000038867	18650.41	13.11	100.64	13.59
ENSMUST00000068650	18650.41	13.11	100.64	13.59
ENSMUST00000038893	117893.38	81.41	48.7	8.85
ENSMUST00000071169	117893.38	81.41	48.7	8.85
ENSMUST00000038913	7954.88	27.75	79.32	7.61
ENSMUST00000038926	9194.68	NA	21.69	NA
ENSMUST00000038945	15476.59	68.7	4.07	7.11
ENSMUST00000039007	1903.06	6.54	110.42	3.64
ENSMUST00000039061	309.24	8.37	9.74	10.51
ENSMUST00000039127	1683.64	2.89	101.73	5.42
ENSMUST00000039144	274.45	68.77	6.45	21.4
ENSMUST00000084120	274.45	68.77	6.45	21.4
ENSMUST00000039152	6143.45	16.1	20.35	5.83
ENSMUST00000107181	6143.45	16.1	20.35	5.83
ENSMUST00000039153	4175.27	9.64	46.17	7.49
ENSMUST00000068301	4175.27	9.64	46.17	7.49
ENSMUST00000121231	4175.27	9.64	46.17	7.49
ENSMUST00000039161	2977.36	22.53	63.06	11.11
ENSMUST00000039165	144.2	5.03	34.4	7.93
ENSMUST00000112850	144.2	5.03	34.4	7.93
ENSMUST00000039173	2924.76	3.79	93.33	6.49
ENSMUST00000086721	2924.76	3.79	93.33	6.49
ENSMUST00000039211	20747.8	6.1	80.9	13.79
ENSMUST00000039213	457.37	7.87	17.75	6.96
ENSMUST00000093806	457.37	7.87	17.75	6.96
ENSMUST00000039280	1577.18	10.16	38.77	5.32
ENSMUST00000039345	1816.72	NA	33.23	6.49
ENSMUST00000039370	1390.66	5.85	25.68	12.78
ENSMUST00000078272	1390.66	5.85	25.68	12.78
ENSMUST00000115281	1390.66	5.85	25.68	12.78
ENSMUST00000039373	25155.86	7.2	139.97	7.88
ENSMUST00000039415	23187.88	74.54	34.2	12
ENSMUST00000076657	23187.88	74.54	34.2	12
ENSMUST00000039449	6393.26	8.84	22.04	10.7
ENSMUST00000039476	1128.93	8.08	63.06	9.32
ENSMUST00000039487	714.97	24.9	42.78	11.35
ENSMUST00000100955	714.97	24.9	42.78	11.35
ENSMUST00000039522	3187.55	11.03	80.31	14.28
ENSMUST00000039537	2996.96	18.16	15.7	12.46
ENSMUST00000107187	2996.96	18.16	15.7	12.46
ENSMUST00000039541	2581.47	13.44	21.31	10.88
ENSMUST00000110658	2581.47	13.44	21.31	10.88
ENSMUST00000110657	2581.47	13.44	21.31	10.88
ENSMUST00000039554	15390.81	20.05	46.37	9.37
ENSMUST00000110126	15390.81	20.05	46.37	9.37
ENSMUST00000039559	3373.86	NA	1.05	NA
ENSMUST00000039571	3035.87	13.22	58.12	4.79
ENSMUST00000039620	54438.2	12.53	203.45	8.15
ENSMUST00000039631	1826719.61	171.31	58.86	18.37
ENSMUST00000075161	1826719.61	171.31	58.86	18.37
ENSMUST00000121731	1826719.61	171.31	58.86	18.37
ENSMUST00000039729	1072.47	NA	31.08	6.75
ENSMUST00000111719	1072.47	NA	31.08	6.75
ENSMUST00000111721	1072.47	NA	31.08	6.75
ENSMUST00000111723	1072.47	NA	31.08	6.75
ENSMUST00000111724	1072.47	NA	31.08	6.75
ENSMUST00000111725	1072.47	NA	31.08	6.75
ENSMUST00000111726	1072.47	NA	31.08	6.75
ENSMUST00000039733	1972.47	5.05	109.35	6.32
ENSMUST00000115064	1972.47	5.05	109.35	6.32
ENSMUST00000046627	1972.47	5.05	109.35	6.32
ENSMUST00000039784	76766.18	NA	67.74	9.09
ENSMUST00000039810	19143.53	22.47	68.38	13.75
ENSMUST00000039855	6982.38	5.84	52.13	10.1
ENSMUST00000039876	69.44	8.24	43.52	12.79
ENSMUST00000039881	10098.6	7.59	170.92	9.69
ENSMUST00000107296	10098.6	7.59	170.92	9.69
ENSMUST00000039894	2186.26	8.03	108.63	3.42
ENSMUST00000039900	15889.83	5.19	112.12	3.26
ENSMUST00000041448	15889.83	5.19	112.12	3.26
ENSMUST00000039913	23327.54	4.16	57.34	5.92
ENSMUST00000039991	957.3	5.27	50.45	12.56
ENSMUST00000040005	8303.92	18.44	26.47	6.84
ENSMUST00000111240	8303.92	18.44	26.47	6.84
ENSMUST00000040008	20124.7	22.62	14.27	13.03
ENSMUST00000040010	500012.53	72.67	33.25	10.92
ENSMUST00000115617	500012.53	72.67	33.25	10.92
ENSMUST00000115619	500012.53	72.67	33.25	10.92
ENSMUST00000115621	500012.53	72.67	33.25	10.92
ENSMUST00000115615	500012.53	72.67	33.25	10.92
ENSMUST00000115616	500012.53	72.67	33.25	10.92
ENSMUST00000115620	500012.53	72.67	33.25	10.92
ENSMUST00000040013	524.65	5.62	15.29	13.42
ENSMUST00000117549	524.65	5.62	15.29	13.42
ENSMUST00000040021	16468.51	26.26	49.16	10.89
ENSMUST00000040025	2465.03	5.98	89.19	25.88
ENSMUST00000039509	2465.03	5.98	89.19	25.88
ENSMUST00000034771	2465.03	5.98	89.19	25.88
ENSMUST00000040025	544.68	NA	64.5	NA
ENSMUST00000085405	544.68	NA	64.5	NA
ENSMUST00000040043	782.44	7.26	43.52	4.02
ENSMUST00000040075	92563.31	39.25	51.95	11.98
ENSMUST00000099273	92563.31	39.25	51.95	11.98
ENSMUST00000109399	92563.31	39.25	51.95	11.98
ENSMUST00000109401	92563.31	39.25	51.95	11.98
ENSMUST00000040090	3111.47	NA	244.28	NA
ENSMUST00000040135	40247.98	13.29	124.1	6.34
ENSMUST00000040154	22235.66	256.12	75.2	13.5
ENSMUST00000040167	36916.44	13.92	114.81	6.09
ENSMUST00000101347	36916.44	13.92	114.81	6.09
ENSMUST00000040182	1446.9	4.16	56.28	9.26
ENSMUST00000040202	43118.85	47.3	37.58	6.83
ENSMUST00000040213	784.73	11.67	10.18	15.68
ENSMUST00000100662	784.73	11.67	10.18	15.68
ENSMUST00000040234	780.29	4.35	40.27	8.23
ENSMUST00000040254	13001.88	14.69	58.7	9.39
ENSMUST00000040261	653.38	1.88	59.03	5.91
ENSMUST00000040270	181083.14	39.73	83.41	11.48
ENSMUST00000040314	19163.54	33.02	55.21	7.03
ENSMUST00000040320	796.13	14.55	61.38	5.72
ENSMUST00000040321	6024.52	3.8	114.28	9.86
ENSMUST00000040340	4175.47	5.2	77.93	5.33
ENSMUST00000109403	4175.47	5.2	77.93	5.33
ENSMUST00000040344	6257.45	28.85	207.28	16.02
ENSMUST00000040360	668.11	4.8	17.27	3.28
ENSMUST00000119954	668.11	4.8	17.27	3.28
ENSMUST00000040369	98553.82	80.25	51.63	22.13
ENSMUST00000041475	98553.82	80.25	51.63	22.13
ENSMUST00000040372	30707.66	77.09	165.59	13.97
ENSMUST00000040381	18190.53	13.27	69.07	5.52
ENSMUST00000040383	2644.62	14.08	18.8	11.67
ENSMUST00000040402	4703.02	25.99	41.03	18.68
ENSMUST00000040416	18307.8	12.63	65.08	11.75
ENSMUST00000065784	18307.8	12.63	65.08	11.75
ENSMUST00000040241	18307.8	12.63	65.08	11.75
ENSMUST00000040421	2037.03	7.48	15.56	7.72
ENSMUST00000040430	222882.03	50.27	161.75	22.27
ENSMUST00000040434	18521.34	11.62	28.1	5.72
ENSMUST00000040459	3066.66	10.86	94.21	16.52
ENSMUST00000113126	3066.66	10.86	94.21	16.52
ENSMUST00000113129	3066.66	10.86	94.21	16.52
ENSMUST00000113123	3066.66	10.86	94.21	16.52
ENSMUST00000040514	914.59	14.18	11.89	3.31
ENSMUST00000040518	216912.24	222.77	34.63	13.12
ENSMUST00000040538	15816.7	13.27	167.26	11.64
ENSMUST00000097455	15816.7	13.27	167.26	11.64
ENSMUST00000040560	40282.88	10.93	148.57	7.47
ENSMUST00000040577	3802.65	6.8	40.84	4.46
ENSMUST00000040580	1012.71	21.84	7.96	4.94
ENSMUST00000040583	4382.96	12.12	50.46	11.88
ENSMUST00000040603	894.94	4.69	13.54	17.1
ENSMUST00000040607	472714.97	53.06	123.14	6.82
ENSMUST00000040668	1694.84	18.9	32.69	7.6
ENSMUST00000040683	1809.33	4.73	41.7	6.37
ENSMUST00000095310	1809.33	4.73	41.7	6.37
ENSMUST00000105275	1809.33	4.73	41.7	6.37
ENSMUST00000040687	66225.35	14.66	36.49	8.95
ENSMUST00000108477	66225.35	14.66	36.49	8.95
ENSMUST00000040766	195311.46	10.74	148.35	18.28
ENSMUST00000040783	177.9	6.76	38.02	9.9
ENSMUST00000113153	177.9	6.76	38.02	9.9
ENSMUST00000040824	35492.53	44.47	30.91	10.78
ENSMUST00000107462	35492.53	44.47	30.91	10.78
ENSMUST00000040835	42707.74	20.8	122.87	5.75
ENSMUST00000040853	30197.4	NA	96.68	6.49
ENSMUST00000111715	30197.4	NA	96.68	6.49
ENSMUST00000040873	61022.98	53.13	145.55	12
ENSMUST00000040888	12098.36	155.21	41.7	16.61
ENSMUST00000040912	15685.75	29.2	6.34	12.86
ENSMUST00000040914	2892734.01	4.31	56.98	3.85
ENSMUST00000040915	4568.23	9.32	82.27	18.64
ENSMUST00000090858	4568.23	9.32	82.27	18.64
ENSMUST00000116494	4568.23	9.32	82.27	18.64
ENSMUST00000040917	339572.42	166.6	130.11	10.48
ENSMUST00000040967	14311.67	25.45	13.7	4.26
ENSMUST00000040972	20923.37	8.86	84.67	4.24
ENSMUST00000040990	816.76	4.04	90.59	25.19
ENSMUST00000046069	816.76	4.04	90.59	25.19
ENSMUST00000040992	406.39	11.77	100.37	11.36
ENSMUST00000041003	4752.85	1.64	207.32	4.98
ENSMUST00000041010	2493.15	10.88	42.41	6.97
ENSMUST00000118976	2493.15	10.88	42.41	6.97
ENSMUST00000041015	585.79	10.23	16.83	15.91
ENSMUST00000076226	585.79	10.23	16.83	15.91
ENSMUST00000041023	68518.87	28.76	105.97	16.39
ENSMUST00000041035	2096.56	10.81	26.98	17.31
ENSMUST00000089366	2096.56	10.81	26.98	17.31
ENSMUST00000109688	2096.56	10.81	26.98	17.31
ENSMUST00000109690	2096.56	10.81	26.98	17.31
ENSMUST00000041042	688.08	9.43	36.23	5.5
ENSMUST00000041047	13054.34	5.22	69.45	7.05
ENSMUST00000041053	42926.08	11.45	458.17	18.69
ENSMUST00000041055	442.35	5.09	25.16	11.73
ENSMUST00000041070	1512.94	17.24	30.12	11.07
ENSMUST00000041139	12579.89	8.02	42.58	5.09
ENSMUST00000113722	12579.89	8.02	42.58	5.09
ENSMUST00000041160	1351.76	31.49	6.9	12.45
ENSMUST00000041164	11263.09	22.61	16.85	11.46
ENSMUST00000041176	270.19	7.37	15.56	7.35
ENSMUST00000090052	270.19	7.37	15.56	7.35
ENSMUST00000115560	270.19	7.37	15.56	7.35
ENSMUST00000041208	48381.34	NA	40.65	10.78
ENSMUST00000041231	9547.57	19.49	67.95	21.54
ENSMUST00000041314	19776.73	25.89	12.9	6.55
ENSMUST00000115734	19776.73	25.89	12.9	6.55
ENSMUST00000115735	19776.73	25.89	12.9	6.55
ENSMUST00000115736	19776.73	25.89	12.9	6.55
ENSMUST00000115737	19776.73	25.89	12.9	6.55
ENSMUST00000041353	1263.95	20.54	18.54	9.51
ENSMUST00000113541	1263.95	20.54	18.54	9.51
ENSMUST00000041362	6256.49	7.89	78.5	8.26
ENSMUST00000110199	6256.49	7.89	78.5	8.26
ENSMUST00000041364	14854.15	36.64	15.12	10.94
ENSMUST00000041366	32359.95	56.19	24.43	8.8
ENSMUST00000041388	3446.75	98.76	0.93	4.03
ENSMUST00000077523	3446.75	98.76	0.93	4.03
ENSMUST00000041403	1558.65	27.17	52.07	8.37
ENSMUST00000041418	4009.37	10.36	47.49	12.5
ENSMUST00000041466	19658.71	NA	14.38	NA
ENSMUST00000094280	19658.71	NA	14.38	NA
ENSMUST00000041500	16651.48	37.79	19.69	8.53
ENSMUST00000099225	16651.48	37.79	19.69	8.53
ENSMUST00000041504	31934.61	15.66	265.98	7.31
ENSMUST00000100052	31934.61	15.66	265.98	7.31
ENSMUST00000115379	31934.61	15.66	265.98	7.31
ENSMUST00000041514	156258.23	28.85	79.38	13.39
ENSMUST00000041544	248.98	101.56	5.49	18.34
ENSMUST00000113498	248.98	101.56	5.49	18.34
ENSMUST00000041587	11520.6	23.1	41.92	10.91
ENSMUST00000041588	655.46	3.96	52.87	4.99
ENSMUST00000100505	655.46	3.96	52.87	4.99
ENSMUST00000110807	655.46	3.96	52.87	4.99
ENSMUST00000110806	655.46	3.96	52.87	4.99
ENSMUST00000041609	3571.47	4.6	119.69	5.91
ENSMUST00000041616	109468.6	11.63	327.6	12.09
ENSMUST00000041618	1190.69	5.27	361.06	5.05
ENSMUST00000041633	5691.37	6.44	150.74	11.74
ENSMUST00000041638	627.03	6.69	9.63	7.39
ENSMUST00000041640	6355.69	6.59	16.83	6.97
ENSMUST00000041648	1104.93	3.21	60.92	10.97
ENSMUST00000110795	1104.93	3.21	60.92	10.97
ENSMUST00000110796	1104.93	3.21	60.92	10.97
ENSMUST00000041659	1708.75	46.69	6.26	9
ENSMUST00000113592	1708.75	46.69	6.26	9
ENSMUST00000041684	2577.8	7.6	115.69	7.71
ENSMUST00000041726	4007.02	18.23	8.22	4.07
ENSMUST00000041732	2667.29	50.38	5.59	12.2
ENSMUST00000041769	17227.42	13.66	58.76	7.37
ENSMUST00000041780	4935.14	7.06	70.43	9.72
ENSMUST00000041782	14856.57	4.57	20.21	10.26
ENSMUST00000041806	2861.85	17.73	28.44	12.69
ENSMUST00000101225	2861.85	17.73	28.44	12.69
ENSMUST00000010753	2861.85	17.73	28.44	12.69
ENSMUST00000111105	2861.85	17.73	28.44	12.69
ENSMUST00000111106	2861.85	17.73	28.44	12.69
ENSMUST00000111108	2861.85	17.73	28.44	12.69
ENSMUST00000041830	42232.11	22.09	31.11	5.54
ENSMUST00000041859	52469.82	17	172.55	16.98
ENSMUST00000041905	10761.64	12.89	55.38	5.11
ENSMUST00000111241	10761.64	12.89	55.38	5.11
ENSMUST00000041921	23332.05	14.71	70.96	11.19
ENSMUST00000117268	23332.05	14.71	70.96	11.19
ENSMUST00000041954	106195.95	153.02	7.52	10.72
ENSMUST00000041965	2941.27	18.8	31.59	15.24
ENSMUST00000041983	482.41	3.63	5.01	7.51
ENSMUST00000112909	482.41	3.63	5.01	7.51
ENSMUST00000120301	482.41	3.63	5.01	7.51
ENSMUST00000041987	985.82	7.3	40.22	6.75
ENSMUST00000042012	83001.9	65.26	58.38	13.15
ENSMUST00000093139	83001.9	65.26	58.38	13.15
ENSMUST00000042052	5781.2	17.78	40.14	8.62
ENSMUST00000042054	4396.86	26.82	6.88	3.81
ENSMUST00000050684	4396.86	26.82	6.88	3.81
ENSMUST00000042055	67744.1	43.78	107.33	18.45
ENSMUST00000113603	67744.1	43.78	107.33	18.45
ENSMUST00000113601	67744.1	43.78	107.33	18.45
ENSMUST00000042096	21739.03	15.04	46.9	13.48
ENSMUST00000082262	21739.03	15.04	46.9	13.48
ENSMUST00000042135	424.03	17.65	34.06	6.01
ENSMUST00000100570	424.03	17.65	34.06	6.01
ENSMUST00000042141	193691.6	63.63	81.13	13.86
ENSMUST00000042146	5870.75	10.81	28.23	6.46
ENSMUST00000114126	5870.75	10.81	28.23	6.46
ENSMUST00000042147	31445.75	31.05	26.88	12.98
ENSMUST00000042148	38279.19	14.42	74.27	11.14
ENSMUST00000042163	32071.44	26.05	106.31	6.45
ENSMUST00000042191	63120.56	29.32	60.24	7.72
ENSMUST00000118420	63120.56	29.32	60.24	7.72
ENSMUST00000119576	63120.56	29.32	60.24	7.72
ENSMUST00000119604	63120.56	29.32	60.24	7.72
ENSMUST00000119985	63120.56	29.32	60.24	7.72
ENSMUST00000121339	63120.56	29.32	60.24	7.72
ENSMUST00000121813	63120.56	29.32	60.24	7.72
ENSMUST00000042235	5292661.19	3229.54	126.33	17.5
ENSMUST00000042281	36849.06	16.09	58.88	13.38
ENSMUST00000042296	28562.38	16.43	21.44	9.72
ENSMUST00000042434	28562.38	16.43	21.44	9.72
ENSMUST00000097414	28562.38	16.43	21.44	9.72
ENSMUST00000115697	28562.38	16.43	21.44	9.72
ENSMUST00000042334	1225140.86	NA	186.74	NA
ENSMUST00000042345	56165.87	62.84	9.34	16.12
ENSMUST00000042390	2426.39	17.89	31.17	12.05
ENSMUST00000042399	3090.33	3.24	29.96	6.93
ENSMUST00000042405	547539.61	NA	191.08	10.54
ENSMUST00000042410	102061.42	27.12	13.79	4.65
ENSMUST00000042450	6527.63	3.57	124.9	3.69
ENSMUST00000042452	21233.24	7.84	18.94	13.51
ENSMUST00000109869	21233.24	7.84	18.94	13.51
ENSMUST00000042471	23224.52	21.62	54.24	10.05
ENSMUST00000068042	23224.52	21.62	54.24	10.05
ENSMUST00000042493	14048.26	7.09	26.28	4.63
ENSMUST00000042497	36583.09	49.18	32.76	13.12
ENSMUST00000042498	106454.07	80.21	28.81	18.67
ENSMUST00000042499	1119.12	16.77	8.15	3.26
ENSMUST00000107802	1119.12	16.77	8.15	3.26
ENSMUST00000042509	258.36	7.61	39.45	10.08
ENSMUST00000112845	258.36	7.61	39.45	10.08
ENSMUST00000042512	1830.92	6.14	46.02	2.6
ENSMUST00000042556	8968.86	21.75	45.49	7.51
ENSMUST00000042601	3724.22	13.85	28.26	12.22
ENSMUST00000042614	126.77	NA	27.43	NA
ENSMUST00000119892	126.77	NA	27.43	NA
ENSMUST00000042627	1912.68	4.5	51.8	13.77
ENSMUST00000075718	1912.68	4.5	51.8	13.77
ENSMUST00000072725	1912.68	4.5	51.8	13.77
ENSMUST00000042657	3566.81	12.41	41.73	17.14
ENSMUST00000106633	3566.81	12.41	41.73	17.14
ENSMUST00000071539	3566.81	12.41	41.73	17.14
ENSMUST00000042658	4552.15	3.39	78.83	8.3
ENSMUST00000114941	4552.15	3.39	78.83	8.3
ENSMUST00000042726	15767.56	33.43	7.99	12.86
ENSMUST00000108143	15767.56	33.43	7.99	12.86
ENSMUST00000042734	4745.24	2.86	25.97	3.72
ENSMUST00000042771	5909.56	13.42	107.96	4.86
ENSMUST00000092316	5909.56	13.42	107.96	4.86
ENSMUST00000042780	1467.14	7.56	50.22	9.71
ENSMUST00000103070	1467.14	7.56	50.22	9.71
ENSMUST00000042824	510.17	4.36	27.95	12.3
ENSMUST00000098618	510.17	4.36	27.95	12.3
ENSMUST00000042834	99604.53	41.49	99.73	9.48
ENSMUST00000042852	6899.55	3	67.63	7.5
ENSMUST00000042898	1187178.34	405.77	272.68	21.21
ENSMUST00000042700	1187178.34	405.77	272.68	21.21
ENSMUST00000042901	32383.7	24.05	48.77	8.94
ENSMUST00000107803	32383.7	24.05	48.77	8.94
ENSMUST00000042942	29992.83	13.38	118.54	10.63
ENSMUST00000042953	1009.54	5.14	73.5	17.9
ENSMUST00000042990	637960.79	70.31	30.2	31.92
ENSMUST00000042990	3518.51	69.72	31.19	31.87
ENSMUST00000043074	711837.55	NA	77.78	NA
ENSMUST00000043138	517.77	4.8	37.97	5.66
ENSMUST00000098007	517.77	4.8	37.97	5.66
ENSMUST00000043148	154754.12	36.52	34.65	13.53
ENSMUST00000114222	154754.12	36.52	34.65	13.53
ENSMUST00000114224	154754.12	36.52	34.65	13.53
ENSMUST00000114225	154754.12	36.52	34.65	13.53
ENSMUST00000114226	154754.12	36.52	34.65	13.53
ENSMUST00000114227	154754.12	36.52	34.65	13.53
ENSMUST00000114228	154754.12	36.52	34.65	13.53
ENSMUST00000043150	11780.94	27.52	67.55	19.91
ENSMUST00000043152	19805.04	21.83	10.93	10.78
ENSMUST00000108241	19805.04	21.83	10.93	10.78
ENSMUST00000043160	15398.39	14.48	43.42	11.23
ENSMUST00000102543	15398.39	14.48	43.42	11.23
ENSMUST00000043195	596.53	2.66	25.43	3.6
ENSMUST00000043235	41302.96	5.42	63.19	11.26
ENSMUST00000043269	1130148.22	200.87	56.87	10.03
ENSMUST00000116403	1130148.22	200.87	56.87	10.03
ENSMUST00000116404	1130148.22	200.87	56.87	10.03
ENSMUST00000043296	1368.22	5.01	8.61	12.16
ENSMUST00000111778	1368.22	5.01	8.61	12.16
ENSMUST00000043305	767.66	15.9	15.74	14.47
ENSMUST00000105906	767.66	15.9	15.74	14.47
ENSMUST00000043323	949.75	NA	18.41	NA
ENSMUST00000095187	949.75	NA	18.41	NA
ENSMUST00000043325	17650.77	16.55	42.08	16.07
ENSMUST00000043334	5616.88	NA	108.37	NA
ENSMUST00000051853	5616.88	NA	108.37	NA
ENSMUST00000043342	18858.01	8.93	180.58	5.3
ENSMUST00000106505	18858.01	8.93	180.58	5.3
ENSMUST00000043359	74320.13	16.71	56.95	10.64
ENSMUST00000043368	187.92	5	32.44	6.21
ENSMUST00000097925	187.92	5	32.44	6.21
ENSMUST00000043378	13888.29	31.12	90.34	12.83
ENSMUST00000043419	2472091.38	437.32	50.34	12.63
ENSMUST00000070996	2472091.38	437.32	50.34	12.63
ENSMUST00000071026	2472091.38	437.32	50.34	12.63
ENSMUST00000108607	2472091.38	437.32	50.34	12.63
ENSMUST00000108608	2472091.38	437.32	50.34	12.63
ENSMUST00000108609	2472091.38	437.32	50.34	12.63
ENSMUST00000108610	2472091.38	437.32	50.34	12.63
ENSMUST00000108611	2472091.38	437.32	50.34	12.63
ENSMUST00000108612	2472091.38	437.32	50.34	12.63
ENSMUST00000108613	2472091.38	437.32	50.34	12.63
ENSMUST00000043421	3618.67	19.8	50.91	9.67
ENSMUST00000069430	3618.67	19.8	50.91	9.67
ENSMUST00000043422	4032.03	10.01	329.36	11.24
ENSMUST00000043429	26844.99	19.07	45.13	8.19
ENSMUST00000118902	26844.99	19.07	45.13	8.19
ENSMUST00000120779	26844.99	19.07	45.13	8.19
ENSMUST00000043464	2083.02	11.42	11.54	19.54
ENSMUST00000043498	2038.14	22.92	67.53	11.37
ENSMUST00000091933	2038.14	22.92	67.53	11.37
ENSMUST00000043517	9125.69	16.57	61.86	4.63
ENSMUST00000043521	1063.95	2.27	55.66	11.17
ENSMUST00000043526	2367.61	8.91	97.23	11.59
ENSMUST00000109622	2367.61	8.91	97.23	11.59
ENSMUST00000109626	2367.61	8.91	97.23	11.59
ENSMUST00000098519	2367.61	8.91	97.23	11.59
ENSMUST00000043529	516.57	7.63	9.68	9.34
ENSMUST00000053177	516.57	7.63	9.68	9.34
ENSMUST00000043531	257.13	10.29	10.03	8.37
ENSMUST00000109346	257.13	10.29	10.03	8.37
ENSMUST00000043551	334.58	20.95	13.88	11.17
ENSMUST00000043560	384.19	14.41	21.88	4.84
ENSMUST00000073441	384.19	14.41	21.88	4.84
ENSMUST00000111836	384.19	14.41	21.88	4.84
ENSMUST00000043604	40412.54	28.64	25.85	13.3
ENSMUST00000043609	4405.57	2.73	24.71	3.17
ENSMUST00000043616	706.15	4.63	8.6	7.05
ENSMUST00000043624	795.95	8.01	74.13	4.4
ENSMUST00000043627	101137.55	NA	69.89	10.82
ENSMUST00000043675	99599.03	NA	171.39	9.02
ENSMUST00000114688	99599.03	NA	171.39	9.02
ENSMUST00000043680	59118.22	52.04	46.83	11.77
ENSMUST00000043654	59118.22	52.04	46.83	11.77
ENSMUST00000043703	1193270.06	NA	152.87	NA
ENSMUST00000076703	1193270.06	NA	152.87	NA
ENSMUST00000092620	1193270.06	NA	152.87	NA
ENSMUST00000102811	1193270.06	NA	152.87	NA
ENSMUST00000043722	10088.37	NA	53.51	20.34
ENSMUST00000043735	51565.81	NA	273.04	NA
ENSMUST00000105585	51565.81	NA	273.04	NA
ENSMUST00000117291	51565.81	NA	273.04	NA
ENSMUST00000120585	51565.81	NA	273.04	NA
ENSMUST00000043757	38638.99	58.32	62.34	16.96
ENSMUST00000043760	33188.57	11.42	471.64	14.4
ENSMUST00000112239	33188.57	11.42	471.64	14.4
ENSMUST00000043765	9808.84	48.03	79.25	10.04
ENSMUST00000108401	9808.84	48.03	79.25	10.04
ENSMUST00000043812	9423.87	17.99	33.08	9.49
ENSMUST00000090108	9423.87	17.99	33.08	9.49
ENSMUST00000043815	28514.93	26.43	55.59	13.42
ENSMUST00000043843	146564.12	43.52	309.62	12.91
ENSMUST00000107572	146564.12	43.52	309.62	12.91
ENSMUST00000043848	32006.32	34.76	39.65	14.17
ENSMUST00000112291	32006.32	34.76	39.65	14.17
ENSMUST00000043863	69.6	8.19	23.4	9.19
ENSMUST00000101153	69.6	8.19	23.4	9.19
ENSMUST00000043864	53865.31	43.7	36.05	11.59
ENSMUST00000100445	53865.31	43.7	36.05	11.59
ENSMUST00000043865	61931.23	6.85	588.49	14.37
ENSMUST00000100475	61931.23	6.85	588.49	14.37
ENSMUST00000043867	46407.74	39.02	26.48	3.81
