ID	Translation_number	Protein_halflive	mRNA_halflive
ENSMUST00000165085	750.1119067	46.185	9.83
ENSMUST00000105392	750.1119067	46.185	9.83
ENSMUST00000036424	750.1119067	46.185	9.83
ENSMUST00000107818	750.1119067	46.185	9.83
ENSMUST00000078170	750.1119067	46.185	9.83
ENSMUST00000122116	750.1119067	46.185	9.83
ENSMUST00000109000	750.1119067	46.185	9.83
ENSMUST00000148633	750.1119067	46.185	9.83
ENSMUST00000095412	750.1119067	46.185	9.83
ENSMUST00000108587	750.1119067	46.185	9.83
ENSMUST00000110276	750.1119067	46.185	9.83
ENSMUST00000071798	750.1119067	46.185	9.83
ENSMUST00000100752	750.1119067	46.185	9.83
ENSMUST00000134023	750.1119067	46.185	9.83
ENSMUST00000023179	750.1119067	46.185	9.83
ENSMUST00000072476	750.1119067	46.185	9.83
ENSMUST00000123952	750.1119067	46.185	9.83
ENSMUST00000123296	750.1119067	46.185	9.83
ENSMUST00000153485	750.1119067	46.185	9.83
ENSMUST00000069789	750.1119067	46.185	9.83
ENSMUST00000112272	750.1119067	46.185	9.83
ENSMUST00000116269	750.1119067	46.185	9.83
ENSMUST00000032472	750.1119067	46.185	9.83
ENSMUST00000049281	750.1119067	46.185	9.83
ENSMUST00000111477	750.1119067	46.185	9.83
ENSMUST00000042750	750.1119067	46.185	9.83
ENSMUST00000106943	750.1119067	46.185	9.83
ENSMUST00000174031	750.1119067	46.185	9.83
ENSMUST00000020898	750.1119067	46.185	9.83
ENSMUST00000106337	750.1119067	46.185	9.83
ENSMUST00000063577	750.1119067	46.185	9.83
ENSMUST00000022325	750.1119067	46.185	9.83
ENSMUST00000055497	750.1119067	46.185	9.83
ENSMUST00000071964	750.1119067	46.185	9.83
ENSMUST00000118243	750.1119067	46.185	9.83
ENSMUST00000163710	750.1119067	46.185	9.83
ENSMUST00000025295	750.1119067	46.185	9.83
ENSMUST00000031732	750.1119067	46.185	9.83
ENSMUST00000106053	750.1119067	46.185	9.83
ENSMUST00000110278	750.1119067	46.185	9.83
ENSMUST00000161950	750.1119067	46.185	9.83
ENSMUST00000090743	750.1119067	46.185	9.83
ENSMUST00000013787	750.1119067	46.185	9.83
ENSMUST00000154463	750.1119067	46.185	9.83
ENSMUST00000112916	750.1119067	46.185	9.83
ENSMUST00000112255	750.1119067	46.185	9.83
ENSMUST00000030945	750.1119067	46.185	9.83
ENSMUST00000107421	750.1119067	46.185	9.83
ENSMUST00000027065	750.1119067	46.185	9.83
ENSMUST00000126641	750.1119067	46.185	9.83
ENSMUST00000162393	750.1119067	46.185	9.83
ENSMUST00000110761	750.1119067	46.185	9.83
ENSMUST00000151254	750.1119067	46.185	9.83
ENSMUST00000093336	750.1119067	46.185	9.83
ENSMUST00000165052	750.1119067	46.185	9.83
ENSMUST00000113488	750.1119067	46.185	9.83
ENSMUST00000147148	750.1119067	46.185	9.83
ENSMUST00000107962	750.1119067	46.185	9.83
ENSMUST00000120107	750.1119067	46.185	9.83
ENSMUST00000051221	750.1119067	46.185	9.83
ENSMUST00000110156	750.1119067	46.185	9.83
ENSMUST00000098578	750.1119067	46.185	9.83
ENSMUST00000038197	750.1119067	46.185	9.83
ENSMUST00000169230	750.1119067	46.185	9.83
ENSMUST00000122229	750.1119067	46.185	9.83
ENSMUST00000078656	750.1119067	46.185	9.83
ENSMUST00000161089	750.1119067	46.185	9.83
ENSMUST00000152208	750.1119067	46.185	9.83
ENSMUST00000122409	750.1119067	46.185	9.83
ENSMUST00000100718	750.1119067	46.185	9.83
ENSMUST00000136020	750.1119067	46.185	9.83
ENSMUST00000169739	750.1119067	46.185	9.83
ENSMUST00000049246	750.1119067	46.185	9.83
ENSMUST00000114713	750.1119067	46.185	9.83
ENSMUST00000115638	750.1119067	46.185	9.83
ENSMUST00000015386	750.1119067	46.185	9.83
ENSMUST00000063785	750.1119067	46.185	9.83
ENSMUST00000168596	750.1119067	46.185	9.83
ENSMUST00000023987	750.1119067	46.185	9.83
ENSMUST00000052296	750.1119067	46.185	9.83
ENSMUST00000173903	750.1119067	46.185	9.83
ENSMUST00000108826	750.1119067	46.185	9.83
ENSMUST00000153710	750.1119067	46.185	9.83
ENSMUST00000121042	750.1119067	46.185	9.83
ENSMUST00000018985	750.1119067	46.185	9.83
ENSMUST00000097778	750.1119067	46.185	9.83
ENSMUST00000108543	750.1119067	46.185	9.83
ENSMUST00000164266	750.1119067	46.185	9.83
ENSMUST00000026252	750.1119067	46.185	9.83
ENSMUST00000156585	750.1119067	46.185	9.83
ENSMUST00000097891	750.1119067	46.185	9.83
ENSMUST00000151400	750.1119067	46.185	9.83
ENSMUST00000152946	750.1119067	46.185	9.83
ENSMUST00000009354	750.1119067	46.185	9.83
ENSMUST00000030536	750.1119067	46.185	9.83
ENSMUST00000147393	750.1119067	46.185	9.83
ENSMUST00000139074	750.1119067	46.185	9.83
ENSMUST00000149819	750.1119067	46.185	9.83
ENSMUST00000109095	750.1119067	46.185	9.83
ENSMUST00000090250	750.1119067	46.185	9.83
ENSMUST00000172887	750.1119067	46.185	9.83
ENSMUST00000010807	750.1119067	46.185	9.83
ENSMUST00000075671	750.1119067	46.185	9.83
ENSMUST00000161430	750.1119067	46.185	9.83
ENSMUST00000106069	750.1119067	46.185	9.83
ENSMUST00000053288	750.1119067	46.185	9.83
ENSMUST00000152075	750.1119067	46.185	9.83
ENSMUST00000026546	750.1119067	46.185	9.83
ENSMUST00000156970	750.1119067	46.185	9.83
ENSMUST00000039435	750.1119067	46.185	9.83
ENSMUST00000118613	750.1119067	46.185	9.83
ENSMUST00000065420	750.1119067	46.185	9.83
ENSMUST00000163494	750.1119067	46.185	9.83
ENSMUST00000109032	750.1119067	46.185	9.83
ENSMUST00000099484	750.1119067	46.185	9.83
ENSMUST00000086247	750.1119067	46.185	9.83
ENSMUST00000029188	750.1119067	46.185	9.83
ENSMUST00000086615	750.1119067	46.185	9.83
ENSMUST00000118444	750.1119067	46.185	9.83
ENSMUST00000127003	750.1119067	46.185	9.83
ENSMUST00000030101	750.1119067	46.185	9.83
ENSMUST00000109859	750.1119067	46.185	9.83
ENSMUST00000084986	750.1119067	46.185	9.83
ENSMUST00000115336	750.1119067	46.185	9.83
ENSMUST00000022446	750.1119067	46.185	9.83
ENSMUST00000044926	750.1119067	46.185	9.83
ENSMUST00000034056	750.1119067	46.185	9.83
ENSMUST00000108487	750.1119067	46.185	9.83
ENSMUST00000033754	750.1119067	46.185	9.83
ENSMUST00000035597	750.1119067	46.185	9.83
ENSMUST00000108089	750.1119067	46.185	9.83
ENSMUST00000006508	750.1119067	46.185	9.83
ENSMUST00000135963	750.1119067	46.185	9.83
ENSMUST00000160230	750.1119067	46.185	9.83
ENSMUST00000108505	750.1119067	46.185	9.83
ENSMUST00000164454	750.1119067	46.185	9.83
ENSMUST00000021259	750.1119067	46.185	9.83
ENSMUST00000043214	750.1119067	46.185	9.83
ENSMUST00000090986	750.1119067	46.185	9.83
ENSMUST00000169353	750.1119067	46.185	9.83
ENSMUST00000118375	750.1119067	46.185	9.83
ENSMUST00000009102	750.1119067	46.185	9.83
ENSMUST00000044455	750.1119067	46.185	9.83
ENSMUST00000052702	750.1119067	46.185	9.83
ENSMUST00000141382	750.1119067	46.185	9.83
ENSMUST00000109332	750.1119067	46.185	9.83
ENSMUST00000094050	750.1119067	46.185	9.83
ENSMUST00000073625	750.1119067	46.185	9.83
ENSMUST00000049997	750.1119067	46.185	9.83
ENSMUST00000115032	750.1119067	46.185	9.83
ENSMUST00000106608	750.1119067	46.185	9.83
ENSMUST00000093837	750.1119067	46.185	9.83
ENSMUST00000021761	750.1119067	46.185	9.83
ENSMUST00000005120	750.1119067	46.185	9.83
ENSMUST00000018871	750.1119067	46.185	9.83
ENSMUST00000118287	750.1119067	46.185	9.83
ENSMUST00000105817	750.1119067	46.185	9.83
ENSMUST00000032491	750.1119067	46.185	9.83
ENSMUST00000112729	750.1119067	46.185	9.83
ENSMUST00000061688	750.1119067	46.185	9.83
ENSMUST00000146053	750.1119067	46.185	9.83
ENSMUST00000020681	750.1119067	46.185	9.83
ENSMUST00000029784	750.1119067	46.185	9.83
ENSMUST00000072167	750.1119067	46.185	9.83
ENSMUST00000111299	750.1119067	46.185	9.83
ENSMUST00000017348	750.1119067	46.185	9.83
ENSMUST00000045743	750.1119067	46.185	9.83
ENSMUST00000111614	750.1119067	46.185	9.83
ENSMUST00000129358	750.1119067	46.185	9.83
ENSMUST00000131028	750.1119067	46.185	9.83
ENSMUST00000130201	750.1119067	46.185	9.83
ENSMUST00000092844	750.1119067	46.185	9.83
ENSMUST00000089565	750.1119067	46.185	9.83
ENSMUST00000119929	750.1119067	46.185	9.83
ENSMUST00000168729	750.1119067	46.185	9.83
ENSMUST00000057551	750.1119067	46.185	9.83
ENSMUST00000111300	750.1119067	46.185	9.83
ENSMUST00000047521	750.1119067	46.185	9.83
ENSMUST00000146692	750.1119067	46.185	9.83
ENSMUST00000113489	750.1119067	46.185	9.83
ENSMUST00000063578	750.1119067	46.185	9.83
ENSMUST00000114016	750.1119067	46.185	9.83
ENSMUST00000053862	750.1119067	46.185	9.83
ENSMUST00000024733	750.1119067	46.185	9.83
ENSMUST00000107101	750.1119067	46.185	9.83
ENSMUST00000005975	750.1119067	46.185	9.83
ENSMUST00000021033	750.1119067	46.185	9.83
ENSMUST00000130977	750.1119067	46.185	9.83
ENSMUST00000135888	750.1119067	46.185	9.83
ENSMUST00000168793	750.1119067	46.185	9.83
ENSMUST00000033466	750.1119067	46.185	9.83
ENSMUST00000127799	750.1119067	46.185	9.83
ENSMUST00000027488	750.1119067	46.185	9.83
ENSMUST00000122205	750.1119067	46.185	9.83
ENSMUST00000016110	750.1119067	46.185	9.83
ENSMUST00000105373	750.1119067	46.185	9.83
ENSMUST00000048015	750.1119067	46.185	9.83
ENSMUST00000054923	750.1119067	46.185	9.83
ENSMUST00000115706	750.1119067	46.185	9.83
ENSMUST00000064950	750.1119067	46.185	9.83
ENSMUST00000055379	750.1119067	46.185	9.83
ENSMUST00000108964	750.1119067	46.185	9.83
ENSMUST00000031226	750.1119067	46.185	9.83
ENSMUST00000072633	750.1119067	46.185	9.83
ENSMUST00000075588	750.1119067	46.185	9.83
ENSMUST00000108165	750.1119067	46.185	9.83
ENSMUST00000167088	750.1119067	46.185	9.83
ENSMUST00000119225	750.1119067	46.185	9.83
ENSMUST00000108491	750.1119067	46.185	9.83
ENSMUST00000105252	750.1119067	46.185	9.83
ENSMUST00000134862	750.1119067	46.185	9.83
ENSMUST00000101354	750.1119067	46.185	9.83
ENSMUST00000108980	750.1119067	46.185	9.83
ENSMUST00000131717	750.1119067	46.185	9.83
ENSMUST00000037422	750.1119067	46.185	9.83
ENSMUST00000109007	750.1119067	46.185	9.83
ENSMUST00000141017	750.1119067	46.185	9.83
ENSMUST00000165565	750.1119067	46.185	9.83
ENSMUST00000120959	750.1119067	46.185	9.83
ENSMUST00000062708	750.1119067	46.185	9.83
ENSMUST00000045969	750.1119067	46.185	9.83
ENSMUST00000121097	750.1119067	46.185	9.83
ENSMUST00000021262	750.1119067	46.185	9.83
ENSMUST00000153641	750.1119067	46.185	9.83
ENSMUST00000119149	750.1119067	46.185	9.83
ENSMUST00000152941	750.1119067	46.185	9.83
ENSMUST00000003049	750.1119067	46.185	9.83
ENSMUST00000057920	750.1119067	46.185	9.83
ENSMUST00000164290	750.1119067	46.185	9.83
ENSMUST00000100655	750.1119067	46.185	9.83
ENSMUST00000170440	750.1119067	46.185	9.83
ENSMUST00000009875	750.1119067	46.185	9.83
ENSMUST00000079461	750.1119067	46.185	9.83
ENSMUST00000162316	750.1119067	46.185	9.83
ENSMUST00000113917	750.1119067	46.185	9.83
ENSMUST00000053419	750.1119067	46.185	9.83
ENSMUST00000036462	750.1119067	46.185	9.83
ENSMUST00000085886	750.1119067	46.185	9.83
ENSMUST00000169489	750.1119067	46.185	9.83
ENSMUST00000022623	750.1119067	46.185	9.83
ENSMUST00000023832	750.1119067	46.185	9.83
ENSMUST00000163256	750.1119067	46.185	9.83
ENSMUST00000166206	750.1119067	46.185	9.83
ENSMUST00000108542	750.1119067	46.185	9.83
ENSMUST00000120521	750.1119067	46.185	9.83
ENSMUST00000098632	750.1119067	46.185	9.83
ENSMUST00000172747	750.1119067	46.185	9.83
ENSMUST00000064798	750.1119067	46.185	9.83
ENSMUST00000114563	750.1119067	46.185	9.83
ENSMUST00000064166	750.1119067	46.185	9.83
ENSMUST00000145041	750.1119067	46.185	9.83
ENSMUST00000117267	750.1119067	46.185	9.83
ENSMUST00000173468	750.1119067	46.185	9.83
ENSMUST00000035700	750.1119067	46.185	9.83
ENSMUST00000106607	750.1119067	46.185	9.83
ENSMUST00000045909	750.1119067	46.185	9.83
ENSMUST00000055064	750.1119067	46.185	9.83
ENSMUST00000088955	750.1119067	46.185	9.83
ENSMUST00000045740	750.1119067	46.185	9.83
ENSMUST00000113539	750.1119067	46.185	9.83
ENSMUST00000093836	750.1119067	46.185	9.83
ENSMUST00000034492	750.1119067	46.185	9.83
ENSMUST00000023806	750.1119067	46.185	9.83
ENSMUST00000044949	750.1119067	46.185	9.83
ENSMUST00000111318	750.1119067	46.185	9.83
ENSMUST00000164506	750.1119067	46.185	9.83
ENSMUST00000119997	750.1119067	46.185	9.83
ENSMUST00000055340	750.1119067	46.185	9.83
ENSMUST00000176403	750.1119067	46.185	9.83
ENSMUST00000025048	750.1119067	46.185	9.83
ENSMUST00000143927	750.1119067	46.185	9.83
ENSMUST00000167106	750.1119067	46.185	9.83
ENSMUST00000065871	750.1119067	46.185	9.83
ENSMUST00000166988	750.1119067	46.185	9.83
ENSMUST00000033207	750.1119067	46.185	9.83
ENSMUST00000146468	750.1119067	46.185	9.83
ENSMUST00000107432	750.1119067	46.185	9.83
ENSMUST00000137906	750.1119067	46.185	9.83
ENSMUST00000022124	750.1119067	46.185	9.83
ENSMUST00000112562	750.1119067	46.185	9.83
ENSMUST00000166526	750.1119067	46.185	9.83
ENSMUST00000042042	750.1119067	46.185	9.83
ENSMUST00000033543	750.1119067	46.185	9.83
ENSMUST00000119227	750.1119067	46.185	9.83
ENSMUST00000074805	750.1119067	46.185	9.83
ENSMUST00000060125	750.1119067	46.185	9.83
ENSMUST00000163048	750.1119067	46.185	9.83
ENSMUST00000151808	750.1119067	46.185	9.83
ENSMUST00000171759	750.1119067	46.185	9.83
ENSMUST00000022185	750.1119067	46.185	9.83
ENSMUST00000171820	750.1119067	46.185	9.83
ENSMUST00000163197	750.1119067	46.185	9.83
ENSMUST00000166348	750.1119067	46.185	9.83
ENSMUST00000167627	750.1119067	46.185	9.83
ENSMUST00000135067	750.1119067	46.185	9.83
ENSMUST00000030811	750.1119067	46.185	9.83
ENSMUST00000130924	750.1119067	46.185	9.83
ENSMUST00000020161	750.1119067	46.185	9.83
ENSMUST00000038225	750.1119067	46.185	9.83
ENSMUST00000077595	750.1119067	46.185	9.83
ENSMUST00000021681	750.1119067	46.185	9.83
ENSMUST00000128629	750.1119067	46.185	9.83
ENSMUST00000087820	750.1119067	46.185	9.83
ENSMUST00000128231	750.1119067	46.185	9.83
ENSMUST00000033442	750.1119067	46.185	9.83
ENSMUST00000164207	750.1119067	46.185	9.83
ENSMUST00000139969	750.1119067	46.185	9.83
ENSMUST00000012759	750.1119067	46.185	9.83
ENSMUST00000122067	750.1119067	46.185	9.83
ENSMUST00000000608	750.1119067	46.185	9.83
ENSMUST00000173867	750.1119067	46.185	9.83
ENSMUST00000101499	750.1119067	46.185	9.83
ENSMUST00000021691	750.1119067	46.185	9.83
ENSMUST00000082320	750.1119067	46.185	9.83
ENSMUST00000143703	750.1119067	46.185	9.83
ENSMUST00000058643	750.1119067	46.185	9.83
ENSMUST00000089403	750.1119067	46.185	9.83
ENSMUST00000028156	750.1119067	46.185	9.83
ENSMUST00000060435	750.1119067	46.185	9.83
ENSMUST00000072646	750.1119067	46.185	9.83
ENSMUST00000066740	750.1119067	46.185	9.83
ENSMUST00000089402	750.1119067	46.185	9.83
ENSMUST00000163626	750.1119067	46.185	9.83
ENSMUST00000023067	750.1119067	46.185	9.83
ENSMUST00000098273	750.1119067	46.185	9.83
ENSMUST00000100780	750.1119067	46.185	9.83
ENSMUST00000108125	750.1119067	46.185	9.83
ENSMUST00000034463	750.1119067	46.185	9.83
ENSMUST00000140806	750.1119067	46.185	9.83
ENSMUST00000166423	750.1119067	46.185	9.83
ENSMUST00000056888	750.1119067	46.185	9.83
ENSMUST00000075870	750.1119067	46.185	9.83
ENSMUST00000119474	750.1119067	46.185	9.83
ENSMUST00000025940	750.1119067	46.185	9.83
ENSMUST00000163858	750.1119067	46.185	9.83
ENSMUST00000099501	750.1119067	46.185	9.83
ENSMUST00000108461	750.1119067	46.185	9.83
ENSMUST00000093872	750.1119067	46.185	9.83
ENSMUST00000176531	750.1119067	46.185	9.83
ENSMUST00000038287	750.1119067	46.185	9.83
ENSMUST00000166391	750.1119067	46.185	9.83
ENSMUST00000177129	750.1119067	46.185	9.83
ENSMUST00000064061	750.1119067	46.185	9.83
ENSMUST00000078099	750.1119067	46.185	9.83
ENSMUST00000034702	750.1119067	46.185	9.83
ENSMUST00000106568	750.1119067	46.185	9.83
ENSMUST00000176685	750.1119067	46.185	9.83
ENSMUST00000093909	750.1119067	46.185	9.83
ENSMUST00000131606	750.1119067	46.185	9.83
ENSMUST00000031472	750.1119067	46.185	9.83
ENSMUST00000096265	750.1119067	46.185	9.83
ENSMUST00000053635	750.1119067	46.185	9.83
ENSMUST00000045802	750.1119067	46.185	9.83
ENSMUST00000027431	750.1119067	46.185	9.83
ENSMUST00000029456	750.1119067	46.185	9.83
ENSMUST00000074231	750.1119067	46.185	9.83
ENSMUST00000000329	750.1119067	46.185	9.83
ENSMUST00000167493	750.1119067	46.185	9.83
ENSMUST00000027265	750.1119067	46.185	9.83
ENSMUST00000012725	750.1119067	46.185	9.83
ENSMUST00000115029	750.1119067	46.185	9.83
ENSMUST00000103176	750.1119067	46.185	9.83
ENSMUST00000108212	750.1119067	46.185	9.83
ENSMUST00000038824	750.1119067	46.185	9.83
ENSMUST00000059037	750.1119067	46.185	9.83
ENSMUST00000096200	750.1119067	46.185	9.83
ENSMUST00000028883	750.1119067	46.185	9.83
ENSMUST00000002840	750.1119067	46.185	9.83
ENSMUST00000002710	750.1119067	46.185	9.83
ENSMUST00000034648	750.1119067	46.185	9.83
ENSMUST00000172048	750.1119067	46.185	9.83
ENSMUST00000162178	750.1119067	46.185	9.83
ENSMUST00000168871	750.1119067	46.185	9.83
ENSMUST00000165789	750.1119067	46.185	9.83
ENSMUST00000036426	750.1119067	46.185	9.83
ENSMUST00000032207	750.1119067	46.185	9.83
ENSMUST00000146409	750.1119067	46.185	9.83
ENSMUST00000065125	750.1119067	46.185	9.83
ENSMUST00000150290	750.1119067	46.185	9.83
ENSMUST00000032327	750.1119067	46.185	9.83
ENSMUST00000066283	750.1119067	46.185	9.83
ENSMUST00000110081	750.1119067	46.185	9.83
ENSMUST00000086563	750.1119067	46.185	9.83
ENSMUST00000110078	750.1119067	46.185	9.83
ENSMUST00000000631	750.1119067	46.185	9.83
ENSMUST00000079720	750.1119067	46.185	9.83
ENSMUST00000152983	750.1119067	46.185	9.83
ENSMUST00000166137	750.1119067	46.185	9.83
ENSMUST00000046903	750.1119067	46.185	9.83
ENSMUST00000165399	750.1119067	46.185	9.83
ENSMUST00000108123	750.1119067	46.185	9.83
ENSMUST00000142734	750.1119067	46.185	9.83
ENSMUST00000058745	750.1119067	46.185	9.83
ENSMUST00000132042	750.1119067	46.185	9.83
ENSMUST00000162356	750.1119067	46.185	9.83
ENSMUST00000030122	750.1119067	46.185	9.83
ENSMUST00000027377	750.1119067	46.185	9.83
ENSMUST00000089018	750.1119067	46.185	9.83
ENSMUST00000120605	750.1119067	46.185	9.83
ENSMUST00000074574	750.1119067	46.185	9.83
ENSMUST00000024736	750.1119067	46.185	9.83
ENSMUST00000171404	750.1119067	46.185	9.83
ENSMUST00000112336	750.1119067	46.185	9.83
ENSMUST00000102665	750.1119067	46.185	9.83
ENSMUST00000110820	750.1119067	46.185	9.83
ENSMUST00000038699	750.1119067	46.185	9.83
ENSMUST00000039926	750.1119067	46.185	9.83
ENSMUST00000154724	750.1119067	46.185	9.83
ENSMUST00000032958	750.1119067	46.185	9.83
ENSMUST00000103094	750.1119067	46.185	9.83
ENSMUST00000032476	750.1119067	46.185	9.83
ENSMUST00000111922	750.1119067	46.185	9.83
ENSMUST00000073551	750.1119067	46.185	9.83
ENSMUST00000077866	750.1119067	46.185	9.83
ENSMUST00000023884	750.1119067	46.185	9.83
ENSMUST00000116495	750.1119067	46.185	9.83
ENSMUST00000049055	750.1119067	46.185	9.83
ENSMUST00000060551	750.1119067	46.185	9.83
ENSMUST00000125652	750.1119067	46.185	9.83
ENSMUST00000144041	750.1119067	46.185	9.83
ENSMUST00000076661	750.1119067	46.185	9.83
ENSMUST00000165310	750.1119067	46.185	9.83
ENSMUST00000165684	750.1119067	46.185	9.83
ENSMUST00000048935	750.1119067	46.185	9.83
ENSMUST00000144883	750.1119067	46.185	9.83
ENSMUST00000031051	750.1119067	46.185	9.83
ENSMUST00000034609	750.1119067	46.185	9.83
ENSMUST00000153735	750.1119067	46.185	9.83
ENSMUST00000006704	750.1119067	46.185	9.83
ENSMUST00000057816	750.1119067	46.185	9.83
ENSMUST00000095795	750.1119067	46.185	9.83
ENSMUST00000020837	750.1119067	46.185	9.83
ENSMUST00000109018	750.1119067	46.185	9.83
ENSMUST00000109048	750.1119067	46.185	9.83
ENSMUST00000167250	750.1119067	46.185	9.83
ENSMUST00000165308	750.1119067	46.185	9.83
ENSMUST00000094026	750.1119067	46.185	9.83
ENSMUST00000076852	750.1119067	46.185	9.83
ENSMUST00000114430	750.1119067	46.185	9.83
ENSMUST00000110080	750.1119067	46.185	9.83
ENSMUST00000032270	750.1119067	46.185	9.83
ENSMUST00000118545	750.1119067	46.185	9.83
ENSMUST00000076084	750.1119067	46.185	9.83
ENSMUST00000140668	750.1119067	46.185	9.83
ENSMUST00000163118	750.1119067	46.185	9.83
ENSMUST00000061505	750.1119067	46.185	9.83
ENSMUST00000129469	750.1119067	46.185	9.83
ENSMUST00000107059	750.1119067	46.185	9.83
ENSMUST00000068686	750.1119067	46.185	9.83
ENSMUST00000155266	750.1119067	46.185	9.83
ENSMUST00000107752	750.1119067	46.185	9.83
ENSMUST00000061052	750.1119067	46.185	9.83
ENSMUST00000108810	750.1119067	46.185	9.83
ENSMUST00000034344	750.1119067	46.185	9.83
ENSMUST00000174548	750.1119067	46.185	9.83
ENSMUST00000061045	750.1119067	46.185	9.83
ENSMUST00000129685	750.1119067	46.185	9.83
ENSMUST00000064662	750.1119067	46.185	9.83
ENSMUST00000118755	750.1119067	46.185	9.83
ENSMUST00000105584	750.1119067	46.185	9.83
ENSMUST00000114803	750.1119067	46.185	9.83
ENSMUST00000134118	750.1119067	46.185	9.83
ENSMUST00000027941	750.1119067	46.185	9.83
ENSMUST00000106985	750.1119067	46.185	9.83
ENSMUST00000079031	750.1119067	46.185	9.83
ENSMUST00000109212	750.1119067	46.185	9.83
ENSMUST00000149277	750.1119067	46.185	9.83
ENSMUST00000106986	750.1119067	46.185	9.83
ENSMUST00000001882	750.1119067	46.185	9.83
ENSMUST00000115738	750.1119067	46.185	9.83
ENSMUST00000057935	750.1119067	46.185	9.83
ENSMUST00000020346	750.1119067	46.185	9.83
ENSMUST00000017451	750.1119067	46.185	9.83
ENSMUST00000173878	750.1119067	46.185	9.83
ENSMUST00000034776	750.1119067	46.185	9.83
ENSMUST00000105790	750.1119067	46.185	9.83
ENSMUST00000054651	750.1119067	46.185	9.83
ENSMUST00000167144	750.1119067	46.185	9.83
ENSMUST00000097776	750.1119067	46.185	9.83
ENSMUST00000028826	750.1119067	46.185	9.83
ENSMUST00000094365	750.1119067	46.185	9.83
ENSMUST00000027217	750.1119067	46.185	9.83
ENSMUST00000000208	750.1119067	46.185	9.83
ENSMUST00000093061	750.1119067	46.185	9.83
ENSMUST00000045956	750.1119067	46.185	9.83
ENSMUST00000039132	750.1119067	46.185	9.83
ENSMUST00000168530	750.1119067	46.185	9.83
ENSMUST00000076984	750.1119067	46.185	9.83
ENSMUST00000112192	750.1119067	46.185	9.83
ENSMUST00000003459	750.1119067	46.185	9.83
ENSMUST00000097162	750.1119067	46.185	9.83
ENSMUST00000052843	750.1119067	46.185	9.83
ENSMUST00000166912	750.1119067	46.185	9.83
ENSMUST00000079883	750.1119067	46.185	9.83
ENSMUST00000000573	750.1119067	46.185	9.83
ENSMUST00000106980	750.1119067	46.185	9.83
ENSMUST00000160129	750.1119067	46.185	9.83
ENSMUST00000098795	750.1119067	46.185	9.83
ENSMUST00000106077	750.1119067	46.185	9.83
ENSMUST00000077494	750.1119067	46.185	9.83
ENSMUST00000102511	750.1119067	46.185	9.83
ENSMUST00000141830	750.1119067	46.185	9.83
ENSMUST00000107526	750.1119067	46.185	9.83
ENSMUST00000139389	750.1119067	46.185	9.83
ENSMUST00000114411	750.1119067	46.185	9.83
ENSMUST00000067150	750.1119067	46.185	9.83
ENSMUST00000071219	750.1119067	46.185	9.83
ENSMUST00000037007	750.1119067	46.185	9.83
ENSMUST00000169212	750.1119067	46.185	9.83
ENSMUST00000030489	750.1119067	46.185	9.83
ENSMUST00000167826	750.1119067	46.185	9.83
ENSMUST00000067969	750.1119067	46.185	9.83
ENSMUST00000171749	750.1119067	46.185	9.83
ENSMUST00000113230	750.1119067	46.185	9.83
ENSMUST00000033711	750.1119067	46.185	9.83
ENSMUST00000057501	750.1119067	46.185	9.83
ENSMUST00000034945	750.1119067	46.185	9.83
ENSMUST00000172232	750.1119067	46.185	9.83
ENSMUST00000044434	750.1119067	46.185	9.83
ENSMUST00000167875	750.1119067	46.185	9.83
ENSMUST00000062322	750.1119067	46.185	9.83
ENSMUST00000115557	750.1119067	46.185	9.83
ENSMUST00000032926	750.1119067	46.185	9.83
ENSMUST00000168360	750.1119067	46.185	9.83
ENSMUST00000111899	750.1119067	46.185	9.83
ENSMUST00000121532	750.1119067	46.185	9.83
ENSMUST00000166021	750.1119067	46.185	9.83
ENSMUST00000171498	750.1119067	46.185	9.83
ENSMUST00000135386	750.1119067	46.185	9.83
ENSMUST00000153440	750.1119067	46.185	9.83
ENSMUST00000100537	750.1119067	46.185	9.83
ENSMUST00000164724	750.1119067	46.185	9.83
ENSMUST00000171889	750.1119067	46.185	9.83
ENSMUST00000117971	750.1119067	46.185	9.83
ENSMUST00000048184	750.1119067	46.185	9.83
ENSMUST00000163142	750.1119067	46.185	9.83
ENSMUST00000041391	750.1119067	46.185	9.83
ENSMUST00000114804	750.1119067	46.185	9.83
ENSMUST00000106983	750.1119067	46.185	9.83
ENSMUST00000107045	750.1119067	46.185	9.83
ENSMUST00000169205	750.1119067	46.185	9.83
ENSMUST00000028794	750.1119067	46.185	9.83
ENSMUST00000028035	750.1119067	46.185	9.83
ENSMUST00000047577	750.1119067	46.185	9.83
ENSMUST00000034121	750.1119067	46.185	9.83
ENSMUST00000140058	750.1119067	46.185	9.83
ENSMUST00000142388	750.1119067	46.185	9.83
ENSMUST00000113661	750.1119067	46.185	9.83
ENSMUST00000046797	750.1119067	46.185	9.83
ENSMUST00000176369	750.1119067	46.185	9.83
ENSMUST00000167596	750.1119067	46.185	9.83
ENSMUST00000172758	750.1119067	46.185	9.83
ENSMUST00000175765	750.1119067	46.185	9.83
ENSMUST00000166758	750.1119067	46.185	9.83
ENSMUST00000142766	750.1119067	46.185	9.83
ENSMUST00000048096	750.1119067	46.185	9.83
ENSMUST00000101477	750.1119067	46.185	9.83
ENSMUST00000015998	750.1119067	46.185	9.83
